	word	killer_gold	medion_time
21	i	N	00:00:19.234
22	do	N	00:00:19.234
23	n't	N	00:00:19.234
24	wan	N	00:00:19.234
25	na	N	00:00:19.234
26	go	N	00:00:19.234
27	ooh	N	00:00:20.424
28	oh	N	00:00:24.294
29	mommy	N	00:00:24.294
43	we	N	00:00:27.114
44	're	N	00:00:27.114
45	all	N	00:00:27.114
46	going	N	00:00:27.114
47	to	N	00:00:27.114
48	die	N	00:00:27.114
49	cut	N	00:00:28.304
50	it	N	00:00:28.304
51	out	N	00:00:28.304
52	joey	N	00:00:30.230
53	put	N	00:00:30.230
54	your	N	00:00:30.230
55	seat	N	00:00:30.230
56	belt	N	00:00:30.230
57	on	N	00:00:30.230
58	now	N	00:00:34.939
77	here	N	00:00:40.432
78	we	N	00:00:40.432
79	go	N	00:00:40.432
80	voice	N	00:00:44.914
81	oh	N	00:00:44.914
82	my	N	00:00:44.914
83	goodness	N	00:00:44.914
84	voice	N	00:00:46.130
85	whoa	N	00:00:46.130
119	okay	N	00:01:00.874
120	guys	N	00:01:00.874
121	come	N	00:01:00.874
122	on	N	00:01:00.874
130	that	N	00:01:02.674
131	was	N	00:01:02.674
132	so	N	00:01:02.674
133	fun	N	00:01:02.674
143	all	N	00:01:06.114
144	right	N	00:01:06.114
145	ladies	N	00:01:06.114
146	and	N	00:01:06.114
147	gentlemen	N	00:01:06.114
148	welcome	N	00:01:06.114
149	to	N	00:01:06.114
150	pharaoh	N	00:01:06.114
151	's	N	00:01:06.114
152	fever	N	00:01:06.114
153	buckle	N	00:01:08.554
154	up	N	00:01:08.554
155	get	N	00:01:11.664
156	ready	N	00:01:11.664
157	to	N	00:01:11.664
158	scream	N	00:01:11.664
192	that	N	00:01:13.294
193	was	N	00:01:13.294
194	so	N	00:01:13.294
195	awesome	N	00:01:13.294
196	when	N	00:01:15.037
197	can	N	00:01:15.037
198	we	N	00:01:15.037
199	ride	N	00:01:15.037
200	again	N	00:01:15.037
201	um	N	00:01:16.711
202	we	N	00:01:16.711
203	'll	N	00:01:16.711
204	ride	N	00:01:16.711
205	it	N	00:01:16.711
206	in	N	00:01:16.711
207	a	N	00:01:16.711
208	minute	N	00:01:16.711
217	um	N	00:01:18.535
218	four	N	00:01:18.535
219	king	N	00:01:18.535
220	tut	N	00:01:18.535
221	burgers	N	00:01:18.535
222	uh	N	00:01:18.535
223	two	N	00:01:18.535
224	nile	N	00:01:18.535
225	river	N	00:01:18.535
226	ice	N	00:01:18.535
227	teas	N	00:01:18.535
228	and	N	00:01:18.535
229	two	N	00:01:18.535
230	milks	N	00:01:18.535
231	milk	N	00:01:21.594
232	is	N	00:01:21.594
233	nasty	N	00:01:21.594
234	yeah	N	00:01:54.674
305	so	N	00:01:57.674
306	dr	N	00:01:57.674
307	thrillseeker	N	00:01:57.674
308	you	N	00:01:57.674
309	ever	N	00:01:57.674
310	been	N	00:01:57.674
311	on	N	00:01:57.674
312	this	N	00:01:57.674
313	roller	N	00:01:57.674
314	coaster	N	00:01:57.674
321	pharaoh	N	00:02:01.974
322	's	N	00:02:01.974
323	fever	N	00:02:01.974
324	yeah	N	00:02:01.974
325	but	N	00:02:01.974
326	my	N	00:02:01.974
327	ride	N	00:02:01.974
328	ended	N	00:02:01.974
329	at	N	00:02:01.974
330	the	N	00:02:01.974
331	platform	N	00:02:01.974
332	what	N	00:02:04.854
333	do	N	00:02:04.854
334	you	N	00:02:04.854
335	know	N	00:02:04.854
336	six	N	00:02:08.234
337	dead	N	00:02:08.234
338	park	N	00:02:11.529
339	full	N	00:02:11.529
340	of	N	00:02:11.529
341	eyewitnesses	N	00:02:11.529
342	saw	N	00:02:11.529
343	the	N	00:02:11.529
344	train	N	00:02:11.529
345	fly	N	00:02:11.529
346	off	N	00:02:11.529
347	the	N	00:02:11.529
348	tracks	N	00:02:11.529
349	four-oh-one-b	N	00:02:14.174
350	accident	N	00:02:15.607
351	with	N	00:02:15.607
352	injury	N	00:02:15.607
353	uh-huh	N	00:02:16.822
354	it	N	00:02:18.255
355	's	N	00:02:18.255
356	also	N	00:02:18.255
357	a	N	00:02:18.255
