	word	killer_gold	medion_time
218	hey	N	00:00:30.974
219	folks	N	00:00:30.974
220	we	N	00:00:30.974
221	've	N	00:00:30.974
222	hit	N	00:00:30.974
223	a	N	00:00:30.974
224	little	N	00:00:30.974
225	more	N	00:00:30.974
226	of	N	00:00:30.974
227	that	N	00:00:30.974
228	pesky	N	00:00:30.974
229	turbulence	N	00:00:30.974
230	if	N	00:00:42.034
231	you	N	00:00:42.034
232	'd	N	00:00:42.034
233	kindly	N	00:00:42.034
234	take	N	00:00:42.034
235	your	N	00:00:42.034
236	seats	N	00:00:42.034
237	we	N	00:00:42.034
238	should	N	00:00:42.034
239	be	N	00:00:42.034
240	arriving	N	00:00:42.034
241	on	N	00:00:42.034
242	the	N	00:00:42.034
243	hour	N	00:00:42.034
260	fasten	N	00:00:45.069
261	your	N	00:00:45.069
262	seatbelts	N	00:00:45.069
263	please	N	00:00:45.069
281	cheers	N	00:00:47.414
433	the	N	00:01:38.230
434	victim	N	00:01:38.230
435	's	N	00:01:38.230
436	name	N	00:01:38.230
437	is	N	00:01:38.230
438	lorihutchins	N	00:01:38.230
453	apparently	N	00:01:41.214
454	she	N	00:01:41.214
455	chaperoned	N	00:01:41.214
456	the	N	00:01:41.214
457	horse	N	00:01:41.214
458	on	N	00:01:41.214
459	trips	N	00:01:41.214
460	all	N	00:01:41.214
461	the	N	00:01:41.214
462	time	N	00:01:41.214
463	baggage	N	00:01:44.954
464	handler	N	00:01:44.954
465	found	N	00:01:44.954
466	the	N	00:01:44.954
467	body	N	00:01:44.954
468	in	N	00:01:44.954
469	the	N	00:01:44.954
470	cargo	N	00:01:44.954
471	hold	N	00:01:44.954
472	after	N	00:01:44.954
473	the	N	00:01:44.954
474	passengers	N	00:01:44.954
475	had	N	00:01:44.954
476	disembarked	N	00:01:44.954
477	we	N	00:01:48.314
478	're	N	00:01:48.314
479	going	N	00:01:48.314
480	to	N	00:01:48.314
481	need	N	00:01:48.314
482	to	N	00:01:48.314
483	process	N	00:01:48.314
484	everyone	N	00:01:48.314
485	on	N	00:01:48.314
486	that	N	00:01:48.314
487	plane	N	00:01:48.314
488	well	N	00:01:50.326
489	they	N	00:01:50.326
490	're	N	00:01:50.326
491	being	N	00:01:50.326
492	corralled	N	00:01:50.326
493	as	N	00:01:50.326
494	we	N	00:01:50.326
495	speak	N	00:01:50.326
496	partner	N	00:01:50.326
497	where	N	00:01:51.542
498	to	N	00:01:51.542
499	start	N	00:01:51.542
500	first	N	00:01:54.734
501	witness	N	00:01:54.734
502	first	N	00:01:54.734
503	suspect	N	00:01:54.734
511	the	N	00:01:59.795
512	horse	N	00:01:59.795
514	of	N	00:02:03.715
515	course	N	00:02:03.715
539	all	N	00:02:55.297
540	right	N	00:02:55.297
541	let	N	00:02:55.297
542	's	N	00:02:55.297
543	talk	N	00:02:55.297
544	about	N	00:02:55.297
545	lorihutchins	N	00:02:55.297
546	what	N	00:02:56.851
547	can	N	00:02:56.851
548	you	N	00:02:56.851
549	tell	N	00:02:56.851
550	me	N	00:02:56.851
551	about	N	00:02:56.851
552	her	N	00:02:56.851
553	she	N	00:02:58.869
554	was	N	00:02:58.869
555	sweet	N	00:02:58.869
556	polite	N	00:02:58.869
557	quiet	N	00:02:58.869
558	horses	N	00:03:01.254
559	were	N	00:03:01.254
560	her	N	00:03:01.254
561	life	N	00:03:01.254
562	she	N	00:03:03.134
563	was	N	00:03:03.134
564	great	N	00:03:03.134
565	with	N	00:03:03.134
566	them	N	00:03:03.134
567	and	N	00:03:04.874
568	she	N	00:03:04.874
569	always	N	00:03:04.874
570	traveled	N	00:03:04.874
571	down	N	00:03:04.874
572	below	N	00:03:04.874
573	with	N	00:03:04.874
574	the	N	00:03:04.874
575	horse	N	00:03:04.874
576	checked	N	00:03:07.577
577	on	N	00:03:07.577
578	her	N	00:03:07.577
579	twice	N	00:03:07.577
580	during	N	00:03:07.577
581	the	N	00:03:07.577
582	flight	N	00:03:07.577
583	brought	N	00:03:10.812
584	her	N	00:03:10.812
585	dinner	N	00:03:10.812
586	about	N	00:03:10.812
587	three	N	00:03:10.812
588	hours	N	00:03:10.812
589	in	N	00:03:10.812
590	she	N	00:03:10.812
591	was	N	00:03:10.812
592	worried	N	00:03:10.812
593	about	N	00:03:10.812
594	the	N	00:03:10.812
595	horse	N	00:03:10.812
596	but	N	00:03:10.812
