	word	killer_gold	medion_time
55	okay	N	00:00:22.154
56	this	N	00:00:22.154
57	is	N	00:00:22.154
58	where	N	00:00:22.154
59	it	N	00:00:22.154
60	got	N	00:00:22.154
61	weird	N	00:00:22.154
109	do	N	00:00:58.214
110	n't	N	00:00:58.214
146	i	N	00:01:12.635
147	've	N	00:01:12.635
148	processed	N	00:01:12.635
149	hundreds	N	00:01:12.635
150	of	N	00:01:12.635
151	bogus	N	00:01:12.635
152	snuff	N	00:01:12.635
153	films	N	00:01:12.635
154	but	N	00:01:12.635
155	this	N	00:01:12.635
156	this	N	00:01:12.635
157	one	N	00:01:12.635
158	just	N	00:01:12.635
159	felt	N	00:01:12.635
160	different	N	00:01:12.635
161	yeah	N	00:01:17.834
162	it	N	00:01:17.834
163	should	N	00:01:17.834
164	arterial	N	00:01:19.794
165	spray	N	00:01:19.794
166	was	N	00:01:19.794
167	real	N	00:01:19.794
182	it	N	00:01:22.914
183	's	N	00:01:22.914
184	not	N	00:01:22.914
185	fake	N	00:01:22.914
186	blood	N	00:01:22.914
187	it	N	00:01:24.014
188	's	N	00:01:24.014
189	human	N	00:01:24.014
190	that	N	00:01:25.774
191	was	N	00:01:25.774
192	a	N	00:01:25.774
193	murder	N	00:01:25.774
194	on	N	00:01:25.774
195	16	N	00:01:25.774
196	millimeter	N	00:01:25.774
206	has	N	00:02:06.154
207	this	N	00:02:06.154
208	pornographer	Y	00:02:06.154
209	sent	N	00:02:06.154
210	you	N	00:02:06.154
211	film	N	00:02:06.154
212	to	N	00:02:06.154
213	be	N	00:02:06.154
214	developed	N	00:02:06.154
215	in	N	00:02:06.154
216	the	N	00:02:06.154
217	past	N	00:02:06.154
218	i	N	00:02:08.966
219	'm	N	00:02:08.966
220	sure	N	00:02:08.966
221	he	Y	00:02:08.966
222	has	N	00:02:08.966
223	we	N	00:02:11.301
224	get	N	00:02:11.301
225	raw	N	00:02:11.301
226	film	N	00:02:11.301
227	from	N	00:02:11.301
228	hundreds	N	00:02:11.301
229	of	N	00:02:11.301
230	adult	N	00:02:11.301
231	film	N	00:02:11.301
232	companies	N	00:02:11.301
233	no	N	00:02:13.974
234	names	N	00:02:13.974
235	just	N	00:02:13.974
236	those	N	00:02:13.974
237	private	N	00:02:13.974
238	boxes	N	00:02:13.974
239	you	N	00:02:18.559
240	can	N	00:02:18.559
241	film	N	00:02:18.559
242	porn	N	00:02:18.559
243	develop	N	00:02:18.559
244	it	N	00:02:18.559
245	sell	N	00:02:18.559
246	it	N	00:02:18.559
