	word	killer_gold	medion_time
36	wow	N	00:00:16.367
37	i	N	00:00:16.367
38	love	N	00:00:16.367
39	it	N	00:00:16.367
40	already	N	00:00:16.367
41	i	N	00:00:18.622
42	ca	N	00:00:18.622
43	n't	N	00:00:18.622
44	believe	N	00:00:18.622
45	you	Y	00:00:18.622
46	're	N	00:00:18.622
47	doing	N	00:00:18.622
48	this	N	00:00:18.622
65	is	N	00:00:20.714
66	that	N	00:00:20.714
67	the	N	00:00:20.714
68	lockbox	N	00:00:20.714
69	realtor	N	00:00:22.714
70	gave	N	00:00:22.714
71	me	Y	00:00:22.714
72	the	N	00:00:22.714
73	combination	N	00:00:22.714
74	he	N	00:00:24.989
75	's	N	00:00:24.989
76	doing	N	00:00:24.989
77	a	N	00:00:24.989
78	walk-through	N	00:00:24.989
79	in	N	00:00:24.989
80	seven	N	00:00:24.989
81	hills	N	00:00:24.989
101	owners	N	00:00:28.334
102	are	N	00:00:28.334
103	out	N	00:00:28.334
112	wow	N	00:00:33.714
129	wait	N	00:00:44.014
130	till	N	00:00:44.014
131	you	N	00:00:44.014
132	see	N	00:00:44.014
133	the	N	00:00:44.014
134	master	N	00:00:44.014
158	oh	N	00:00:53.214
159	my	N	00:00:53.214
160	god	N	00:00:53.214
161	this	N	00:00:54.936
162	is	N	00:00:54.936
163	gorgeous	N	00:00:54.936
164	wow	N	00:00:56.011
165	amazing	N	00:00:57.754
195	what	N	00:01:03.074
196	want	N	00:01:04.935
197	to	N	00:01:04.935
198	snoop	N	00:01:04.935
199	around	N	00:01:04.935
291	hey	N	00:01:18.329
303	what	N	00:01:21.075
304	do	N	00:01:21.075
305	you	N	00:01:21.075
306	think	N	00:01:21.075
307	i	N	00:01:22.364
308	do	N	00:01:22.364
309	n't	N	00:01:22.364
310	know	N	00:01:22.364
311	yeah	N	00:01:22.364
312	it	N	00:01:23.014
313	's	N	00:01:23.014
314	nice	N	00:01:23.014
315	looks	N	00:01:23.664
316	good	N	00:01:23.664
333	cut	N	00:01:25.719
334	it	N	00:01:25.719
335	out	N	00:01:25.719
336	no	N	00:01:26.999
337	seriously	N	00:01:26.999
338	i	N	00:01:26.999
339	think	N	00:01:26.999
340	i	N	00:01:26.999
341	hear	N	00:01:26.999
342	a	N	00:01:26.999
343	car	N	00:01:26.999
344	will	N	00:01:28.136
345	you	N	00:01:28.136
346	relax	N	00:01:28.136
347	no	N	00:01:28.972
348	really	N	00:01:28.972
349	you	N	00:01:30.514
350	're	N	00:01:30.514
351	paranoid	N	00:01:30.514
411	ooh	N	00:01:35.387
412	my	N	00:01:35.387
413	god	N	00:01:35.387
414	i	N	00:01:37.601
415	could	N	00:01:37.601
416	get	N	00:01:37.601
417	used	N	00:01:37.601
418	to	N	00:01:37.601
419	this	N	00:01:37.601
420	place	N	00:01:37.601
440	i	Y	00:01:39.364
441	bet	N	00:01:39.364
442	you	N	00:01:39.364
443	could	N	00:01:39.364
444	i	N	00:01:40.494
445	could	N	00:01:40.494
446	you	Y	00:01:41.624
447	're	N	00:01:41.624
448	an	N	00:01:41.624
449	animal	N	00:01:41.624
450	the	N	00:01:43.215
451	backyard	N	00:01:43.215
452	is	N	00:01:43.215
453	the	N	00:01:43.215
454	best	N	00:01:43.215
455	part	N	00:01:43.215
456	of	N	00:01:43.215
457	the	N	00:01:43.215
458	house	N	00:01:43.215
459	really	N	00:01:44.596
460	is	N	00:01:45.312
461	there	N	00:01:45.312
462	a	N	00:01:45.312
463	jacuzzi	N	00:01:45.312
504	oh	N	00:01:51.154
505	my	N	00:01:51.154
506	god	N	00:01:51.154
507	looks	N	00:01:54.154
508	like	N	00:01:54.154
509	something	N	00:01:54.154
510	out	N	00:01:54.154
511	of	N	00:01:54.154
512	a	N	00:01:54.154
513	magazine	N	00:01:54.154
646	cal	N	00:02:21.895
647	and	N	00:02:21.895
648	monicanewman	N	00:02:21.895
649	owners	N	00:02:23.476
650	of	N	00:02:23.476
651	the	N	00:02:23.476
652	house	N	00:02:23.476
653	my	N	00:02:24.612
654	guess	N	00:02:24.612
655	second	N	00:02:24.612
656	marriage	N	00:02:24.612
657	cause	N	00:02:26.055
658	she	N	00:02:26.055
659	's	N	00:02:26.055
660	a	N	00:02:26.055
661	babe	N	00:02:26.055
662	and	N	00:02:26.055
663	he	N	00:02:26.055
664	s	N	00:02:26.055
665	he	N	00:02:28.384
666	's	N	00:02:28.384
667	uhm	N	00:02:28.384
668	got	N	00:02:28.384
669	a	N	00:02:28.384
670	good	N	00:02:28.384
671	sense	N	00:02:28.384
672	of	N	00:02:28.384
673	humor	N	00:02:28.384
723	380	N	00:02:39.954
724	auto	N	00:02:39.954
725	caliber	N	00:02:39.954
760	gunshot	N	00:02:48.354
761	right	N	00:02:48.354
762	temple	N	00:02:48.354
763	women	N	00:02:50.654
764	do	N	00:02:50.654
765	n't	N	00:02:50.654
766	shoot	N	00:02:50.654
767	themselves	N	00:02:50.654
768	in	N	00:02:50.654
769	the	N	00:02:50.654
770	head	N	00:02:50.654
771	do	N	00:02:50.654
772	they	N	00:02:50.654
773	catherine	N	00:02:50.654
774	well	N	00:02:54.439
775	gunshots	N	00:02:54.439
776	do	N	00:02:54.439
777	a	N	00:02:54.439
778	number	N	00:02:54.439
779	of	N	00:02:54.439
780	your	N	00:02:54.439
781	face	N	00:02:54.439
782	so	N	00:02:54.439
783	typically	N	00:02:54.439
784	women	N	00:02:54.439
785	prefer	N	00:02:54.439
786	pills	N	00:02:54.439
787	so	N	00:02:57.974
788	what	N	00:02:57.974
789	are	N	00:02:57.974
790	we	N	00:02:57.974
791	calling	N	00:02:57.974
792	this	N	00:02:57.974
793	murder	N	00:02:57.974
794	suicide	N	00:02:57.974
795	what	N	00:02:57.974
796	is	N	00:03:01.635
797	the	N	00:03:01.635
798	husband	N	00:03:01.635
799	around	N	00:03:01.635
804	no	N	00:03:02.777
805	well	N	00:03:06.154
806	you	N	00:03:06.154
807	do	N	00:03:06.154
808	the	N	00:03:06.154
809	math	N	00:03:06.154
810	dead	N	00:03:06.154
