	word	killer_gold	medion_time
465	female	N	00:02:45.782
466	early	N	00:02:45.782
467	30s	N	00:02:45.782
468	hispanic	N	00:02:45.782
469	descent	N	00:02:45.782
470	vitreous	N	00:02:47.782
471	potassium	N	00:02:47.782
472	was	N	00:02:47.782
473	11.74	N	00:02:47.782
474	milli-equivalents	N	00:02:47.782
475	per	N	00:02:47.782
476	liter	N	00:02:47.782
477	so	N	00:02:47.782
478	pmi	N	00:02:47.782
479	's	N	00:02:47.782
480	approximately	N	00:02:47.782
481	six	N	00:02:47.782
482	hours	N	00:02:47.782
483	so	N	00:02:59.864
484	time	N	00:02:59.864
485	of	N	00:02:59.864
486	death	N	00:02:59.864
487	roughly	N	00:02:59.864
488	1:00	N	00:02:59.864
489	a.m	N	00:02:59.864
492	c.o.d	N	00:03:02.775
493	from	N	00:03:07.124
494	what	N	00:03:07.124
495	i	N	00:03:07.124
496	got	N	00:03:07.124
497	here	N	00:03:07.124
498	i	N	00:03:07.124
499	ca	N	00:03:07.124
500	n't	N	00:03:07.124
501	tell	N	00:03:07.124
502	you	N	00:03:07.124
503	much	N	00:03:07.124
504	minimal	N	00:03:11.360
505	dilation	N	00:03:11.360
506	in	N	00:03:11.360
507	the	N	00:03:11.360
508	pupils	N	00:03:11.360
509	indicates	N	00:03:11.360
510	decapitation	N	00:03:11.360
511	was	N	00:03:11.360
512	postmortem	N	00:03:11.360
513	scalp	N	00:03:15.302
514	shows	N	00:03:15.302
515	naked	N	00:03:15.302
516	follicles	N	00:03:15.302
517	without	N	00:03:15.302
518	hairs	N	00:03:15.302
519	no	N	00:03:15.302
520	inflammation	N	00:03:15.302
521	around	N	00:03:15.302
522	them	N	00:03:15.302
523	indicates	N	00:03:15.302
524	removal	N	00:03:15.302
525	was	N	00:03:15.302
526	postmortem	N	00:03:15.302
527	as	N	00:03:15.302
528	well	N	00:03:15.302
529	ripped	N	00:03:18.407
530	out	N	00:03:18.407
531	in	N	00:03:18.407
532	chunks	N	00:03:18.407
549	takes	N	00:03:21.866
550	time	N	00:03:21.866
551	and	N	00:03:21.866
552	dedication	N	00:03:21.866
553	to	N	00:03:21.866
554	do	N	00:03:21.866
555	something	N	00:03:21.866
556	like	N	00:03:21.866
557	that	N	00:03:21.866
558	and	N	00:03:24.704
559	a	N	00:03:24.704
560	lot	N	00:03:24.704
561	of	N	00:03:24.704
562	hatred	N	00:03:24.704
563	so	N	00:03:27.885
564	her	N	00:03:27.885
565	eyebrows	N	00:03:27.885
566	have	N	00:03:27.885
567	been	N	00:03:27.885
568	shaved	N	00:03:27.885
569	off	N	00:03:27.885
570	and	N	00:03:27.885
571	drawn	N	00:03:27.885
572	back	N	00:03:27.885
573	on	N	00:03:27.885
574	with	N	00:03:27.885
575	eyeliner	N	00:03:27.885
576	i	N	00:03:31.063
577	know	N	00:03:31.063
578	that	N	00:03:31.063
579	's	N	00:03:31.063
580	popular	N	00:03:31.063
581	among	N	00:03:31.063
582	latinos	N	00:03:31.063
583	in	N	00:03:31.063
584	28th	N	00:03:31.063
585	street	N	00:03:31.063
586	she	N	00:03:34.086
587	could	N	00:03:34.086
588	be	N	00:03:34.086
589	a	N	00:03:34.086
590	banger	N	00:03:34.086
591	or	N	00:03:34.086
592	a	N	00:03:34.086
593	girlfriend	N	00:03:34.086
594	of	N	00:03:34.086
595	one	N	00:03:34.086
596	well	N	00:03:37.342
597	either	N	00:03:37.342
598	way	N	00:03:37.342
599	at	N	00:03:37.342
600	least	N	00:03:37.342
601	she	N	00:03:37.342
602	took	N	00:03:37.342
603	good	N	00:03:37.342
604	care	N	00:03:37.342
605	of	N	00:03:37.342
606	her	N	00:03:37.342
607	teeth	N	00:03:37.342
623	what	N	00:03:44.004
624	is	N	00:03:44.004
625	that	N	00:03:44.004
626	nine	N	00:03:44.004
627	digits	N	00:03:44.004
628	social	N	00:03:45.119
629	security	N	00:03:45.119
630	number	N	00:03:45.119
631	dentists	N	00:03:48.145
632	usually	N	00:03:48.145
633	put	N	00:03:48.145
634	on	N	00:03:48.145
635	some	N	00:03:48.145
636	form	N	00:03:48.145
