	word	killer_gold	medion_time
34	ready	N	00:00:17.117
35	to	N	00:00:17.117
36	go	N	00:00:17.117
37	i	N	00:00:18.152
38	'll	N	00:00:18.152
39	get	N	00:00:18.152
40	the	N	00:00:18.152
41	paper	N	00:00:18.152
42	you	N	00:00:18.152
43	get	N	00:00:18.152
44	the	N	00:00:18.152
45	car	N	00:00:18.152
46	okay	N	00:00:19.434
295	early	N	00:00:54.675
296	morning	N	00:00:54.675
297	call-out	N	00:00:54.675
298	the	N	00:00:54.675
299	worst	N	00:00:54.675
308	where	N	00:00:58.196
309	did	N	00:00:58.196
310	you	N	00:00:58.196
311	come	N	00:00:58.196
312	from	N	00:00:58.196
313	home	N	00:00:59.152
321	did	N	00:01:00.070
322	you	N	00:01:00.070
323	get	N	00:01:00.070
324	any	N	00:01:00.070
325	sleep	N	00:01:00.070
326	no	N	00:01:00.773
327	you	N	00:01:01.476
328	about	N	00:01:02.674
329	a	N	00:01:02.674
330	half	N	00:01:02.674
331	an	N	00:01:02.674
332	hour	N	00:01:02.674
333	i	N	00:01:04.191
334	was	N	00:01:04.191
335	watching	N	00:01:04.191
336	the	N	00:01:04.191
337	world	N	00:01:04.191
338	series	N	00:01:04.191
339	of	N	00:01:04.191
340	poker	N	00:01:04.191
341	waiting	N	00:01:05.534
342	for	N	00:01:05.534
343	sam	N	00:01:05.534
344	farha	N	00:01:05.534
345	to	N	00:01:05.534
346	light	N	00:01:05.534
347	his	N	00:01:05.534
348	cigarette	N	00:01:05.534
349	mm-hmm	N	00:01:06.877
354	ever	N	00:01:09.365
355	been	N	00:01:09.365
356	to	N	00:01:09.365
357	the	N	00:01:09.365
358	acid	N	00:01:09.365
359	drop	N	00:01:09.365
360	i	N	00:01:11.205
361	try	N	00:01:11.205
362	to	N	00:01:11.205
363	avoid	N	00:01:11.205
364	those	N	00:01:11.205
365	places	N	00:01:11.205
366	the	N	00:01:13.429
367	victims	N	00:01:13.429
368	were	N	00:01:13.429
369	the	N	00:01:13.429
370	owners	N	00:01:13.429
371	miketrent	N	00:01:15.974
372	and	N	00:01:15.974
373	his	N	00:01:15.974
374	wife	N	00:01:15.974
375	laurel	N	00:01:15.974
376	both	N	00:01:18.574
377	shot	N	00:01:18.574
378	execution-style	N	00:01:18.574
379	back	N	00:01:18.574
380	of	N	00:01:18.574
381	the	N	00:01:18.574
382	head	N	00:01:18.574
383	a	N	00:01:20.914
384	neighbor	N	00:01:20.914
385	walking	N	00:01:20.914
386	the	N	00:01:20.914
387	dog	N	00:01:20.914
388	found	N	00:01:20.914
389	em	N	00:01:20.914
390	mike	N	00:01:23.775
391	used	N	00:01:23.775
392	to	N	00:01:23.775
393	own	N	00:01:23.775
394	a	N	00:01:23.775
395	semi-pro	N	00:01:23.775
396	hockey	N	00:01:23.775
397	team	N	00:01:23.775
398	with	N	00:01:23.775
399	some	N	00:01:23.775
400	other	N	00:01:23.775
401	guy	N	00:01:23.775
402	he	N	00:01:28.574
403	made	N	00:01:28.574
404	a	N	00:01:28.574
405	ton	N	00:01:28.574
406	of	N	00:01:28.574
407	money	N	00:01:28.574
408	sunk	N	00:01:28.574
409	it	N	00:01:28.574
410	all	N	00:01:28.574
411	into	N	00:01:28.574
412	clubs	N	00:01:28.574
413	like	N	00:01:28.574
414	acid	N	00:01:28.574
415	drop	N	00:01:28.574
416	uh	N	00:01:28.574
417	psychedelic	N	00:01:28.574
418	hoe-down	N	00:01:28.574
425	captain	N	00:01:31.617
426	brass	N	00:01:31.617
427	fun	N	00:01:32.475
428	joints	N	00:01:32.475
436	looks	N	00:01:35.474
437	like	N	00:01:35.474
438	they	N	00:01:35.474
439	never	N	00:01:35.474
440	got	N	00:01:35.474
441	out	N	00:01:35.474
442	of	N	00:01:35.474
443	the	N	00:01:35.474
444	driveway	N	00:01:35.474
476	she	N	00:01:42.334
477	dropped	N	00:01:42.334
478	where	N	00:01:42.334
479	she	N	00:01:42.334
480	was	N	00:01:42.334
481	shot	N	00:01:42.334
482	but	N	00:01:42.334
483	he	N	00:01:42.334
484	looks	N	00:01:42.334
485	like	N	00:01:42.334
486	he	N	00:01:42.334
487	was	N	00:01:42.334
488	dragged	N	00:01:42.334
507	you	N	00:01:50.454
508	drag	N	00:01:50.454
509	a	N	00:01:50.454
510	body	N	00:01:50.454
511	away	N	00:01:50.454
512	to	N	00:01:50.454
513	hide	N	00:01:50.454
514	it	N	00:01:50.454
515	not	N	00:01:50.454
516	down	N	00:01:50.454
517	a	N	00:01:50.454
518	driveway	N	00:01:50.454
519	for	N	00:01:50.454
520	the	N	00:01:50.454
521	world	N	00:01:50.454
522	to	N	00:01:50.454
523	see	N	00:01:50.454
524	it	N	00:01:50.454
525	unless	N	00:01:55.995
526	that	N	00:01:55.995
527	was	N	00:01:55.995
528	the	N	00:01:55.995
529	point	N	00:01:55.995
560	bling-bling	N	00:02:40.294
571	the	N	00:02:42.194
572	ol	N	00:02:42.194
573	trophy	N	00:02:42.194
574	wife	N	00:02:42.194
575	you	N	00:02:44.114
576	think	N	00:02:44.114
577	classic	N	00:02:45.974
578	vegas	N	00:02:45.974
579	he	N	00:02:50.994
580	pays	N	00:02:50.994
581	for	N	00:02:50.994
582	her	N	00:02:50.994
583	boobs	N	00:02:50.994
584	tummy	N	00:02:50.994
585	tuck	N	00:02:50.994
586	prada	N	00:02:50.994
587	weekly	N	00:02:50.994
588	spa	N	00:02:50.994
589	french	N	00:02:50.994
590	manicure	N	00:02:50.994
591	and	N	00:02:56.614
592	she	N	00:02:56.614
593	's	N	00:02:56.614
594	just	N	00:02:56.614
595	hanging	N	00:02:56.614
596	on	N	00:02:56.614
597	his	N	00:02:56.614
598	arm	N	00:02:56.614
599	like	N	00:02:56.614
600	she	N	00:02:56.614
601	belongs	N	00:02:56.614
602	tell	N	00:03:00.054
603	us	N	00:03:00.054
604	how	N	00:03:00.054
605	you	N	00:03:00.054
606	really	N	00:03:00.054
607	feel	N	00:03:00.054
608	catherine	N	00:03:00.054
609	oh	N	00:03:01.876
610	it	N	00:03:01.876
611	's	N	00:03:01.876
612	gross	N	00:03:01.876
613	i	N	00:03:03.312
614	would	N	00:03:03.312
615	n't	N	00:03:03.312
616	want	N	00:03:03.312
617	to	N	00:03:03.312
618	be	N	00:03:03.312
619	her	N	00:03:03.312
620	for	N	00:03:03.312
621	the	N	00:03:03.312
622	world	N	00:03:03.312
623	i	N	00:03:06.150
624	would	N	00:03:06.150
625	n't	N	00:03:06.150
626	mind	N	00:03:06.150
627	being	N	00:03:06.150
628	her	N	00:03:06.150
629	for	N	00:03:06.150
630	a	N	00:03:06.150
631	day	N	00:03:06.150
632	i	N	00:03:06.150
633	guess	N	00:03:06.150
634	well	N	00:03:07.837
635	not	N	00:03:07.837
636	this	N	00:03:07.837
637	day	N	00:03:07.837
638	no	N	00:03:08.712
639	looks	N	00:03:10.214
640	like	N	00:03:10.214
641	it	N	00:03:10.214
642	was	N	00:03:10.214
643	just	N	00:03:10.214
644	the	N	00:03:10.214
645	two	N	00:03:10.214
646	of	N	00:03:10.214
647	them	N	00:03:10.214
648	nobody	N	00:03:12.534
649	i	N	00:03:12.534
650	know	N	00:03:12.534
651	lives	N	00:03:12.534
652	like	N	00:03:12.534
653	this	N	00:03:12.534
654	with	N	00:03:12.534
655	kids	N	00:03:12.534
676	brown	N	00:03:18.314
677	i	N	00:03:19.637
678	've	N	00:03:19.637
679	been	N	00:03:19.637
680	here	N	00:03:19.637
681	for	N	00:03:19.637
682	twenty	N	00:03:19.637
683	minutes	N	00:03:19.637
684	what	N	00:03:20.752
685	's	N	00:03:20.752
686	the	N	00:03:20.752
687	code	N	00:03:20.752
688	you	N	00:03:22.534
689	on	N	00:03:22.534
690	the	N	00:03:22.534
691	east	N	00:03:22.534
692	coast	N	00:03:22.534
693	looking	N	00:03:22.534
694	for	N	00:03:22.534
695	a	N	00:03:22.534
696	sunset	N	00:03:22.534
697	i	N	00:03:24.366
698	am	N	00:03:24.366
699	you	N	00:03:25.581
700	're	N	00:03:25.581
701	at	N	00:03:25.581
702	the	N	00:03:25.581
703	wrong	N	00:03:25.581
704	gate	N	00:03:25.581
705	drive	N	00:03:27.594
706	back	N	00:03:27.594
707	down	N	00:03:27.594
708	the	N	00:03:27.594
709	road	N	00:03:27.594
710	make	N	00:03:27.594
711	three	N	00:03:27.594
712	lefts	N	00:03:27.594
713	when	N	00:03:31.534
714	you	N	00:03:31.534
715	get	N	00:03:31.534
716	to	N	00:03:31.534
717	the	N	00:03:31.534
718	main	N	00:03:31.534
719	gate	N	00:03:31.534
720	speak	N	00:03:31.534
721	to	N	00:03:31.534
722	officer	N	00:03:31.534
723	ray	N	00:03:31.534
724	and	N	00:03:31.534
725	tell	N	00:03:31.534
726	her	N	00:03:31.534
727	you	N	00:03:31.534
728	're	N	00:03:31.534
729	with	N	00:03:31.534
730	the	N	00:03:31.534
731	crime	N	00:03:31.534
732	lab	N	00:03:31.534
733	when	N	00:03:35.554
734	you	N	00:03:35.554
735	get	N	00:03:35.554
736	to	N	00:03:35.554
737	the	N	00:03:35.554
738	scene	N	00:03:35.554
739	make	N	00:03:35.554
740	sure	N	00:03:35.554
741	i	N	00:03:35.554
742	'm	N	00:03:35.554
743	the	N	00:03:35.554
