	word	killer_gold	medion_time
116	i	Y	00:00:18.124
117	need	N	00:00:18.124
118	one	N	00:00:18.124
119	volunteer	N	00:00:18.124
120	from	N	00:00:18.124
121	the	N	00:00:18.124
122	audience	N	00:00:18.124
123	here	N	00:00:19.517
124	here	N	00:00:19.517
140	you	N	00:00:26.057
141	in	N	00:00:27.531
142	the	N	00:00:27.531
143	blue	N	00:00:27.531
144	dress	N	00:00:27.531
224	step	N	00:00:50.639
225	into	N	00:00:50.639
226	the	N	00:00:50.639
227	box	N	00:00:50.639
228	hands	N	00:00:53.199
229	by	N	00:00:53.199
230	your	N	00:00:53.199
231	sides	N	00:00:53.199
232	do	N	00:01:38.889
233	n't	N	00:01:38.889
234	move	N	00:01:38.889
366	and	N	00:01:40.477
367	ladies	N	00:01:40.477
368	and	N	00:01:40.477
369	gentleman	N	00:01:40.477
370	i	Y	00:01:40.477
371	assure	N	00:01:40.477
372	you	N	00:01:40.477
373	she	N	00:01:40.477
374	's	N	00:01:40.477
375	quite	N	00:01:40.477
376	all	N	00:01:40.477
377	right	N	00:01:40.477
378	in	N	00:01:42.312
379	fact	N	00:01:42.312
380	she	N	00:01:42.312
381	's	N	00:01:42.312
382	spotlight	N	00:01:42.312
383	please	N	00:01:42.312
445	i	N	00:01:59.874
446	do	N	00:01:59.874
447	n't	N	00:01:59.874
448	know	N	00:01:59.874
449	where	N	00:01:59.874
450	she	N	00:01:59.874
451	is	N	00:01:59.874
466	ladies	N	00:02:01.895
467	and	N	00:02:01.895
468	gentlemen	N	00:02:01.895
469	i	Y	00:02:08.735
470	ca	N	00:02:08.735
471	n't	N	00:02:08.735
472	quite	N	00:02:08.735
473	explain	N	00:02:08.735
493	welcome	N	00:02:19.214
494	to	N	00:02:19.214
495	the	N	00:02:19.214
496	house	N	00:02:19.214
497	of	N	00:02:19.214
498	illusion	N	00:02:19.214
499	this	N	00:02:21.674
500	is	N	00:02:21.674
501	bizarre	N	00:02:21.674
502	you	N	00:02:24.554
503	're	N	00:02:24.554
504	not	N	00:02:24.554
505	going	N	00:02:24.554
506	to	N	00:02:24.554
507	believe	N	00:02:24.554
508	this	N	00:02:24.554
509	female	N	00:02:27.344
510	volunteer	N	00:02:27.344
511	goes	N	00:02:27.344
512	on	N	00:02:27.344
513	the	N	00:02:27.344
514	stage	N	00:02:27.344
515	disappears	N	00:02:27.344
516	and	N	00:02:27.344
517	does	N	00:02:27.344
518	n't	N	00:02:27.344
519	come	N	00:02:27.344
520	back	N	00:02:27.344
521	was	N	00:02:30.275
522	she	N	00:02:30.275
523	supposed	N	00:02:30.275
524	to	N	00:02:30.275
525	reappear	N	00:02:30.275
526	the	N	00:02:33.115
527	amazing	N	00:02:33.115
528	zephyr	Y	00:02:33.115
529	wo	N	00:02:33.115
530	n't	N	00:02:33.115
531	say	N	00:02:33.115
549	you	N	00:02:37.354
550	know	N	00:02:37.354
551	magicians	Y	00:02:37.354
552	they	Y	00:02:37.354
553	never	N	00:02:37.354
554	reveal	N	00:02:37.354
555	their	Y	00:02:37.354
556	tricks	N	00:02:37.354
557	but	N	00:02:37.354
558	we	N	00:02:37.354
559	're	N	00:02:37.354
560	working	N	00:02:37.354
561	on	N	00:02:37.354
562	him	Y	00:02:37.354
572	well	N	00:02:49.874
573	i	N	00:02:49.874
574	can	N	00:02:49.874
575	understand	N	00:02:49.874
576	why	N	00:02:49.874
577	he	Y	00:02:49.874
578	does	N	00:02:49.874
579	n't	N	00:02:49.874
580	want	N	00:02:49.874
581	to	N	00:02:49.874
582	reveal	N	00:02:49.874
583	his	Y	00:02:49.874
584	trick	N	00:02:49.874
585	but	N	00:02:49.874
586	would	N	00:02:49.874
587	he	Y	00:02:49.874
588	like	N	00:02:49.874
589	to	N	00:02:49.874
590	explain	N	00:02:49.874
591	this	N	00:02:49.874
592	blood	N	00:02:49.874
606	i	N	00:03:28.834
607	got	N	00:03:28.834
608	a	N	00:03:28.834
609	bunch	N	00:03:28.834
610	of	N	00:03:28.834
611	police	N	00:03:28.834
612	officers	N	00:03:28.834
613	uh	N	00:03:28.834
614	canvassing	N	00:03:28.834
615	the	N	00:03:28.834
616	theater	N	00:03:28.834
617	right	N	00:03:28.834
618	now	N	00:03:28.834
619	no	N	00:03:31.197
620	sign	N	00:03:31.197
621	yet	N	00:03:31.197
622	but	N	00:03:31.197
623	we	N	00:03:31.197
624	have	N	00:03:31.197
625	traced	N	00:03:31.197
626	the	N	00:03:31.197
627	woman	N	00:03:31.197
628	back	N	00:03:31.197
629	to	N	00:03:31.197
630	her	N	00:03:31.197
631	aisle	N	00:03:31.197
632	seat	N	00:03:31.197
633	8a	N	00:03:31.197
634	paid	N	00:03:33.591
635	cash	N	00:03:33.591
636	magic	N	00:03:36.454
637	is	N	00:03:36.454
638	fun	N	00:03:36.454
639	jim	N	00:03:36.454
640	but	N	00:03:36.454
641	it	N	00:03:36.454
642	's	N	00:03:36.454
643	not	N	00:03:36.454
644	real	N	00:03:36.454
645	the	N	00:03:39.014
646	woman	N	00:03:39.014
647	is	N	00:03:39.014
648	somewhere	N	00:03:39.014
649	thanks	N	00:03:40.277
650	for	N	00:03:40.277
651	that	N	00:03:40.277
652	thanks	N	00:03:40.832
665	excuse	N	00:03:41.436
666	me	N	00:03:41.436
667	yeah	N	00:03:41.912
668	um	N	00:03:42.757
669	hi	N	00:03:42.757
670	are	N	00:03:42.757
671	we	N	00:03:42.757
672	finished	N	00:03:42.757
673	here	N	00:03:42.757
674	no	N	00:03:43.792
675	you	N	00:03:45.495
676	were	N	00:03:45.495
677	sitting	N	00:03:45.495
678	in	N	00:03:45.495
679	front	N	00:03:45.495
680	of	N	00:03:45.495
681	the	N	00:03:45.495
682	volunteer	N	00:03:45.495
683	is	N	00:03:45.495
684	that	N	00:03:45.495
685	right	N	00:03:45.495
686	mm-hmm	N	00:03:47.031
687	you	N	00:03:47.734
688	take	N	00:03:47.734
689	any	N	00:03:47.734
690	photos	N	00:03:47.734
691	during	N	00:03:47.734
692	the	N	00:03:47.734
693	show	N	00:03:47.734
694	uh	N	00:03:48.437
695	we	N	00:03:49.574
696	're	N	00:03:49.574
697	going	N	00:03:49.574
698	to	N	00:03:49.574
699	need	N	00:03:49.574
700	your	N	00:03:49.574
701	camera	N	00:03:49.574
702	but	N	00:03:51.047
703	our	N	00:03:51.047
704	whole	N	00:03:51.047
705	trip	N	00:03:51.047
706	's	N	00:03:51.047
707	on	N	00:03:51.047
708	there	N	00:03:51.047
709	we	N	00:03:52.422
710	'll	N	00:03:52.422
711	get	N	00:03:52.422
712	the	N	00:03:52.422
713	negatives	N	00:03:52.422
714	back	N	00:03:52.422
715	to	N	00:03:52.422
716	you	N	00:03:52.422
717	michael	N	00:03:53.896
718	thanks	N	00:03:55.292
719	for	N	00:03:55.292
720	your	N	00:03:55.292
721	help	N	00:03:55.292
762	dull	N	00:04:00.615
763	as	N	00:04:00.615
764	a	N	00:04:00.615
765	spoon	N	00:04:00.615
766	from	N	00:04:02.296
767	a	N	00:04:02.296
768	distance	N	00:04:02.296
769	it	N	00:04:02.296
770	looks	N	00:04:02.296
771	razor-sharp	N	00:04:02.296
772	that	N	00:04:03.612
773	's	N	00:04:03.612
774	the	N	00:04:03.612
775	point	N	00:04:03.612
776	so	N	00:04:04.994
777	is	N	00:04:04.994
778	it	N	00:04:04.994
779	real	N	00:04:04.994
780	blood	N	00:04:04.994
781	well	N	00:04:06.414
782	let	N	00:04:06.414
783	's	N	00:04:06.414
784	see	N	00:04:06.414
