	word	killer_gold	medion_time
29	you	N	00:00:23.395
30	all	N	00:00:23.395
31	right	N	00:00:23.395
32	i	N	00:00:25.418
33	'm	N	00:00:25.418
34	barred	N	00:00:25.418
35	i	N	00:00:29.116
36	've	N	00:00:29.116
37	got	N	00:00:29.116
38	like	N	00:00:29.116
39	ten	N	00:00:29.116
40	thousand	N	00:00:29.116
41	dollars	N	00:00:29.116
42	in	N	00:00:29.116
43	chips	N	00:00:29.116
44	and	N	00:00:29.116
45	i	N	00:00:29.116
46	can	N	00:00:29.116
47	not	N	00:00:29.116
48	cash	N	00:00:29.116
49	it	N	00:00:29.116
50	look	N	00:00:34.737
51	if	N	00:00:34.737
52	i	N	00:00:34.737
53	kept	N	00:00:34.737
54	my	N	00:00:34.737
55	eye	N	00:00:34.737
56	on	N	00:00:34.737
57	you	N	00:00:34.737
58	two	N	00:00:34.737
59	could	N	00:00:34.737
60	you	N	00:00:34.737
61	please	N	00:00:34.737
62	just	N	00:00:34.737
63	go	N	00:00:34.737
64	in	N	00:00:34.737
65	there	N	00:00:34.737
66	and	N	00:00:34.737
67	claim	N	00:00:34.737
68	my	N	00:00:34.737
69	money	N	00:00:34.737
70	sure	N	00:00:39.675
71	we	N	00:00:39.675
72	can	N	00:00:39.675
73	do	N	00:00:39.675
74	that	N	00:00:39.675
75	for	N	00:00:39.675
76	you	N	00:00:39.675
77	but	N	00:00:39.675
78	you	N	00:00:39.675
79	do	N	00:00:39.675
80	n't	N	00:00:39.675
81	have	N	00:00:39.675
82	to	N	00:00:39.675
83	keep	N	00:00:39.675
84	your	N	00:00:39.675
85	eye	N	00:00:39.675
86	on	N	00:00:39.675
87	us	N	00:00:39.675
88	we	N	00:00:42.498
89	're	N	00:00:42.498
90	honest	N	00:00:42.498
91	people	N	00:00:42.498
92	i	N	00:00:45.068
93	'm	N	00:00:45.068
94	sure	N	00:00:45.068
95	you	N	00:00:45.068
96	are	N	00:00:45.068
97	but	N	00:00:45.068
