	word	killer_gold	medion_time
16	so	N	00:00:09.425
17	the	N	00:00:09.425
18	gang	N	00:00:09.425
19	unit	N	00:00:09.425
20	says	N	00:00:09.425
21	our	N	00:00:09.425
22	d.b	N	00:00:09.425
23	is	N	00:00:11.302
24	a	N	00:00:11.302
25	sixteen-year-old	N	00:00:11.302
26	tyson	N	00:00:11.302
27	plummer	N	00:00:11.302
28	how	N	00:00:13.055
29	many	N	00:00:13.055
30	holes	N	00:00:13.055
31	in	N	00:00:13.055
32	the	N	00:00:13.055
33	victim	N	00:00:13.055
34	i	N	00:00:14.352
35	count	N	00:00:14.352
36	four	N	00:00:14.352
37	eleven	N	00:00:16.003
38	shell	N	00:00:16.003
39	casings	N	00:00:16.003
40	shooter	N	00:00:19.042
41	emptied	N	00:00:19.042
42	the	N	00:00:19.042
43	gun	N	00:00:19.042
44	so	N	00:00:19.042
45	he	N	00:00:19.042
46	was	N	00:00:19.042
47	moving	N	00:00:19.042
48	and	N	00:00:19.042
49	shooting	N	00:00:19.042
50	only	N	00:00:22.004
51	hit	N	00:00:22.004
52	the	N	00:00:22.004
53	vic	N	00:00:22.004
54	four	N	00:00:22.004
55	times	N	00:00:22.004
56	she	N	00:00:24.726
57	talks	N	00:00:24.726
58	to	N	00:00:24.726
59	herself	N	00:00:24.726
60	hey	N	00:00:26.244
61	it	N	00:00:26.244
62	works	N	00:00:26.244
63	for	N	00:00:26.244
64	me	N	00:00:26.244
65	bullets	N	00:00:29.203
66	that	N	00:00:29.203
67	missed	N	00:00:29.203
68	hit	N	00:00:29.203
69	the	N	00:00:29.203
70	outside	N	00:00:29.203
71	building	N	00:00:29.203
72	wall	N	00:00:29.203
87	hey	N	00:00:33.625
88	man	N	00:00:33.625
89	what	N	00:00:33.625
90	ya	N	00:00:33.625
91	doing	N	00:00:33.625
92	in	N	00:00:33.625
93	my	N	00:00:33.625
94	back	N	00:00:33.625
95	alley	N	00:00:33.625
139	bang	N	00:00:36.616
140	bang	N	00:00:36.616
141	bang	N	00:00:36.616
142	bang	N	00:00:36.616
143	man	N	00:00:37.722
144	you	N	00:00:37.722
145	know	N	00:00:37.722
146	andre	N	00:00:37.722
147	did	N	00:00:37.722
148	n't	N	00:00:37.722
149	cap	N	00:00:37.722
150	him	N	00:00:37.722
151	like	N	00:00:37.722
152	that	N	00:00:37.722
171	did	N	00:00:39.393
172	too	N	00:00:39.393
173	did	N	00:00:40.405
174	not	N	00:00:40.405
175	did	N	00:00:41.417
176	too	N	00:00:41.417
177	how	N	00:00:42.381
178	you	N	00:00:42.381
179	gon	N	00:00:42.381
180	na	N	00:00:42.381
