	word	killer_gold	medion_time
96	hey	N	00:00:46.875
97	how	N	00:00:49.154
98	'd	N	00:00:49.154
99	you	N	00:00:49.154
100	guys	N	00:00:49.154
101	get	N	00:00:49.154
102	out	N	00:00:49.154
153	what	N	00:01:12.258
154	's	N	00:01:12.258
155	the	N	00:01:12.258
156	matter	N	00:01:12.258
157	boys	N	00:01:12.258
176	easy	N	00:01:37.098
177	hey	N	00:01:39.938
344	have	N	00:01:43.458
345	you	N	00:01:43.458
346	been	N	00:01:43.458
347	inside	N	00:01:43.458
388	what	N	00:01:46.875
389	have	N	00:01:46.875
390	you	N	00:01:46.875
391	got	N	00:01:46.875
419	there	N	00:01:57.796
420	you	N	00:01:57.796
421	go	N	00:01:57.796
422	detective	N	00:01:57.796
423	thanks	N	00:01:59.258
424	little	N	00:02:00.767
425	tired	N	00:02:00.767
426	this	N	00:02:00.767
427	morning	N	00:02:00.767
428	pulling	N	00:02:02.143
429	a	N	00:02:02.143
430	double	N	00:02:02.143
431	yeah	N	00:02:03.437
432	join	N	00:02:03.437
433	the	N	00:02:03.437
434	club	N	00:02:03.437
439	good	N	00:02:06.698
440	morning	N	00:02:06.698
441	catherine	N	00:02:06.698
442	good	N	00:02:09.016
443	morning	N	00:02:09.016
444	gil	N	00:02:09.016
445	so	N	00:02:12.553
446	this	N	00:02:12.553
447	is	N	00:02:12.553
448	tonybraun	N	00:02:12.553
449	's	N	00:02:12.553
450	house	N	00:02:12.553
451	son	N	00:02:14.857
452	of	N	00:02:14.857
453	sambraun	N	00:02:14.857
514	he	N	00:02:17.415
515	was	N	00:02:17.415
516	steve	N	00:02:17.415
517	wynn	N	00:02:17.415
518	before	N	00:02:17.415
519	steve	N	00:02:17.415
520	wynn	N	00:02:17.415
521	oh	N	00:02:19.938
522	yeah	N	00:02:19.938
523	you	N	00:02:19.938
524	bet	N	00:02:19.938
525	your	N	00:02:19.938
526	ass	N	00:02:19.938
527	sam	N	00:02:21.815
528	came	N	00:02:21.815
529	to	N	00:02:21.815
530	vegas	N	00:02:21.815
531	when	N	00:02:21.815
532	vegas	N	00:02:21.815
533	was	N	00:02:21.815
534	dying	N	00:02:21.815
535	built	N	00:02:24.256
536	three	N	00:02:24.256
537	casinos	N	00:02:24.256
538	in	N	00:02:24.256
539	a	N	00:02:24.256
540	year	N	00:02:24.256
541	had	N	00:02:26.737
542	ties	N	00:02:26.737
543	to	N	00:02:26.737
544	bugsy	N	00:02:26.737
545	siegel	N	00:02:26.737
546	wish	N	00:02:32.736
547	i	N	00:02:32.736
548	had	N	00:02:32.736
549	tonybraun	N	00:02:32.736
550	's	N	00:02:32.736
551	gardener	N	00:02:32.736
552	working	N	00:02:32.736
553	for	N	00:02:32.736
554	me	N	00:02:32.736
555	guy	N	00:02:35.057
556	sniffed	N	00:02:35.057
557	it	N	00:02:35.057
558	out	N	00:02:35.057
559	from	N	00:02:35.057
560	the	N	00:02:35.057
561	jump	N	00:02:35.057
562	blinds	N	00:02:36.939
563	were	N	00:02:36.939
564	drawn	N	00:02:36.939
565	shut	N	00:02:36.939
566	side	N	00:02:38.338
567	gate	N	00:02:38.338
568	unlocked	N	00:02:38.338
569	dogs	N	00:02:39.637
570	let	N	00:02:39.637
571	out	N	00:02:39.637
572	a	N	00:02:41.138
573	plus	N	00:02:41.138
574	b	N	00:02:41.138
575	plus	N	00:02:41.138
576	c	N	00:02:41.138
577	equals	N	00:02:41.138
578	9-1-1	N	00:02:41.138
651	all	N	00:02:55.713
652	seems	N	00:02:55.713
653	very	N	00:02:55.713
654	neat	N	00:02:55.713
655	and	N	00:02:55.713
656	peaceful	N	00:02:55.713
657	does	N	00:02:55.713
658	n't	N	00:02:55.713
659	it	N	00:02:55.713
673	chasing	N	00:03:03.315
674	the	N	00:03:03.315
675	dragon	N	00:03:03.315
676	a	N	00:03:05.158
677	pinch	N	00:03:05.158
678	of	N	00:03:05.158
679	h	N	00:03:05.158
680	heat	N	00:03:05.158
681	the	N	00:03:05.158
682	foil	N	00:03:05.158
683	inhale	N	00:03:06.518
684	the	N	00:03:06.518
685	fumes	N	00:03:06.518
700	with	N	00:03:12.297
701	a	N	00:03:12.297
702	xanax	N	00:03:12.297
703	back	N	00:03:12.297
704	100	N	00:03:16.536
705	pills	N	00:03:16.536
706	prescription	N	00:03:19.095
707	filled	N	00:03:19.095
708	yesterday	N	00:03:19.095
709	so	N	00:03:21.618
710	the	N	00:03:21.618
711	rumors	N	00:03:21.618
712	about	N	00:03:21.618
713	ol	N	00:03:21.618
714	tony	N	00:03:21.618
715	boy	N	00:03:21.618
716	are	N	00:03:21.618
717	true	N	00:03:21.618
718	drug	N	00:03:23.515
719	overdose	N	00:03:23.515
720	it	N	00:03:25.338
721	sure	N	00:03:25.338
722	seems	N	00:03:25.338
723	that	N	00:03:25.338
724	way	N	00:03:25.338
729	if	N	00:03:29.238
730	only	N	00:03:29.238
731	life	N	00:03:29.238
732	were	N	00:03:29.238
733	that	N	00:03:29.238
734	simple	N	00:03:29.238
795	eight	N	00:04:11.858
796	rolls	N	00:04:11.858
797	two	N	00:04:12.455
798	copies	N	00:04:12.455
