	word	killer_gold	medion_time
0	this	N	00:00:02.227
1	wo	N	00:00:02.227
2	n't	N	00:00:02.227
3	help	N	00:00:02.227
4	do	N	00:00:02.227
5	n't	N	00:00:02.227
6	you	N	00:00:02.227
7	see	N	00:00:02.227
8	after	N	00:00:03.641
9	me	N	00:00:03.641
10	there	N	00:00:03.641
11	'll	N	00:00:03.641
12	be	N	00:00:03.641
13	others	N	00:00:03.641
14	you	N	00:00:06.275
15	'll	N	00:00:06.275
16	have	N	00:00:06.275
17	to	N	00:00:06.275
18	go	N	00:00:06.275
19	on	N	00:00:06.275
20	killing	N	00:00:06.275
21	on	N	00:00:06.275
22	and	N	00:00:06.275
23	on	N	00:00:06.275
24	until	N	00:00:06.275
25	they	N	00:00:06.275
26	catch	N	00:00:06.275
27	you	N	00:00:06.275
28	i	N	00:00:08.784
29	wo	N	00:00:08.784
30	n't	N	00:00:08.784
31	be	N	00:00:08.784
32	the	N	00:00:08.784
33	last	N	00:00:08.784
34	there	N	00:00:09.974
35	'll	N	00:00:09.974
36	be	N	00:00:09.974
37	others	N	00:00:09.974
38	after	N	00:00:09.974
39	me	N	00:00:09.974
40	you	N	00:00:11.574
41	ca	N	00:00:11.574
42	n't	N	00:00:11.574
43	help	N	00:00:11.574
44	yourself	N	00:00:11.574
45	because	N	00:00:11.574
46	you	N	00:00:11.574
47	're	N	00:00:11.574
48	mad	N	00:00:11.574
49	mad	N	00:00:11.574
50	mad	N	00:00:11.574
55	no	N	00:00:12.825
56	one	N	00:00:12.825
57	will	N	00:00:12.825
58	question	N	00:00:12.825
59	you	N	00:00:12.825
60	they	N	00:00:13.089
61	'll	N	00:00:13.089
62	say	N	00:00:13.089
63	it	N	00:00:13.089
64	's	N	00:00:13.089
65	just	N	00:00:13.089
66	another	N	00:00:13.089
67	suicide	N	00:00:13.089
72	hello	N	00:00:13.618
77	hello	N	00:00:14.146
93	shh	N	00:00:18.595
94	turn	N	00:00:19.915
95	it	N	00:00:19.915
96	off	N	00:00:19.915
117	burgess	N	00:00:21.495
118	burgess	N	00:00:21.495
126	burgess	N	00:00:27.474
136	burgess	N	00:00:31.068
171	excuse	N	00:00:36.627
172	me	N	00:00:36.627
173	sir	N	00:00:36.627
174	i	N	00:00:38.761
175	'm	N	00:00:38.761
176	going	N	00:00:38.761
177	to	N	00:00:38.761
178	have	N	00:00:38.761
179	to	N	00:00:38.761
180	ask	N	00:00:38.761
181	you	N	00:00:38.761
182	to	N	00:00:38.761
183	turn	N	00:00:38.761
184	the	N	00:00:38.761
185	phone	N	00:00:38.761
186	off	N	00:00:38.761
195	sir	N	00:00:40.327
196	i	N	00:00:41.061
197	'll	N	00:00:41.061
198	have	N	00:00:41.061
199	to	N	00:00:41.061
235	whoo	N	00:00:48.996
236	theaters	N	00:00:52.191
237	are	N	00:00:52.191
238	like	N	00:00:52.191
239	nightclubs	N	00:00:52.191
240	they	N	00:00:52.191
241	should	N	00:00:52.191
242	always	N	00:00:52.191
243	keep	N	00:00:52.191
244	the	N	00:00:52.191
245	lights	N	00:00:52.191
246	off	N	00:00:52.191
258	this	N	00:00:54.857
259	is	N	00:00:54.857
260	the	N	00:00:54.857
261	last	N	00:00:54.857
262	art	N	00:00:54.857
263	house	N	00:00:54.857
264	left	N	00:00:54.857
265	in	N	00:00:54.857
266	vegas	N	00:00:54.857
267	i	N	00:00:56.732
268	saw	N	00:00:56.732
269	baraka	N	00:00:56.732
270	here	N	00:00:56.732
271	on	N	00:00:56.732
272	a	N	00:00:56.732
273	double	N	00:00:56.732
274	bill	N	00:00:56.732
275	with	N	00:00:56.732
276	koyaanisqatsi	N	00:00:56.732
277	was	N	00:00:58.236
278	there	N	00:00:58.236
279	anyone	N	00:00:58.236
280	else	N	00:00:58.236
281	here	N	00:00:58.236
282	sure	N	00:00:59.111
283	with	N	00:01:00.036
284	you	N	00:01:00.036
285	no	N	00:01:00.751
369	thursday	N	00:01:02.174
370	night	N	00:01:02.174
371	is	N	00:01:02.174
372	noir	N	00:01:02.174
373	night	N	00:01:02.174
374	the	N	00:01:07.194
375	poor	N	00:01:07.194
376	sap	N	00:01:07.194
377	was	N	00:01:07.194
378	slumped	N	00:01:07.194
379	over	N	00:01:07.194
380	like	N	00:01:07.194
381	a	N	00:01:07.194
382	sack	N	00:01:07.194
383	of	N	00:01:07.194
384	potatoes	N	00:01:07.194
385	oozing	N	00:01:07.194
386	blood	N	00:01:07.194
387	like	N	00:01:07.194
388	a	N	00:01:07.194
389	broken	N	00:01:07.194
390	bottle	N	00:01:07.194
391	of	N	00:01:07.194
392	ketchup	N	00:01:07.194
441	his	N	00:01:14.847
442	name	N	00:01:14.847
443	is	N	00:01:14.847
444	gus	N	00:01:14.847
445	sugarman	N	00:01:14.847
446	runs	N	00:01:16.642
447	a	N	00:01:16.642
448	dental	N	00:01:16.642
449	practice	N	00:01:16.642
450	in	N	00:01:16.642
451	henderson	N	00:01:16.642
452	cell	N	00:01:18.815
453	phone	N	00:01:18.815
454	went	N	00:01:18.815
455	off	N	00:01:18.815
456	three	N	00:01:18.815
457	times	N	00:01:18.815
458	during	N	00:01:18.815
459	the	N	00:01:18.815
460	movie	N	00:01:18.815
461	so	N	00:01:21.394
462	the	N	00:01:21.394
463	usher	N	00:01:21.394
464	finally	N	00:01:21.394
465	came	N	00:01:21.394
466	over	N	00:01:21.394
467	to	N	00:01:21.394
468	shut	N	00:01:21.394
469	him	N	00:01:21.394
470	up	N	00:01:21.394
471	yeah	N	00:01:23.694
472	somebody	N	00:01:23.694
473	beat	N	00:01:23.694
474	him	N	00:01:23.694
475	to	N	00:01:23.694
476	it	N	00:01:23.694
491	single	N	00:01:27.359
492	puncture	N	00:01:27.359
493	wound	N	00:01:27.359
494	to	N	00:01:27.359
495	the	N	00:01:27.359
496	base	N	00:01:27.359
497	of	N	00:01:27.359
498	the	N	00:01:27.359
499	skull	N	00:01:27.359
500	and	N	00:01:29.815
501	nobody	N	00:01:29.815
502	saw	N	00:01:29.815
503	anything	N	00:01:29.815
511	they	N	00:01:30.967
