	word	killer_gold	medion_time
73	could	N	00:00:17.265
74	you	N	00:00:17.265
75	excuse	N	00:00:17.265
76	me	N	00:00:17.265
110	everything	N	00:00:19.345
111	all	N	00:00:19.345
112	right	N	00:00:19.345
113	sybil	N	00:00:19.345
114	i	N	00:00:21.402
115	'm	N	00:00:21.402
116	fine	N	00:00:21.402
117	what	N	00:00:26.723
118	's	N	00:00:26.723
119	taking	N	00:00:26.723
120	alicia	N	00:00:26.723
121	so	N	00:00:26.723
122	long	N	00:00:26.723
123	we	N	00:00:34.744
124	have	N	00:00:34.744
125	a	N	00:00:34.744
126	doctor	N	00:00:34.744
127	's	N	00:00:34.744
128	appointment	N	00:00:34.744
129	in	N	00:00:34.744
130	forty	N	00:00:34.744
131	minutes	N	00:00:34.744
132	she	N	00:00:36.940
133	's	N	00:00:36.940
134	not	N	00:00:36.940
135	here	N	00:00:36.940
136	well	N	00:00:39.105
137	she	N	00:00:39.105
138	has	N	00:00:39.105
139	to	N	00:00:39.105
140	be	N	00:00:39.105
141	i	N	00:00:40.903
142	saw	N	00:00:40.903
143	her	N	00:00:40.903
144	leave	N	00:00:40.903
145	for	N	00:00:40.903
146	school	N	00:00:40.903
147	this	N	00:00:40.903
148	morning	N	00:00:40.903
149	alicia	N	00:00:42.985
150	has	N	00:00:42.985
151	n't	N	00:00:42.985
152	been	N	00:00:42.985
153	in	N	00:00:42.985
154	any	N	00:00:42.985
155	of	N	00:00:42.985
156	her	N	00:00:42.985
157	classes	N	00:00:42.985
165	april	N	00:00:47.259
166	get	N	00:00:47.259
167	off	N	00:00:47.259
168	the	N	00:00:47.259
169	phone	N	00:00:47.259
170	i	N	00:00:48.325
171	ca	N	00:00:48.325
172	n't	N	00:00:48.325
173	talk	N	00:00:48.325
174	right	N	00:00:48.325
175	now	N	00:00:48.325
176	somebody	N	00:00:49.391
177	took	N	00:00:49.391
178	alicia	N	00:00:49.391
197	what	N	00:00:54.013
198	did	N	00:00:54.013
199	you	N	00:00:54.013
200	do	N	00:00:54.013
201	what	N	00:00:56.599
202	the	N	00:00:56.599
203	hell	N	00:00:56.599
204	did	N	00:00:56.599
205	you	N	00:00:56.599
206	do	N	00:00:56.599
207	mom	N	00:00:59.062
208	i	N	00:00:59.062
209	do	N	00:00:59.062
210	n't	N	00:00:59.062
211	know	N	00:00:59.062
219	where	N	00:01:00.748
220	is	N	00:01:00.748
221	she	N	00:01:00.748
222	i	N	00:01:00.791
223	'm	N	00:01:00.791
224	not	N	00:01:00.791
225	sure	N	00:01:00.791
233	where	N	00:01:00.833
234	is	N	00:01:00.833
235	she	N	00:01:00.833
249	get	N	00:01:01.618
250	off	N	00:01:01.618
251	of	N	00:01:01.618
252	me	N	00:01:01.618
253	sybilperez	N	00:01:03.082
254	go	N	00:01:03.082
255	find	N	00:01:03.082
256	my	N	00:01:03.082
257	daughter	N	00:01:03.082
258	go	N	00:01:04.546
259	find	N	00:01:04.546
260	my	N	00:01:04.546
261	daughter	N	00:01:04.546
265	i	N	00:01:07.463
266	really	N	00:01:07.463
267	did	N	00:01:07.463
268	n't	N	00:01:07.463
269	see	N	00:01:07.463
270	alicia	N	00:01:07.463
271	all	N	00:01:07.463
