	word	killer_gold	medion_time
76	officer	N	00:00:32.402
77	thank	N	00:00:32.402
78	god	N	00:00:32.402
79	you	N	00:00:32.402
80	're	N	00:00:32.402
81	here	N	00:00:32.402
82	you	N	00:00:34.645
83	know	N	00:00:34.645
84	why	N	00:00:34.645
85	i	N	00:00:34.645
86	stopped	N	00:00:34.645
87	you	N	00:00:34.645
88	yeah	N	00:00:36.562
89	i	N	00:00:36.562
90	i	N	00:00:39.086
91	i	N	00:00:41.884
92	was	N	00:00:41.884
93	speeding	N	00:00:41.884
94	uh	N	00:00:41.884
95	of	N	00:00:41.884
96	course	N	00:00:41.884
97	but	N	00:00:41.884
98	you	N	00:00:41.884
99	have	N	00:00:41.884
100	to	N	00:00:41.884
101	understand	N	00:00:41.884
102	you	N	00:00:41.884
103	see	N	00:00:41.884
104	someone	Y	00:00:41.884
105	is	N	00:00:41.884
106	chasing	N	00:00:41.884
107	me	N	00:00:41.884
110	you	N	00:00:43.365
111	see	N	00:00:43.365
112	i	N	00:00:43.365
113	have	N	00:00:43.365
114	videos	N	00:00:43.365
115	i	N	00:00:43.419
116	bet	N	00:00:43.419
117	you	N	00:00:43.419
118	do	N	00:00:43.419
119	let	N	00:00:44.727
120	's	N	00:00:44.727
121	start	N	00:00:44.727
122	with	N	00:00:44.727
123	license	N	00:00:44.727
124	and	N	00:00:44.727
125	registration	N	00:00:44.727
126	officer	N	00:00:50.206
127	if	N	00:00:50.206
128	i	N	00:00:50.206
129	could	N	00:00:50.206
130	if	N	00:00:50.206
131	i	N	00:00:50.206
132	could	N	00:00:50.206
133	just	N	00:00:50.206
134	show	N	00:00:50.206
135	you	N	00:00:50.206
195	found	N	00:01:09.605
196	a	N	00:01:09.605
197	camcorder	N	00:01:09.605
198	no	N	00:01:11.522
199	tape	N	00:01:11.522
200	inside	N	00:01:11.522
222	not	N	00:01:20.254
223	much	N	00:01:20.254
224	traffic	N	00:01:20.254
225	makes	N	00:01:23.229
226	it	N	00:01:23.229
227	a	N	00:01:23.229
228	lot	N	00:01:23.229
229	easier	N	00:01:23.229
230	to	N	00:01:23.229
231	run	N	00:01:23.229
232	someone	N	00:01:23.229
233	off	N	00:01:23.229
234	the	N	00:01:23.229
235	road	N	00:01:23.229
236	and	N	00:01:26.804
237	slash	N	00:01:26.804
238	their	N	00:01:26.804
239	throat	N	00:01:26.804
245	she	N	00:01:29.924
246	was	N	00:01:29.924
247	slashed	N	00:01:29.924
248	south	N	00:01:29.924
249	of	N	00:01:29.924
250	the	N	00:01:29.924
251	border	N	00:01:29.924
252	as	N	00:01:29.924
253	well	N	00:01:29.924
267	women	N	00:01:33.385
268	in	N	00:01:33.385
269	convertibles	N	00:01:33.385
270	are	N	00:01:33.385
271	low-hanging	N	00:01:33.385
272	fruit	N	00:01:33.385
273	and	N	00:01:36.904
274	it	N	00:01:36.904
275	was	N	00:01:36.904
276	a	N	00:01:36.904
277	top-down	N	00:01:36.904
278	night	N	00:01:36.904
311	that	N	00:02:22.224
312	's	N	00:02:22.224
313	a	N	00:02:22.224
314	nice	N	00:02:22.224
315	ring	N	00:02:22.224
316	it	N	00:02:25.705
317	's	N	00:02:25.705
318	at	N	00:02:25.705
319	least	N	00:02:25.705
320	four	N	00:02:25.705
321	carats	N	00:02:25.705
328	we	N	00:02:29.146
329	've	N	00:02:29.146
330	been	N	00:02:29.146
331	shopping	N	00:02:29.146
332	lots	N	00:02:35.866
333	of	N	00:02:35.866
334	surgical	N	00:02:35.866
335	procedures	N	00:02:35.866
336	here	N	00:02:35.866
337	artificial	N	00:02:35.866
338	breasts	N	00:02:35.866
339	cheek	N	00:02:35.866
340	implants	N	00:02:35.866
