	word	killer_gold	medion_time
110	i	N	00:00:40.854
111	do	N	00:00:40.854
112	n't	N	00:00:40.854
113	think	N	00:00:40.854
114	i	N	00:00:40.854
115	can	N	00:00:40.854
116	get	N	00:00:40.854
117	a	N	00:00:40.854
118	clear	N	00:00:40.854
119	shot	N	00:00:40.854
132	it	N	00:00:43.694
133	's	N	00:00:43.694
134	a	N	00:00:43.694
135	peregrine	N	00:00:43.694
136	falcon	N	00:00:43.694
137	no	N	00:00:44.987
138	it	N	00:00:44.987
139	's	N	00:00:44.987
140	not	N	00:00:44.987
141	it	N	00:00:45.842
142	's	N	00:00:45.842
143	a	N	00:00:45.842
144	hawk	N	00:00:45.842
145	you	N	00:00:47.126
146	ca	N	00:00:47.126
147	n't	N	00:00:47.126
148	see	N	00:00:47.126
149	anything	N	00:00:47.126
150	this	N	00:00:47.126
151	time	N	00:00:47.126
152	of	N	00:00:47.126
153	day	N	00:00:47.126
154	we	N	00:00:48.661
155	should	N	00:00:48.661
156	come	N	00:00:48.661
157	back	N	00:00:48.661
158	at	N	00:00:48.661
159	dawn	N	00:00:48.661
160	but	N	00:00:50.295
161	i	N	00:00:50.295
162	'm	N	00:00:50.295
163	so	N	00:00:50.295
164	behind	N	00:00:50.295
165	on	N	00:00:50.295
166	my	N	00:00:50.295
167	life	N	00:00:50.295
168	list	N	00:00:50.295
169	i	N	00:00:52.654
170	still	N	00:00:52.654
171	do	N	00:00:52.654
172	n't	N	00:00:52.654
173	have	N	00:00:52.654
174	a	N	00:00:52.654
175	western	N	00:00:52.654
176	wood-pewee	N	00:00:52.654
177	or	N	00:00:52.654
178	a	N	00:00:52.654
179	solitary	N	00:00:52.654
180	sandpiper	N	00:00:52.654
181	what	N	00:00:55.135
182	do	N	00:00:55.135
183	you	N	00:00:55.135
184	think	N	00:00:55.135
185	they	N	00:00:55.135
186	're	N	00:00:55.135
187	going	N	00:00:55.135
188	to	N	00:00:55.135
189	kick	N	00:00:55.135
190	you	N	00:00:55.135
191	out	N	00:00:55.135
192	of	N	00:00:55.135
193	the	N	00:00:55.135
194	club	N	00:00:55.135
