	word	killer_gold	medion_time
135	boss	N	00:00:39.555
136	boss	N	00:00:39.555
153	we-we	N	00:00:42.934
154	got	N	00:00:42.934
155	a	N	00:00:42.934
156	problem	N	00:00:42.934
235	well	N	00:01:14.149
236	clean	N	00:01:14.149
237	surfaces	N	00:01:14.149
238	make	N	00:01:14.149
239	for	N	00:01:14.149
240	good	N	00:01:14.149
241	analysis	N	00:01:14.149
262	yeah	N	00:01:16.154
263	well	N	00:01:17.935
264	that	N	00:01:17.935
265	may	N	00:01:17.935
266	be	N	00:01:17.935
267	the	N	00:01:17.935
268	only	N	00:01:17.935
269	good	N	00:01:17.935
270	thing	N	00:01:17.935
271	i	N	00:01:21.694
272	checked	N	00:01:21.694
273	for	N	00:01:21.694
274	a	N	00:01:21.694
275	wallet	N	00:01:21.694
276	no	N	00:01:21.694
277	id	N	00:01:21.694
278	nothing	N	00:01:23.535
279	on	N	00:01:23.535
280	him	N	00:01:23.535
289	the	N	00:01:25.374
290	kid	N	00:01:25.374
291	looks	N	00:01:25.374
292	like	N	00:01:25.374
293	a	N	00:01:25.374
294	minor	N	00:01:25.374
295	coroner	N	00:01:29.694
296	's	N	00:01:29.694
297	investigator	N	00:01:29.694
298	says	N	00:01:29.694
299	he	N	00:01:29.694
300	's	N	00:01:29.694
301	been	N	00:01:29.694
302	dead	N	00:01:29.694
303	for	N	00:01:29.694
304	over	N	00:01:29.694
305	twelve	N	00:01:29.694
306	hours	N	00:01:29.694
307	happened	N	00:01:41.234
308	sometime	N	00:01:41.234
309	this	N	00:01:41.234
310	weekend	N	00:01:41.234
345	you	N	00:01:42.984
346	going	N	00:01:42.984
347	to	N	00:01:42.984
348	pry	N	00:01:42.984
349	that	N	00:01:42.984
350	piece	N	00:01:42.984
351	of	N	00:01:42.984
352	cloth	N	00:01:42.984
353	from	N	00:01:42.984
354	his	N	00:01:42.984
355	hand	N	00:01:42.984
356	not	N	00:01:43.674
357	just	N	00:01:43.674
358	yet	N	00:01:43.674
359	help	N	00:01:45.226
360	me	N	00:01:45.226
361	out	N	00:01:45.226
362	here	N	00:01:45.226
363	got	N	00:01:46.802
364	any	N	00:01:46.802
365	ideas	N	00:01:46.802
366	on	N	00:01:46.802
367	this	N	00:01:46.802
368	one	N	00:01:46.802
372	well	N	00:01:52.774
373	based	N	00:01:52.774
374	on	N	00:01:52.774
375	his	N	00:01:52.774
376	pants	N	00:01:52.774
377	around	N	00:01:52.774
378	the	N	00:01:52.774
379	knees	N	00:01:52.774
380	i	N	00:01:52.774
381	would	N	00:01:52.774
382	say	N	00:01:52.774
383	a	N	00:01:52.774
384	crime	N	00:01:52.774
385	of	N	00:01:52.774
386	passion	N	00:01:52.774
432	given	N	00:01:59.414
433	the	N	00:01:59.414
434	brutality	N	00:01:59.414
435	of	N	00:01:59.414
436	it	N	00:01:59.414
437	seems	N	00:01:59.414
438	to	N	00:01:59.414
439	me	N	00:01:59.414
440	an	N	00:01:59.414
441	act	N	00:01:59.414
442	of	N	00:01:59.414
443	rage	N	00:01:59.414
463	you	N	00:02:39.884
464	know	N	00:02:39.884
465	i	N	00:02:39.884
466	lose	N	00:02:39.884
467	an	N	00:02:39.884
468	hour	N	00:02:39.884
469	a	N	00:02:39.884
470	day	N	00:02:39.884
471	cleaning	N	00:02:39.884
472	up	N	00:02:39.884
473	their	N	00:02:39.884
474	beer	N	00:02:39.884
475	bottles	N	00:02:39.884
476	and	N	00:02:39.884
477	their	N	00:02:39.884
478	cigarette	N	00:02:39.884
479	butts	N	00:02:39.884
480	kids	N	00:02:42.835
481	use	N	00:02:42.835
482	it	N	00:02:42.835
483	as	N	00:02:42.835
484	a	N	00:02:42.835
485	hangout	N	00:02:42.835
486	huh	N	00:02:42.835
487	oh	N	00:02:44.677
488	sure	N	00:02:44.677
489	they	N	00:02:46.432
490	think	N	00:02:46.432
491	the	N	00:02:46.432
