	word	killer_gold	medion_time
15	welcome	N	00:00:20.194
16	back	N	00:00:20.194
17	mrs	N	00:00:20.194
18	krell	N	00:00:20.194
19	i	N	00:00:21.849
20	told	N	00:00:21.849
21	you	N	00:00:21.849
22	it	N	00:00:21.849
23	's	N	00:00:21.849
24	martha	N	00:00:21.849
29	your	N	00:00:24.724
30	room	N	00:00:24.724
31	's	N	00:00:24.724
32	ready	N	00:00:24.724
33	and	N	00:00:24.724
34	i	N	00:00:24.724
35	have	N	00:00:24.724
36	your	N	00:00:24.724
37	credit	N	00:00:24.724
38	card	N	00:00:24.724
39	on	N	00:00:24.724
40	file	N	00:00:24.724
49	see	N	00:00:27.645
50	you	N	00:00:27.645
51	in	N	00:00:27.645
52	the	N	00:00:27.645
53	morning	N	00:00:27.645
54	i	N	00:00:29.403
55	'm	N	00:00:29.403
56	beat	N	00:00:29.403
68	call	N	00:00:34.002
69	me	N	00:00:34.002
70	if	N	00:00:34.002
71	you	N	00:00:34.002
72	need	N	00:00:34.002
73	anything	N	00:00:34.002
74	martha	N	00:00:34.002
221	decedent	N	00:00:56.744
222	's	N	00:00:56.744
223	name	N	00:00:56.744
224	is	N	00:00:56.744
225	marthakrell	N	00:00:56.744
226	flight	N	00:00:57.978
227	attendant	N	00:00:57.978
228	she	N	00:00:59.961
229	checked	N	00:00:59.961
230	in	N	00:00:59.961
231	this	N	00:00:59.961
232	afternoon	N	00:00:59.961
251	apparently	N	00:01:02.274
252	she	N	00:01:02.274
253	was	N	00:01:02.274
254	stabbed	N	00:01:02.274
255	to	N	00:01:02.274
256	death	N	00:01:02.274
257	the	N	00:01:04.168
258	coroner	N	00:01:04.168
259	's	N	00:01:04.168
260	en	N	00:01:04.168
261	route	N	00:01:04.168
269	weird	N	00:01:07.024
270	no	N	00:01:07.024
271	sign	N	00:01:07.024
272	of	N	00:01:07.024
273	struggle	N	00:01:07.024
279	no	N	00:01:10.264
280	clothes	N	00:01:10.264
281	no	N	00:01:10.264
282	luggage	N	00:01:10.264
283	bedspread	N	00:01:13.445
284	's	N	00:01:13.445
285	undisturbed	N	00:01:13.445
286	trashcan	N	00:01:16.846
287	is	N	00:01:16.846
288	empty	N	00:01:16.846
289	and	N	00:01:16.846
290	the	N	00:01:16.846
291	inside	N	00:01:16.846
292	is	N	00:01:16.846
293	spotless	N	00:01:16.846
294	it	N	00:01:19.203
295	's	N	00:01:19.203
296	possible	N	00:01:19.203
297	a	N	00:01:19.203
298	liner	N	00:01:19.203
299	's	N	00:01:19.203
300	been	N	00:01:19.203
301	removed	N	00:01:19.203
308	take	N	00:01:23.786
309	a	N	00:01:23.786
310	whiff	N	00:01:23.786
311	smells	N	00:01:25.185
312	clean	N	00:01:25.185
313	smells	N	00:01:26.846
314	like	N	00:01:26.846
315	a	N	00:01:26.846
316	hospital	N	00:01:26.846
317	bleaches	N	00:01:28.444
318	and	N	00:01:28.444
319	deodorizers	N	00:01:28.444
320	killer	Y	00:01:31.221
321	attacked	N	00:01:31.221
322	the	N	00:01:31.221
323	victim	N	00:01:31.221
324	then	N	00:01:31.221
325	cleaned	N	00:01:31.221
326	and	N	00:01:31.221
327	sanitized	N	00:01:31.221
328	the	N	00:01:31.221
329	room	N	00:01:31.221
330	ah	N	00:01:37.443
331	but	N	00:01:37.443
332	here	N	00:01:37.443
333	's	N	00:01:37.443
334	the	N	00:01:37.443
335	smell	N	00:01:37.443
336	of	N	00:01:37.443
337	the	N	00:01:37.443
338	blood	N	00:01:37.443
339	still	N	00:01:37.443
340	and	N	00:01:37.443
341	all	N	00:01:37.443
342	the	N	00:01:37.443
343	perfumes	N	00:01:37.443
344	in	N	00:01:37.443
345	arabia	N	00:01:37.443
346	will	N	00:01:37.443
347	not	N	00:01:37.443
348	sweeten	N	00:01:37.443
349	this	N	00:01:37.443
350	little	N	00:01:37.443
351	room	N	00:01:37.443
375	her	N	00:02:20.962
376	liver	N	00:02:20.962
377	temp	N	00:02:20.962
378	's	N	00:02:20.962
379	83	N	00:02:20.962
380	degrees	N	00:02:20.962
381	she	N	00:02:23.703
382	's	N	00:02:23.703
383	been	N	00:02:23.703
384	dead	N	00:02:23.703
385	approximately	N	00:02:23.703
386	ten	N	00:02:23.703
387	hours	N	00:02:23.703
395	i	N	00:02:26.934
396	'd	N	00:02:26.934
397	like	N	00:02:26.934
398	to	N	00:02:26.934
399	get	N	00:02:26.934
400	a	N	00:02:26.934
401	clear	N	00:02:26.934
402	photo	N	00:02:26.934
403	of	N	00:02:26.934
404	her	N	00:02:26.934
405	wounds	N	00:02:26.934
406	can	N	00:02:28.550
407	we	N	00:02:28.550
408	lay	N	00:02:28.550
409	her	N	00:02:28.550
410	out	N	00:02:28.550
411	oh	N	00:02:30.226
412	yeah	N	00:02:30.226
413	grab	N	00:02:31.625
414	her	N	00:02:31.625
415	feet	N	00:02:31.625
458	defensive	N	00:02:43.065
