	word	killer_gold	medion_time
23	five	N	00:00:28.659
24	baby	N	00:00:30.459
25	go	N	00:00:30.459
26	seven	N	00:00:32.514
27	whoo	N	00:00:34.834
60	changing	N	00:00:46.317
61	100	N	00:00:46.317
68	change	N	00:00:48.076
69	100	N	00:00:48.076
70	go	N	00:00:48.076
71	ahead	N	00:00:48.076
152	section	N	00:00:49.359
153	g-3	N	00:00:49.359
154	all	N	00:00:49.359
155	clear	N	00:00:49.359
156	on	N	00:00:49.519
157	route	N	00:00:49.519
158	to	N	00:00:49.519
159	h-4	N	00:00:49.519
160	and	N	00:00:50.794
161	then	N	00:00:50.794
162	soft	N	00:00:50.794
163	count	N	00:00:50.794
352	section	N	00:00:55.977
353	g-4	N	00:00:55.977
354	security	N	00:01:15.078
355	security	N	00:01:15.078
356	three	N	00:01:15.078
357	intersect	N	00:01:15.078
358	at	N	00:01:15.078
359	g-5	N	00:01:15.078
360	security	N	00:01:16.756
361	where	N	00:01:16.756
362	the	N	00:01:16.756
363	hell	N	00:01:16.756
364	is	N	00:01:16.756
365	metro	N	00:01:16.756
433	and	N	00:01:31.396
434	the	N	00:01:31.396
435	body	N	00:01:31.396
436	count	N	00:01:31.396
437	five	N	00:01:32.888
438	guards	N	00:01:32.888
439	three	N	00:01:32.888
440	civilians	N	00:01:32.888
441	wounded	N	00:01:32.888
442	one	N	00:01:34.264
443	dead	N	00:01:34.264
444	bad	N	00:01:34.264
445	guy	Y	00:01:34.264
446	armed	N	00:01:37.417
447	robbers	Y	00:01:37.417
448	snatched	N	00:01:37.417
449	the	N	00:01:37.417
450	lock	N	00:01:37.417
451	boxes	N	00:01:37.417
452	from	N	00:01:37.417
453	the	N	00:01:37.417
454	two	N	00:01:37.417
455	high-stakes	N	00:01:37.417
456	tables	N	00:01:37.417
457	right	N	00:01:37.417
458	off	N	00:01:37.417
459	the	N	00:01:37.417
460	rolling	N	00:01:37.417
461	cage	N	00:01:37.417
462	cash	N	00:01:40.496
463	on	N	00:01:40.496
464	wheels	N	00:01:40.496
465	busiest	N	00:01:41.730
466	time	N	00:01:41.730
467	of	N	00:01:41.730
468	night	N	00:01:41.730
469	three	N	00:01:43.457
470	women-organized	Y	00:01:43.457
471	and	N	00:01:43.457
472	muscled	N	00:01:43.457
473	small	N	00:01:45.436
474	time	N	00:01:45.436
475	crooksjim	Y	00:01:45.436
476	hey	N	00:01:47.378
477	they	Y	00:01:47.378
478	got	N	00:01:47.378
479	away	N	00:01:47.378
480	with	N	00:01:47.378
481	250k	N	00:01:47.378
482	yeah	N	00:01:49.775
483	that	N	00:01:51.959
484	's	N	00:01:51.959
485	a	N	00:01:51.959
486	mere	N	00:01:51.959
487	pittance	N	00:01:51.959
488	to	N	00:01:51.959
489	a	N	00:01:51.959
490	vegas	N	00:01:51.959
491	casino	N	00:01:51.959
492	cashiers	N	00:01:53.477
493	alone	N	00:01:53.477
494	are	N	00:01:53.477
495	sitting	N	00:01:53.477
496	on	N	00:01:53.477
497	a	N	00:01:53.477
498	million	N	00:01:53.477
499	and	N	00:01:53.477
500	change	N	00:01:53.477
506	small	N	00:01:55.195
507	time	N	00:01:55.195
508	or	N	00:01:55.195
509	not	N	00:01:55.195
510	these	N	00:01:55.195
511	ladies	Y	00:01:55.195
512	are	N	00:01:55.195
513	dangerous	N	00:01:55.195
537	dangerous	N	00:02:02.178
538	yes	N	00:02:02.178
539	ladies	N	00:02:03.995
562	no	N	00:02:07.618
596	these	N	00:02:52.236
597	guys	Y	00:02:52.236
598	packed	N	00:02:52.236
599	enough	N	00:02:52.236
600	45	N	00:02:52.236
601	caliber	N	00:02:52.236
602	ammo	N	00:02:52.236
603	for	N	00:02:52.236
604	a	N	00:02:52.236
605	small	N	00:02:52.236
606	army	N	00:02:52.236
618	security	N	00:02:55.897
619	managed	N	00:02:55.897
620	to	N	00:02:55.897
621	return	N	00:02:55.897
622	a	N	00:02:55.897
623	few	N	00:02:55.897
624	rounds	N	00:02:55.897
625	nine	N	00:02:58.093
626	millimeter	N	00:02:58.093
627	less	N	00:03:00.958
628	than	N	00:03:00.958
629	a	N	00:03:00.958
630	year	N	00:03:00.958
631	ago	N	00:03:00.958
632	security	N	00:03:00.958
633	could	N	00:03:00.958
634	n't	N	00:03:00.958
635	even	N	00:03:00.958
636	carry	N	00:03:00.958
637	guns	N	00:03:00.958
638	times	N	00:03:03.256
639	have	N	00:03:03.256
640	changed	N	00:03:03.256
641	yeah	N	00:03:04.331
649	the	N	00:03:07.347
650	same	N	00:03:07.347
651	m.o	N	00:03:07.347
652	as	N	00:03:08.763
653	laughlin	N	00:03:08.763
654	last	N	00:03:08.763
655	month	N	00:03:08.763
656	cottage	N	00:03:08.763
657	casino	N	00:03:08.763
658	men	Y	00:03:08.763
659	dressed	N	00:03:08.763
660	as	N	00:03:08.763
661	women	Y	00:03:08.763
662	shot	N	00:03:08.763
663	the	N	00:03:08.763
664	place	N	00:03:08.763
665	to	N	00:03:08.763
666	hell	N	00:03:08.763
667	in	N	00:03:11.278
668	and	N	00:03:11.278
669	out	N	00:03:11.278
670	in	N	00:03:11.278
671	under	N	00:03:11.278
672	five	N	00:03:11.278
673	my	N	00:03:14.297
674	bet	N	00:03:14.297
675	was	N	00:03:14.297
676	that	N	00:03:14.297
677	that	N	00:03:14.297
678	was	N	00:03:14.297
679	the	N	00:03:14.297
680	practice	N	00:03:14.297
681	run	N	00:03:14.297
682	and	N	00:03:17.334
683	the	N	00:03:17.334
684	more	N	00:03:17.334
685	you	N	00:03:17.334
686	practice	N	00:03:17.334
698	i	Y	00:03:19.144
699	do	N	00:03:19.144
700	n't	N	00:03:19.144
701	know	N	00:03:19.144
702	what	N	00:03:19.144
703	the	N	00:03:19.144
704	hell	N	00:03:19.144
705	's	N	00:03:19.144
706	going	N	00:03:19.144
707	on	N	00:03:19.144
708	with	N	00:03:19.144
709	the	N	00:03:19.144
710	world	N	00:03:19.144
711	everything	N	00:03:19.887
712	's	N	00:03:19.887
713	crazy	N	00:03:19.887
714	i	Y	00:03:21.343
715	risk	N	00:03:21.343
716	my	N	00:03:21.343
717	life	N	00:03:21.343
718	just	N	00:03:21.343
719	coming	N	00:03:21.343
720	into	N	00:03:21.343
721	work	N	00:03:21.343
722	makes	N	00:03:22.998
723	you	N	00:03:22.998
724	miss	N	00:03:22.998
725	the	N	00:03:22.998
726	mob	N	00:03:22.998
727	days	N	00:03:22.998
728	huh	N	00:03:22.998
729	back	N	00:03:24.676
730	then	N	00:03:24.676
731	this	N	00:03:24.676
732	never	N	00:03:24.676
733	would	N	00:03:24.676
734	've	N	00:03:24.676
735	happened	N	00:03:24.676
736	and	N	00:03:27.277
737	if	N	00:03:27.277
738	it	N	00:03:27.277
739	did	N	00:03:27.277
740	those	N	00:03:27.277
741	scumbags	Y	00:03:27.277
