	word	killer_gold	medion_time
93	you	N	00:00:30.569
94	can	N	00:00:30.569
95	breathalize	N	00:00:30.569
96	me	N	00:00:30.569
97	all	N	00:00:30.569
98	you	N	00:00:30.569
99	want	N	00:00:30.569
100	but	N	00:00:30.569
101	the	N	00:00:30.569
102	broad	N	00:00:30.569
103	came	N	00:00:30.569
104	right	N	00:00:30.569
105	at	N	00:00:30.569
106	me	N	00:00:30.569
107	i	N	00:00:34.174
108	swear	N	00:00:34.174
109	it	N	00:00:34.174
110	was	N	00:00:34.174
111	n't	N	00:00:34.174
112	my	N	00:00:34.174
113	fault	N	00:00:34.174
114	sir	N	00:00:36.135
115	i	N	00:00:36.135
116	understand	N	00:00:36.135
124	ooh	N	00:00:40.275
125	that	N	00:00:40.275
126	's	N	00:00:40.275
127	what	N	00:00:40.275
128	happens	N	00:00:40.275
129	when	N	00:00:40.275
130	6,000	N	00:00:40.275
131	pounds	N	00:00:40.275
132	of	N	00:00:40.275
133	thrust	N	00:00:40.275
134	meets	N	00:00:40.275
135	three	N	00:00:40.275
136	feet	N	00:00:40.275
137	of	N	00:00:40.275
138	hood	N	00:00:40.275
139	this	N	00:00:43.494
140	was	N	00:00:43.494
141	not	N	00:00:43.494
142	a	N	00:00:43.494
143	fair	N	00:00:43.494
144	fight	N	00:00:43.494
161	well	N	00:00:55.194
162	now	N	00:00:55.194
163	how	N	00:00:55.194
164	did	N	00:00:55.194
165	she	N	00:00:55.194
166	end	N	00:00:55.194
167	up	N	00:00:55.194
168	way	N	00:00:55.194
169	over	N	00:00:55.194
170	here	N	00:00:55.194
179	there	N	00:00:57.794
180	must	N	00:00:57.794
181	be	N	00:00:57.794
182	20	N	00:00:57.794
183	feet	N	00:00:57.794
184	of	N	00:00:57.794
185	rubber	N	00:00:57.794
186	burned	N	00:00:57.794
187	into	N	00:00:57.794
188	this	N	00:00:57.794
189	asphalt	N	00:00:57.794
190	she	N	00:01:00.934
191	was	N	00:01:00.934
192	braking	N	00:01:00.934
193	hard	N	00:01:00.934
194	she	N	00:01:03.814
195	definitely	N	00:01:03.814
196	swerved	N	00:01:03.814
197	out	N	00:01:03.814
198	of	N	00:01:03.814
199	her	N	00:01:03.814
200	lane	N	00:01:03.814
201	i	N	00:01:09.294
202	think	N	00:01:09.294
203	i	N	00:01:09.294
204	may	N	00:01:09.294
205	know	N	00:01:09.294
206	why	N	00:01:09.294
221	oh	N	00:01:15.787
222	what	N	00:01:17.282
223	kind	N	00:01:17.282
224	of	N	00:01:17.282
225	animal	N	00:01:17.282
226	are	N	00:01:17.282
227	we	N	00:01:17.282
228	talking	N	00:01:17.282
229	about	N	00:01:17.282
230	here	N	00:01:17.282
231	a	N	00:01:19.704
232	big	N	00:01:19.704
233	one	N	00:01:19.704
234	the	N	00:01:22.134
235	victim	N	00:01:22.134
236	could	N	00:01:22.134
237	have	N	00:01:22.134
238	clipped	N	00:01:22.134
239	the	N	00:01:22.134
240	animal	N	00:01:22.134
241	when	N	00:01:22.134
242	it	N	00:01:22.134
243	ran	N	00:01:22.134
244	in	N	00:01:22.134
245	front	N	00:01:22.134
246	of	N	00:01:22.134
247	her	N	00:01:22.134
255	well	N	00:01:26.514
256	it	N	00:01:26.514
257	ca	N	00:01:26.514
258	n't	N	00:01:26.514
259	have	N	00:01:26.514
