	word	killer_gold	medion_time
36	say	N	00:00:19.075
37	it	N	00:00:19.075
38	loud	N	00:00:19.075
39	and	N	00:00:19.075
40	say	N	00:00:19.075
41	it	N	00:00:19.075
42	proud	N	00:00:19.075
43	omega	N	00:00:21.453
44	zeta	N	00:00:21.453
45	pi	N	00:00:21.453
65	say	N	00:00:23.495
66	it	N	00:00:23.495
67	loud	N	00:00:23.495
68	and	N	00:00:23.495
69	say	N	00:00:23.495
70	it	N	00:00:23.495
71	proud	N	00:00:23.495
72	omega	N	00:00:24.871
73	zeta	N	00:00:24.871
74	pi	N	00:00:24.871
113	dude	N	00:00:33.444
114	what	N	00:00:40.044
115	's	N	00:00:40.044
116	crawling	N	00:00:40.044
117	on	N	00:00:40.044
118	my	N	00:00:40.044
119	face	N	00:00:40.044
140	it	N	00:00:41.939
141	's	N	00:00:41.939
142	fraternity	N	00:00:41.939
143	hell	N	00:00:41.939
144	week	N	00:00:41.939
145	a	N	00:00:42.996
146	pledge	N	00:00:42.996
147	slipped	N	00:00:42.996
148	and	N	00:00:42.996
149	fell	N	00:00:42.996
150	in	N	00:00:42.996
151	this	N	00:00:42.996
152	pile	N	00:00:42.996
153	of	N	00:00:42.996
154	maggots	N	00:00:42.996
155	school	N	00:00:45.054
156	of	N	00:00:45.054
157	agriculture	N	00:00:45.054
158	is	N	00:00:45.054
159	in	N	00:00:45.054
160	charge	N	00:00:45.054
161	of	N	00:00:45.054
162	campus	N	00:00:45.054
163	landscaping	N	00:00:45.054
164	so	N	00:00:45.054
165	security	N	00:00:45.054
166	called	N	00:00:45.054
167	me	N	00:00:45.054
168	you	N	00:00:47.659
169	were	N	00:00:47.659
170	the	N	00:00:47.659
171	first	N	00:00:47.659
172	person	N	00:00:47.659
173	i	N	00:00:47.659
174	thought	N	00:00:47.659
175	of	N	00:00:47.659
176	well	N	00:00:48.804
177	thank	N	00:00:48.804
178	you	N	00:00:48.804
179	eva	N	00:00:48.804
180	i	N	00:00:49.949
181	'm	N	00:00:49.949
182	honored	N	00:00:49.949
187	you	N	00:00:52.455
188	make	N	00:00:52.455
189	your	N	00:00:52.455
190	own	N	00:00:52.455
191	mulch	N	00:00:52.455
192	the	N	00:00:53.831
193	university	N	00:00:53.831
194	is	N	00:00:53.831
195	self-sustaining	N	00:00:53.831
196	a	N	00:00:55.363
197	city	N	00:00:55.363
198	within	N	00:00:55.363
199	a	N	00:00:55.363
200	city	N	00:00:55.363
201	state	N	00:00:57.845
202	institutions	N	00:00:57.845
203	are	N	00:00:57.845
204	encouraged	N	00:00:57.845
205	to	N	00:00:57.845
206	practice	N	00:00:57.845
207	xeriscaping	N	00:00:57.845
208	xeri	N	00:01:00.386
209	meaning	N	00:01:00.386
210	dry	N	00:01:00.386
211	landscaping	N	00:01:02.194
212	using	N	00:01:02.194
213	drought-tolerant	N	00:01:02.194
214	plant	N	00:01:02.194
215	life	N	00:01:02.194
216	conserves	N	00:01:04.008
217	water	N	00:01:04.008
218	there	N	00:01:06.406
219	's	N	00:01:06.406
220	no	N	00:01:06.406
221	reason	N	00:01:06.406
222	for	N	00:01:06.406
223	these	N	00:01:06.406
224	maggots	N	00:01:06.406
225	to	N	00:01:06.406
226	be	N	00:01:06.406
227	here	N	00:01:06.406
240	dr	N	00:01:08.535
241	grissom	N	00:01:08.535
242	your	N	00:01:08.535
243	tea	N	00:01:08.535
244	hold	N	00:01:09.832
245	the	N	00:01:09.832
246	tea	N	00:01:09.832
247	bag	N	00:01:09.832
248	thank	N	00:01:11.483
249	you	N	00:01:11.483
250	brian	N	00:01:11.483
268	do	N	00:01:19.704
269	uh	N	00:01:19.704
270	do	N	00:01:19.704
271	you	N	00:01:19.704
272	use	N	00:01:19.704
273	scraps	N	00:01:19.704
274	from	N	00:01:19.704
275	the	N	00:01:19.704
276	dining	N	00:01:19.704
