	word	killer_gold	medion_time
125	no	N	00:00:39.195
126	no	N	00:00:39.195
180	call	N	00:01:01.496
181	said	N	00:01:01.496
182	one	N	00:01:01.496
183	dead	N	00:01:01.496
184	body	N	00:01:01.496
185	caught	N	00:01:03.438
186	him	N	00:01:03.438
187	red	N	00:01:03.438
188	handed	N	00:01:03.438
189	benjennings	N	00:01:04.877
214	nickstokes	N	00:01:10.052
215	gilgrissom	N	00:01:10.052
216	lasvegas	N	00:01:10.052
217	crime	N	00:01:10.052
218	lab	N	00:01:10.052
219	you	N	00:01:11.356
220	want	N	00:01:11.356
221	to	N	00:01:11.356
222	tell	N	00:01:11.356
223	us	N	00:01:11.356
224	what	N	00:01:11.356
225	's	N	00:01:11.356
226	going	N	00:01:11.356
227	on	N	00:01:11.356
228	what	N	00:01:12.660
229	happened	N	00:01:12.660
230	here	N	00:01:12.660
235	you	N	00:01:18.716
236	have	N	00:01:18.716
237	anything	N	00:01:18.716
238	to	N	00:01:18.716
239	say	N	00:01:18.716
245	you	N	00:01:22.458
246	do	N	00:01:22.458
247	n't	N	00:01:22.458
248	have	N	00:01:22.458
249	to	N	00:01:22.458
250	talk	N	00:01:22.458
251	to	N	00:01:22.458
252	us	N	00:01:22.458
264	he	N	00:01:25.755
265	'll	N	00:01:25.755
266	talk	N	00:01:25.755
267	to	N	00:01:25.755
268	us	N	00:01:25.755
294	see	N	00:02:03.499
295	that	N	00:02:03.499
296	lividity	N	00:02:03.499
297	blood	N	00:02:06.474
298	settled	N	00:02:06.474
299	at	N	00:02:06.474
300	the	N	00:02:06.474
301	time	N	00:02:06.474
302	of	N	00:02:06.474
303	death	N	00:02:06.474
304	body	N	00:02:08.467
305	's	N	00:02:08.467
306	been	N	00:02:08.467
307	moved	N	00:02:08.467
308	from	N	00:02:08.467
309	the	N	00:02:08.467
310	murder	N	00:02:08.467
311	scene	N	00:02:08.467
312	impound	N	00:02:10.043
313	his	N	00:02:10.043
314	car	N	00:02:10.043
318	sorry	N	00:02:13.097
319	guys	N	00:02:13.097
