	word	killer_gold	medion_time
46	joe	N	00:00:34.056
47	joe	N	00:00:34.056
75	joe	N	00:00:35.300
76	hey	N	00:00:36.305
77	joe	N	00:00:36.305
94	joe	N	00:00:38.924
95	phone	N	00:00:40.466
96	phone	N	00:00:40.466
97	i	N	00:00:43.646
98	'm	N	00:00:43.646
99	not	N	00:00:43.646
100	your	N	00:00:43.646
101	damn	N	00:00:43.646
102	secretary	N	00:00:43.646
103	and	N	00:00:43.646
104	your	N	00:00:43.646
105	wife	N	00:00:43.646
106	's	N	00:00:43.646
107	not	N	00:00:43.646
108	my	N	00:00:43.646
109	boss	N	00:00:43.646
110	you	N	00:00:45.244
111	hear	N	00:00:45.244
112	that	N	00:00:45.244
113	cheryl	N	00:00:45.244
114	this	N	00:00:48.983
115	is	N	00:00:48.983
116	a	N	00:00:48.983
117	company	N	00:00:48.983
118	phone	N	00:00:48.983
123	i	N	00:00:52.671
124	do	N	00:00:52.671
125	n't	N	00:00:52.671
126	care	N	00:00:52.671
127	i	N	00:00:53.280
128	want	N	00:00:53.280
129	to	N	00:00:53.280
130	talk	N	00:00:53.280
131	to	N	00:00:53.280
132	joe	N	00:00:53.280
237	if	N	00:00:58.996
238	this	N	00:00:58.996
239	is	N	00:00:58.996
240	an	N	00:00:58.996
241	indian	N	00:00:58.996
242	burial	N	00:00:58.996
243	ground	N	00:00:58.996
244	i	N	00:00:58.996
245	'm	N	00:00:58.996
246	totally	N	00:00:58.996
247	screwed	N	00:00:58.996
248	i	N	00:01:01.294
249	'll	N	00:01:01.294
250	be	N	00:01:01.294
251	in	N	00:01:01.294
252	litigation	N	00:01:01.294
253	for	N	00:01:01.294
254	months	N	00:01:01.294
255	i	N	00:01:05.445
256	ca	N	00:01:05.445
257	n't	N	00:01:05.445
258	make	N	00:01:05.445
259	any	N	00:01:05.445
260	promises	N	00:01:05.445
261	sir	N	00:01:05.445
262	but	N	00:01:05.445
263	i	N	00:01:05.445
264	do	N	00:01:05.445
265	n't	N	00:01:05.445
266	think	N	00:01:05.445
267	the	N	00:01:05.445
268	paiute	N	00:01:05.445
269	wore	N	00:01:05.445
270	heels	N	00:01:05.445
302	sorry	N	00:01:08.397
303	sir	N	00:01:08.397
304	you	N	00:01:08.430
305	ca	N	00:01:08.430
306	n't	N	00:01:08.430
307	go	N	00:01:08.430
308	in	N	00:01:08.430
309	there	N	00:01:08.430
310	hey	N	00:01:09.334
311	what	N	00:01:11.108
312	's	N	00:01:11.108
313	it	N	00:01:11.108
314	look	N	00:01:11.108
315	like	N	00:01:11.108
323	well	N	00:01:13.674
