	word	killer_gold	medion_time
167	help	N	00:01:05.605
194	help	N	00:01:09.579
195	me	N	00:01:09.579
196	please	N	00:01:10.424
197	somebody	N	00:01:10.424
198	help	N	00:01:10.424
199	me	N	00:01:10.424
210	somebody	N	00:01:12.115
211	help	N	00:01:12.115
212	me	N	00:01:12.115
230	victim	N	00:01:15.267
231	's	N	00:01:15.267
232	stable	N	00:01:15.267
233	we	N	00:01:17.341
234	're	N	00:01:17.341
235	transporting	N	00:01:17.341
236	her	N	00:01:17.341
237	to	N	00:01:17.341
238	desert	N	00:01:17.341
239	palms	N	00:01:17.341
240	over	N	00:01:17.341
282	nobody	N	00:01:19.774
283	knows	N	00:01:19.774
284	who	N	00:01:19.774
285	she	N	00:01:19.774
286	is	N	00:01:19.774
287	the	N	00:01:32.595
288	andersons	N	00:01:32.595
289	they	N	00:01:32.595
290	called	N	00:01:32.595
291	the	N	00:01:32.595
292	security	N	00:01:32.595
293	company	N	00:01:32.595
294	they	N	00:01:35.754
295	thought	N	00:01:35.754
296	somebody	N	00:01:35.754
297	was	N	00:01:35.754
298	trying	N	00:01:35.754
299	to	N	00:01:35.754
300	break	N	00:01:35.754
301	in	N	00:01:35.754
302	their	N	00:01:35.754
303	back	N	00:01:35.754
304	door	N	00:01:35.754
305	southern	N	00:01:38.284
306	highlands	N	00:01:38.284
307	is	N	00:01:38.284
308	a	N	00:01:38.284
309	new	N	00:01:38.284
310	development	N	00:01:38.284
311	there	N	00:01:40.134
312	's	N	00:01:40.134
313	really	N	00:01:40.134
314	not	N	00:01:40.134
315	much	N	00:01:40.134
316	around	N	00:01:40.134
317	here	N	00:01:40.134
318	some	N	00:01:43.034
319	of	N	00:01:43.034
320	my	N	00:01:43.034
321	guys	N	00:01:43.034
322	are	N	00:01:43.034
323	talking	N	00:01:43.034
324	to	N	00:01:43.034
325	everybody	N	00:01:43.034
326	trying	N	00:01:43.034
327	to	N	00:01:43.034
328	find	N	00:01:43.034
329	out	N	00:01:43.034
330	what	N	00:01:43.034
331	's	N	00:01:43.034
332	going	N	00:01:43.034
333	on	N	00:01:43.034
