	word	killer_gold	medion_time
110	hey	N	00:00:25.922
111	len	N	00:00:25.922
134	thanks	N	00:00:31.983
164	hi	N	00:00:34.784
194	thanks	N	00:00:43.224
319	some	N	00:01:13.644
320	night	N	00:01:13.644
321	huh	N	00:01:13.644
327	it	N	00:01:18.317
328	's	N	00:01:18.317
329	ugly	N	00:01:18.317
330	out	N	00:01:18.317
331	there	N	00:01:18.317
592	we	N	00:02:07.106
593	have	N	00:02:07.106
594	two	N	00:02:07.106
595	types	N	00:02:07.106
596	of	N	00:02:07.106
597	patients	N	00:02:07.106
598	here	N	00:02:07.106
599	the	N	00:02:07.106
600	criminally	N	00:02:07.106
601	insane	N	00:02:07.106
602	and	N	00:02:07.106
603	sexually	N	00:02:07.106
604	violent	N	00:02:07.106
605	predators	N	00:02:07.106
606	all	N	00:02:07.106
607	with	N	00:02:07.106
608	multiple	N	00:02:07.106
609	convictions	N	00:02:07.106
617	we	N	00:02:12.463
618	get	N	00:02:12.463
619	all	N	00:02:12.463
620	the	N	00:02:12.463
621	inmates	N	00:02:12.463
622	the	N	00:02:12.463
623	prisons	N	00:02:12.463
624	ca	N	00:02:12.463
625	n't	N	00:02:12.463
626	handle	N	00:02:12.463
636	keep	N	00:02:15.367
637	your	N	00:02:15.367
638	kits	N	00:02:15.367
639	closed	N	00:02:15.367
640	and	N	00:02:15.367
641	locked	N	00:02:15.367
642	when	N	00:02:15.367
643	not	N	00:02:15.367
644	in	N	00:02:15.367
645	use	N	00:02:15.367
646	um	N	00:02:18.004
647	ms	N	00:02:18.004
648	sidle	N	00:02:18.004
649	best	N	00:02:18.004
650	if	N	00:02:18.004
651	you	N	00:02:18.004
652	remove	N	00:02:18.004
653	the	N	00:02:18.004
654	vest	N	00:02:18.004
655	new	N	00:02:20.399
656	uniforms	N	00:02:20.399
657	upset	N	00:02:20.399
658	them	N	00:02:20.399
701	we	N	00:02:30.645
702	're	N	00:02:30.645
703	mostly	N	00:02:30.645
704	concerned	N	00:02:30.645
705	with	N	00:02:30.645
706	maintaining	N	00:02:30.645
707	psychiatric	N	00:02:30.645
708	remission	N	00:02:30.645
709	we	N	00:02:36.424
710	want	N	00:02:36.424
711	to	N	00:02:36.424
712	stabilize	N	00:02:36.424
713	symptoms	N	00:02:36.424
714	and	N	00:02:36.424
715	reduce	N	00:02:36.424
716	an	N	00:02:36.424
717	individual	N	00:02:36.424
718	's	N	00:02:36.424
719	risk	N	00:02:36.424
720	of	N	00:02:36.424
721	violence	N	00:02:36.424
722	to	N	00:02:36.424
723	himself	N	00:02:36.424
724	and	N	00:02:36.424
725	to	N	00:02:36.424
726	others	N	00:02:36.424
756	oh	N	00:02:41.083
757	uh	N	00:02:41.083
758	could	N	00:02:41.083
759	you	N	00:02:41.083
760	actually	N	00:02:41.083
761	stop	N	00:02:41.083
762	here	N	00:02:41.083
763	and	N	00:02:41.083
764	put	N	00:02:41.083
765	your	N	00:02:41.083
766	backs	N	00:02:41.083
767	against	N	00:02:41.083
768	the	N	00:02:41.083
769	wall	N	00:02:41.083
770	please	N	00:02:41.083
771	it	N	00:02:44.464
772	's	N	00:02:44.464
773	uh	N	00:02:44.464
774	standard	N	00:02:44.464
775	safety	N	00:02:44.464
776	procedure	N	00:02:44.464
817	put	N	00:02:57.482
818	your	N	00:02:57.482
819	tongue	N	00:02:57.482
820	in	N	00:02:57.482
821	your	N	00:02:57.482
822	mouth	N	00:02:57.482
823	jake	N	00:02:57.482
848	we	N	00:03:00.198
849	're	N	00:03:00.198
850	moving	N	00:03:00.198
851	them	N	00:03:00.198
852	all	N	00:03:00.198
853	to	N	00:03:00.198
854	the	N	00:03:00.198
855	day	N	00:03:00.198
856	room	N	00:03:00.198
897	this	N	00:03:03.306
898	is	N	00:03:03.306
899	not	N	00:03:03.306
900	good	N	00:03:03.306
901	the	N	00:03:04.705
902	hospital	N	00:03:04.705
903	does	N	00:03:04.705
904	n't	N	00:03:04.705
905	need	N	00:03:04.705
906	this	N	00:03:04.705
928	this	N	00:03:06.704
929	is	N	00:03:06.704
930	captain	N	00:03:06.704
931	brass	N	00:03:06.704
932	dr	N	00:03:08.980
933	grissom	N	00:03:08.980
934	and	N	00:03:08.980
935	ms	N	00:03:08.980
936	sidle	N	00:03:08.980
937	are	N	00:03:08.980
938	from	N	00:03:08.980
939	the	N	00:03:08.980
940	crime	N	00:03:08.980
941	lab	N	00:03:08.980
942	lt	N	00:03:11.066
943	reedowens	N	00:03:11.066
944	desert	N	00:03:11.066
945	state	N	00:03:11.066
946	hospital	N	00:03:11.066
947	police	N	00:03:11.066
948	we	N	00:03:14.646
949	have	N	00:03:14.646
950	our	N	00:03:14.646
951	own	N	00:03:14.646
952	internal	N	00:03:14.646
953	police	N	00:03:14.646
954	team	N	00:03:14.646
955	and	N	00:03:14.646
956	lieutenant	N	00:03:14.646
957	owens	N	00:03:14.646
958	was	N	00:03:14.646
959	the	N	00:03:14.646
960	first	N	00:03:14.646
961	officer	N	00:03:14.646
962	on	N	00:03:14.646
963	the	N	00:03:14.646
964	scene	N	00:03:14.646
965	after	N	00:03:14.646
966	the	N	00:03:14.646
967	call	N	00:03:14.646
968	came	N	00:03:14.646
969	in	N	00:03:14.646
970	the	N	00:03:19.221
971	victim	N	00:03:19.221
972	was	N	00:03:19.221
973	found	N	00:03:19.221
974	by	N	00:03:19.221
975	nurse	N	00:03:19.221
976	faber	N	00:03:19.221
977	at	N	00:03:19.221
978	approximately	N	00:03:19.221
979	12:10	N	00:03:19.221
980	a.m	N	00:03:19.221
981	joanne	Y	00:03:22.862
982	was	N	00:03:22.862
983	coming	N	00:03:22.862
984	off	N	00:03:22.862
985	shift	N	00:03:22.862
986	i	N	00:03:22.862
987	was	N	00:03:22.862
988	coming	N	00:03:22.862
989	on	N	00:03:22.862
990	doing	N	00:03:25.756
991	bed	N	00:03:25.756
992	checks	N	00:03:25.756
993	i	N	00:03:25.756
994	found	N	00:03:25.756
995	robbie	N	00:03:25.756
996	on	N	00:03:25.756
997	the	N	00:03:25.756
998	floor	N	00:03:25.756
999	kenny	N	00:03:27.815
1000	was	N	00:03:27.815
1001	in	N	00:03:27.815
1002	the	N	00:03:27.815
1003	corner	N	00:03:27.815
1004	covered	N	00:03:27.815
1005	in	N	00:03:27.815
1006	blood	N	00:03:27.815
1018	are	N	00:03:29.752
1019	the	N	00:03:29.752
1020	patients	N	00:03:29.752
1021	locked	N	00:03:29.752
1022	in	N	00:03:29.752
1023	their	N	00:03:29.752
1024	rooms	N	00:03:29.752
1025	at	N	00:03:29.752
1026	night	N	00:03:29.752
1027	no	N	00:03:31.242
1028	the	N	00:03:32.732
1029	doors	N	00:03:32.732
1030	are	N	00:03:32.732
1031	left	N	00:03:32.732
1032	unlocked	N	00:03:32.732
1040	so	N	00:03:34.682
1041	they	N	00:03:34.682
1042	're	N	00:03:34.682
1043	free	N	00:03:34.682
1044	to	N	00:03:34.682
1045	roam	N	00:03:34.682
1046	around	N	00:03:34.682
1047	locked	N	00:03:37.701
1048	rooms	N	00:03:37.701
1049	usually	N	00:03:37.701
1050	lead	N	00:03:37.701
1051	to	N	00:03:37.701
1052	patients	N	00:03:37.701
1053	trying	N	00:03:37.701
1054	to	N	00:03:37.701
1055	harm	N	00:03:37.701
1056	themselves	N	00:03:37.701
1064	where	N	00:03:40.315
1065	's	N	00:03:40.315
1066	kenny	N	00:03:40.315
1067	now	N	00:03:40.315
1068	he	N	00:03:41.572
1069	's	N	00:03:41.572
1070	been	N	00:03:41.572
1071	taken	N	00:03:41.572
1072	to	N	00:03:41.572
1073	seclusion	N	00:03:41.572
1113	shh-shh-shh	N	00:03:43.442
1114	leon	N	00:03:51.244
1115	let	N	00:03:51.244
1116	's	N	00:03:51.244
1117	get	N	00:03:51.244
1118	a	N	00:03:51.244
1119	couple	N	00:03:51.244
1120	more	N	00:03:51.244
1121	milligrams	N	00:03:51.244
1122	of	N	00:03:51.244
1123	lorazepam	N	00:03:51.244
1124	into	N	00:03:51.244
1125	him	N	00:03:51.244
1135	how	N	00:03:55.686
1136	did	N	00:03:55.686
1137	he	N	00:03:55.686
1138	get	N	00:03:55.686
1139	those	N	00:03:55.686
1140	wounds	N	00:03:55.686
1141	oh	N	00:03:57.125
1142	kenny	N	00:03:57.125
1143	's	N	00:03:57.125
1144	a	N	00:03:57.125
1145	self-mutilator	N	00:03:57.125
1146	he	N	00:04:00.305
1147	suffers	N	00:04:00.305
1148	from	N	00:04:00.305
1149	renfield	N	00:04:00.305
1150	's	N	00:04:00.305
1151	syndrome	N	00:04:00.305
1152	gets	N	00:04:00.305
1153	off	N	00:04:00.305
1154	on	N	00:04:00.305
1155	blood	N	00:04:00.305
1163	shh	N	00:04:02.726
1164	couple	N	00:04:04.883
1165	of	N	00:04:04.883
1166	weeks	N	00:04:04.883
1167	ago	N	00:04:04.883
1168	i	N	00:04:04.883
1169	caught	N	00:04:04.883
1170	him	N	00:04:04.883
1171	gouging	N	00:04:04.883
1172	himself	N	00:04:04.883
1173	with	N	00:04:04.883
1174	a	N	00:04:04.883
1175	carpet	N	00:04:04.883
1176	staple	N	00:04:04.883
1183	he	N	00:04:08.503
1184	was	N	00:04:08.503
1185	wearing	N	00:04:08.503
1186	these	N	00:04:08.503
1187	clothes	N	00:04:08.503
1188	when	N	00:04:08.503
1189	you	N	00:04:08.503
1190	found	N	00:04:08.503
1191	him	N	00:04:08.503
1192	yes	N	00:04:11.742
1230	there	N	00:04:18.646
1231	was	N	00:04:18.646
1232	blood	N	00:04:18.646
