	word	killer_gold	medion_time
18	that	N	00:00:13.298
19	club	N	00:00:13.298
20	was	N	00:00:13.298
21	hot	N	00:00:13.298
22	we	N	00:00:15.254
23	're	N	00:00:15.254
24	just	N	00:00:15.254
25	warming	N	00:00:15.254
26	up	N	00:00:15.254
27	my	N	00:00:15.254
28	girl	N	00:00:15.254
41	wait	N	00:00:18.770
42	wait	N	00:00:18.770
43	wait	N	00:00:18.770
44	i	N	00:00:19.592
45	do	N	00:00:19.592
46	n't	N	00:00:19.592
47	think	N	00:00:19.592
48	this	N	00:00:19.592
49	is	N	00:00:19.592
50	the	N	00:00:19.592
51	right	N	00:00:19.592
52	way	N	00:00:19.592
53	it	N	00:00:20.415
54	's	N	00:00:20.415
55	a	N	00:00:20.415
56	shortcut	N	00:00:20.415
59	a	N	00:00:21.716
60	shortcut	N	00:00:21.716
61	to	N	00:00:21.716
62	where	N	00:00:21.716
68	stop	N	00:00:25.145
69	stop	N	00:00:25.835
70	the	N	00:00:25.835
71	car	N	00:00:25.835
72	it	N	00:00:26.525
73	was	N	00:00:26.525
74	just	N	00:00:26.525
75	a	N	00:00:26.525
76	pothole	N	00:00:26.525
85	i	N	00:00:29.675
86	think	N	00:00:29.675
87	you	N	00:00:29.675
88	hit	N	00:00:29.675
89	someone	N	00:00:29.675
134	blonde	N	00:00:41.137
135	behind	N	00:00:41.137
136	the	N	00:00:41.137
137	wheel	N	00:00:41.137
138	girlfriend	N	00:00:47.215
139	in	N	00:00:47.215
140	the	N	00:00:47.215
141	passenger	N	00:00:47.215
142	seat	N	00:00:47.215
143	called	N	00:00:47.215
144	it	N	00:00:47.215
145	in	N	00:00:47.215
146	vehicular	N	00:00:47.215
147	manslaughter	N	00:00:47.215
187	taillight	N	00:00:53.578
188	yeah	N	00:00:55.459
202	you	N	00:01:00.410
203	been	N	00:01:00.410
204	drinking	N	00:01:00.410
205	warrick	N	00:01:00.410
206	no	N	00:01:01.153
207	i	N	00:01:01.896
208	'm	N	00:01:01.896
209	having	N	00:01:01.896
210	a	N	00:01:01.896
211	block	N	00:01:01.896
212	party	N	00:01:01.896
213	i	N	00:01:19.936
214	marked	N	00:01:19.936
215	it	N	00:01:19.936
216	where	N	00:01:19.936
217	i	N	00:01:19.936
218	found	N	00:01:19.936
219	it	N	00:01:19.936
220	over	N	00:01:19.936
221	on	N	00:01:19.936
222	the	N	00:01:19.936
223	sidewalk	N	00:01:19.936
224	over	N	00:01:19.936
225	there	N	00:01:19.936
262	two	N	00:01:37.195
263	distinct	N	00:01:37.195
264	tire	N	00:01:37.195
265	treads	N	00:01:37.195
266	one	N	00:01:37.195
267	wide	N	00:01:37.195
268	one	N	00:01:37.195
269	narrow	N	00:01:37.195
270	given	N	00:01:40.719
271	the	N	00:01:40.719
272	extensive	N	00:01:40.719
273	bruising	N	00:01:40.719
274	from	N	00:01:40.719
275	the	N	00:01:40.719
276	wide	N	00:01:40.719
277	tread	N	00:01:40.719
278	mark	N	00:01:40.719
279	victim	N	00:01:40.719
280	was	N	00:01:40.719
281	killed	N	00:01:40.719
282	by	N	00:01:40.719
283	a	N	00:01:40.719
284	larger	N	00:01:40.719
285	vehicle	N	00:01:40.719
286	not	N	00:01:44.996
287	that	N	00:01:44.996
288	compact	N	00:01:44.996
319	hey	N	00:01:47.198
320	o'riley	N	00:01:47.198
321	i	N	00:01:47.198
322	would	N	00:01:47.198
323	n't	N	00:01:47.198
324	book	N	00:01:47.198
325	those	N	00:01:47.198
326	suspects	N	00:01:47.198
327	just	N	00:01:47.198
328	yet	N	00:01:47.198
329	i	N	00:01:49.898
330	think	N	00:01:49.898
331	they	N	00:01:49.898
332	ran	N	00:01:49.898
333	over	N	00:01:49.898
334	a	N	00:01:49.898
335	corpse	N	00:01:49.898
363	what	N	00:02:28.378
364	's	N	00:02:28.378
365	up	N	00:02:28.378
366	we	N	00:02:30.718
367	got	N	00:02:30.718
368	a	N	00:02:30.718
369	call	N	00:02:30.718
370	about	N	00:02:30.718
371	ten	N	00:02:30.718
372	minutes	N	00:02:30.718
373	ago	N	00:02:30.718
374	a	N	00:02:30.718
375	shooting	N	00:02:30.718
376	at	N	00:02:30.718
377	vegas	N	00:02:30.718
378	grounds	N	00:02:30.718
379	coffee	N	00:02:30.718
380	shop	N	00:02:30.718
381	eighth	N	00:02:30.718
382	and	N	00:02:30.718
383	main	N	00:02:30.718
384	multiple	N	00:02:30.718
385	fatalities	N	00:02:30.718
386	we	N	00:02:33.634
387	want	N	00:02:33.634
388	this	N	00:02:33.634
389	one	N	00:02:33.634
390	you	N	00:02:35.498
391	guys	N	00:02:35.498
392	get	N	00:02:35.498
393	over	N	00:02:35.498
394	there	N	00:02:35.498
395	keep	N	00:02:36.575
396	me	N	00:02:36.575
397	in	N	00:02:36.575
398	the	N	00:02:36.575
399	loop	N	00:02:36.575
400	keep	N	00:02:37.652
401	the	N	00:02:37.652
402	media	N	00:02:37.652
403	out	N	00:02:37.652
404	of	N	00:02:37.652
405	it	N	00:02:37.652
406	right	N	00:02:39.019
407	good	N	00:02:51.726
408	luck	N	00:02:51.726
425	printed	N	00:02:54.038
426	your	N	00:02:54.038
427	hit-and-run	N	00:02:54.038
428	afis	N	00:02:57.837
429	found	N	00:02:57.837
430	a	N	00:02:57.837
431	match	N	00:02:57.837
432	brianclemonds	N	00:02:57.837
433	22	N	00:02:57.837
434	born	N	00:02:57.837
435	in	N	00:02:57.837
436	vegas	N	00:02:57.837
437	and	N	00:02:57.837
438	he	N	00:02:57.837
439	's	N	00:02:57.837
440	deaf	N	00:02:57.837
441	you	N	00:03:01.154
442	can	N	00:03:01.154
443	tell	N	00:03:01.154
444	he	N	00:03:01.154
445	's	N	00:03:01.154
446	deaf	N	00:03:01.154
447	by	N	00:03:01.154
448	his	N	00:03:01.154
449	fingerprints	N	00:03:01.154
450	actually	N	00:03:03.758
451	yes	N	00:03:03.758
452	he	N	00:03:03.758
453	was	N	00:03:03.758
454	printed	N	00:03:03.758
455	as	N	00:03:03.758
456	part	N	00:03:03.758
457	of	N	00:03:03.758
458	a	N	00:03:03.758
459	state	N	00:03:03.758
460	aid	N	00:03:03.758
461	program	N	00:03:03.758
462	in	N	00:03:03.758
463	81	N	00:03:03.758
464	to	N	00:03:06.854
465	confirm	N	00:03:06.854
466	i	N	00:03:06.854
467	examined	N	00:03:06.854
468	his	N	00:03:06.854
469	ear	N	00:03:06.854
470	canal	N	00:03:06.854
481	normally	N	00:03:13.395
482	the	N	00:03:13.395
483	malleus	N	00:03:13.395
484	is	N	00:03:13.395
485	shaped	N	00:03:13.395
486	like	N	00:03:13.395
487	a	N	00:03:13.395
488	hammer	N	00:03:13.395
489	a	N	00:03:13.395
490	long	N	00:03:13.395
491	smooth	N	00:03:13.395
492	handle	N	00:03:13.395
493	connecting	N	00:03:13.395
494	to	N	00:03:13.395
495	a	N	00:03:13.395
496	blunt	N	00:03:13.395
497	head	N	00:03:13.395
498	but	N	00:03:13.395
499	brian	N	00:03:13.395
500	's	N	00:03:13.395
501	malleus	N	00:03:13.395
502	is	N	00:03:13.395
503	knotted	N	00:03:13.395
504	both	N	00:03:13.395
505	of	N	00:03:13.395
506	them	N	00:03:13.395
507	birth	N	00:03:13.395
508	defect	N	00:03:13.395
523	there	N	00:03:20.778
524	's	N	00:03:20.778
525	a	N	00:03:20.778
526	college	N	00:03:20.778
527	for	N	00:03:20.778
528	the	N	00:03:20.778
529	deaf	N	00:03:20.778
530	about	N	00:03:20.778
531	a	N	00:03:20.778
532	mile	N	00:03:20.778
533	from	N	00:03:20.778
534	where	N	00:03:20.778
535	we	N	00:03:20.778
536	found	N	00:03:20.778
537	him	N	00:03:20.778
538	so	N	00:03:24.634
539	brian	N	00:03:24.634
540	takes	N	00:03:24.634
541	a	N	00:03:24.634
542	walk	N	00:03:24.634
543	crosses	N	00:03:24.634
544	the	N	00:03:24.634
545	street	N	00:03:24.634
546	does	N	00:03:24.634
547	n't	N	00:03:24.634
548	hear	N	00:03:24.634
549	the	N	00:03:24.634
550	car	N	00:03:24.634
551	gets	N	00:03:24.634
552	creamed	N	00:03:24.634
553	the	N	00:03:28.398
554	vehicle	N	00:03:28.398
555	probably	N	00:03:28.398
556	a	N	00:03:28.398
557	truck	N	00:03:28.398
558	or	N	00:03:28.398
559	an	N	00:03:28.398
560	suv	N	00:03:28.398
561	based	N	00:03:28.398
562	on	N	00:03:28.398
563	the	N	00:03:28.398
564	width	N	00:03:28.398
565	of	N	00:03:28.398
566	the	N	00:03:28.398
567	tire	N	00:03:28.398
568	tread	N	00:03:28.398
569	takes	N	00:03:28.398
570	off	N	00:03:28.398
571	later	N	00:03:33.333
572	along	N	00:03:33.333
573	comes	N	00:03:33.333
574	a	N	00:03:33.333
575	compact	N	00:03:33.333
576	thump	N	00:03:33.333
577	runs	N	00:03:33.333
578	over	N	00:03:33.333
579	his	N	00:03:33.333
580	dead	N	00:03:33.333
581	body	N	00:03:33.333
582	maybe	N	00:03:37.159
583	maybe	N	00:03:37.159
584	not	N	00:03:37.159
597	see	N	00:03:39.578
598	the	N	00:03:39.578
599	dried	N	00:03:39.578
600	blood	N	00:03:39.578
601	on	N	00:03:39.578
602	his	N	00:03:39.578
603	knuckles	N	00:03:39.578
604	no	N	00:03:41.408
605	associated	N	00:03:41.408
606	wounding	N	00:03:41.408
607	blood	N	00:03:42.864
608	's	N	00:03:42.864
609	probably	N	00:03:42.864
610	not	N	00:03:42.864
611	his	N	00:03:42.864
612	you	N	00:03:45.238
613	know	N	00:03:45.238
614	what	N	00:03:45.238
