	word	killer_gold	medion_time
28	hey	N	00:00:11.574
29	harlan	N	00:00:11.574
30	special	N	00:00:20.178
31	delivery	N	00:00:20.178
32	fresh	N	00:00:21.574
33	shipment	N	00:00:21.574
34	in	N	00:00:21.574
35	from	N	00:00:21.574
36	nebraska	N	00:00:21.574
37	great	N	00:00:22.971
38	just	N	00:00:24.537
39	stack	N	00:00:24.537
40	it	N	00:00:24.537
41	in	N	00:00:24.537
42	the	N	00:00:24.537
43	freezer	N	00:00:24.537
44	will	N	00:00:24.537
45	you	N	00:00:24.537
46	i	N	00:00:26.092
47	got	N	00:00:26.092
48	to	N	00:00:26.092
49	open	N	00:00:26.092
50	up	N	00:00:26.092
51	all	N	00:00:27.714
52	right	N	00:00:27.714
53	you	N	00:00:27.714
54	got	N	00:00:27.714
55	it	N	00:00:27.714
56	boss	N	00:00:27.714
163	ever	N	00:00:56.054
164	wonder	N	00:00:56.054
165	what	N	00:00:56.054
166	's	N	00:00:56.054
167	in	N	00:00:56.054
168	that	N	00:00:56.054
169	hot	N	00:00:56.054
170	dog	N	00:00:56.054
171	human	N	00:00:59.135
172	body	N	00:00:59.135
173	in	N	00:00:59.135
174	a	N	00:00:59.135
175	meat	N	00:00:59.135
176	grinder	N	00:00:59.135
177	shop	N	00:01:01.486
178	foreman	N	00:01:01.486
179	found	N	00:01:01.486
180	an	N	00:01:01.486
181	arm	N	00:01:01.486
182	the	N	00:01:03.662
183	rest	N	00:01:03.662
184	of	N	00:01:03.662
185	him	N	00:01:03.662
186	is	N	00:01:03.662
187	prime	N	00:01:03.662
188	grade	N	00:01:03.662
189	a	N	00:01:03.662
190	sirloin	N	00:01:03.662
191	body	N	00:01:06.976
192	in	N	00:01:06.976
193	a	N	00:01:06.976
194	meat	N	00:01:06.976
195	grinder	N	00:01:06.976
196	sounds	N	00:01:09.332
197	kind	N	00:01:09.332
198	of	N	00:01:09.332
199	mob-ish	N	00:01:09.332
200	except	N	00:01:09.332
201	they	N	00:01:09.332
202	left	N	00:01:09.332
203	town	N	00:01:09.332
204	in	N	00:01:09.332
205	the	N	00:01:09.332
206	80s	N	00:01:09.332
216	the	N	00:01:12.164
217	last	N	00:01:12.164
218	guy	N	00:01:12.164
219	to	N	00:01:12.164
220	operate	N	00:01:12.164
221	the	N	00:01:12.164
222	meat	N	00:01:12.164
223	grinder	N	00:01:12.164
224	is	N	00:01:12.164
225	this	N	00:01:12.164
226	guy	N	00:01:12.164
227	over	N	00:01:12.164
228	here	N	00:01:12.164
229	mannysaldano	N	00:01:14.587
230	age	N	00:01:14.587
231	37	N	00:01:14.587
232	worked	N	00:01:16.081
233	for	N	00:01:16.081
234	meteor	N	00:01:16.081
235	for	N	00:01:16.081
236	eleven	N	00:01:16.081
237	years	N	00:01:16.081
238	shop	N	00:01:17.755
239	foreman	N	00:01:17.755
240	vouches	N	00:01:17.755
241	for	N	00:01:17.755
242	him	N	00:01:17.755
243	says	N	00:01:20.569
244	he	N	00:01:20.569
245	inspected	N	00:01:20.569
246	all	N	00:01:20.569
247	three	N	00:01:20.569
248	of	N	00:01:20.569
249	his	N	00:01:20.569
250	machines	N	00:01:20.569
251	before	N	00:01:20.569
252	he	N	00:01:20.569
253	clocked	N	00:01:20.569
254	him	N	00:01:20.569
255	out	N	00:01:20.569
256	well	N	00:01:23.217
257	we	N	00:01:23.217
258	're	N	00:01:23.217
259	going	N	00:01:23.217
260	to	N	00:01:23.217
261	need	N	00:01:23.217
262	to	N	00:01:23.217
263	process	N	00:01:23.217
264	him	N	00:01:23.217
265	sure	N	00:01:24.531
266	check	N	00:01:27.755
267	out	N	00:01:27.755
268	the	N	00:01:27.755
269	smorgasbord	N	00:01:27.755
270	go	N	00:01:29.815
271	ahead	N	00:01:29.815
287	mike	N	00:01:35.996
293	good	N	00:01:39.914
294	god	N	00:01:39.914
295	looks	N	00:01:42.934
296	like	N	00:01:42.934
297	the	N	00:01:42.934
298	elbow	N	00:01:42.934
299	got	N	00:01:42.934
300	stuck	N	00:01:42.934
301	in	N	00:01:42.934
302	the	N	00:01:42.934
303	blade	N	00:01:42.934
321	yup	N	00:01:48.256
322	the	N	00:01:48.256
323	ulna	N	00:01:48.256
324	one	N	00:01:50.052
