	Unnamed: 0.1	Unnamed: 0	start	end	text	label
0	0	0	00:00:32	00:00:33	Officer...	N
1	1	1	00:00:33	00:00:35	thank God you're here.	N
2	2	2	00:00:35	00:00:36	You know why I stopped you?	N
3	3	3	00:00:36	00:00:38	Yeah, I... I... I was speeding, uh...	N
4	4	4	00:00:38	00:00:41	of course, but you have to understand, you see, someone is chasing me.	N
5	5	5	00:00:43	00:00:44	You see, I have videos.	N
6	6	6	00:00:44	00:00:45	I bet you do.	N
7	7	7	00:00:45	00:00:47	Let's start with license and registration.	N
8	8	8	00:00:49	00:00:53	Officer, if I could... if I could just show you.	N
9	9	9	00:01:11	00:01:13	Found a camcorder.	N
10	10	10	00:01:13	00:01:15	No tape inside.	N
11	11	11	00:01:21	00:01:23	Not much traffic.	N
12	12	12	00:01:23	00:01:26	Makes it a lot easier to run someone off the road...	N
13	13	13	00:01:26	00:01:28	...and slash their throat.	N
14	14	14	00:01:28	00:01:32	She was slashed south of the border, as well.	N
15	15	15	00:01:34	00:01:39	Women in convertibles are low-hanging fruit.	N
16	16	16	00:01:39	00:01:41	And it was a top-down night.	N
17	17	17	00:01:45	00:01:49	and TOYOTA. Choose any direction, as long as it's moving forward.	N
18	18	18	00:02:27	00:02:28	That's a nice ring.	N
19	19	19	00:02:29	00:02:31	It's at least four carats.	N
20	20	20	00:02:32	00:02:34	We've been shopping.	N
21	21	21	00:02:38	00:02:42	artificial breasts, cheek implants...	N
22	22	22	00:02:42	00:02:44	collagen lips...	N
23	23	23	00:02:44	00:02:47	You'd be surprised how many women I get on this table with fake parts.	N
24	24	24	00:02:47	00:02:50	Plastic lasts longer.	N
25	25	25	00:03:08	00:03:16	Wow. Mascara, tweezers... under-eye cream...	N
26	26	26	00:03:17	00:03:20	...neck-firming lotion. Girls.	N
27	27	27	00:03:20	00:03:22	Pads...	N
28	28	28	00:03:22	00:03:28	One, two, three, four jars of depilatory cream?	N
29	29	29	00:03:28	00:03:30	That's a lot of bikini wax.	N
30	30	30	00:03:30	00:03:31	Some girls hate the nether-stubble.	N
31	31	31	00:03:32	00:03:34	Nether-stubble?	N
32	32	32	00:03:39	00:03:41	Swipe card.	N
33	33	33	00:03:41	00:03:42	Entertainment Department, Tangiers.	N
34	34	34	00:03:47	00:03:49	Well...	N
35	35	35	00:03:49	00:03:51	Walter Clancy didn't mind stubble.	N
36	36	36	00:03:52	00:03:53	Who's Walter?	N
37	37	37	00:03:53	00:03:56	The registered owner of this vehicle.	N
38	38	38	00:03:56	00:03:58	So she either borrowed this car...	N
39	39	39	00:03:59	00:04:00	or she stole it.	N
40	40	40	00:04:01	00:04:04	Genital wounds were more profound than I expected.	N
41	41	41	00:04:04	00:04:06	Profound how?	N
42	42	42	00:04:06	00:04:08	Well, I was looking for ovaries and I found a prostate.	N
43	43	43	00:04:10	00:04:11	She was a he?	N
44	44	44	00:04:11	00:04:15	She had genital reassignment surgery.	N
45	45	45	00:04:15	00:04:16	And what does that mean exactly?	N
46	46	46	00:04:16	00:04:18	Exactly?	N
47	47	47	00:04:18	00:04:22	Her testicles were removed and her penis was inverted, creating a vagina.	N
48	48	48	00:04:23	00:04:25	And, evidently, the killer kept subtracting.	N
49	49	49	00:04:25	00:04:27	Subtracting what?	N
50	50	50	00:04:27	00:04:29	Well, they don't call it an Adam's apple for nothing.	N
51	51	51	00:04:29	00:04:34	A man with issues might become upset if he found one on his woman.	N
52	52	52	00:04:34	00:04:35	Cause?	N
53	53	53	00:04:35	00:04:38	Severed carotid and jugular complex.	N
54	54	54	00:04:38	00:04:41	Uh, incised wounds are almost surgical in nature.	N
55	55	55	00:04:41	00:04:43	Used an extremely sharp weapon.	N
56	56	56	00:04:43	00:04:44	Vicious attack.	N
57	57	57	00:04:44	00:04:46	Probably from someone emotionally involved.	N
58	58	58	00:04:46	00:04:49	Time? Best estimate, 00 and midnight.	N
59	59	59	00:04:50	00:04:51	I collected a standard SAE kit.	N
60	60	60	00:04:51	00:04:52	Good.	N
61	61	61	00:04:52	00:04:57	Because top or bottom, this looks like a sexual assault that turned into a hate crime.	N
62	62	62	00:04:59	00:05:00	Clock a Thunderbird doing 90.	N
63	63	63	00:05:01	00:05:02	I nail it.	N
64	64	64	00:05:02	00:05:04	The skirt driving tells me she's being chased.	N
65	65	65	00:05:04	00:05:08	And then she asks if she can show me some videos.	N
66	66	66	00:05:08	00:05:09	How were they?	N
67	67	67	00:05:09	00:05:10	I didn't bite.	N
68	68	68	00:05:10	00:05:12	She was working it.	N
69	69	69	00:05:12	00:05:14	Rough duty.	N
70	70	70	00:05:14	00:05:21	Look, she gave me this lame story about the car being her brother's, and that she had lost her license, but she has his license, and yakety-yak.	N
71	71	71	00:05:21	00:05:23	I just let her off with a warning.	N
72	72	72	00:05:23	00:05:28	So you had speeding, driving without a license, possible stolen vehicle, and you let her off with a warning.	N
73	73	73	00:05:28	00:05:30	What are you implying?	N
74	74	74	00:05:30	00:05:32	She got off pretty easy.	N
75	75	75	00:05:32	00:05:34	How about you?	N
76	76	76	00:05:34	00:05:35	I resent that.	N
77	77	77	00:05:35	00:05:42	Well, I'm sure that she resented being sexually harassed and slaughtered two miles from the place you pulled her over! I didn't know about that until you called me in here.	N
78	78	78	00:05:42	00:05:44	You know, you have a sexual harassment flag in your file.	N
79	79	79	00:05:44	00:05:45	Oh, so that makes me a sex murderer?	N
80	80	80	00:05:45	00:05:48	I know a place about two miles up.	N
81	81	81	00:05:48	00:05:49	It's a little more private.	N
82	82	82	00:05:49	00:05:55	I mean, you know, if... if I found out that the gal who was stripping my gears was a guy, I mean, I'd be mad, too.	N
83	83	83	00:06:00	00:06:01	What are you?! ( screams )	N
84	84	84	00:06:02	00:06:04	Or maybe you prefer a stick.	N
85	85	85	00:06:06	00:06:08	I told you, nothing happened.	N
86	86	86	00:06:08	00:06:10	You're on administrative duty until we confirm that.	N
87	87	87	00:06:10	00:06:12	Mind submitting your DNA?	N
88	88	88	00:06:12	00:06:15	Just tell me where to spit.	N
89	89	89	00:06:15	00:06:18	Ran her prints through I-AFIS and I got two hits.	N
90	90	90	00:06:18	00:06:27	A Wendy Garner was a dancer at the Tangiers, and Walter Clancy, a blackjack dealer at the Riviera in the mid-'90s.	N
91	91	91	00:06:27	00:06:30	Okay, let's give this a shot.	N
92	92	92	00:06:30	00:06:33	The coroner noted that she had collagened lips.	N
93	93	93	00:06:35	00:06:36	Okay, so 86 those cheek implants.	N
94	94	94	00:06:43	00:06:47	Now, estrogen would've rounded out the face, so square that jaw.	N
95	95	95	00:06:47	00:06:50	Got that.	N
96	96	96	00:06:50	00:06:52	I'm gonna give her a haircut.	N
97	97	97	00:06:55	00:06:57	Add some whiskers...	N
98	98	98	00:06:57	00:06:59	Wow.	N
99	99	99	00:06:59	00:07:01	Take away the, uh...	N
100	100	100	00:07:01	00:07:02	eye makeup.	N
101	101	101	00:07:02	00:07:04	And I'll fix the eyebrows.	N
102	102	102	00:07:05	00:07:07	Walter didn't kill Wendy.	N
103	103	103	00:07:07	00:07:11	No, it's more like Wendy killed Walter.	N
104	104	104	00:07:16	00:07:18	One seminal, one saliva.	N
105	105	105	00:07:18	00:07:20	Neither was a match for Officer Mann.	N
106	106	106	00:07:20	00:07:21	Huh.	N
107	107	107	00:07:21	00:07:24	Wow. That is some rock.	N
108	108	108	00:07:24	00:07:25	Platinum setting.	N
109	109	109	00:07:25	00:07:28	Princess cut.	N
110	110	110	00:07:28	00:07:30	Somebody really loved her-- oh-- him.	N
111	111	111	00:07:30	00:07:33	I think she's a her.	N
112	112	112	00:07:33	00:07:35	Right. Well...	N
113	113	113	00:07:35	00:07:37	a diamond that big, you hope she had it LoJacked.	N
114	114	114	00:07:37	00:07:38	That is what I'm counting on.	N
115	115	115	00:07:38	00:07:44	There's a serial number micro-etched into the band around the diamond-- I'm hoping it gets me a groom.	N
116	116	116	00:07:47	00:07:53	You know, I once heard this story about this man who became a woman because he was obsessed with a lesbian...	N
117	117	117	00:07:53	00:07:54	who was really a man.	N
118	118	118	00:07:57	00:07:59	Overshare.	N
119	119	119	00:08:05	00:08:07	Wendy just bought her wedding gown.	N
120	120	120	00:08:07	00:08:10	She, uh, she would've been a beautiful bride.	N
121	121	121	00:08:10	00:08:14	We just wrote our wedding vows last week.	N
122	122	122	00:08:14	00:08:19	I just figured that she was at a friend's house-- a girlfriend's house-- for the night.	N
123	123	123	00:08:19	00:08:23	Mr. Laner, how long had Wendy been a dancer?	N
124	124	124	00:08:23	00:08:25	About two or three years in the line.	N
125	125	125	00:08:25	00:08:27	I mean, never topless.	N
126	126	126	00:08:28	00:08:30	In her costume, she was a vision.	N
127	127	127	00:08:30	00:08:32	How long had you known each other?	N
128	128	128	00:08:32	00:08:33	About a year.	N
129	129	129	00:08:33	00:08:34	We met in a Grief Support Group.	N
130	130	130	00:08:34	00:08:36	I'd lost my wife.	N
131	131	131	00:08:36	00:08:38	Sorry for your loss.	N
132	132	132	00:08:38	00:08:39	Thank you.	N
133	133	133	00:08:39	00:08:42	Who was Wendy grieving for?	N
134	134	134	00:08:42	00:08:45	Uh, she'd... lost her twin brother.	N
135	135	135	00:08:47	00:08:48	Would that be Walter?	N
136	136	136	00:08:48	00:08:50	Yeah, Walter.	N
137	137	137	00:08:50	00:08:52	Did you know him?	N
138	138	138	00:08:52	00:08:55	Sort of.	N
139	139	139	00:10:27	00:10:31	Mr. Laner, I need to ask you a personal question, if you don't mind-- it may help us.	N
140	140	140	00:10:31	00:10:34	Did you and your fiancee sleep in separate beds?	N
141	141	141	00:10:34	00:10:36	Uh...	N
142	142	142	00:10:36	00:10:38	we were an old-fashioned couple.	N
143	143	143	00:10:38	00:10:42	Neither of us believed in premarital sexual relations.	N
144	144	144	00:10:42	00:10:45	I mean, that's why I fell in love with her, because of her traditional values.	N
145	145	145	00:10:48	00:10:49	This is confusing.	N
146	146	146	00:10:49	00:10:51	She had her period?	N
147	147	147	00:10:51	00:10:54	Impossible. No uterus, no period.	N
148	148	148	00:10:54	00:10:57	So a guy desperate to change his sex hooks up with a guy desperate not to have any.	N
149	149	149	00:10:57	00:10:59	A match made in heaven.	N
150	150	150	00:10:59	00:11:01	I think we need to tell Mr. Laner the truth.	N
151	151	151	00:11:01	00:11:03	Are we sure he doesn't know?	N
152	152	152	00:11:24	00:11:27	Aborigines say they dance naked to make the gods happy.	N
153	153	153	00:11:27	00:11:29	The gods would be happy in Vegas.	N
154	154	154	00:11:29	00:11:33	Did you ever see any transsexuals when you danced?	N
155	155	155	00:11:33	00:11:36	Only civilians confuse strippers and showgirls.	N
156	156	156	00:11:36	00:11:38	You can't cheat the full monty.	N
157	157	157	00:11:43	00:11:45	That's Wendy's station over there.	N
158	158	158	00:11:45	00:11:48	Thank you.	N
159	159	159	00:11:48	00:11:49	Hello, ladies.	N
160	160	160	00:11:49	00:11:51	I'm Catherine Willows.	N
161	161	161	00:11:51	00:11:53	This is Gil Grissom. We're with the Crime Lab.	N
162	162	162	00:11:53	00:11:56	Do any of you know if Wendy Garner worked last night?	N
163	163	163	00:11:56	00:12:00	No, she had the day off.	N
164	164	164	00:12:00	00:12:02	But she should be working tonight.	N
165	165	165	00:12:02	00:12:03	And she is late.	N
166	166	166	00:12:03	00:12:04	That's not like her.	N
167	167	167	00:12:05	00:12:06	Why, did something happen to Wendy?	N
168	168	168	00:12:06	00:12:10	Unfortunately, she was found dead last night.	N
169	169	169	00:12:12	00:12:14	It was all those hormones she was taking, wasn't it?	N
170	170	170	00:12:14	00:12:16	Shut up. What do you know?	N
171	171	171	00:12:16	00:12:19	Do you know that Wendy was a, uh...?	N
172	172	172	00:12:19	00:12:20	Trannie?	N
173	173	173	00:12:20	00:12:21	All the best showgirls are.	N
174	174	174	00:12:21	00:12:26	Yeah, and it don't matter if they're packin' a lop job or a gaff.	N
175	175	175	00:12:26	00:12:27	Okay, lop job I get.	N
176	176	176	00:12:27	00:12:29	What's a gaff?	N
177	177	177	00:12:29	00:12:33	It's like a jockstrap, only it hides what it's supposed to strap.	N
178	178	178	00:12:33	00:12:37	We all get work done. Who cares if it's up north or down south?	N
179	179	179	00:12:37	00:12:38	Pretty's pretty.	N
180	180	180	00:12:38	00:12:42	So do you know where she got her work done?	N
181	181	181	00:12:42	00:12:46	You want the best, you go to Dr. Mercer.	N
182	182	182	00:12:47	00:12:56	Okay, so on tonight's agenda, we're going to be talking about hair removal, gait, and we'll do our pride walk, hormones, and voice pitch...	N
183	183	183	00:12:56	00:12:58	Ladies, come on.	N
184	184	184	00:12:58	00:12:59	Over here.	N
185	185	185	00:12:59	00:13:01	Now, regarding hair removal...	N
186	186	186	00:13:01	00:13:03	Are they all women?	N
187	187	187	00:13:03	00:13:06	The ratio of MTFs to FTMs is four to one.	N
188	188	188	00:13:07	00:13:08	Males to females rather than females to males?	N
189	189	189	00:13:09	00:13:12	Bev is one of my patients.	N
190	190	190	00:13:12	00:13:14	Right. Now, who hasn't done their pride walk?	N
191	191	191	00:13:15	00:13:22	The law requires re-gender candidates to spend one year on hormones and one living as the sex of preference.	N
192	192	192	00:13:22	00:13:25	Wendy wanted to fast-track the process and I wouldn't do that.	N
193	193	193	00:13:25	00:13:28	I guess she found somebody who would.	N
194	194	194	00:13:28	00:13:30	Every field has its bottom feeders.	N
195	195	195	00:13:30	00:13:32	Surgery is the easy part.	N
196	196	196	00:13:32	00:13:34	Life afterwards is the challenge.	N
197	197	197	00:13:34	00:13:37	Some candidates get depressed.	N
198	198	198	00:13:37	00:13:41	They're unhappy about their lives and they think surgery is going to chase away all their emotional problems.	N
199	199	199	00:13:41	00:13:45	Dr. Mercer, Wendy didn't commit suicide. She was killed.	N
200	200	200	00:13:45	00:13:50	Oh, God.	N
201	201	201	00:13:50	00:13:51	I am so sorry.	N
202	202	202	00:13:51	00:13:57	As ready as my patients are for the world, I guess the world isn't always ready for them.	N
203	203	203	00:13:58	00:13:59	Hey. Hey.	N
204	204	204	00:13:59	00:14:01	Anything on those pads I collected?	N
205	205	205	00:14:02	00:14:04	Uh, yeah, traces of EDTA.	N
206	206	206	00:14:04	00:14:05	Isn't that an anticoagulant?	N
207	207	207	00:14:05	00:14:07	Yeah. Used in blood-collection vials.	N
208	208	208	00:14:07	00:14:09	So it wasn't the victim's blood?	N
209	209	209	00:14:09	00:14:11	No, it was hers.	N
210	210	210	00:14:11	00:14:13	His? Hers.	N
211	211	211	00:14:13	00:14:15	But no epithelials or fibrinogen, so clearly it wasn't menstrual.	N
212	212	212	00:14:16	00:14:20	So Wendy was having blood drawn and putting it on pads?	N
213	213	213	00:14:20	00:14:22	She was faking her period.	N
214	214	214	00:14:30	00:14:33	What I don't get is why she would do that.	N
215	215	215	00:14:33	00:14:36	Well, she was living as a woman, and that's part of it.	N
216	216	216	00:14:36	00:14:37	I-I don't know.	N
217	217	217	00:14:37	00:14:39	But you don't draw your own blood.	N
218	218	218	00:14:39	00:14:41	I mean, she had to have help.	N
219	219	219	00:14:41	00:14:45	Maybe the same doctor that was keeping her medicine cabinet filled.	N
220	220	220	00:14:45	00:14:49	Hey, these are the pills Eric collected from Wendy Garner's bathroom.	N
221	221	221	00:14:49	00:14:51	For the record, I really like having a penis.	N
222	222	222	00:14:52	00:14:57	Okay, the reds and blues are bootleg estrogen conjugates out of Mexico.	N
223	223	223	00:14:58	00:15:02	Apparently, HMO's don't consider being differently sexed a life-threatening condition.	N
224	224	224	00:15:02	00:15:04	So patients resort to Mexican pharmacies.	N
225	225	225	00:15:04	00:15:08	Premarin's green, a heavy-duty hormonal supplement.	N
226	226	226	00:15:08	00:15:10	Name's short for Pregnant Mare Urine.	N
227	227	227	00:15:10	00:15:12	Talk about your PETA nightmare.	N
228	228	228	00:15:12	00:15:14	What about these other pills?	N
229	229	229	00:15:14	00:15:20	Mexican-grade painkillers, tranquilizers, and a broad-spectrum antibiotic.	N
230	230	230	00:15:20	00:15:23	Sounds like a post-surgery cocktail to me.	N
231	231	231	00:15:25	00:15:27	Grissom.	N
232	232	232	00:15:27	00:15:29	Yes.	N
233	233	233	00:15:29	00:15:32	Mimosa?	N
234	234	234	00:15:32	00:15:35	Yes. Today?	N
235	235	235	00:15:35	00:15:39	00.	N
236	236	236	00:15:39	00:15:42	I'll be here.	N
237	237	237	00:15:42	00:15:44	Did you just get a lunch date?	N
238	238	238	00:16:12	00:16:13	Hello.	N
239	239	239	00:16:13	00:16:16	I'm glad you agreed to meet me.	N
240	240	240	00:16:16	00:16:18	Can I buy you a drink?	N
241	241	241	00:16:18	00:16:20	Thanks, but I'm still on the clock.	N
242	242	242	00:16:20	00:16:23	But you still let me lure you away from the lab.	N
243	243	243	00:16:23	00:16:26	Is that because I'm a beautiful woman?	N
244	244	244	00:16:26	00:16:31	Well, I'm a beautiful woman now.	N
245	245	245	00:16:31	00:16:33	Beauty is a societal construction.	N
246	246	246	00:16:33	00:16:34	So is gender.	N
247	247	247	00:16:34	00:16:44	People find out you're MTF, and they think you're psycho; Michael Caine with a bad wig and a pair of sunglasses stabbing Angie Dickinson in Dressed To Kill.	N
248	248	248	00:16:46	00:16:48	De Palma had some issues.	N
249	249	249	00:16:51	00:16:52	You're an outsider.	N
250	250	250	00:16:52	00:16:55	That's why I trusted you.	N
251	251	251	00:16:55	00:16:57	You get it.	N
252	252	252	00:16:58	00:17:01	Don't worry, Mr. Grissom.	N
253	253	253	00:17:01	00:17:03	This isn't about sex.	N
254	254	254	00:17:03	00:17:04	It's about soul.	N
255	255	255	00:17:05	00:17:08	What was it you that you wanted to trust me with?	N
256	256	256	00:17:08	00:17:13	I loved Wendy.	N
257	257	257	00:17:13	00:17:17	I was there with her through her whole transition.	N
258	258	258	00:17:17	00:17:20	I was going to be her maid of honor.	N
259	259	259	00:17:20	00:17:25	Do you know how hard it is for people like us to find love?	N
260	260	260	00:17:25	00:17:26	Do you know what happened?	N
261	261	261	00:17:26	00:17:30	She called me, hysterical.	N
262	262	262	00:17:30	00:17:32	Uh, I don't know.	N
263	263	263	00:17:32	00:17:35	She kept going on about a videotape or something.	N
264	264	264	00:17:35	00:17:38	What kind of tape, do you know?	N
265	265	265	00:17:38	00:17:39	Blackmail? Pornography?	N
266	266	266	00:17:40	00:17:41	Porn? ( laughs )	N
267	267	267	00:17:41	00:17:42	Oh, my God.	N
268	268	268	00:17:42	00:17:47	Wendy was such a prude, she'd cover the mirror when she got out of the shower.	N
269	269	269	00:17:47	00:17:51	People confuse your obsession with sexuality as an obsession with sex.	N
270	270	270	00:17:52	00:17:59	Imagine being three years old, tormented by the sensation that you had the wrong parts.	N
271	271	271	00:17:59	00:18:04	Your body's like a foreign country and you're stuck without a passport.	N
272	272	272	00:18:04	00:18:15	All because in your first trimester your X and Y chromosomes split off and went different directions; girl brain, boy body.	N
273	273	273	00:18:17	00:18:21	Amoebas at the start were not complex.	N
274	274	274	00:18:21	00:18:25	But then they tore themselves apart and started sex.	N
275	275	275	00:18:25	00:18:33	Well, in the beginning, Wendy's chromosomes might have been tearing themselves apart, but in the end, she was tearing herself apart.	N
276	276	276	00:18:33	00:18:34	Do you know why?	N
277	277	277	00:18:34	00:18:41	I don't know. Planning a wedding, working a rookie vagina, and about to lose her cherry to a man who doesn't know?	N
278	278	278	00:18:41	00:18:43	So she talked to you?	N
279	279	279	00:18:43	00:18:45	She talked about it in group.	N
280	280	280	00:18:45	00:18:48	May I ask the name of your therapist?	N
281	281	281	00:18:51	00:18:52	Dr. Lavalle.	N
282	282	282	00:19:07	00:19:10	Hey, I've been looking for you.	N
283	283	283	00:19:10	00:19:12	You found me.	N
284	284	284	00:19:12	00:19:15	I analyzed the blood on the shoes you gave me.	N
285	285	285	00:19:16	00:19:17	I expected it to be Wendy's blood.	N
286	286	286	00:19:17	00:19:20	It's not hers and it's not Officer Mann's.	N
287	287	287	00:19:20	00:19:22	So it might be the killer's.	N
288	288	288	00:19:22	00:19:28	Well, given the nature of this case, it might be misleading, but I'll ask anyway-- male or female?	N
289	289	289	00:19:29	00:19:32	One donor. All male.	N
290	290	290	00:19:36	00:19:37	Lepidro.	N
291	291	291	00:19:37	00:19:38	What kind of name is that?	N
