	start	end	text	label
0	00:01:17	00:01:20	NO!	N
1	00:01:39	00:01:41	Excuse me.	N
2	00:01:41	00:01:42	My name's Gil Grissom.	N
3	00:01:42	00:01:44	I'm with the Las Vegas Crime Lab.	N
4	00:01:44	00:01:45	Please help us.	N
5	00:01:45	00:01:47	I'll certainly try.	N
6	00:01:50	00:01:52	Is that the ransom note?	N
7	00:01:52	00:01:56	Yeah. They don't even say how much money they want.	Y
8	00:01:56	00:01:58	They just say that they'll call us in six hours.	Y
9	00:01:58	00:02:01	Have you let anyone else touch this note?	N
10	00:02:01	00:02:03	Police, a relative, anyone?	N
11	00:02:03	00:02:04	N-no, just us. Why?	N
12	00:02:04	00:02:08	Well, because the person who touched it before you has your son...	N
13	00:02:08	00:02:11	and he's just left us the first piece of the puzzle.	N
14	00:02:48	00:02:50	Jim, Dispatch said this is a kidnapping?	N
15	00:02:50	00:02:51	Divorce situation?	N
16	00:02:51	00:02:53	No papers filed.College sweethearts.	N
17	00:02:53	00:02:55	Neighbors say they're the salt of the earth.	N
18	00:02:56	00:02:57	So this could have been legitimate?	N
19	00:02:57	00:02:59	They have a security system.	N
20	00:02:59	00:03:01	Never put it on.	N
21	00:03:01	00:03:02	They say how come?	N
22	00:03:02	00:03:04	They feel safe in the neighborhood.	N
23	00:03:04	00:03:06	Check the premises?	N
24	00:03:06	00:03:08	Attic, wine cellar, crawl space.	N
25	00:03:08	00:03:09	No four-month-old baby.	N
26	00:03:12	00:03:13	Nice digs.	N
27	00:03:13	00:03:15	Yeah, guy got rich off some dot-com outfit.	N
28	00:03:15	00:03:17	Moved here from Oregon two years ago.	N
29	00:03:17	00:03:19	Bet they wished they hadn't today.	N
30	00:03:19	00:03:21	Are you sure he won't hear a click or something?	N
31	00:03:21	00:03:23	He won't.	N
32	00:03:23	00:03:25	And if he asks, you and your wife are alone.	N
33	00:03:25	00:03:26	Question him about your son.	N
34	00:03:26	00:03:28	Ask to hear him breathing.	N
35	00:03:28	00:03:29	Anything to keep the guy talking.	N
36	00:03:29	00:03:30	Understood?	N
37	00:03:30	00:03:31	I don't know.	N
38	00:03:31	00:03:33	Yeah, yeah.	N
39	00:03:33	00:03:34	Okay.	N
40	00:03:34	00:03:36	Built my own business.	N
41	00:03:36	00:03:38	I can handle any kind of pressure.	N
42	00:03:42	00:03:43	Was this yours?	N
43	00:03:43	00:03:46	Yeah.	N
44	00:03:46	00:03:48	May I ask when you opened it?	N
45	00:03:48	00:03:49	I don't know.	N
46	00:03:50	00:03:52	Um, sometime after we called 9-1-1.	N
47	00:03:55	00:03:57	You mind if I, uh...?	N
48	00:03:57	00:03:59	No, no, go ahead.	N
49	00:04:14	00:04:15	You have any more of these?	N
50	00:04:15	00:04:17	In the fridge.	N
51	00:04:17	00:04:19	Thanks.	N
52	00:04:19	00:04:21	Do my boys have to be here?	N
53	00:04:21	00:04:25	I think this is hard enough for them without having to hear the facts.	N
54	00:04:25	00:04:29	I understand, but it's best for our investigation if we keep the whole family together.	N
55	00:04:29	00:04:31	It's okay, Mom.	N
56	00:04:31	00:04:33	You were saying, Mrs. Anderson?	N
57	00:04:33	00:04:34	Um...	N
58	00:04:34	00:04:39	30, like I usually do to feed Zack.	N
59	00:04:39	00:04:41	I'm still breast-feeding.	N
60	00:04:41	00:04:43	And I went down to Zacky's room.	N
61	00:04:43	00:04:45	I looked in his crib and he was gone.	N
62	00:04:45	00:04:47	He wasn't there.	N
63	00:04:47	00:04:52	And I felt around for him and that's when I found the letter saying that he had been taken and I...I don't know.	Y
64	00:04:52	00:04:56	I-I think I screamed...	Y
65	00:04:56	00:04:57	You screamed, Mom.	N
66	00:04:57	00:05:04	I jumped out of bed and I went to her, and that's when we called 9-1-1 from the upstairs hallway.	N
67	00:05:05	00:05:07	9-1-1-1-1-1.	N
68	00:05:07	00:05:09	Give me the phone, Robbie.	N
69	00:05:09	00:05:11	We're going to need a piece of the baby's clothing.	N
70	00:05:11	00:05:14	Something from his hamper, if possible.	Y
71	00:05:14	00:05:16	We're going to use scent dogs throughout the neighborhood.	N
72	00:05:16	00:05:19	I'll go see what I can find.	N
73	00:05:19	00:05:20	No, I know what he wears.	N
74	00:05:20	00:05:22	I'll go with you.	N
75	00:05:25	00:05:30	I'd also like to get blood samples from each family member.	N
76	00:05:30	00:05:37	Why? Well, the sooner we can eliminate the expected hairs and fibers from within the household we can begin looking for outsiders.	N
77	00:05:37	00:05:38	Is it going to hurt?	N
78	00:05:39	00:05:42	I hope not.	N
79	00:05:52	00:05:53	Sara?	N
80	00:05:53	00:05:54	Yeah?	N
81	00:05:54	00:05:55	Take this ransom note to Q.D.	N
82	00:05:55	00:05:56	Typewritten ransom note?	N
83	00:05:56	00:05:57	Kidnapper was organized.	N
84	00:05:58	00:06:00	I think it's ink-jet not typewriter.	N
85	00:06:00	00:06:04	I'll get it to Questioned Documents check for origination prints, the works.	N
86	00:06:04	00:06:07	Take every computer and printer from the Anderson house with you.	N
87	00:06:07	00:06:11	You think the suspect printed the ransom note from inside the house while they were sleeping?	N
88	00:06:11	00:06:13	I'm not thinking anything yet.	N
89	00:06:13	00:06:15	Nick?	N
90	00:06:15	00:06:16	Yo.	N
91	00:06:16	00:06:18	No, thanks, I'm an iced tea man.	N
92	00:06:18	00:06:20	It's not a refreshment.	N
93	00:06:20	00:06:21	It's an experiment.	N
94	00:06:21	00:06:25	Now take this to the lab in a controlled space, 72 degrees Fahrenheit and open it.	N
95	00:06:25	00:06:28	Keep this in the same room-temp space.	N
96	00:06:28	00:06:30	Okay, then what?	N
97	00:06:30	00:06:33	Process, Nick, process.	N
98	00:06:35	00:06:38	Baby's bedroom window is open and the ladder's still out there.	N
99	00:06:38	00:06:40	So canvass the whole grounds from outside to in.	N
100	00:06:41	00:06:43	I'm all over it like a cheap suit.	N
101	00:07:32	00:07:33	You see this spiderweb?	N
102	00:07:33	00:07:34	Damn, Warrick!	N
103	00:07:34	00:07:36	I'm sorry.	N
104	00:07:36	00:07:37	Your ticker okay?	N
105	00:07:39	00:07:40	What spiderweb?	N
106	00:07:40	00:07:43	Right here.	N
107	00:07:43	00:07:49	Kind of hard to get a baby out of a window climb onto a ladder without messing up this web, don't you think?	N
108	00:07:49	00:07:51	Well, it could have happened after the abduction.	N
109	00:07:51	00:07:55	Spiders can build one of these things in a few hours.	N
110	00:08:05	00:08:07	Warrick?	N
111	00:08:07	00:08:08	What are you doing?	N
112	00:08:08	00:08:11	Go around.	N
113	00:08:24	00:08:28	Ooh, you're right on the golf course.	N
114	00:08:28	00:08:30	That must be nice.	N
115	00:08:30	00:08:31	Steve likes it.	N
116	00:08:31	00:08:32	I never cared for the game.	N
117	00:08:36	00:08:40	That one's my favorite but Zacky, he, uh...	N
118	00:08:40	00:08:43	he liked another one.	N
119	00:08:43	00:08:45	Here it is.	Y
120	00:08:47	00:08:51	There's a little spit-up on it.	N
121	00:08:51	00:08:54	He liked the way the fabric felt on his skin.	N
122	00:09:00	00:09:03	Oh, God...	N
123	00:09:03	00:09:08	It's okay. It used to happen to me with my daughter if I didn't get to her right on time.	N
124	00:09:08	00:09:11	I can't believe that this is happening to us.	N
125	00:09:13	00:09:16	I'll get this to our guys.	N
126	00:09:29	00:09:31	What you got?	N
127	00:09:31	00:09:34	Two hair, separate and distinctive.	N
128	00:09:34	00:09:38	Ah, the plot thickens.	N
129	00:09:46	00:09:50	You smell something?	N
130	00:09:50	00:09:53	I smell these dirty diapers over here.	N
131	00:09:57	00:09:58	It's like a household cleanser.	N
132	00:09:58	00:10:00	There's a pine smell.	N
133	00:10:00	00:10:02	Probably used to clean that diaper pail.	N
134	00:10:02	00:10:04	No, it's stronger than that.	N
135	00:10:06	00:10:09	And it's emanating from this specific spot.	N
136	00:10:34	00:10:35	Whew.	N
137	00:10:37	00:10:40	Baby was killed before it even left the house.	N
138	00:10:40	00:10:42	Guy tried to cover his tracks.	N
139	00:10:42	00:10:46	What do you mean you haven't checked for prints?	Y
140	00:10:46	00:10:47	It's a ransom letter.	Y
141	00:10:47	00:10:50	Everything in the proper order.You know that.	N
142	00:10:50	00:10:53	I got five other tests I got to run on this paper before I try to isolate prints.	N
143	00:10:53	00:10:54	You got anything for me?	N
144	00:10:54	00:10:56	Yeah. The paper's expensive.	N
145	00:10:56	00:10:57	High rag count.	N
146	00:10:57	00:10:58	I could have told you that.	N
147	00:10:58	00:11:01	Can you explain these three small vertical dots?	N
148	00:11:01	00:11:02	What? Where?	N
149	00:11:02	00:11:07	It tells me that the printer that emitted this letter has a spot on the drum.	N
150	00:11:07	00:11:11	A drum goes around three times to print one page.	N
151	00:11:15	00:11:17	So if the Andersons' printer was used...	N
152	00:11:19	00:11:23	There'd be three small dots on any paper that comes out.	Y
153	00:11:25	00:11:26	No vertical dots.	N
154	00:11:26	00:11:31	And different paper than the ransom letter F.Y.I.	N
155	00:11:31	00:11:36	Yeah, this mold I made of that shoe print matches the gardener's boot that I found in the shed over there.	N
156	00:11:36	00:11:40	Yeah, well, we need to look for what's out of place.	N
157	00:11:40	00:11:43	And a gardener's boot in a garden is not out of place.	N
158	00:11:43	00:11:47	Well, the Andersons did say the guy's been out of town on vacation for the last three days.	N
159	00:11:49	00:11:50	Grissom.	N
160	00:11:50	00:11:53	Ransom note's not from the Anderson's printer or paper supply.	N
161	00:11:53	00:11:54	You're breaking up.	N
162	00:11:54	00:11:56	The Andersons are clear.	N
163	00:11:56	00:12:00	Whoever wrote the letter did it from a different location and brought it with them.	N
164	00:12:00	00:12:03	Are you standing next to the copy machine outside ballistics?	N
165	00:12:03	00:12:05	You want me to check ballistics?	N
166	00:12:05	00:12:08	No, I want you to move away from that machine.	N
167	00:12:08	00:12:12	Look, check all the printers at Steve Anderson's company.	N
168	00:12:13	00:12:15	Get Q.D. to help you with a warrant.	N
169	00:12:15	00:12:21	Target all immediate co-workers and disgruntled employees first.	N
170	00:12:21	00:12:22	Are those our dogs?	N
171	00:12:22	00:12:24	Grissom? Grissom!	N
172	00:12:40	00:12:41	Get those dogs back.	N
173	00:12:42	00:12:43	Get them back!	N
174	00:12:55	00:12:57	Stand back.	N
175	00:12:57	00:12:59	Well, we got to have pictures.	N
176	00:12:59	00:13:00	The coroner will be all over us.	N
177	00:13:00	00:13:03	I'll get the pictures!	N
178	00:13:24	00:13:26	I'm going to take him.	N
179	00:13:39	00:13:41	Oh, God, my baby!	Y
180	00:13:41	00:13:43	Oh, my God, my baby! No!	N
181	00:13:53	00:13:55	My baby!	N
182	00:13:55	00:13:58	My baby!	N
183	00:13:59	00:14:03	Oh, my God!	N
184	00:14:03	00:14:04	Oh, my God!	N
185	00:14:16	00:14:22	The Andersons, who own a profitable Internet company in Las Vegas, are said to be devastated by the death of little Zachary.	N
186	00:14:22	00:14:29	As for leads, the police will only say they have widened the investigation to include employees of Steve Anderson's company.	N
187	00:14:29	00:14:32	Immediate coworkers are being asked to give DNA samples.	N
188	00:14:32	00:14:36	By all accounts, the employees are complying voluntarily.	N
189	00:14:36	00:14:42	One of them is quoted as saying Anything to help Mr. and Mrs. Anderson in their time of grief.	N
190	00:14:42	00:14:49	I can't give you exact time of death, but I do know cause of death was asphyxiation.	N
191	00:14:49	00:14:51	He was smothered.	N
192	00:14:51	00:14:56	The retinal hemorrhages are the result of intercranial pressure from an edema.	N
193	00:14:56	00:15:00	The edema was caused by an acute lack of oxygen.	N
194	00:15:00	00:15:02	Smothered how?	N
195	00:15:02	00:15:05	Did you find hand marks trauma around the mouth or nose?	N
196	00:15:05	00:15:08	No.	N
197	00:15:09	00:15:11	He was in a blanket when I found him...	N
198	00:15:11	00:15:13	wrapped pretty tight.	N
199	00:15:13	00:15:15	Positional asphyxiation?	N
200	00:15:15	00:15:16	Maybe.	N
201	00:15:16	00:15:19	Abductor might have tried to protect him from the cold.	N
202	00:15:19	00:15:21	Suffocated him by mistake.	N
203	00:15:21	00:15:25	I'm going to run tests on a microscopic fiber I found in his throat.	N
204	00:15:27	00:15:30	But I don't think his death was benign, Gil.	N
205	00:15:30	00:15:31	Or accidental.	N
206	00:15:31	00:15:33	Sternum was cracked.	N
207	00:15:33	00:15:35	X-rays say the fracture is fresh.	N
208	00:15:35	00:15:38	Manhandled and suffocated.	N
