	Unnamed: 0.1	Unnamed: 0	start	end	text	label
0	0	0	00:00:23	00:00:24	Are you all right?	N
1	1	1	00:00:25	00:00:27	I'm barred.	N
2	2	2	00:00:27	00:00:32	I've got, like, $10,000 in chips, and I cannot cash it.	N
3	3	3	00:00:32	00:00:38	Look, if I kept an eye on you two, could you please just go in there and just claim my money?	N
4	4	4	00:00:38	00:00:43	Sure, we can do that for you, but you don't have to keep your eye on us.	N
5	5	5	00:00:43	00:00:44	We're honest people.	N
6	6	6	00:00:44	00:00:51	I'm sure you are, but, come on, if I'm gonna be giving you ten grand in chips, I just gotta know that you're coming back.	N
7	7	7	00:00:52	00:00:54	We could give you a deposit.	N
8	8	8	00:00:54	00:00:56	What kind of deposit?	N
9	9	9	00:00:57	00:01:01	$2,000 would give me peace of mind.	N
10	10	10	00:01:01	00:01:06	You do that, I will give you back your deposit plus another thousand.	N
11	11	11	00:01:11	00:01:13	I'm sorry, sir, I can't cash this for you.	N
12	12	12	00:01:14	00:01:15	What? Why?	N
13	13	13	00:01:15	00:01:16	They're worthless.	N
14	14	14	00:01:33	00:01:35	The guy was running one of the oldest scams in Vegas.	N
15	15	15	00:01:36	00:01:40	Would have got away with it too, until the getaway driver put a nickel in the guy's jukebox.	N
16	16	16	00:01:40	00:01:42	Those are the Ortons from Florida.	N
17	17	17	00:01:42	00:01:44	Are you sure about that?	N
18	18	18	00:01:45	00:01:48	The couple ID'd the deceased as the con man.	N
19	19	19	00:01:54	00:01:58	That's the Ortons' money It's mine now.	N
20	20	20	00:01:58	00:02:00	- Surveillance? - Not in the garage.	N
21	21	21	00:02:03	00:02:06	Banana skids and fresh blood. That helps.	N
22	22	22	00:02:06	00:02:08	Oil slick doesn't hurt us either.	N
23	23	23	00:02:08	00:02:10	Hey, Jim.	N
24	24	24	00:02:10	00:02:12	- Got these from the cage. - Thanks, Sam.	N
25	25	25	00:02:14	00:02:18	The chip clip. Haven't seen that one in a while.	N
26	26	26	00:02:19	00:02:21	Striking resemblance to Judas.	N
27	27	27	00:02:21	00:02:23	How's that?	N
28	28	28	00:02:23	00:02:26	Both lost their lives over a worthless bag of chips.	N
