	start	end	text	label
0	00:00:34	00:00:35	Everything all right, Sybil?	N
1	00:00:36	00:00:36	I'm fine.	N
2	00:00:36	00:00:37	What's taking Alicia so long?	N
3	00:00:37	00:00:39	We have a doctor's appointment in 40 minutes.	N
4	00:00:40	00:00:41	She's not here.	N
5	00:00:41	00:00:42	She has to be.	N
6	00:00:42	00:00:43	I saw her leave for school this morning.	N
7	00:00:43	00:00:46	Alicia hasn't been in any of her classes.	N
8	00:00:48	00:00:50	April, get off the phone. I can't talk right now.	N
9	00:00:50	00:00:52	Somebody took Alicia!	N
10	00:00:55	00:00:56	What did you do?!	N
11	00:00:56	00:00:59	What the hell did you do?!	N
12	00:00:59	00:01:00	Mom, I don't know...	N
13	00:01:00	00:01:01	Where is she?!	N
14	00:01:01	00:01:03	I'm not sure. Where is she?!	N
15	00:01:03	00:01:04	Get off of me!	N
16	00:01:04	00:01:07	Go find my daughter! Go find my daughter!	N
17	00:01:08	00:01:11	I don't get to see Alicia all that much.	N
18	00:01:11	00:01:13	Um, I don't get to.	N
19	00:01:13	00:01:19	Her life sucks, so sometimes she would just, you know, play hooky and spend the day with me.	N
20	00:01:19	00:01:21	After girls' day out, you stopped here for a snack.	N
21	00:01:25	00:01:26	Your father?	N
22	00:01:26	00:01:28	Yeah. Um...	N
23	00:01:28	00:01:29	I was just went in, and...	N
24	00:01:29	00:01:33	you know, to get something while she changed back into her uniform.	N
25	00:01:33	00:01:34	In the car? It's not that big of a deal.	N
26	00:01:34	00:01:41	It's like, you know, the skirt over the jeans, and back to school before Mom knows anything So what did he look like?	N
27	00:01:41	00:01:43	What kind of car did he drive?	N
28	00:01:43	00:01:44	Alicia!	N
29	00:01:45	00:01:47	A black guy, uh...	N
30	00:01:47	00:01:51	He had a beard and he had a crappy black Buick.	N
31	00:01:51	00:01:52	But, um...	N
32	00:01:52	00:01:54	I don't know, maybe it was blue.	N
33	00:01:56	00:01:59	I don't really...	N
34	00:01:59	00:02:00	No, that's... that's good.	N
35	00:02:00	00:02:02	You did good. That's good. Thank you. Okay.	N
36	00:02:11	00:02:13	The cops won't tell us.	N
37	00:02:13	00:02:16	What are the chances of finding our daughter?	N
38	00:02:16	00:02:17	We're doing everything we can.	N
39	00:02:17	00:02:18	That's what everyone keeps saying.	N
40	00:02:18	00:02:20	No one will tell us anything.	N
41	00:02:20	00:02:22	Did you injure yourself, Mrs. Perez?	N
42	00:02:24	00:02:26	Oh, a nosebleed.	N
43	00:02:26	00:02:28	That's a lot of blood.	N
44	00:02:28	00:02:30	I'm going to need to take your shirt.	N
45	00:02:31	00:02:36	Why? If you like, I can have someone follow you home so that you can change.	N
46	00:02:36	00:02:37	You think we had something to do with it?	N
47	00:02:37	00:02:40	Our daughter is missing.	N
48	00:02:40	00:02:42	She's out there somewhere alone and scared.	N
49	00:02:42	00:02:43	What are you doing about that?!	N
50	00:02:44	00:02:45	I'm just collecting evidence.	N
51	00:02:45	00:02:46	Fine.	N
52	00:02:46	00:02:47	Here!	N
53	00:02:47	00:02:49	Take it!	N
54	00:02:49	00:02:51	Go find her!	N
55	00:03:24	00:03:26	This is Captain Jim Brass.	N
56	00:03:26	00:03:28	I want to issue a Missing Persons Emergency Alert Amber.	N
57	00:03:28	00:03:31	Notify all radio and casino signatories.	N
58	00:03:31	00:03:33	The description is as follows...	N
59	00:03:35	00:03:39	We have breaking news from the Channel 8 newsroom right now.	N
60	00:03:39	00:03:43	An Amber Alert has been issued for missing 13-year-old Alicia Perez.	N
61	00:03:43	00:03:53	The suspect in Alicia's abduction is described as an African American man, 35 to 45 years old, about six feet tall.	N
62	00:03:53	00:03:54	How'd you shoot, man?	N
63	00:03:54	00:03:56	Rusty.	N
64	00:03:56	00:03:57	They say I have a flinch.	N
65	00:03:57	00:03:59	You and I need to go practice some, huh?	N
66	00:04:00	00:04:02	Yeah, when do we have time to do that?	N
67	00:04:02	00:04:05	If we're not processing a scene or working evidence, we're in court.	N
68	00:04:05	00:04:06	Well, when they take your piece, you'll make time.	N
69	00:04:06	00:04:09	This girl seemed a little old to be lured by a lost puppy.	N
70	00:04:09	00:04:12	So how'd this guy pull this off in a lot this public?	N
71	00:04:12	00:04:15	Easy. With a map and a smile.	N
72	00:04:15	00:04:17	Rolls up-- Hey, little girl, I'm lost.	N
73	00:04:17	00:04:18	You from around here?	N
74	00:04:18	00:04:22	She gets close enough he pulls her out of her sister's car, into his car...	N
75	00:04:22	00:04:23	Bam, she's done.	N
76	00:04:23	00:04:25	I bet he had a weapon.	N
77	00:04:25	00:04:26	Threatened her, so he could drive.	N
78	00:04:26	00:04:28	Probably used his fists.	N
79	00:04:29	00:04:30	Bastard had to have hit her.	N
80	00:04:35	00:04:38	Look, dude, I didn't see it.	N
81	00:04:38	00:04:43	Chica had a nice, round ass and that's what I was scoping.	N
82	00:04:43	00:04:45	What time was that?	N
83	00:04:45	00:04:46	00.	N
84	00:04:46	00:04:51	She comes in, grabs some candy, looks outside, waves at somebody.	N
85	00:04:51	00:04:54	The next thing I know, she flips her wig.	N
86	00:04:54	00:04:56	She's screaming about her sister.	N
87	00:04:56	00:04:58	I didn't see the girl or a car.	N
88	00:04:58	00:05:01	Besides, there's a lot of traffic out there.	N
89	00:05:01	00:05:02	Was it busy?	N
90	00:05:02	00:05:03	Kind of.	N
91	00:05:03	00:05:05	How many surveillance cameras do you have in here?	N
92	00:05:05	00:05:08	Inside we got five.	N
93	00:05:08	00:05:10	They're all state-of-the-art.	N
94	00:05:10	00:05:12	Place gets hit a lot.	N
95	00:05:12	00:05:14	Outside they're all dummies.	N
96	00:05:14	00:05:18	Well, I'm glad to see you're so concerned about your customers after they leave the store.	N
97	00:05:20	00:05:21	Hello.	N
98	00:05:23	00:05:25	Yeah.	N
99	00:05:25	00:05:27	What do you mean?	N
100	00:05:27	00:05:29	What?	N
101	00:05:29	00:05:31	Nick, you failed firearms qualification.	N
102	00:05:31	00:05:32	You can't be here.	N
103	00:05:32	00:05:37	Oh, yeah. Well, I'm taking it again day after tomorrow, so I figured I could work. Not in the field.	N
104	00:05:37	00:05:38	You're serious?	N
105	00:05:38	00:05:40	You're in violation just carrying the weapon.	N
106	00:05:43	00:05:45	Copy that.	N
107	00:05:45	00:05:46	I'll be in the lab.	N
108	00:05:48	00:05:50	Uh, Nick, let me catch a lift with you.	N
109	00:05:51	00:05:53	There's something going on with Lindsey.	N
110	00:05:57	00:06:00	I'm Catherine Willows. What's the trouble?	N
111	00:06:00	00:06:02	With the Amber Alert, we've been keeping an eye out.	N
112	00:06:02	00:06:06	Found your daughter up on Boulder Highway trying to hitch a ride downtown.	N
113	00:06:06	00:06:09	Now, kids this age, they need a firm hand at home, and...	N
114	00:06:09	00:06:10	Thank you, officer.	N
115	00:06:10	00:06:12	I appreciate everything you've done.	N
