Unnamed: 0	start	end	text	label
0	00:00:14	00:00:17	...I'm telling you, man.	N
1	00:00:17	00:00:18	See ya, bro.	N
2	00:00:18	00:00:20	Later, losers.	N
3	00:01:02	00:01:03	Barry Schickel.	N
4	00:01:03	00:01:06	Wallet still with him, with cash.	N
5	00:01:06	00:01:07	A student.	N
6	00:01:07	00:01:09	Recently voted Class Clown.	N
7	00:01:13	00:01:14	Strange...	N
8	00:01:14	00:01:18	People aren't usually scared of class clowns.	N
9	00:01:20	00:01:21	Who said his shooter was scared?	N
10	00:01:21	00:01:24	Shot him in the back.	N
11	00:01:24	00:01:27	With his zipper down and hands otherwise engaged.	N
12	00:01:27	00:01:30	Yeah.	N
13	00:01:30	00:01:31	We're looking for a coward.	N
14	00:02:15	00:02:17	Hey, whoa, whoa, whoa...	N
15	00:02:17	00:02:18	What're you doing?	N
16	00:02:18	00:02:19	Removing graffiti.	N
17	00:02:19	00:02:22	There's been a murder here, nothing gets cleaned.	N
18	00:02:22	00:02:23	It's school policy, Miss.	N
19	00:02:23	00:02:25	I have to get the graffiti down as soon...	N
20	00:02:25	00:02:26	Everything is evidence.	N
21	00:02:26	00:02:28	Policy of the Las Vegas Crime Lab.	N
22	00:02:28	00:02:29	Should we call the Sheriff?	N
23	00:02:33	00:02:35	No.	N
24	00:02:35	00:02:36	Thank you.	N
25	00:02:40	00:02:42	Bet you were like that in high school.	N
26	00:02:42	00:02:43	Worse.	N
27	00:02:43	00:02:45	Ooh... You were the girl I ran away from.	N
28	00:02:45	00:02:49	Yeah, till you caught me.	N
29	00:02:49	00:02:52	45?	N
30	00:02:52	00:02:53	That's right.	N
31	00:02:53	00:02:57	And it was okay for a student like the victim to return to the school property to use the restroom?	N
32	00:02:58	00:02:59	That wasn't out of the ordinary?	N
33	00:02:59	00:03:00	Hand me a bindle.	N
34	00:03:00	00:03:07	The place isn't locked up till the janitor leaves 00-8 the kids at after-school events use the facilities.	N
35	00:03:07	00:03:08	Brass.	N
36	00:03:08	00:03:13	Excuse me, one of my students is dead are we interrupting you?	N
37	00:03:13	00:03:15	Yeah, a little.	N
38	00:03:15	00:03:19	That's okay, I'll drop by your office.	N
39	00:03:19	00:03:21	We'll finish this up.	N
40	00:03:23	00:03:26	You found the slug.	N
41	00:03:28	00:03:31	So the treasure hunt paid off, huh?	N
42	00:03:31	00:03:32	Yeah, it better.	N
43	00:03:32	00:03:34	We have a point of reference.	N
44	00:03:34	00:03:36	Well, the nerd squad is off and running.	N
45	00:03:37	00:03:41	I'm going to burn a little shoe leather; see if the vic had a beef with anyone.	N
46	00:03:44	00:03:47	Rescue One, approaching drop site.	N
47	00:03:52	00:03:54	We have a visual, Baker One.	N
48	00:03:54	00:03:56	Stand by for eastern approach.	N
49	00:04:03	00:04:05	CSI, ready for descent.	N
50	00:04:06	00:04:08	You're good to go!	N
51	00:04:08	00:04:10	Okay, there he is!	N
52	00:04:10	00:04:11	Let's get down there.	N
53	00:04:14	00:04:16	Ready?	N
54	00:04:16	00:04:18	I'll race you.	N
55	00:04:21	00:04:23	They're sliding through the air.	N
56	00:04:26	00:04:28	CSI is on the ground.	N
57	00:04:30	00:04:33	Stokes, Sidle Crime Lab.	N
58	00:04:33	00:04:34	Did you open the bag?	N
59	00:04:34	00:04:36	Long enough to see one gnarly looking hand.	N
60	00:04:36	00:04:38	Well, skeleton of a hand.	N
61	00:04:42	00:04:43	Anyone touch the bag since?	N
62	00:04:43	00:04:45	With that smell?	N
63	00:04:45	00:04:47	I thought you Emergency Service guys were tougher than that.	N
64	00:04:47	00:04:49	Hey, I'm plenty tough.	N
65	00:04:49	00:04:51	Down, boy it was a joke.	N
66	00:04:52	00:04:55	Nothing like flirting over a D.B.	N
67	00:04:57	00:04:59	You want to airlift the body to the Coroner's?	N
68	00:04:59	00:05:01	We'll radio ahead?	N
69	00:05:01	00:05:02	Sure.	N
70	00:05:02	00:05:03	Wait.	N
71	00:05:06	00:05:07	Are you supposed to do that already?	N
72	00:05:07	00:05:11	Body's Coroner's, property's ours.	N
73	00:05:27	00:05:28	We have the basket.	N
74	00:05:28	00:05:30	Copy that.	N
75	00:05:32	00:05:35	Rescue One returning to base.	N
76	00:05:39	00:05:40	Hi.	N
77	00:05:40	00:05:42	Construction on Flamingo. Sorry.	N
78	00:05:42	00:05:44	Give me a hand, will you?	N
79	00:05:44	00:05:46	Yeah.	N
80	00:05:48	00:05:49	A .38?	N
81	00:05:49	00:05:52	.44.	N
82	00:05:52	00:05:53	Here, take this.	N
83	00:05:57	00:06:00	Brass said the victim had a can of spray paint, right?	N
84	00:06:00	00:06:02	Orange, by my kit.	N
85	00:06:02	00:06:04	It was in his backpack.	N
86	00:06:09	00:06:11	Did you get something?	N
87	00:06:11	00:06:13	Paint from another source.	N
88	00:06:13	00:06:16	I'm going to find out who belongs to that locker.	N
89	00:06:18	00:06:20	Kind of weird being in a high school, huh?	N
90	00:06:20	00:06:22	They do have a timeless quality.	N
91	00:06:22	00:06:24	What were you? A jock or a brain?	N
92	00:06:24	00:06:26	I was a ghost.	N
93	00:06:26	00:06:27	There.	N
94	00:06:31	00:06:32	Shooter was standing right there.	N
95	00:06:46	00:06:47	And...?	N
96	00:06:47	00:06:52	Reconstruction guys can give us a more precise angle measurement, but I'm thinking...	N
97	00:06:52	00:06:54	Five-four...	N
98	00:06:54	00:06:55	maybe three.	N
99	00:06:55	00:06:56	We got ourselves a shorty.	N
100	00:06:58	00:07:01	Let's see what metal shows up.	N
101	00:07:03	00:07:05	Well, there's no gun on our dead body.	N
102	00:07:05	00:07:08	Wouldn't it be easier to just unzip the bag and see what kind of shape our vic is in?	N
103	00:07:08	00:07:11	I like to put that off till the last possible moment with decomps.	N
104	00:07:13	00:07:17	I see a coin. Looks like a half dollar.	N
105	00:07:17	00:07:19	Silver, whole.	N
106	00:07:19	00:07:21	I've done a few of these.	N
107	00:07:22	00:07:24	What's that?	N
108	00:07:24	00:07:26	There. About four inches long. What is that?	N
109	00:07:27	00:07:28	It looks like a pin.	N
110	00:07:28	00:07:29	It's a medical implant.	N
111	00:07:32	00:07:34	Oh, and that's a plate in the skull.	N
112	00:07:34	00:07:36	The head's been rolled.	N
113	00:07:36	00:07:38	I'd say we're dealing with a male.	N
114	00:07:38	00:07:41	Yeah, and by the sound of things he's been dead about two months.	N
115	00:07:41	00:07:42	Sound?	N
116	00:07:43	00:07:45	You weren't here when ESD brought this in.	N
117	00:07:45	00:07:48	Well, it wasn't from lack of trying.	N
118	00:07:51	00:07:52	Let's go to the VIP room.	N
119	00:07:52	00:07:55	I'll show you what I mean.	N
120	00:07:59	00:08:01	That's Dennis Fram's locker.	N
121	00:08:01	00:08:05	And was this a first or has the deceased spray-painted his locker before?	N
122	00:08:05	00:08:08	Look, I'm the school counselor I don't know every move these kids make.	Y
123	00:08:08	00:08:11	Well, that's obvious or a young man wouldn't be dead.	N
124	00:08:13	00:08:16	Tell me what stick means.	N
125	00:08:20	00:08:24	Is that a polymer sensor proboscis?	N
126	00:08:24	00:08:26	Cyranose 320.	N
127	00:08:26	00:08:29	Company sent it to me, gratis for a week.	N
128	00:08:29	00:08:31	They figure if it helps CSI will buy one.	N
129	00:08:31	00:08:33	Electronic noses run like ten grand.	N
130	00:08:33	00:08:41	Yeah, well, what if the shooter chews a certain kind of tobacco or has a unique halitosis and the e-nose picks up on it?	N
131	00:08:41	00:08:47	If that thing ran out of here and bit the shooter in the ass the county would not approve a $10,000 purchase order.	N
132	00:08:47	00:08:52	I thought it was our job to speak for the victim no matter what it took.	N
133	00:08:52	00:08:54	And to hell with the budgets.	N
134	00:08:54	00:08:56	Our job is to think, Warrick.	N
135	00:08:56	00:08:59	Machinery should never matter more than our mind.	N
136	00:09:01	00:09:02	Try this.	N
137	00:09:05	00:09:07	Glass tube.	N
138	00:09:07	00:09:08	Air pump.	N
139	00:09:08	00:09:09	Air pump.	N
140	00:09:09	00:09:11	Cost about ten bucks.	N
141	00:09:11	00:09:14	Absorption agent?	N
142	00:09:14	00:09:18	Fresh out. Improvise.	N
143	00:09:22	00:09:27	And Miss Barrett says that a Dennis Fram had been bullied by the deceased all year.	Y
144	00:09:27	00:09:31	He spray-painted his locker many times always something to do with his build.	N
145	00:09:31	00:09:33	Skinny, shorty that kind of thing.	N
146	00:09:33	00:09:36	Dennis is slight and Barry always picks on him for it.	N
147	00:09:36	00:09:38	Can you arrange for us to meet with Dennis?	Y
148	00:09:38	00:09:40	Of course, but he would never hurt Barry.	N
149	00:09:41	00:09:42	He's a good kid.	N
150	00:09:42	00:09:44	He's totally nonviolent.	N
151	00:09:44	00:09:46	Well, then, this will be brief.	N
152	00:09:49	00:09:53	We can call him from my office.	Y
153	00:09:53	00:09:54	Cathy, you coming?	N
154	00:09:55	00:09:57	Oh, I'll catch up to you.	N
155	00:10:01	00:10:02	Hey...	N
156	00:10:02	00:10:04	I need to talk to you.	N
157	00:10:04	00:10:06	I didn't clean anything.	N
158	00:10:06	00:10:08	It's not about that.	N
159	00:10:09	00:10:10	How tall are you, Dennis?	N
160	00:10:13	00:10:15	Five-three and one quarter.	N
161	00:10:17	00:10:19	Have you washed your hands in the last hour?	N
162	00:10:19	00:10:21	Yeah. Why?	N
163	00:10:21	00:10:23	Changed your shirt?	N
164	00:10:23	00:10:25	No.	N
165	00:10:25	00:10:27	I'd like to do a test on your shirt if I may.	N
166	00:10:27	00:10:29	What kind of test?	N
167	00:10:29	00:10:30	Forensic.	N
168	00:10:51	00:10:53	What is that?	N
169	00:10:53	00:10:54	G.S.R.	N
170	00:10:54	00:11:00	When someone fires a weapon gunshot residue plumes back onto their hands and clothing.	N
171	00:11:05	00:11:08	This means that you fired a gun within the last three to six hours.	N
172	00:11:08	00:11:09	Dennis...	N
173	00:11:09	00:11:11	The police are going to want to talk to you.	N
174	00:11:14	00:11:16	So, you admit you fired a gun.	N
175	00:11:16	00:11:18	I was over at the shooting range on Desert Way.	N
176	00:11:18	00:11:23	So the same night that Barry Schickel was shot and killed you were out taking target practice?	N
177	00:11:23	00:11:24	I go every Monday night.	N
178	00:11:24	00:11:26	You can ask my sister. She goes with me.	N
