	Unnamed: 0.1	Unnamed: 0	start	end	text	label
0	0	0	00:00:08	00:00:12	So, the Gang Unit says our d.b. is a 16-year-old Tyson Plummer.	N
1	1	1	00:00:12	00:00:13	How many holes in the victim?	N
2	2	2	00:00:13	00:00:15	I count four.	N
3	3	3	00:00:15	00:00:17	11 shell casings.	N
4	4	4	00:00:17	00:00:21	Shooter emptied the gun-- so he was moving and shooting.	N
5	5	5	00:00:21	00:00:23	Only hit the vic four times.	N
6	6	6	00:00:23	00:00:25	She talks to herself.	N
7	7	7	00:00:25	00:00:27	Hey, it works for me.	N
8	8	8	00:00:27	00:00:32	Bullets that missed hit the outside building wall.	N
9	9	9	00:00:34	00:00:37	Bang, bang, bang, bang.	N
10	10	10	00:00:37	00:00:40	Man, Andre didn't cap him like that.	N
11	11	11	00:00:40	00:00:42	Did too.	N
12	12	12	00:00:42	00:00:43	How you gonna tell me? I saw him...	N
13	13	13	00:00:43	00:00:45	Hey, guys, can I talk to you for a sec?	N
14	14	14	00:00:45	00:00:47	I just want to ask you a few questions.	N
15	15	15	00:01:03	00:01:05	Grissom...	N
16	16	16	00:01:05	00:01:06	Go ahead, Greg.	N
17	17	17	00:01:06	00:01:09	We got a very young male d.b.	N
18	18	18	00:01:09	00:01:11	by the Dumpster.	N
19	19	19	00:01:11	00:01:12	I'll be right there.	N
20	20	20	00:01:17	00:01:19	Get your damn hands off me!	N
21	21	21	00:01:19	00:01:20	Whoa, whoa.	N
22	22	22	00:01:21	00:01:22	I can't let you touch him.	N
23	23	23	00:01:22	00:01:23	What's your name?	N
24	24	24	00:01:25	00:01:26	I'm Plummer. Leo.	N
25	25	25	00:01:26	00:01:28	That's my brother right there.	N
26	26	26	00:01:28	00:01:31	They didn't have to do him like that, dawg.	N
27	27	27	00:01:31	00:01:33	I know you know who did this, Leo.	N
28	28	28	00:01:33	00:01:34	Ain't your problem, man.	N
29	29	29	00:01:35	00:01:37	Whoever did this is gonna get got.	N
30	30	30	00:01:37	00:01:38	Oh, no, don't say stuff like that.	N
31	31	31	00:01:39	00:01:42	you in shackles or you on a slab.	N
32	32	32	00:01:42	00:01:44	So, let's break the odds this time. What do you say?	N
33	33	33	00:01:44	00:01:46	You done with me, bacon?	N
34	34	34	00:01:46	00:01:49	'Cause I got family to go bury.	N
35	35	35	00:02:05	00:02:06	You okay?	N
36	36	36	00:02:06	00:02:08	Hell no, I'm not okay.	N
37	37	37	00:02:08	00:02:10	Who the hell's shooting at us?	N
38	38	38	00:02:10	00:02:15	I don't know, but I think our single just turned into a triple.	N
39	39	39	00:03:03	00:03:07	Somebody tried to just throw him out with the trash.	N
40	40	40	00:03:07	00:03:11	If the Dumpster wasn't full he would've ended up at the landfill.	N
41	41	41	00:03:13	00:03:15	He hasn't been dead long.	N
42	42	42	00:03:15	00:03:19	He's just coming out of rigor, so I'd say less than 24 hours.	N
43	43	43	00:03:19	00:03:26	He wasn't in the box long enough to mummify, but the kid looks like an ad for hunger relief.	N
44	44	44	00:03:26	00:03:30	Okay, let's, um, transport him in situ.	N
45	45	45	00:03:30	00:03:33	Be very careful moving the body.	N
46	46	46	00:03:33	00:03:35	You okay?	N
47	47	47	00:03:37	00:03:39	Yeah. Fine.	N
48	48	48	00:03:40	00:03:41	Let me go, dawg! Let me go, man!	N
49	49	49	00:03:41	00:03:42	Get off me, man!	N
50	50	50	00:03:42	00:03:44	That's Rodney King, dawg! Let me...	N
51	51	51	00:03:44	00:03:48	Get off! Get off me! Get off! Get off me!	N
52	52	52	00:03:49	00:03:51	So, uh...	N
53	53	53	00:03:51	00:03:55	you think these concerned citizens are taping the capture of a vicious killer?	N
54	54	54	00:03:55	00:04:00	If they're taping now, maybe they caught that second shooting on video.	N
55	55	55	00:04:00	00:04:02	Maybe you could collect the cameras.	N
56	56	56	00:04:03	00:04:05	I love this guy.	N
57	57	57	00:04:09	00:04:11	It says forensics on our jacket.	N
58	58	58	00:04:11	00:04:13	I'm aware of that.	N
59	59	59	00:04:13	00:04:15	We had plenty of cops chasing the suspect.	N
60	60	60	00:04:15	00:04:18	I wasn't chasing the suspect.	N
61	61	61	00:04:18	00:04:19	I was chasing the evidence.	N
62	62	62	00:04:19	00:04:22	I knew the idiot was likely to dump the gun.	N
63	63	63	00:04:22	00:04:26	All we have to do is ballistics-match the weapon to both victims.	N
64	64	64	00:04:27	00:04:29	Case closed.	N
65	65	65	00:04:35	00:04:36	Hey.	N
66	66	66	00:04:36	00:04:37	Hey, man.	N
67	67	67	00:04:37	00:04:38	What's up?	N
68	68	68	00:04:40	00:04:44	Suspects wait in Central Holding to be processed and transferred to jail.	N
69	69	69	00:04:44	00:04:48	They assaulted the officers with feces and then the cops went in.	N
70	70	70	00:04:48	00:04:49	Great.	N
71	71	71	00:04:49	00:04:51	To bust some heads.	N
72	72	72	00:04:51	00:04:54	Hoo...	N
73	73	73	00:04:54	00:04:59	So, you've got a Samuel Mendez with a cracked skull listed as death imminent, right?	N
74	74	74	00:04:59	00:05:01	Yeah. It's why they kicked it up to Homicide.	N
75	75	75	00:05:01	00:05:04	You think the cops used excessive force here?	N
76	76	76	00:05:04	00:05:06	Well, if they did it's mitigating circumstances.	N
77	77	77	00:05:06	00:05:08	Yeah.	N
78	78	78	00:05:09	00:05:13	Yeah, well, if they'd've thrown a bunch of feces at me, I would have cracked some skulls too.	N
79	79	79	00:05:17	00:05:20	This is the last place I thought I'd see a gun.	N
80	80	80	00:05:20	00:05:22	It was found under the victim.	N
81	81	81	00:05:23	00:05:25	Arresting officer must have done a lousy search.	N
82	82	82	00:05:33	00:05:34	Wow...	N
83	83	83	00:05:35	00:05:36	this is a lot of crap.	N
84	84	84	00:05:36	00:05:37	What, did they squat on cue?	N
85	85	85	00:05:37	00:05:40	Overflowing toilet.	N
86	86	86	00:05:40	00:05:42	There's enough ammunition right there.	N
87	87	87	00:05:42	00:05:47	So, the cops bust in to get the prisoners under control when they start throwing raw sewage?	N
88	88	88	00:05:51	00:05:54	Well, there must have been some real bad asses in here.	N
89	89	89	00:05:54	00:05:56	Look like it got pretty heated.	N
90	90	90	00:06:00	00:06:02	You want to tell me what happened here?	N
91	91	91	00:06:02	00:06:04	Cops iced the kid.	N
92	92	92	00:06:04	00:06:05	What else you want to know?	N
93	93	93	00:06:05	00:06:08	Could tell he was a fish from the jump, though.	N
94	94	94	00:06:08	00:06:09	A fish?	N
95	95	95	00:06:09	00:06:10	New to the game.	N
96	96	96	00:06:17	00:06:18	What?	N
97	97	97	00:06:20	00:06:21	You see what happened?	N
98	98	98	00:06:21	00:06:23	The po-po gutted the fish.	N
99	99	99	00:06:23	00:06:24	I saw the whole thing.	N
100	100	100	00:06:24	00:06:25	Same thing they did to me.	N
101	101	101	00:06:25	00:06:27	Two beatings in one day.	N
102	102	102	00:06:27	00:06:29	Rodney King, yo.	N
103	103	103	00:06:46	00:06:48	I'm sorry, uh, who are you?	N
104	104	104	00:06:48	00:06:50	I'm Catherine Willows. I'm with the crime lab.	N
105	105	105	00:06:50	00:06:53	Oh. I'm Dr. Franks, attending.	N
106	106	106	00:06:54	00:06:56	Have you located his family yet?	N
107	107	107	00:06:56	00:07:00	No. I need to find someone to sign a release, take him off the ventilator.	N
108	108	108	00:07:00	00:07:02	He's brain dead?	N
109	109	109	00:07:02	00:07:03	Oh, yeah.	N
110	110	110	00:07:03	00:07:05	I'm hoping the family will donate his organs.	N
111	111	111	00:07:05	00:07:07	Tell me about his injuries.	N
112	112	112	00:07:07	00:07:12	He's got blunt-force trauma to the frontal and sphenoid bones.	N
113	113	113	00:07:14	00:07:20	It fragmented his skull, damaged his temporal arteries and imbedded in his brain.	N
114	114	114	00:07:24	00:07:31	Well, those are shoe prints on his face, which suggests that he was attacked while he was down.	N
115	115	115	00:07:33	00:07:35	Well, he came from County lock-up.	N
116	116	116	00:07:35	00:07:37	Must have been a hell of a fight.	N
117	117	117	00:08:57	00:09:00	The victim's about five years old.	N
118	118	118	00:09:01	00:09:04	He was just losing his baby teeth.	N
119	119	119	00:09:04	00:09:09	X rays show metaphyseal fractures to the right humerus and acromion.	N
