Unnamed: 0	start	end	text	label
0	00:00:19	00:00:21	Welcome back, Mrs. Krell.	N
1	00:00:21	00:00:23	I told you, it's Martha.	N
2	00:00:23	00:00:26	Your room's ready and I have your credit card on file.	N
3	00:00:26	00:00:28	See you in the morning. I'm beat.	N
4	00:00:34	00:00:36	Call me if you need anything, Martha.	N
5	00:00:57	00:01:00	Decedent's name is Martha Krell. Flight attendant.	N
6	00:01:00	00:01:03	She checked in this afternoon.	N
7	00:01:03	00:01:04	Apparently, she was stabbed to death.	N
8	00:01:04	00:01:06	The coroner's en route.	N
9	00:01:07	00:01:10	Weird... no sign of struggle.	N
10	00:01:11	00:01:14	No clothes, no luggage.	N
11	00:01:14	00:01:17	Bedspread's undisturbed.	N
12	00:01:18	00:01:21	Trashcan is empty and the inside is spotless.	N
13	00:01:21	00:01:23	It's possible a liner's been removed.	N
14	00:01:25	00:01:27	Take a whiff.	N
15	00:01:27	00:01:29	Smells clean.	N
16	00:01:29	00:01:30	Smells like a hospital.	N
17	00:01:30	00:01:32	Bleaches and deodorizers.	N
18	00:01:32	00:01:36	Killer attacked the victim, then cleaned and sanitized the room.	Y
19	00:01:36	00:01:45	Ah, but here's the smell of the blood still, and all the perfumes in Arabia will not sweeten this little room.	N
20	00:02:25	00:02:27	Her liver temp's 83 degrees.	N
21	00:02:27	00:02:29	She's been dead approximately ten hours.	N
22	00:02:32	00:02:34	I'd like to get a clear photo of her wounds.	N
23	00:02:34	00:02:35	Can we lay her out?	N
24	00:02:35	00:02:36	Oh, yeah. Grab her feet.	N
25	00:02:48	00:02:49	Defensive wounds.	N
26	00:02:51	00:02:53	Incised.	N
27	00:02:53	00:02:55	At least a dozen.	N
28	00:02:55	00:02:57	She did not want to die.	N
29	00:02:57	00:02:59	I just got the call.	N
30	00:03:00	00:03:02	Where's Grissom?	N
31	00:03:02	00:03:03	Bathroom.	N
32	00:03:04	00:03:06	Working the, uh, case.	N
33	00:03:10	00:03:12	Hey.	N
34	00:03:12	00:03:14	Hand me my multi-tool, will ya, Greg?	N
35	00:03:14	00:03:15	I need a Phillips.	N
36	00:03:23	00:03:24	What are you doing?	N
37	00:03:24	00:03:28	Well, the stabbing was brutal, but the crime scene is clean.	N
38	00:03:28	00:03:30	No cast-off, no spatter.	N
39	00:03:30	00:03:35	So, I want to know if the killer washed blood down the drain.	Y
40	00:03:49	00:03:51	Swab and phenol this, will ya?	N
41	00:04:03	00:04:05	Blood.	N
42	00:04:05	00:04:08	Label it. Send it to DNA.	N
43	00:04:18	00:04:21	Usually in hotel rooms, we find too many prints.	N
44	00:04:21	00:04:22	Not a single one.	N
45	00:04:23	00:04:25	Just wipes and swipes.	N
46	00:04:27	00:04:29	Ms. Krell was a real nice lady.	N
47	00:04:29	00:04:31	She brought me a Dodger baseball cap.	N
48	00:04:31	00:04:32	Wow. So you were friends?	N
49	00:04:32	00:04:34	Not really.	N
50	00:04:34	00:04:38	Airlines buy a chunk of rooms for their trolley dollies, discounted.	N
51	00:04:38	00:04:40	She's been staying here for a few months.	N
52	00:04:40	00:04:41	So you discovered the body.	N
53	00:04:41	00:04:44	Her supervisor called to say her A.M. flight was canceled.	N
54	00:04:44	00:04:46	She wasn't answering her phone.	N
55	00:04:46	00:04:49	He asked me to make sure she got the message.	N
