	start	end	text	label
0	00:00:47	00:00:49	Hey.	N
1	00:00:49	00:00:51	How'd you guys get out?	N
2	00:01:14	00:01:18	What's the matter, boys?	N
3	00:01:18	00:01:20	Easy. Hey...	N
4	00:01:46	00:01:48	Have you been inside?	N
5	00:01:50	00:01:52	What have you got?	N
6	00:02:02	00:02:03	There you go, Detective.	N
7	00:02:03	00:02:05	Thanks.	N
8	00:02:05	00:02:06	Little tired this morning.	N
9	00:02:06	00:02:07	Pulling a double.	N
10	00:02:07	00:02:09	Yeah, join the club.	N
11	00:02:10	00:02:12	Good morning, Catherine.	N
12	00:02:12	00:02:15	Good morning, Gil.	Y
13	00:02:16	00:02:19	So, this is Tony Braun's house.	N
14	00:02:19	00:02:21	Son of Sam Braun.	N
15	00:02:21	00:02:24	He was Steve Wynn before Steve Wynn.	N
16	00:02:24	00:02:26	Oh, yeah, you bet your ass.	N
17	00:02:26	00:02:28	Sam came to Vegas when Vegas was dying.	N
18	00:02:28	00:02:31	Built three casinos in a year.	N
19	00:02:31	00:02:33	Had ties to Bugsy Siegel.	N
20	00:02:36	00:02:40	Wish I had Tony Braun's gardener working for me.	N
21	00:02:40	00:02:42	Guy sniffed it out from the jump.	N
22	00:02:42	00:02:44	Blinds were drawn shut.	N
23	00:02:44	00:02:45	Side gate unlocked.	N
24	00:02:45	00:02:46	Dogs let out.	N
25	00:02:46	00:02:50	A plus B plus C equals 9-1-1.	N
26	00:03:01	00:03:04	All seems very neat and peaceful, doesn't it?	N
27	00:03:09	00:03:11	Chasing the dragon.	N
28	00:03:11	00:03:12	A pinch of H.	N
29	00:03:12	00:03:13	Heat the foil.	N
30	00:03:13	00:03:15	Inhale the fumes.	N
31	00:03:19	00:03:23	With a Xanax back.	N
32	00:03:23	00:03:26	100 pills.	N
33	00:03:26	00:03:28	Prescription filled yesterday.	N
34	00:03:28	00:03:31	So the rumors about ol' Tony boy are true.	N
35	00:03:31	00:03:32	Drug overdose.	N
36	00:03:32	00:03:36	It sure seems that way.	N
37	00:03:36	00:03:39	If only life were that simple.	N
38	00:04:21	00:04:23	Eight rolls. Two copies.	N
39	00:04:23	00:04:26	Case is hot. Put a rush on it.	N
40	00:04:40	00:04:42	Lose an earring?	N
41	00:04:43	00:04:45	Looks like somebody did.	N
42	00:04:51	00:04:54	He's got adhesive residue on his wrists.	N
43	00:04:54	00:04:55	He was restrained.	N
44	00:04:55	00:04:57	Some sort of tape.	N
45	00:04:57	00:04:58	Well, that would be the obvious.	N
46	00:04:58	00:04:59	Braun had company.	N
47	00:04:59	00:05:01	Welcome...	N
48	00:05:01	00:05:03	or unwelcome?	N
49	00:05:03	00:05:04	Where's the purge?	N
50	00:05:04	00:05:07	Car blows its engine, there's an oil leak.	N
51	00:05:07	00:05:09	A guy ODs, where's the body fluid?	N
52	00:05:09	00:05:10	Urine, vomit, excrement.	N
53	00:05:10	00:05:12	Did somebody clean him up?	N
54	00:05:16	00:05:20	Interesting love bites on the chest.	N
55	00:05:20	00:05:21	Curious, isn't it?	N
56	00:05:24	00:05:26	And he's posed.	N
57	00:05:27	00:05:31	When did you know this was a homicide and not an OD?	N
58	00:05:31	00:05:31	Initially?	N
59	00:05:31	00:05:32	Yeah.	N
60	00:05:32	00:05:34	When I saw the TV on.	N
61	00:05:41	00:05:46	Well, I'll tell you one thing-- if those were my dogs I wouldn't be leaving this gate open.	N
62	00:05:46	00:05:48	Yeah, you're talking about a dog owner on heroin.	N
63	00:05:48	00:05:50	How responsible can he be?	N
64	00:05:50	00:05:54	Gardener said it was the first time in five years that he'd found this gate unlocked.	N
65	00:05:54	00:05:56	What's so different about this morning?	N
66	00:05:56	00:05:58	Last morning of Tony Braun's life?	N
67	00:05:58	00:06:06	Well, either somebody inside the house opened it, or somebody had a key because this lock hasn't been forced.	N
68	00:06:06	00:06:08	There's no pry marks.	N
69	00:06:08	00:06:09	No metal shavings.	N
70	00:06:09	00:06:11	So... why was the gate open?	N
71	00:06:13	00:06:15	A heroin addict's confetti.	N
72	00:06:16	00:06:18	Nothing like going on a binge.	N
73	00:06:28	00:06:30	Some black tar heroin.	N
74	00:06:30	00:06:34	This is the difference between a Cadillac and a Pinto.	N
75	00:06:34	00:06:35	How would you know?	N
76	00:06:35	00:06:36	It's my job.	N
77	00:06:36	00:06:40	I count at least six balloons, and that's just in the bedroom.	N
78	00:06:40	00:06:43	The dealer must have come down the chimney.	N
79	00:06:43	00:06:45	It's like Christmas in July here.	N
80	00:06:48	00:06:51	Not that Braun even needed any more drugs.	N
81	00:06:51	00:06:53	Yeah, looks like the guy had a pill for everything.	N
82	00:06:53	00:06:55	Can you get a print off those balloons?	N
83	00:06:55	00:06:58	I can get a print off the air.	N
84	00:07:02	00:07:03	Any luck?	N
85	00:07:03	00:07:06	I have gone through every garbage can in the house.	N
86	00:07:06	00:07:07	What about the cans outside?	N
87	00:07:07	00:07:09	First thing I checked. Zip.	N
88	00:08:15	00:08:16	Hey, Doc.	N
89	00:08:16	00:08:19	Leg fell asleep.	N
90	00:08:22	00:08:25	I always wondered which one of us coroners would get to carve Tony.	N
91	00:08:29	00:08:34	His lifestyle was no secret-- sex, drugs and a big bankroll.	N
92	00:08:34	00:08:36	No needle marks on his arms.	N
93	00:08:36	00:08:42	The guy plays golf; short-sleeved shirts Checked between the toes... groin area.	N
94	00:08:42	00:08:45	Whatever he did went up his nose.	N
95	00:08:45	00:08:48	His nasal cavity looks like raw hamburger.	N
96	00:08:53	00:08:56	These abrasions around his mouth? What?	N
97	00:08:56	00:08:58	Hard to shave when you're stoned?	N
98	00:08:58	00:08:59	Or they're pressure marks.	N
99	00:08:59	00:09:05	For example, if someone places a pillow or object against someone's nose and mouth in the climate of struggle.	N
100	00:09:07	00:09:09	Petechial hemorrhaging?	N
101	00:09:09	00:09:11	Also suggestive of suffocation.	N
102	00:09:11	00:09:13	Not always.	N
103	00:09:13	00:09:17	For as much as pathology is an absolute science, it isn't.	N
104	00:09:17	00:09:22	Vessels can rupture under innocent circumstances such as a violent cough.	N
105	00:09:22	00:09:26	These three, circular, red marks on his chest?	N
106	00:09:26	00:09:28	They're not bug bites.	N
107	00:09:28	00:09:37	No neurotoxins present but that's not to say some overanxious paramedic trying to save a legend's life didn't cause them in the moment.	N
108	00:09:37	00:09:39	CPR wasn't performed.	N
109	00:09:39	00:09:40	Then I don't know what they are.	N
110	00:09:40	00:09:43	It's hard to OD just inhaling heroin.	N
111	00:09:43	00:09:51	I know he was restrained which leads me to believe that someone forced him to ingest lethal amounts of heroin and Xanax.	N
112	00:09:53	00:09:54	Excuse me.	N
113	00:09:56	00:09:59	Boy, are you lucky my lawyer's on a golf course.	N
114	00:09:59	00:10:05	I've been standing out here, in the heat for hours, answering these stupid questions.	N
115	00:10:05	00:10:07	Here's your answer, okay.	N
116	00:10:07	00:10:08	This is my house.	N
117	00:10:08	00:10:09	Okay?	N
118	00:10:09	00:10:12	This is half my house anyway.	N
119	00:10:12	00:10:14	Who's this?	N
120	00:10:14	00:10:15	It's Braun's squeeze.	N
121	00:10:15	00:10:17	She's an ex-stripper, too.	N
122	00:10:17	00:10:19	Perhaps you two met in a professional capacity.	N
123	00:10:19	00:10:20	These are my things...	N
124	00:10:20	00:10:22	And, uh, where has she been the past 12 hours?	N
125	00:10:22	00:10:23	Uh, let's see.	N
126	00:10:23	00:10:25	Oh, my God.	N
127	00:10:25	00:10:29	Out.	N
128	00:10:29	00:10:31	When Tony's drug dealer showed up, she split.	N
129	00:10:31	00:10:32	She slept at a friend's house.	N
130	00:10:32	00:10:37	She didn't like the way Tony acted when he was cruising on magic carpets.	N
131	00:10:37	00:10:42	Look, you two, listen-- if anything is missing from this house I'm going to add you to my lawyer's to sue list.	N
132	00:10:42	00:10:45	Why don't you just put the camera away before you get arrested?	N
133	00:10:45	00:10:48	You can't arrest me in my own house.	N
134	00:10:48	00:10:50	Right now, your house is our crime scene...	N
135	00:10:52	00:10:56	and we can do whatever we want and that includes fingerprinting you.	N
136	00:10:56	00:10:58	Why?	N
137	00:10:58	00:10:59	Didn't do anything.	N
138	00:10:59	00:11:02	Thumb to pinkie.	N
139	00:11:02	00:11:04	I just lost my boyfriend, okay?	N
140	00:11:04	00:11:06	You're a woman.	N
141	00:11:06	00:11:09	I'm just looking out for my end here, you know?	N
142	00:11:09	00:11:11	Things start to disappear.	N
143	00:11:11	00:11:16	If Tony were here right now, he'd tell you himself Just make sure Janine's taken care of.	N
144	00:11:17	00:11:18	That's a lawyer's call.	N
145	00:11:18	00:11:19	Hey, I'm in the will.	N
146	00:11:20	00:11:22	Of course you are.	N
147	00:11:30	00:11:31	Can I help you?	N
148	00:11:31	00:11:32	Yeah. Is Sam Braun in?	N
149	00:11:32	00:11:34	He's not seeing anyone today.	N
150	00:11:34	00:11:38	Would you let him know that Catherine Willows is here to see him?	N
151	00:11:43	00:11:45	Just one second, please.	N
152	00:11:58	00:11:59	Mugs?	N
153	00:12:10	00:12:13	I remember the first time I saw you.	Y
154	00:12:13	00:12:15	You didn't have any clothes on.	N
155	00:12:15	00:12:18	Yeah, well, that was a long time ago.	N
156	00:12:18	00:12:22	I would've taken you home right then, if you had let me.	N
157	00:12:22	00:12:24	I know, but you were married.	N
158	00:12:24	00:12:26	I was a baby.	N
159	00:12:26	00:12:29	It would've never worked.	N
160	00:12:29	00:12:32	Sam... how are you holding up?	N
161	00:12:32	00:12:34	Hey, Dad, I got the press clogging up Valet.	N
162	00:12:34	00:12:37	Should I call Security or just handle it, or what?	N
163	00:12:37	00:12:38	I'll take care of it.	N
164	00:12:38	00:12:40	You go back to the pit.	N
165	00:12:40	00:12:42	Make sure nobody's robbing us blind.	N
166	00:12:44	00:12:53	You know, back in, uh... in '67 I was in my 20s and...	N
167	00:12:53	00:12:56	I was drinking in a dive in downtown Buffalo.	N
168	00:12:56	00:13:04	At the end of the bar was this pro quarterback drinking double scotches, two at a time 00 in the morning.	N
169	00:13:04	00:13:07	It's Sunday, game day, mind you.	N
170	00:13:07	00:13:08	So you know what I did?	N
171	00:13:08	00:13:10	Called my bookie, bet against him.	N
172	00:13:10	00:13:13	Guess what?	N
173	00:13:13	00:13:18	I'll be damned if he didn't throw six touchdown passes.	N
174	00:13:18	00:13:20	Yeah...	N
175	00:13:20	00:13:22	Sounds like Tony.	N
176	00:13:23	00:13:31	You know, even when Tony was juicing he could run circles around these college, Harvard types.	N
177	00:13:33	00:13:37	And I'm not saying that just because he was my kid.	N
178	00:13:37	00:13:47	Tony was the best damn casino exec this town has ever seen and just between you and me...	N
179	00:13:47	00:13:49	I couldn't hold a candle to him.	N
180	00:13:51	00:13:53	Now he's dead.	N
181	00:13:55	00:13:57	Overdose.	N
182	00:13:57	00:14:01	Sam...	N
183	00:14:01	00:14:07	The bigger the pedestal the bigger the target.	N
