Unnamed: 0	start	end	text	label
0	00:01:00	00:01:01	Help!	N
1	00:01:04	00:01:07	Help me!	N
2	00:01:07	00:01:08	Somebody help me!	N
3	00:01:12	00:01:14	Somebody help me!	N
4	00:01:32	00:01:34	Nobody knows who she is.	N
5	00:01:34	00:01:38	The Andersons, they called the security company.	N
6	00:01:38	00:01:41	They thought somebody was trying to break in their back door.	N
7	00:01:41	00:01:43	Southern Highlands is a new development.	N
8	00:01:43	00:01:45	There's really not much around here.	N
9	00:01:45	00:01:49	Some of my guys are talking to everybody, trying to find out what's going on.	N
10	00:01:49	00:01:51	She has severe lacerations on her feet.	N
11	00:01:51	00:01:54	She was running hard from somewhere.	N
12	00:04:49	00:04:52	No skid marks, no signs of another vehicle.	N
13	00:04:52	00:04:56	The engine's running, no flat tires.	N
14	00:04:56	00:04:58	Why'd she stop?	N
15	00:05:29	00:05:31	If you could just push.	N
16	00:05:45	00:05:50	I'm going to take the SAE kit to Greg.	N
17	00:05:50	00:05:52	You don't want to take the statement?	N
18	00:05:52	00:05:54	Do you mind?	N
19	00:05:54	00:05:55	No.	N
20	00:05:58	00:05:59	She's ready.	N
21	00:06:00	00:06:01	Thanks.	N
22	00:06:07	00:06:11	Lily Barker, I'm Catherine Willows.	N
23	00:06:11	00:06:14	I'm with the Las Vegas crime lab.	N
24	00:06:14	00:06:17	I know that you've been through a horrific ordeal.	N
25	00:06:19	00:06:20	4-4-6.	N
26	00:06:22	00:06:24	That's all I got.	N
27	00:06:24	00:06:26	Nevada plates.	N
28	00:06:26	00:06:28	Some kind of SUV.	N
29	00:06:28	00:06:29	Black, I think.	N
30	00:06:29	00:06:33	Can you start from the beginning?	N
31	00:06:36	00:06:39	I was, um, driving home from work.	N
32	00:06:39	00:06:46	There's hardly any traffic once you cross Horizon Ranch.	N
33	00:06:46	00:06:49	He was tailgating.	Y
34	00:06:49	00:06:54	I slowed down to let him pass and he hit me.	Y
35	00:06:54	00:07:01	I wasn't going to stop, but he did, so I pulled over.	Y
36	00:07:03	00:07:06	You're not supposed to leave the scene of an accident.	N
37	00:07:08	00:07:10	He looked like a normal guy.	Y
38	00:07:10	00:07:12	He asked if I was okay.	Y
39	00:07:12	00:07:14	Apologized.	N
40	00:07:14	00:07:17	He went to his car to get his insurance information.	Y
41	00:07:17	00:07:20	I was looking at my bumper.	N
42	00:07:20	00:07:25	He punched me in the face, threw me over his shoulder.	Y
43	00:07:25	00:07:28	I lost my shoes.	N
44	00:07:29	00:07:35	He threw me on the ground, took off my jacket, ripped open my shirt.	Y
45	00:07:35	00:07:40	He kept trying to kiss me on the mouth, and I kept turning away.	Y
46	00:07:40	00:07:41	So he bit my ear.	Y
47	00:07:47	00:07:50	He wanted me to look at him.	Y
48	00:07:50	00:07:51	He was going to kill me.	Y
49	00:07:52	00:07:56	He ripped off my skirt.	Y
50	00:07:56	00:07:59	He raped me.	Y
51	00:07:59	00:08:01	He didn't use a condom.	Y
52	00:08:01	00:08:08	He got up to zip, and I kicked him in the groin and I ran.	Y
53	00:08:08	00:08:10	And the rest, I guess you know.	N
54	00:08:12	00:08:15	Thank you.	N
55	00:08:15	00:08:18	That was very specific.	N
56	00:08:18	00:08:21	You said that you looked at him.	Y
57	00:08:21	00:08:23	Could you describe him to a forensic artist?	Y
58	00:08:23	00:08:26	Yes.	N
59	00:08:29	00:08:32	What do you remember most about the face?	N
60	00:08:35	00:08:38	He had bright eyes.	Y
61	00:08:38	00:08:40	What about the shape of the eyes?	N
62	00:08:40	00:08:44	Almond.	N
63	00:08:44	00:08:46	Tiny pupils.	N
64	00:08:46	00:08:48	What about the rest of the face?	N
65	00:08:48	00:08:52	He had a baby face.	Y
66	00:08:52	00:08:58	High forehead, thin lips, clean-shaven.	N
67	00:08:58	00:09:01	Like a crewcut?	N
68	00:09:01	00:09:04	No, like he had a regular haircut.	Y
69	00:09:09	00:09:10	What?	N
70	00:09:10	00:09:14	How many vacation days do you have on the books?	N
71	00:09:14	00:09:18	About ten weeks, I guess.	N
72	00:09:18	00:09:19	Why?	N
73	00:09:19	00:09:22	I think you should take a week or two.	N
74	00:09:22	00:09:25	I'm still on the case.	N
75	00:09:25	00:09:28	I just didn't do the interview for once in my life.	N
76	00:09:32	00:09:34	When was the last time you took vacation?	N
77	00:09:34	00:09:36	Never, right?	N
78	00:09:40	00:09:41	Okay.	N
79	00:10:18	00:10:22	Grissom, I have some information that will be of use to you.	N
80	00:10:22	00:10:25	But before you get it, I need a decision.	N
81	00:10:25	00:10:26	What?	N
82	00:10:26	00:10:28	I'm tired of being on the fence here.	N
83	00:10:28	00:10:31	Either I'm in the lab or I'm in the field.	N
84	00:10:33	00:10:34	Which is it?	N
