	Unnamed: 0.1	Unnamed: 0	start	end	text	label
0	0	0	00:00:12	00:00:14	What do you need to get?	N
1	1	1	00:00:14	00:00:16	Actually, it's what you need to get, rook.	N
2	2	2	00:00:16	00:00:18	Aw, come on, man. We're off duty.	N
3	3	3	00:00:18	00:00:21	You're off when I say you're off.	N
4	4	4	00:00:28	00:00:29	Don't forget the Ho-Hos.	N
5	5	5	00:00:48	00:00:51	Yeah...	N
6	6	6	00:00:52	00:00:54	I can help you over here, sir.	N
7	7	7	00:00:54	00:00:57	That's not what your light says.	N
8	8	8	00:00:58	00:00:59	Slow night?	N
9	9	9	00:00:59	00:01:00	Kind of.	N
10	10	10	00:01:01	00:01:05	Oh... can't forget the Ho-Hos.	N
11	11	11	00:01:17	00:01:20	What the hell is wrong with you people?	N
12	12	12	00:01:20	00:01:22	My wife is still in there!	N
13	13	13	00:01:23	00:01:25	Why isn't anybody helping my wife?!	N
14	14	14	00:01:28	00:01:30	Body count's five.	N
15	15	15	00:01:47	00:01:50	Officer Clay entered the store unaware of a robbery that was in progress.	N
16	16	16	00:01:50	00:01:53	Officer Fromansky came in after he heard a shot fired.	N
17	17	17	00:01:53	00:01:55	Engaged two suspects.	N
18	18	18	00:01:55	00:01:57	Lit the place up.	N
19	19	19	00:02:00	00:02:02	The ski masks are John Does.	N
20	20	20	00:02:02	00:02:05	The rest have wallet IDs.	N
21	21	21	00:02:13	00:02:17	Woman at the back is Julia Reed, cocktail waitress at the Tangiers.	N
22	22	22	00:02:22	00:02:29	Man on Aisle Four is Rufus Sanders, cab driver.	N
23	23	23	00:02:43	00:02:45	How you want us to handle this, Grissom?	N
24	24	24	00:02:46	00:02:49	Same way you'd eat an elephant...	N
25	25	25	00:02:49	00:02:53	one bite at a time.	N
26	26	26	00:02:57	00:02:59	Hey, Jim...	N
27	27	27	00:03:00	00:03:05	did you know that Charles Manson is only 5'2?	N
28	28	28	00:03:05	00:03:07	Yeah, little guys tend to overcompensate.	N
29	29	29	00:03:07	00:03:10	Do you remember the, uh, story about...	N
30	30	30	00:03:10	00:03:14	how and where the marshals found old Charlie when they raided Barker Ranch?	N
31	31	31	00:03:14	00:03:17	Yeah. I always, uh...	N
32	32	32	00:03:17	00:03:20	I always liked that story.	N
33	33	33	00:03:26	00:03:27	We need a medic!	N
34	34	34	00:03:30	00:03:34	and Volkswagen. On the road of life there are passengers and there are drivers.	N
35	35	35	00:04:04	00:04:07	All right, tell me what happened.	N
36	36	36	00:04:07	00:04:10	I was in my radio car when I heard shots fired.	N
37	37	37	00:04:10	00:04:12	I called for backup. I went in.	N
38	38	38	00:04:13	00:04:14	Clay, talk to me.	N
39	39	39	00:04:14	00:04:15	Clay!	N
40	40	40	00:04:22	00:04:23	How many shots you fire?	N
41	41	41	00:04:23	00:04:27	Three. No, four. I fired four.	N
42	42	42	00:04:27	00:04:30	Then what? I saw my partner on the floor.	N
43	43	43	00:04:30	00:04:32	I went towards him.	N
44	44	44	00:04:32	00:04:34	Second gunman came at me.	N
45	45	45	00:04:40	00:04:43	How many shots you fire at the second gunman, total?	N
46	46	46	00:04:44	00:04:46	Maybe-maybe five.	N
47	47	47	00:04:46	00:04:49	I'd taken a shot in my vest.	N
48	48	48	00:04:49	00:04:51	Hard to count under those conditions. Are you sure?	N
49	49	49	00:04:51	00:04:53	No, I'm not sure. That's why I said maybe...	N
50	50	50	00:04:55	00:04:57	...but I know I shot four at the third guy.	N
51	51	51	00:04:57	00:04:59	I was going to check on my partner.	N
52	52	52	00:04:59	00:05:01	I caught movement in the back.	N
53	53	53	00:05:01	00:05:03	Black coat, ski mask, gun...	N
54	54	54	00:05:03	00:05:04	I put him down.	N
55	55	55	00:05:09	00:05:10	He fire at you?	N
56	56	56	00:05:10	00:05:12	Didn't give him a chance.	N
57	57	57	00:05:12	00:05:13	All right, that's all we need for now.	N
58	58	58	00:05:13	00:05:16	I need your weapon.	N
59	59	59	00:05:17	00:05:19	My partner...	N
60	60	60	00:05:19	00:05:20	I want to be the one to tell his wife.	N
61	61	61	00:05:21	00:05:22	He was my responsibility.	N
62	62	62	00:05:22	00:05:24	All right.	N
63	63	63	00:05:26	00:05:29	All right, look, if you're not going to say it, I will.	N
