	start	end	text	label
0	00:00:10	00:00:12	I'm going to make this really simple.	N
1	00:00:12	00:00:14	Who are you workin' with?	N
2	00:00:14	00:00:17	I'm, uh, unemployed at the moment.	N
3	00:00:17	00:00:20	You got any idea what we did to chumps like you back in the day?	N
4	00:00:22	00:00:23	Uh, no.	N
5	00:00:23	00:00:27	Look, could you put the A.C. on in here or somethin'?	N
6	00:00:27	00:00:30	That, or just, uh, let me go.	N
7	00:00:30	00:00:31	I mean, you can't keep me in here.	N
8	00:00:32	00:00:33	It's against the law.	N
9	00:00:33	00:00:36	There's no law in this room.	N
10	00:00:40	00:00:42	You can't touch me.	N
11	00:00:45	00:00:48	Two shots to the back of the head.	N
12	00:00:48	00:00:50	Double tap.	N
13	00:00:55	00:00:58	He's wearing a wig and a fat suit.	N
14	00:00:58	00:01:00	It's not Halloween, is it?	N
15	00:01:00	00:01:02	In this town, it's always Halloween.	N
16	00:01:05	00:01:06	Ernie Menlo.	N
17	00:01:06	00:01:10	Well, he wasn't carrying a very fat wad.	N
18	00:01:10	00:01:12	Rolex is still on his wrist.	N
19	00:01:12	00:01:14	Probably rules out robbery.	N
20	00:01:14	00:01:16	What do you think?	N
21	00:01:16	00:01:17	I don't know.	N
22	00:01:22	00:01:24	I'm looking for a sign.	N
23	00:01:56	00:01:57	He's not in the system?	N
24	00:01:57	00:01:59	Yeah... gotta be.	N
25	00:01:59	00:02:01	Okay. Thanks.	N
26	00:02:03	00:02:04	So, uh...	N
27	00:02:04	00:02:06	Brass ran the ID.	N
28	00:02:06	00:02:08	There's no Ernie Menlo in the system.	N
29	00:02:08	00:02:10	Fake.	N
30	00:02:10	00:02:12	GSR in the wound track.	N
31	00:02:12	00:02:15	No stellate tearing.	N
32	00:02:15	00:02:20	Gunshots appear to be close range, but noncontact.	N
33	00:02:23	00:02:25	No exit wounds.	Y
34	00:02:25	00:02:29	Well, I don't see any shell casings either.	N
35	00:02:29	00:02:33	So maybe the killer picked them up.	N
36	00:02:33	00:02:34	Professional hit?	N
37	00:02:36	00:02:40	Major fractures and lacerations on his hands.	N
38	00:02:40	00:02:41	Lividity's consistent with body position.	N
39	00:02:41	00:02:43	I don't think it was a body dump.	N
40	00:02:43	00:02:45	So either he walked in or he got a ride.	N
41	00:02:46	00:02:49	Either way, this gravel and glass makes good evidence.	N
42	00:02:50	00:02:52	I'll go ahead and bag a sample.	N
43	00:03:37	00:03:41	Rampart Casino.	N
44	00:03:41	00:03:42	Well, his day started out good.	N
45	00:03:42	00:03:46	He won $436,278.	N
46	00:03:46	00:03:49	Rampart's always been lucky for me.	N
47	00:03:49	00:03:51	So where is this money?	N
48	00:04:00	00:04:02	I found some tire treads.	N
49	00:04:02	00:04:04	I think the vehicle was making a three-point turn.	N
50	00:04:04	00:04:08	And it seems that robbery may be a motive after all.	N
51	00:04:10	00:04:12	Wow!	N
52	00:04:12	00:04:13	Rampart.	N
53	00:04:13	00:04:16	Guess I'll go check that out.	N
54	00:04:16	00:04:17	You can't.	N
55	00:04:17	00:04:22	We found the body under the Whiskey Town sign and the guy just cleaned out the Rampart Casino.	N
56	00:04:22	00:04:24	Coincidence.	N
57	00:04:24	00:04:26	Even if it is, they're still Sam Braun's casinos.	N
58	00:04:26	00:04:28	Why is that a problem?	N
59	00:04:28	00:04:29	He's your father.	N
60	00:04:29	00:04:31	You can't be on this case.	N
61	00:04:31	00:04:35	Gil... Catherine, you have to go home.	N
62	00:05:21	00:05:22	No ticks. It's authentic.	N
63	00:05:26	00:05:28	Logo sticker isn't worn down.	N
64	00:05:28	00:05:29	Watch could be new.	N
65	00:05:29	00:05:31	Guy hits the jackpot, has to celebrate.	N
66	00:05:31	00:05:35	Goes and buys some bling-bling to impress the strippers with.	N
67	00:05:36	00:05:37	What have you got?	N
68	00:05:39	00:05:41	Air conditioned socks.	N
69	00:05:46	00:05:47	Insurance?	N
70	00:05:51	00:05:54	Dealer wins.	N
71	00:05:54	00:05:55	Seven!	N
72	00:06:03	00:06:06	24 is even.	N
73	00:06:14	00:06:18	So, I talked to the pit boss who signed the vic's W-2.	N
74	00:06:18	00:06:19	He was pulling surveillance.	N
75	00:06:19	00:06:21	He remembers the big winner.	N
76	00:06:23	00:06:25	Sam Braun!	N
77	00:06:25	00:06:26	What a surprise!	N
78	00:06:28	00:06:31	The fat kid... he was cheating.	N
79	00:06:31	00:06:33	What do you do about it?	N
80	00:06:33	00:06:34	Well, we had a little chat.	N
81	00:06:34	00:06:36	I didn't kill him.	N
82	00:06:36	00:06:37	Did you take him to the box?	N
83	00:06:37	00:06:40	Gentlemen, these days, we call it the holding room.	N
84	00:06:49	00:06:52	Smells like the cleaning crew just left.	N
85	00:07:02	00:07:07	Security brought the kid 00 a.m.	N
86	00:07:07	00:07:08	I came in.	N
87	00:07:08	00:07:10	We talked.	N
88	00:07:10	00:07:12	00.	N
89	00:07:15	00:07:17	It's all in there.	N
90	00:07:17	00:07:18	Well, good.	N
91	00:07:18	00:07:20	We'll look at the tapes a little later.	N
92	00:07:20	00:07:22	Would you turn off the lights, please?	N
93	00:07:27	00:07:31	It's well within my rights to have a discussion with anyone in my place.	N
94	00:07:31	00:07:34	The kid was cheating.	N
95	00:07:34	00:07:36	I wanted to know how.	N
96	00:07:36	00:07:39	Nobody wins 400K at roulette.	N
97	00:07:39	00:07:41	What's your system?	N
98	00:07:41	00:07:44	Clean living... good karma.	N
99	00:07:44	00:07:47	But either you call the cops and book me now, or I'm out of here.	N
100	00:07:47	00:07:50	You're no longer welcome at the Rampart.	N
101	00:07:50	00:07:52	Awesome.	N
102	00:07:52	00:07:55	Okay, I'll take my money and go.	N
103	00:07:55	00:08:00	Do you have any idea the house advantage in roulette?	N
104	00:08:00	00:08:07	5.26% Albert Einstein had a theory about roulette.	N
105	00:08:07	00:08:11	He said the only way to win at roulette is to steal the money from the table when the croupier isn't looking.	N
106	00:08:11	00:08:14	There's always someone looking.	N
107	00:08:18	00:08:21	Well, maybe it was an inside job, Sam.	N
108	00:08:21	00:08:24	Maybe somebody bought off one of your guys.	N
109	00:08:25	00:08:27	I'm curious.	N
110	00:08:27	00:08:29	What bothers you more?	N
111	00:08:29	00:08:34	The fact that you couldn't pin a murder on me or that Catherine cashed my check?	N
112	00:08:39	00:08:41	There were no strings on that money.	N
113	00:08:43	00:08:47	Just because you can't see something doesn't mean it's not there.	N
114	00:08:47	00:08:50	Believe whatever you like.	N
115	00:08:50	00:08:53	That kid walked out of here with my money.	N
116	00:08:53	00:08:58	If you figure out how he ripped me off, would you let me know?	N
117	00:09:02	00:09:05	For what it's worth, these bruises correspond to the holes in his sock.	N
118	00:09:05	00:09:08	Well, he's been worked over pretty good.	N
119	00:09:08	00:09:10	He's got a nice fat lip.	N
120	00:09:10	00:09:12	Yeah.	N
121	00:09:12	00:09:16	There was a good clot in the wound, and the tissues were contused.	N
122	00:09:16	00:09:19	I'd say it occurred at least an hour or two before death.	N
123	00:09:20	00:09:26	I teased out a couple of small- caliber projectiles from his brain.	N
124	00:09:26	00:09:30	One was embedded in the right frontal cortex.	N
125	00:09:30	00:09:33	The other lodged in the first cervical vertebra.	N
126	00:09:33	00:09:35	It's copper-washed lead.	N
127	00:09:35	00:09:37	Must be a .22.	N
128	00:09:37	00:09:41	You know, historically, .22s were the hit man's bullet of choice.	N
129	00:09:41	00:09:48	They have the energy to enter into the cranial vault, but not enough to exit, so they just ricochet around inside, shredding the gray matter until they stop.	N
130	00:09:49	00:09:50	Nice.	N
131	00:09:50	00:09:57	There's also extensive crush injury to both hands, with fractures of the metacarpals and the phalanges.	N
132	00:09:57	00:09:59	Bruises appear perimortem.	N
133	00:09:59	00:10:02	Any idea what might have caused that kind of damage?	N
134	00:10:02	00:10:06	Given the fracture pattern, I'd guess it was some sort of blunt object.	N
135	00:10:06	00:10:09	Maybe a ball peen hammer.	N
136	00:10:09	00:10:10	What gets you to that?	N
137	00:10:10	00:10:16	They used to tell me back in the days, the first time you got caught cheating, they'd give you a couple whacks on the hand with a ball peen hammer.	N
138	00:10:16	00:10:18	Ow.	N
139	00:10:18	00:10:19	The second time, you'd lose a limb.	N
140	00:10:19	00:10:21	Third time?	N
141	00:10:21	00:10:24	A long walk in the desert with a shovel.	N
142	00:11:00	00:11:01	A computer in his shoe.	N
143	00:11:01	00:11:04	As far as I could tell, it's a wireless receiver.	N
144	00:11:04	00:11:10	It picks up a signal, solenoids drive the points up against the guy's foot, tells him what number to bet.	N
145	00:11:10	00:11:11	Based on what?	N
146	00:11:11	00:11:12	I don't know.	N
147	00:11:12	00:11:13	Archie's working on it right now.	Y
148	00:11:13	00:11:17	Well, if our vic was the receiver, there has to be a transmitter.	Y
149	00:11:17	00:11:18	Hey, I got an ID on our vic.	N
150	00:11:18	00:11:19	A Teddy Keller.	N
151	00:11:19	00:11:23	Everyone who buys a Rolex gets registered at the point of purchase.	Y
152	00:11:23	00:11:24	So I ran the serial number.	Y
153	00:11:24	00:11:27	He bought the watch at the Forum Shops two days ago.	N
154	00:11:27	00:11:29	And I got his home address.	N
