	start	end	text	label
0	00:00:52	00:00:56	No! No!	N
1	00:01:03	00:01:05	Call said one dead body.	N
2	00:01:05	00:01:06	Caught him red-handed.	N
3	00:01:06	00:01:08	Ben Jennings.	N
4	00:01:12	00:01:14	Nick Stokes, Gil Grissom, Las Vegas Crime Lab.	N
5	00:01:14	00:01:16	You want to tell us what's going on?	N
6	00:01:16	00:01:18	What happened here?	N
7	00:01:20	00:01:22	You have anything to say?	N
8	00:01:24	00:01:27	You don't have to talk to us.	N
9	00:01:28	00:01:30	He'll talk to us.	N
10	00:02:07	00:02:09	See that lividity?	N
11	00:02:09	00:02:12	Blood settled at the time of death.	N
12	00:02:12	00:02:15	Body's been moved from the murder scene.	N
13	00:02:15	00:02:16	Impound his car.	N
14	00:02:16	00:02:19	Sorry, guys. I lost you at the fork.	N
15	00:02:19	00:02:21	My bad, Sara.	N
16	00:02:21	00:02:26	Let's process this guy shall we?	N
17	00:02:26	00:02:29	Officer, would you uncuff him, please?!	N
18	00:02:37	00:02:39	Okay, make like a scarecrow for me, partner.	N
19	00:02:41	00:02:42	Arms out, away from your body.	N
20	00:02:42	00:02:45	That's it. Stay just like that.	N
21	00:02:52	00:02:53	Give me your right foot.	N
22	00:02:53	00:02:55	Other right.	N
23	00:02:56	00:02:56	Put it down.	N
24	00:02:57	00:02:58	Lift it up.	N
25	00:02:59	00:03:01	Hold still.	N
26	00:03:03	00:03:07	Possible secondary transfer.	N
27	00:03:09	00:03:11	Got some red fibers.	N
28	00:03:14	00:03:15	Other foot.	N
29	00:03:15	00:03:16	Lift it up.	N
30	00:03:16	00:03:17	Put it down.	N
31	00:03:22	00:03:23	No defensive wounds.	N
32	00:03:23	00:03:26	No hematomas.	N
33	00:03:26	00:03:28	Victim didn't fight back.	N
34	00:03:28	00:03:29	Probably didn't see it coming.	N
35	00:03:32	00:03:33	Matthew...	N
36	00:03:34	00:03:36	tag that body for special processing, VIP room.	N
37	00:03:36	00:03:40	Don't wash it till I get there, and don't touch his fingernails.	N
38	00:03:50	00:03:54	D.B., Mediterranean Casino, Women's Spa.	N
39	00:03:56	00:03:58	Body is Shelley Danvers.	N
40	00:03:58	00:04:01	10/10/81.	N
41	00:04:01	00:04:03	Employee walked in to get towels...	N
42	00:04:06	00:04:08	found her here.	N
43	00:04:15	00:04:21	A young woman, healthy, just reading a magazine and all of a sudden she DFOs?	N
44	00:04:23	00:04:24	Done fell out.	N
45	00:04:24	00:04:26	That's what the night manager says.	N
46	00:04:29	00:04:30	Miss?	N
47	00:04:34	00:04:36	We're from the Crime Lab.	N
48	00:04:36	00:04:39	You found the deceased?	N
49	00:04:39	00:04:42	Yes, I was, um...	N
50	00:04:42	00:04:45	just getting some towels and I walked in and she was there.	N
51	00:04:45	00:04:47	Hey, Brass...	N
52	00:04:47	00:04:48	you touch this body?	N
53	00:04:48	00:04:50	Yeah, I was born yesterday.	N
54	00:04:50	00:04:55	Well, it looks as if the sash may have been tied by somebody else.	N
55	00:04:55	00:04:57	Miss...	N
56	00:04:57	00:05:00	you know anything about redressing the body?	N
57	00:05:00	00:05:01	Well, she was naked.	N
58	00:05:01	00:05:03	I-I-I thought she should be covered.	N
59	00:05:03	00:05:06	Did you move the body here, too?	N
60	00:05:06	00:05:08	Guests were looking in.	N
61	00:05:08	00:05:09	I put a robe on her.	N
62	00:05:09	00:05:12	It's not like it's a crime or anything.	N
63	00:05:12	00:05:14	Actually, it is.	N
64	00:05:14	00:05:17	Makes us doubt the circumstances surrounding the victim's death.	N
65	00:05:22	00:05:23	Flour, maybe?	N
66	00:05:23	00:05:25	But what kind?	N
67	00:05:25	00:05:27	All-purpose?	N
68	00:05:27	00:05:29	Self-rising?	N
69	00:05:29	00:05:30	Pastry?	N
70	00:05:30	00:05:33	Trace will probably have a better idea.	N
71	00:05:35	00:05:39	I'll get DNA to see if there's bits of Ben under the fingernails.	N
72	00:05:39	00:05:40	What about the neck?	N
