	start	end	text	label
0	00:00:25	00:00:26	Hey, Danny.	N
1	00:00:31	00:00:32	Thanks.	N
2	00:01:14	00:01:15	Some night, huh?	N
3	00:01:16	00:01:17	It's ugly out there.	N
4	00:02:10	00:02:15	the criminally insane and sexually violent predators, all with multiple convictions.	N
5	00:02:15	00:02:18	We get all the inmates the prisons can't handle.	N
6	00:02:18	00:02:22	Keep your kits closed and locked when not in use.	N
7	00:02:22	00:02:23	Um, Ms. Sidle, best if you remove the vest.	N
8	00:02:23	00:02:27	New uniforms upset them.	N
9	00:02:32	00:02:38	We're mostly concerned with maintaining psychiatric remission.	N
10	00:02:38	00:02:45	We want to stabilize symptoms and reduce an individual's risk of violence to himself and to others.	N
11	00:02:45	00:02:50	Oh, uh, could actually stop here and put your backs against the wall, please.	N
12	00:02:50	00:02:52	It's standard safety procedure.	N
13	00:03:01	00:03:04	Put your tongue in your mouth, Jake.	N
14	00:03:04	00:03:05	We're moving them all to the Day Room.	Y
15	00:03:12	00:03:13	This is Captain Brass.	N
16	00:03:14	00:03:18	Dr. Grissom and Ms. Sidle are from the Crime Lab.	N
17	00:03:18	00:03:19	Lt. Reed Owens, Desert State Hospital Police.	N
18	00:03:19	00:03:25	We have our own internal police team and Lieutenant Owens was the first officer on the scene after the call came in.	Y
19	00:03:25	00:03:28	The victim was found by Nurse Faber 10 a.m.	N
20	00:03:28	00:03:31	Joanne was coming off shift, I was coming on.	N
21	00:03:31	00:03:34	Doing bed checks, I found Robbie on the floor.	N
22	00:03:34	00:03:37	Kenny was in the corner covered in blood.	N
23	00:03:37	00:03:39	Are the patients locked in their rooms at night?	N
24	00:03:39	00:03:41	No. The doors are left unlocked.	N
25	00:03:41	00:03:44	So they're free to roam around?	N
26	00:03:44	00:03:48	Locked rooms usually lead to patients trying to harm themselves.	N
27	00:03:48	00:03:49	Where's Kenny now?	N
28	00:03:49	00:03:51	He's been taken to seclusion.	N
29	00:03:55	00:03:58	Shh-shh-shh.	N
30	00:03:58	00:04:02	Leon, let's get a couple more milligrams of Lorazepam into him.	N
31	00:04:04	00:04:06	How did he get those wounds?	N
32	00:04:06	00:04:07	Oh, Kenny's a self-mutilator.	N
33	00:04:07	00:04:10	He suffers from Renfield's Syndrome; gets off on blood.	N
34	00:04:10	00:04:11	Shh...	N
35	00:04:11	00:04:17	Couple of weeks ago I caught him gouging himself with a carpet staple.	N
36	00:04:17	00:04:20	He was wearing these clothes when you found him?	N
37	00:04:20	00:04:21	Yes.	N
38	00:04:27	00:04:30	There was blood spatter all over the victim's room.	N
39	00:04:31	00:04:33	Blood but no spatter on Kenny's clothes.	N
40	00:04:33	00:04:35	I'm not sure this is our guy.	N
41	00:04:35	00:04:38	Locked unit. Finite number of suspects.	N
42	00:04:41	00:04:45	Crazy or not... here we come.	N
43	00:05:31	00:05:34	Who's this guy knitting an imaginary sweater?	N
44	00:05:34	00:05:36	How's he know when it's finished?	N
45	00:05:36	00:05:38	His brain tells him that what he's doing is real.	N
46	00:05:38	00:05:40	He has no reason to doubt it.	N
47	00:05:40	00:05:42	Or any desire to.	N
48	00:05:42	00:05:46	They asked John Nash how he could believe that extraterrestrials were sending him messages.	N
49	00:05:46	00:05:52	He said that the messages came to him in the same way that his mathematical ideas did.	N
50	00:05:52	00:05:54	So he had to take them seriously.	N
51	00:05:54	00:05:56	Hey. Valerie Dino.	N
52	00:05:56	00:05:57	I'm the on-call doctor.	N
53	00:05:58	00:05:59	Did you pronounce?	N
54	00:05:59	00:06:00	Yeah.	N
55	00:06:00	00:06:05	The administration asked me to set up some rooms for your interviews, but, uh, personally, I don't see what you hope to accomplish.	N
56	00:06:05	00:06:08	These patients are criminals with severe mental disorders.	N
57	00:06:08	00:06:10	They're not going to give you a straight answer.	N
58	00:06:11	00:06:12	No one ever does.	N
59	00:07:13	00:07:15	I definitely heard something.	N
60	00:07:15	00:07:16	He said, I'll get in!	N
61	00:07:16	00:07:22	No, no, it was, I'm coming in.	N
62	00:07:22	00:07:23	I heard him say it.	N
63	00:07:23	00:07:24	And it's not like he isn't serious.	N
64	00:07:28	00:07:30	Who isn't serious?	N
65	00:07:30	00:07:32	The, uh, perpetrator.	N
66	00:07:35	00:07:38	Can you tell me anything else about him?	N
67	00:07:38	00:07:40	Oh, no, I couldn't.	N
68	00:07:40	00:07:42	Why not?	N
69	00:07:42	00:07:44	He's here.	N
70	00:07:47	00:07:48	In this room?	N
71	00:07:50	00:07:53	Is his name Ronald?	N
72	00:07:53	00:07:55	No. My name is Ronald.	N
73	00:07:56	00:07:57	What's his name?	N
74	00:07:57	00:07:59	He doesn't have a name.	N
75	00:07:59	00:08:01	He's a cricket.	N
76	00:08:01	00:08:03	Here.	N
77	00:08:03	00:08:04	A cricket?	N
78	00:08:05	00:08:06	Yes.	N
79	00:08:06	00:08:09	Trying to burrow a hole in my head.	N
80	00:08:15	00:08:16	I don't sleep.	N
81	00:08:18	00:08:20	Never?	N
82	00:08:23	00:08:25	So what do you do at night?	N
83	00:08:25	00:08:28	Day, night, it don't make no difference.	N
84	00:08:28	00:08:29	I think.	N
85	00:08:32	00:08:33	About what?	N
86	00:08:35	00:08:36	Bitches.	N
87	00:09:18	00:09:20	What's so amusing?	N
88	00:09:20	00:09:25	So let's say you find out who did it, and maybe it's me.	N
89	00:09:27	00:09:30	What are you going to do?	N
90	00:09:30	00:09:33	Are you going to convict me of murder and put me in a bad place?	N
91	00:09:33	00:09:36	Is it you?	N
92	00:09:36	00:09:37	Check the files, sir.	N
93	00:09:37	00:09:40	I'm a rapist, not a murderer.	N
94	00:09:44	00:09:47	Robert Garson?	N
95	00:09:48	00:09:49	Hmm?	N
96	00:09:54	00:09:57	Do you know what happened to Robert Garson?	N
97	00:09:57	00:10:05	Female pig relation hanged, it sped even, well, too.	N
98	00:10:06	00:10:07	What?	N
99	00:10:09	00:10:16	No. I ground it... blindly.	N
100	00:10:16	00:10:17	Wet and dirty.	N
101	00:10:17	00:10:19	Cut the blood oven.	N
102	00:10:19	00:10:23	It spoke justly, repeatedly, calmly.	N
103	00:10:23	00:10:26	Some thin rod dared your wash.	N
104	00:10:26	00:10:32	They foretold this into some ready child, which fell crossly.	N
105	00:10:32	00:10:36	They hag-rode me... again.	N
106	00:10:38	00:10:40	Why are you looking at me?	N
107	00:10:40	00:10:42	You got Leon, he's a spic.	N
108	00:10:42	00:10:44	Earl, the brother.	N
109	00:10:44	00:10:48	And the crazy frickin' jewboy with the bug in his head.	N
110	00:10:52	00:10:55	You know, most of the doctors here are Jewish.	N
111	00:10:55	00:10:57	They're the ones with the access.	N
112	00:11:03	00:11:04	Yeah?	N
113	00:11:05	00:11:07	Dr. Dino.	N
114	00:11:07	00:11:08	Hi.	N
115	00:11:08	00:11:11	Paperwork.	N
116	00:11:11	00:11:13	This is a state-run facility.	N
117	00:11:13	00:11:14	What can I help you with?	N
118	00:11:14	00:11:17	Question about the victim.	N
119	00:11:17	00:11:24	I have heard that in some cases of deviant sexual predisposition, you slow the sex drive...	N
120	00:11:24	00:11:28	If you're talking about chemical castration, the answer is, yes, Robbie was.	N
121	00:11:28	00:11:31	So he didn't masturbate.	N
122	00:11:31	00:11:32	Masturbate, yes.	N
123	00:11:32	00:11:34	Ejaculate, no.	N
124	00:11:34	00:11:37	So the semen that I found on his bed is someone else's?	N
125	00:11:37	00:11:39	Likely.	N
126	00:11:39	00:11:41	Thanks.	N
127	00:11:41	00:11:43	Sure.	N
128	00:11:43	00:11:48	Hey, guys, I found semen in the victim's room and it's probably not his.	N
129	00:11:48	00:11:50	He was chemically castrated.	N
130	00:11:50	00:11:53	So you're thinking the donor could be the killer?	N
131	00:11:53	00:11:58	Sex is the foreplay. Violence is the climax.	N
132	00:11:59	00:12:01	Well... happy swabbing.	N
133	00:12:03	00:12:04	They've been prepped.	N
134	00:12:05	00:12:07	You're all set.	N
135	00:12:07	00:12:08	Thank you, Lieutenant.	N
136	00:12:08	00:12:10	Here you go, padre.	N
137	00:12:10	00:12:12	Wash your worries away.	N
138	00:12:12	00:12:14	Thank you.	N
139	00:12:16	00:12:18	Well, you take that side.	N
140	00:12:21	00:12:22	I'll take Jiminy Cricket.	N
141	00:12:22	00:12:24	Excellent.	N
142	00:12:31	00:12:32	Say ah.	N
143	00:12:32	00:12:33	Ah.	N
144	00:12:35	00:12:36	Thank you.	N
145	00:12:40	00:12:42	Say ah.	N
146	00:12:46	00:12:47	You, too, Leon.	N
147	00:12:47	00:12:48	I work here.	N
148	00:12:48	00:12:50	Exactly.	N
149	00:12:53	00:12:54	Open your mouth, please.	N
150	00:12:56	00:12:57	Would you open your mouth, sir?	N
151	00:13:02	00:13:05	Grissom...	N
152	00:13:05	00:13:07	you take this one.	N
153	00:13:14	00:13:16	Let's start with the stomach contents.	N
154	00:13:16	00:13:18	They're fascinating.	N
155	00:13:18	00:13:22	It reminded me of that scene in Jaws where Dreyfuss cuts open the shark's belly and all kinds of weird things come out.	N
156	00:13:22	00:13:25	You find a license plate?	N
157	00:13:25	00:13:27	Not quite.	N
158	00:13:27	00:13:32	Highlights include Band-Aids, wood chips, hair and half a snapshot.	N
159	00:13:32	00:13:34	Pica?	N
160	00:13:34	00:13:35	Boo?	N
161	00:13:37	00:13:41	Pica is a compulsion to eat non-nutritive food items.	N
162	00:13:41	00:13:45	It's from the Latin word for magpie, a bird with a large and indiscriminate appetite.	N
163	00:13:45	00:13:51	Trichotillomania would explain the pulling out and eating of hair.	N
164	00:13:51	00:13:53	Another OCD disorder.	N
165	00:13:53	00:13:56	I sent hair and blood samples to Tox.	N
166	00:13:56	00:13:58	Stellate lacerations.	N
167	00:13:58	00:14:01	Linear skull fracture extending into the calvarium.	N
168	00:14:01	00:14:04	And contre-coup contusions to the frontal and temporal lobes.	N
169	00:14:04	00:14:07	So C.O.D. was blunt force trauma?	N
170	00:14:07	00:14:08	No. Asphyxiation.	N
171	00:14:08	00:14:10	During the struggle?	N
172	00:14:10	00:14:17	No. Coagulation of the blood tells me that the head trauma was post-mortem, at least two hours after he was suffocated.	N
173	00:14:17	00:14:20	So evidently dead wasn't dead enough.	N
174	00:14:20	00:14:26	I also found ligature marks on the wrists and ankles.	N
175	00:14:26	00:14:29	They showed up during the Y, peri-mortem.	N
176	00:14:29	00:14:32	So, what, tortured? Tied up?	N
177	00:14:32	00:14:34	Restrained.	N
178	00:14:39	00:14:41	Nobody mentioned restraints.	N
179	00:14:45	00:14:47	Would you ever bleach your hair?	N
180	00:14:47	00:14:48	I wouldn't.	N
181	00:14:48	00:14:50	It's so Greg Sanders.	N
182	00:14:50	00:14:55	Most of the hair is the vic's, but I also found that bleached sample as well.	N
183	00:14:55	00:15:00	In my continuing quest to further my standing, I took it upon myself to get you the tox report.	N
184	00:15:00	00:15:01	Thanks. You're welcome.	N
185	00:15:01	00:15:04	Blood came back with pretty hefty levels of Olanzapine.	N
186	00:15:04	00:15:06	That's a potent anti-psychotic.	N
187	00:15:06	00:15:07	Good for drooling.	N
188	00:15:07	00:15:12	And also there's the, uh, not so potent smattering of Ibuprofen.	N
189	00:15:12	00:15:13	That's it? That's it.	N
190	00:15:14	00:15:19	If I were institutionalized, I think I would hope for something better.	N
191	00:15:19	00:15:21	Clonazepam, maybe.	Y
192	00:15:21	00:15:24	What, you, uh, think I'm crazy?	Y
193	00:15:24	00:15:26	Crazy is as crazy does.	N
194	00:15:26	00:15:30	His chart indicated at least four other anti-psychotics.	Y
195	00:15:30	00:15:32	Why wasn't he getting those meds?	N
196	00:15:32	00:15:35	Do I look clairvoyant?	Y
197	00:15:35	00:15:37	News flash from the loony bin.	Y
198	00:15:37	00:15:43	Two reported deaths in the last three years from complications due to restraint procedures.	Y
199	00:15:43	00:15:45	And how many have gone unreported?	N
200	00:15:45	00:15:47	The hospital just got off probation.	N
201	00:15:47	00:15:49	One more death by restraint brings the Feds in.	N
202	00:15:49	00:15:51	Good incentive to keep it quiet.	N
203	00:15:51	00:15:53	Or make it look like someone else did it.	N
204	00:15:53	00:15:56	Yeah. Somebody who's crazy.	N
205	00:15:56	00:15:58	We're legally required to tape all our sessions.	Y
206	00:15:58	00:16:03	This is Robbie in the seclusion room the day he died.	N
207	00:16:13	00:16:17	As you can see, the on-call doctor and Nurse Mckay checked in on him.	N
