Unnamed: 0	start	end	text	label
0	00:00:20	00:00:21	Hi.	N
1	00:00:21	00:00:22	Hey.	N
2	00:00:22	00:00:25	Husband and wife got into it.	N
3	00:00:25	00:00:26	Hmm.	N
4	00:00:26	00:00:27	Hmm.	N
5	00:00:27	00:00:28	What set them off?	N
6	00:00:28	00:00:30	She caught him with a hooker in their bed.	N
7	00:00:30	00:00:31	She cut him.	N
8	00:00:31	00:00:33	He killed her.	N
9	00:00:33	00:00:34	What about the hooker?	N
10	00:00:34	00:00:36	She grabbed his wallet and took off.	N
11	00:00:36	00:00:38	I caught the guy just sitting on a curb.	N
12	00:00:38	00:00:39	I swabbed his hands for blood spatter.	N
13	00:00:39	00:00:42	I am super backed up.	N
14	00:00:42	00:00:43	Can this wait till tomorrow?	N
15	00:00:43	00:00:45	He's not going anywhere.	N
16	00:00:45	00:00:48	Thanks, Mia.	N
17	00:00:48	00:00:49	Yeah...	N
18	00:00:49	00:00:51	Oh, hey, guys.	N
19	00:00:51	00:00:52	I could really use a drink.	N
20	00:00:52	00:00:54	You want to join me? I'm buying.	N
21	00:00:54	00:00:56	I'd love a drink, but we made plans, though?	N
22	00:00:56	00:00:57	You did?	N
23	00:00:57	00:00:58	Tomorrow. Rain check.	N
24	00:00:58	00:00:59	All right.	N
25	00:00:59	00:01:01	Rain check.	N
26	00:01:01	00:01:03	Okay.	N
27	00:01:15	00:01:17	No way you were never married.	N
28	00:01:17	00:01:18	Oh, let me guess.	N
29	00:01:18	00:01:26	You were young, he seemed more mature than he really was, he swept you off your feet, and, uh, he let you fall.	N
30	00:01:26	00:01:29	Bruised, but not broken.	N
31	00:01:29	00:01:31	Get you another one?	N
32	00:01:31	00:01:34	No, I'm good, thanks.	N
33	00:01:35	00:01:37	So you're divorced?	N
34	00:01:41	00:01:43	You?	N
35	00:01:43	00:01:44	Yeah.	N
36	00:01:44	00:01:47	She seemed more mature than she really was, swept me off my feet.	N
37	00:01:48	00:01:49	Kids?	N
38	00:01:49	00:01:53	Uh, yes, I have a daughter.	N
39	00:01:53	00:01:56	If she's got her mother's looks, you're in trouble.	N
40	00:02:06	00:02:08	If I don't get home soon, I will be in trouble.	N
41	00:02:12	00:02:13	Thanks. I needed this.	N
42	00:02:14	00:02:16	If you're blowing me off, no worries.	N
43	00:02:16	00:02:18	But if you're not...	N
44	00:02:23	00:02:24	...give me a call.	N
45	00:02:30	00:02:31	Wait a second.	N
46	00:02:31	00:02:33	Let me walk you to your car.	N
47	00:02:44	00:02:46	I can't do this tonight. I...	N
48	00:02:46	00:02:48	I'll call you.	N
49	00:02:49	00:02:51	What the hell is your problem?	N
50	00:02:56	00:02:58	Go to hell.	N
51	00:03:04	00:03:06	You're not worth the trouble.	N
52	00:03:25	00:03:28	Hello.	N
53	00:03:28	00:03:31	Mom, Mom.	N
54	00:03:31	00:03:32	Grissom just called. I've got to go in.	N
55	00:03:33	00:03:34	I'm backing up grave.	N
56	00:03:34	00:03:35	( sniffs ) What?	N
57	00:03:35	00:03:38	Vodka, with an Altoid chaser.	N
58	00:03:38	00:03:40	I brushed my teeth.	N
59	00:03:40	00:03:44	What did you do, walk into a door?	N
60	00:03:44	00:03:48	Hey, listen, Lindsey's got a dentist appointment before school.	N
61	00:03:48	00:03:50	I wrote all the information down in the kitchen.	N
62	00:03:50	00:03:52	Okay. Okay?	N
63	00:03:52	00:03:53	Thank you.	N
64	00:03:53	00:03:55	Oh, good grief.	N
65	00:04:15	00:04:17	I appreciate this.	N
66	00:04:17	00:04:18	Everyone's out.	N
67	00:04:18	00:04:19	I'm short.	N
68	00:04:19	00:04:22	You're welcome.	N
69	00:04:24	00:04:26	Clotted blood hasn't retracted yet.	N
70	00:04:26	00:04:28	She hasn't been dead long.	N
71	00:04:28	00:04:29	We have an I.D.?	N
72	00:04:29	00:04:32	Yeah, building manager took a peek.	N
73	00:04:32	00:04:34	ID'd her as Alice Granger.	N
74	00:04:34	00:04:35	Apartment 207.	N
75	00:04:35	00:04:37	Moved here about a month ago.	N
76	00:04:37	00:04:41	David, you want to take the, uh, jacket off her face?	N
77	00:04:54	00:04:55	What happened to you?	N
78	00:04:55	00:04:57	I walked into a door.	N
79	00:04:57	00:04:59	Can we not talk about it?	N
80	00:05:01	00:05:02	Gunshot.	N
81	00:05:03	00:05:05	Looks like a small caliber weapon.	N
82	00:05:07	00:05:09	No cartridge casings.	N
83	00:05:10	00:05:12	No purse, no car.	N
84	00:05:12	00:05:13	I put out a BOLO.	N
85	00:05:13	00:05:14	Possible car jacking.	N
86	00:05:23	00:05:27	Usually when a killer covers the victim's face, it suggests familiarity.	N
87	00:05:27	00:05:29	An act of contrition.	N
88	00:05:33	00:05:35	Maybe she knew her attacker.	Y
89	00:05:35	00:05:38	Great. Carjacked by a friend.	N
90	00:05:39	00:05:42	Vartann.	N
91	00:05:42	00:05:43	Yeah, got it.	N
92	00:05:43	00:05:45	We got a 20 on her car.	N
93	00:05:45	00:05:48	You go, I'll stay with the body, I'll meet you there.	N
94	00:06:11	00:06:12	You see anybody get out of the car?	N
95	00:06:12	00:06:14	No, sir. Saw it on patrol.	N
96	00:06:14	00:06:16	You checked the bar? I waited for you.	N
97	00:06:16	00:06:17	No one's exited since we got here.	N
98	00:06:17	00:06:19	Okay, I'll see you inside.	N
99	00:06:23	00:06:25	Can you open it up?	N
100	00:06:34	00:06:36	Thank you.	N
101	00:06:52	00:06:55	I found a gun under the seat.	N
102	00:06:56	00:06:59	.22 Beretta.	N
103	00:06:59	00:07:01	Well, that's small enough to be the weapon.	N
104	00:07:01	00:07:06	So he shoots her, takes her car, and stops off for a drink.	Y
105	00:07:06	00:07:07	He could still be in there.	Y
106	00:07:09	00:07:11	Let's find out.	N
107	00:07:14	00:07:18	Did you hear the one about the cop and the monkey who walk into a bar?	N
108	00:07:18	00:07:20	I'm not in the mood.	N
109	00:07:20	00:07:22	Neither was the monkey.	N
110	00:08:16	00:08:18	Except for the Saturn, all the cars in the lot are accounted for.	N
111	00:08:18	00:08:20	Okay.	N
112	00:08:22	00:08:23	Hi. You recognize this girl?	N
