	start	end	text	label
0	00:00:08	00:00:09	Five! Baby, go!	N
1	00:00:09	00:00:11	Seven. Whoo!	N
2	00:00:28	00:00:30	Changing $100.	N
3	00:00:30	00:00:32	Change $100, go ahead.	N
4	00:00:44	00:00:46	Section G-3, all clear.	N
5	00:00:46	00:00:49	En route to H-4 then Soft Count.	Y
6	00:01:17	00:01:18	Section G-4.	N
7	00:01:18	00:01:20	Security Three intersect at G-5.	Y
8	00:01:20	00:01:22	Contain! Contain!	Y
9	00:01:34	00:01:35	And the body count?	Y
10	00:01:35	00:01:37	Five guards, three civilians wounded.	Y
11	00:01:37	00:01:38	One dead bad guy.	Y
12	00:01:38	00:01:44	Armed robbers snatched the lock boxes from the two high-stakes tables right off the rolling cage.	Y
13	00:01:44	00:01:45	Cash on wheels.	Y
14	00:01:45	00:01:47	Busiest time of night.	Y
15	00:01:47	00:01:49	Three women-- organized and muscled.	Y
16	00:01:49	00:01:50	Small time crooks, Jim.	N
17	00:01:50	00:01:53	Hey, they got away with 250 K.	N
18	00:01:53	00:01:56	That's a mere pittance to a Vegas casino.	Y
19	00:01:56	00:01:59	Cashiers alone are sitting on a million and change.	N
20	00:01:59	00:02:03	Small time or not these ladies are dangerous.	N
21	00:02:06	00:02:08	Dangerous, yes.	N
22	00:02:08	00:02:10	Ladies...	N
23	00:02:12	00:02:13	no.	N
24	00:02:58	00:03:02	These guys packed enough .45 caliber ammo for a small army.	N
25	00:03:02	00:03:05	Security managed to return a few rounds.	N
26	00:03:05	00:03:06	Nine millimeter.	N
27	00:03:06	00:03:10	Less than a year ago security couldn't even carry guns.	Y
28	00:03:10	00:03:12	Times have changed.	N
29	00:03:12	00:03:13	Yeah.	N
30	00:03:14	00:03:16	The same M.O. as Laughlin.	N
31	00:03:16	00:03:20	Last month, Cottage Casino, men dressed as women shot the place to hell.	Y
32	00:03:20	00:03:21	In and out in under five.	Y
33	00:03:21	00:03:23	My bet was that that was the practice run.	Y
34	00:03:23	00:03:25	And the more you practice...	N
35	00:03:25	00:03:27	I don't know what the hell's going on with the world.	Y
36	00:03:27	00:03:29	Everything's crazy.	Y
37	00:03:29	00:03:30	I risk my life just coming into work.	N
38	00:03:30	00:03:32	Makes you miss the mob days, huh?	N
39	00:03:32	00:03:34	Back then, this never would've happened.	Y
