	Unnamed: 0.1	Unnamed: 0	start	end	text	label
0	0	0	00:01:01	00:01:03	I heard you got some head.	N
1	1	1	00:01:03	00:01:04	Just came in.	N
2	2	2	00:01:04	00:01:05	How'd you know?	N
3	3	3	00:01:05	00:01:11	I arranged house seats for David to see Celine, so he pages me the minute you get anything perishable.	N
4	4	4	00:01:11	00:01:12	Sellout.	N
5	5	5	00:01:18	00:01:19	Oh... formaldehyde.	N
6	6	6	00:01:19	00:01:22	Yeah, it fixes tissue, but it destroys DNA.	N
7	7	7	00:01:22	00:01:24	No ID through CODIS.	N
8	8	8	00:01:24	00:01:26	Quite a bit of leaf litter.	N
9	9	9	00:01:26	00:01:29	Puncture wound above the orbital plate.	N
10	10	10	00:01:30	00:01:32	That looks like animal activity.	N
11	11	11	00:01:32	00:01:33	Heavy decomp.	N
12	12	12	00:01:33	00:01:34	It's going to be, uh...	N
13	13	13	00:01:35	00:01:38	virtually impossible to determine time of death.	N
14	14	14	00:01:38	00:01:39	This neck wasn't severed.	N
15	15	15	00:01:39	00:01:40	It was disarticulated.	N
16	16	16	00:01:40	00:01:43	No skill involved.	N
17	17	17	00:01:45	00:01:46	Oh-oh.	N
18	18	18	00:01:46	00:01:47	I take that back.	N
19	19	19	00:01:47	00:01:50	That took skill.	N
20	20	20	00:01:55	00:01:57	The unkindest cut of all.	N
21	21	21	00:02:36	00:02:38	There's more plant material here than geological.	N
22	22	22	00:02:39	00:02:42	Hair roots and scalp are relatively clean.	N
23	23	23	00:02:44	00:02:46	So the vic wasn't buried?	N
24	24	24	00:02:46	00:02:47	You tell me.	N
25	25	25	00:02:47	00:02:48	I will.	N
26	26	26	00:02:48	00:02:53	Leaves and needles and dirt-- that's good as a map.	N
27	27	27	00:03:01	00:03:02	Any idea when Grissom'll be back?	N
28	28	28	00:03:02	00:03:04	Nope.	N
29	29	29	00:03:04	00:03:05	It's going to be a while.	N
30	30	30	00:03:07	00:03:09	Jackpot, Nevada.	N
31	31	31	00:03:09	00:03:11	Where the hell is that?	N
32	32	32	00:04:07	00:04:08	Good morning.	N
33	33	33	00:04:08	00:04:10	I'm with the Las Vegas Crime Lab, and I...	N
34	34	34	00:04:10	00:04:11	Hey, Alan!	N
35	35	35	00:04:11	00:04:12	This guy's here about the head.	N
36	36	36	00:04:14	00:04:16	Bet a wolf got him.	N
37	37	37	00:04:16	00:04:18	There's no wolves around here, dumbass.	N
38	38	38	00:04:18	00:04:19	Bears.	N
39	39	39	00:04:19	00:04:21	Ten bucks says satanic cult.	N
40	40	40	00:04:21	00:04:22	Lieutenant Alan Brooks.	N
41	41	41	00:04:22	00:04:24	This is my brother Leland.	N
42	42	42	00:04:24	00:04:26	How do you do? Gil Grissom, Las Vegas Crime Lab.	N
43	43	43	00:04:26	00:04:28	May I?	N
44	44	44	00:04:28	00:04:29	Have a seat.	N
45	45	45	00:04:29	00:04:33	Things must be pretty slow in Vegas to get one of you guys out here so quick.	N
46	46	46	00:04:33	00:04:35	Well, the Elko County Sheriff made the request.	N
47	47	47	00:04:35	00:04:36	We were happy to respond.	N
48	48	48	00:04:36	00:04:37	It's an interesting case.	N
49	49	49	00:04:37	00:04:40	Mmm, not particularly.	N
50	50	50	00:04:40	00:04:44	It was probably some hiker or transient who got lost, took a bad luck fall.	N
51	51	51	00:04:44	00:04:46	Must have been a heck of a fall.	N
52	52	52	00:04:46	00:04:48	His head's in a plastic jar.	N
53	53	53	00:04:48	00:04:50	Listen, I filed the report.	N
54	54	54	00:04:50	00:04:51	I sent in the head.	N
55	55	55	00:04:51	00:04:54	Five'll get you ten, there's not much left of that body out there but coyote turds.	N
56	56	56	00:04:56	00:04:59	Look, nobody from this community's been reported missing.	N
57	57	57	00:04:59	00:05:03	And I just don't have the resources to go searching for what might be left.	N
58	58	58	00:05:03	00:05:05	Well, you do now.	N
59	59	59	00:05:05	00:05:08	There'd better be a whole lot more of you out there.	N
60	60	60	00:05:10	00:05:12	Have a good one, Marty.	N
61	61	61	00:05:14	00:05:21	Lieutenant, the preliminary autopsy revealed a single, straight, two-inch cut on the victim's jaw.	N
62	62	62	00:05:21	00:05:24	It was a blade mark.	N
63	63	63	00:05:24	00:05:28	So, there's not just a body out there, there's also a killer.	N
64	64	64	00:05:30	00:05:33	Of all the plant life gathered from the head, the conifers are the key.	N
65	65	65	00:05:33	00:05:36	The one on the left-- Abies zasiocarpa.	N
66	66	66	00:05:36	00:05:41	The one on the right is Picea engelmannii, Engelmann spruce.	N
67	67	67	00:05:41	00:05:43	Spruce and fir trees.	N
68	68	68	00:05:44	00:05:45	Typical mountain forest.	N
69	69	69	00:05:46	00:05:48	Typical for 9,000 feet above sea level.	N
70	70	70	00:05:48	00:05:51	The wood fragments are either cottonwood or aspen.	N
71	71	71	00:05:51	00:05:53	And aspens only grow in areas that have been cleared.	N
72	72	72	00:05:53	00:05:57	Fire, roads or... logging.	N
73	73	73	00:05:58	00:06:03	After a major forest fire, manzanita bushes grow like weeds for decades.	N
74	74	74	00:06:03	00:06:06	No manzanita leaves here.	N
75	75	75	00:06:06	00:06:13	Which means that the head was on a damp north-facing slope, at least 9,000 feet up, cleared, but not recently exposed to fire.	N
76	76	76	00:06:14	00:06:15	Grissom.	N
77	77	77	00:06:15	00:06:18	Is the service actually bad out there or are you just keeping your phone off?	N
78	78	78	00:06:18	00:06:20	I'm sorry. I should've called.	N
79	79	79	00:06:20	00:06:24	This trip wouldn't have anything to do with you ducking case reviews, now would it?	N
80	80	80	00:06:24	00:06:25	How can you think that?	N
81	81	81	00:06:25	00:06:27	You wouldn't mind taking care of those for me, would you?	N
82	82	82	00:06:27	00:06:30	Oh, your job, my pay. Why would I care?	N
83	83	83	00:06:30	00:06:31	I'll make it up to you.	N
84	84	84	00:06:31	00:06:32	Yeah, you had better.	N
85	85	85	00:06:40	00:06:43	Hodges ID'd your leaf litter.	N
86	86	86	00:06:44	00:06:47	Good. Thanks. I owe you one.	N
87	87	87	00:06:47	00:06:48	Trouble with the wife?	N
88	88	88	00:06:48	00:06:49	Yeah.	N
89	89	89	00:06:49	00:06:52	She hates it when we're apart.	N
90	90	90	00:06:53	00:06:55	So your dog found the head?	N
91	91	91	00:06:56	00:06:59	Well, Tripper's not exactly a Chihuahua.	N
92	92	92	00:06:59	00:07:01	Goes where he wants, comes back for dinner.	N
93	93	93	00:07:01	00:07:03	Sometimes he brings dinner back.	N
94	94	94	00:07:03	00:07:06	Tripper! Come on, buddy, dinner.	N
95	95	95	00:07:06	00:07:09	Oh, what is it this time, a rabbit or a possum?	N
96	96	96	00:07:09	00:07:10	Is he okay?	N
97	97	97	00:07:10	00:07:12	Well, he got a little lethargic after chewing on that head.	N
98	98	98	00:07:12	00:07:14	Took him to the vet, ran some tests.	N
99	99	99	00:07:14	00:07:15	He got better.	N
100	100	100	00:07:15	00:07:16	I just want to keep him that way.	N
101	101	101	00:07:17	00:07:21	Where there's a head there's got to be hands and feet, and sooner or later, he'll dig 'em up.	N
102	102	102	00:07:21	00:07:22	Or what's left of 'em.	N
103	103	103	00:07:22	00:07:25	No offense, Sylvia, but he's not exactly a scent hound.	N
104	104	104	00:07:25	00:07:28	All animals can smell rotting flesh.	N
105	105	105	00:07:28	00:07:33	Studies have shown that when domestic pets bring back human body parts, usually the remains are within a half-mile radius.	N
106	106	106	00:07:33	00:07:34	They do studies on that?	N
107	107	107	00:07:34	00:07:36	It occurs more than you think.	N
108	108	108	00:07:36	00:07:39	Have you noticed any buzzards or vultures around?	N
109	109	109	00:07:39	00:07:40	All the time.	N
110	110	110	00:07:41	00:07:41	Thanks.	N
111	111	111	00:07:46	00:07:48	So, are we done here?	N
112	112	112	00:07:50	00:07:52	This slope faces north, doesn't it?	N
113	113	113	00:07:53	00:07:54	Yeah.	N
114	114	114	00:07:54	00:07:56	You know that old expression, heads will roll?	N
115	115	115	00:07:56	00:07:59	It's true-- especially downhill.	N
116	116	116	00:08:00	00:08:03	Barry, drop the doughnut.	N
117	117	117	00:08:03	00:08:05	You gotta earn your pay today.	N
118	118	118	00:08:12	00:08:13	Afraid you're going to trip over something?	N
119	119	119	00:08:13	00:08:14	I'm hoping.	N
120	120	120	00:08:14	00:08:16	Bodies make good fertilizer.	N
121	121	121	00:08:17	00:08:20	You often see fresh, green shoots near a gravesite.	N
122	122	122	00:08:20	00:08:23	Must be nice to know the answer to every little thing.	N
123	123	123	00:08:23	00:08:25	I prefer questions, actually.	N
124	124	124	00:08:26	00:08:28	And I don't, I suppose.	N
125	125	125	00:08:28	00:08:31	Remember that waitress, Doris?	N
126	126	126	00:08:31	00:08:35	Well, she's got an ex-husband likes to smack her around every once in a while.	N
127	127	127	00:08:36	00:08:45	High school's got a dozen meth-heads who like boosting motorcycles and then drag racing 'em down Main Street, when they think nobody's watching.	N
128	128	128	00:08:45	00:08:47	Fire chief's a closet pyro, and so forth.	N
129	129	129	00:08:47	00:08:53	See, I don't have a lot of time to ask questions about buzzards and such.	N
130	130	130	00:08:53	00:08:57	That's an aspen tree, in case you were wondering.	N
131	131	131	00:08:57	00:08:58	Lieutenant! Over here.	N
132	132	132	00:09:02	00:09:04	Step away from there, would you please, fellas?	N
133	133	133	00:09:04	00:09:05	Don't disturb the scene.	N
134	134	134	00:09:14	00:09:16	Carabid beetles.	N
135	135	135	00:09:16	00:09:19	Second instar maggots.	N
136	136	136	00:09:25	00:09:26	Formica obscuripes.	N
137	137	137	00:09:27	00:09:28	Let me guess.	N
138	138	138	00:09:28	00:09:30	You like bugs?	N
139	139	139	00:09:30	00:09:32	Yeah, I do. They're perfect.	N
140	140	140	00:09:32	00:09:35	They always do their jobs.	N
141	141	141	00:09:35	00:09:39	This body's been here four to seven days.	N
142	142	142	00:09:39	00:09:42	How deep would you say this hole is, Lieutenant?	N
143	143	143	00:09:42	00:09:48	I'd say about four feet, depending on...	N
144	144	144	00:09:48	00:09:49	how he's stuffed in there.	N
145	145	145	00:09:49	00:09:54	Takes a fair amount of dedication to dig a hole this deep up here, don't you think?	N
146	146	146	00:09:54	00:09:56	Unless the killer had help.	N
147	147	147	00:09:56	00:09:57	Maybe.	N
148	148	148	00:10:05	00:10:07	It's like you said-- he was cut.	N
149	149	149	00:10:07	00:10:09	This blood's not from a cut.	N
150	150	150	00:10:09	00:10:11	The drops imply directionality.	N
151	151	151	00:10:12	00:10:13	The stellated circles imply...	N
152	152	152	00:10:13	00:10:15	perpendicular impact.	N
153	153	153	00:10:15	00:10:18	This spatter is in direct line with the victim's carotid.	N
154	154	154	00:10:18	00:10:21	It's arterial spurt.	N
155	155	155	00:10:21	00:10:23	Are you saying he was alive when he was buried?	N
156	156	156	00:10:23	00:10:26	I think that the cut we found on his jaw...	N
157	157	157	00:10:26	00:10:29	was a lure to draw predators.	N
158	158	158	00:10:40	00:10:42	This wasn't just murder.	N
159	159	159	00:10:42	00:10:44	It was torture.	N
160	160	160	00:10:49	00:10:53	Hey, Einstein, we going to stand here all day or what?	N
161	161	161	00:10:54	00:10:56	You're going to have to be patient, Lieutenant.	N
162	162	162	00:10:57	00:10:59	The scene hasn't been released yet.	N
163	163	163	00:11:04	00:11:08	You know, this may be a variation on an old Native American form of punishment.	N
164	164	164	00:11:08	00:11:10	The body was bound and buried up to its neck.	N
165	165	165	00:11:10	00:11:15	Tree sap was poured over the head to attract ants.	N
166	166	166	00:11:15	00:11:17	Punishment for what?	N
167	167	167	00:11:17	00:11:18	You see?	N
168	168	168	00:11:18	00:11:20	That's a good question.	N
169	169	169	00:11:22	00:11:24	About time, Dale.	N
170	170	170	00:11:29	00:11:33	You are the coroner, I presume.	N
171	171	171	00:11:33	00:11:34	Mr. Grissom.	N
172	172	172	00:11:34	00:11:35	Dr. Dale Sterling.	N
173	173	173	00:11:35	00:11:36	I sent you the head.	N
174	174	174	00:11:38	00:11:39	How can I help?	N
175	175	175	00:11:39	00:11:43	Well, we can't touch the body until you authorize it.	N
176	176	176	00:11:43	00:11:45	Oh.	N
177	177	177	00:11:52	00:11:54	He's dead.	N
178	178	178	00:11:54	00:11:55	You're authorized.	N
179	179	179	00:11:55	00:11:56	Thanks, Doc. That's nice work.	N
180	180	180	00:11:56	00:11:57	Can we get it out now?	N
181	181	181	00:11:57	00:12:00	There may be evidence in the gravesite.	N
182	182	182	00:12:00	00:12:01	We need to preserve it.	N
183	183	183	00:12:01	00:12:05	Okay, so what do you want to do, call your lab?	N
184	184	184	00:12:05	00:12:07	Have them send the right gear, the right guys, what?	N
185	185	185	00:12:07	00:12:09	The site's already been compromised.	N
186	186	186	00:12:09	00:12:11	We'll make do with what we have here.	N
187	187	187	00:12:11	00:12:14	Now, for each foot of dirt that's removed, go on a separate bag.	N
188	188	188	00:12:14	00:12:16	I'll sift through it later.	N
189	189	189	00:12:16	00:12:18	All right. Out of the way, Doc.	N
190	190	190	00:12:18	00:12:19	Pardon me. Hold on.	N
191	191	191	00:12:19	00:12:22	Make sure your shovels don't get within six inches of that body.	N
192	192	192	00:12:22	00:12:25	Can we please get on with getting him out of there?	N
193	193	193	00:12:25	00:12:26	We're losing light.	N
194	194	194	00:12:42	00:12:45	I was in the 99th percentile on the MCATs.	N
195	195	195	00:12:45	00:12:48	I could have gone to med school.	N
196	196	196	00:12:48	00:12:50	I chose to be a vet.	N
197	197	197	00:12:50	00:12:54	Well, veterinary school's harder to get into than medical school.	N
198	198	198	00:12:54	00:12:57	That's not what I was looking at.	N
199	199	199	00:12:57	00:13:00	This is you and that gal from the diner.	N
200	200	200	00:13:00	00:13:01	Doris.	N
201	201	201	00:13:01	00:13:02	We were married.	N
202	202	202	00:13:02	00:13:04	High school sweethearts.	N
203	203	203	00:13:04	00:13:06	Didn't work out.	N
204	204	204	00:13:09	00:13:12	It's not all just cats and dogs and spays and neuters.	N
205	205	205	00:13:12	00:13:15	I've delivered half a dozen foals by C-section.	N
206	206	206	00:13:15	00:13:17	I know how to cut.	N
207	207	207	00:13:17	00:13:20	I could... I could do the autopsy right here.	N
208	208	208	00:13:20	00:13:24	Only a licensed pathologist can perform an autopsy.	N
209	209	209	00:13:24	00:13:28	All we're allowed to do is search for evidence on the body.	N
210	210	210	00:13:28	00:13:29	And then what?	N
211	211	211	00:13:29	00:13:30	Then we take it to Vegas.	N
212	212	212	00:13:30	00:13:34	Tonight. We'll need someone to drive the body.	N
213	213	213	00:13:34	00:13:36	Barry, it's your lucky day. Get your car.	N
214	214	214	00:13:36	00:13:37	Come on.	N
215	215	215	00:13:37	00:13:39	Our medical examiner will send you his report.	N
216	216	216	00:13:39	00:13:44	You'll need to sign the death certificate as to cause and manner of death.	N
217	217	217	00:13:55	00:13:58	No wallet and no ID.	N
218	218	218	00:14:05	00:14:07	What have you got there?	N
219	219	219	00:14:07	00:14:09	Well, I'm not sure yet.	N
220	220	220	00:14:22	00:14:24	No ligature marks.	N
221	221	221	00:14:24	00:14:25	Well, he wasn't tied up?	N
222	222	222	00:14:25	00:14:26	Apparently not.	N
223	223	223	00:14:26	00:14:29	Well, no one just lets themselves get buried alive.	N
224	224	224	00:14:29	00:14:31	Well, maybe the killer had a gun on him.	N
225	225	225	00:14:31	00:14:36	Well, you can't dig a hole and hold a gun on an unbound victim all at the same time.	N
226	226	226	00:14:36	00:14:38	Well, maybe the hole was dug earlier?	N
227	227	227	00:14:38	00:14:40	That would imply premeditation.	N
228	228	228	00:14:40	00:14:42	Or more than one killer.	N
229	229	229	00:14:44	00:14:46	Maybe the victim was drugged.	N
230	230	230	00:14:46	00:14:51	Sylvia Rogers's dog got sick after chewing on the victim's head, correct?	N
231	231	231	00:14:52	00:14:53	That's right.	N
232	232	232	00:14:53	00:14:55	Did you do blood work?	N
233	233	233	00:14:55	00:14:56	I sent it off to a lab in Reno.	N
234	234	234	00:14:56	00:14:58	Still waiting for the results.	N
235	235	235	00:14:58	00:14:59	Call the lab.	N
236	236	236	00:14:59	00:15:03	Have them do a full drug and tox panel on the blood.	N
237	237	237	00:15:06	00:15:11	Maybe whatever was in this man's body is also in the dog's.	N
238	238	238	00:15:18	00:15:20	Hold on a second, fellows.	N
239	239	239	00:15:40	00:15:42	Okay.	N
240	240	240	00:15:43	00:15:44	Say cheese.	N
241	241	241	00:15:45	00:15:47	Oh, what the hell was that for?	N
242	242	242	00:15:47	00:15:49	Souvenir.	N
243	243	243	00:15:49	00:15:50	Why, is that French for evidence?	N
244	244	244	00:15:51	00:15:51	Straight drive, Barry.	N
245	245	245	00:15:52	00:15:53	Stay out of the casinos.	N
246	246	246	00:15:53	00:15:55	You got it, boss.	N
247	247	247	00:15:55	00:15:57	You boys have a good night.	N
248	248	248	00:16:02	00:16:04	Man.	N
249	249	249	00:16:04	00:16:07	It was one hell of day.	N
250	250	250	00:16:09	00:16:11	You need a place to sleep?	N
251	251	251	00:16:11	00:16:14	I need a place to work.	N
252	252	252	00:17:09	00:17:11	Did I miss a memo or something?	N
253	253	253	00:17:11	00:17:13	Oh, no.	N
254	254	254	00:17:13	00:17:14	Grissom's on a safari.	N
255	255	255	00:17:14	00:17:17	He's got you pushing his paperwork, huh?	N
256	256	256	00:17:17	00:17:19	Oh, no. I'm trying to avoid that.	N
257	257	257	00:17:19	00:17:24	His headless D.B. had a Western LVU bookstore receipt in his pocket.	N
258	258	258	00:17:24	00:17:25	Grissom just unraveled it.	N
259	259	259	00:17:25	00:17:26	Really?	N
260	260	260	00:17:26	00:17:28	Wow!	N
261	261	261	00:17:28	00:17:30	Some of these books are 100 bucks a pop.	N
