Unnamed: 0	start	end	text	label
0	00:00:29	00:00:36	You can breathalyze me all you want, but the broad came right at me, I swear.	N
1	00:00:36	00:00:38	It wasn't my fault.	N
2	00:00:38	00:00:44	Ooh, that's what happens when 6,000 pounds of thrust meets three feet of hood.	N
3	00:00:44	00:00:46	This was not a fair fight.	N
4	00:00:55	00:00:58	Well, now, how did she end up way over here?	N
5	00:00:58	00:01:02	There must be 20 feet of rubber burned into this asphalt.	N
6	00:01:02	00:01:05	She was braking hard.	N
7	00:01:05	00:01:07	She definitely swerved out of her lane.	N
8	00:01:09	00:01:13	I think I may know why.	N
9	00:01:19	00:01:21	What kind of animal are we talking about here?	N
10	00:01:21	00:01:23	A big one.	N
11	00:01:24	00:01:27	The victim could have clipped the animal when it ran in front of her.	N
12	00:01:29	00:01:31	Well, it can't have gone far.	N
13	00:02:50	00:02:53	Hmm. Ooh. Not much padding.	N
14	00:02:53	00:02:54	Whoa.	N
15	00:02:54	00:02:56	This is incredibly detailed.	N
16	00:02:56	00:02:59	Eyelashes, nostrils...	N
17	00:02:59	00:03:01	Oh, yeah.	N
18	00:03:01	00:03:02	That's what you see out of.	N
19	00:03:02	00:03:06	I once dated the Detroit Lions mascot. Off-season.	N
20	00:03:06	00:03:09	Dutch was his name.	N
21	00:03:09	00:03:12	The breadth of your social experience never ceases to impress me.	N
22	00:03:16	00:03:19	Dutch never had furballs, though.	N
23	00:03:29	00:03:31	Are you all right, David?	N
24	00:03:31	00:03:34	It's just... disturbing.	N
25	00:03:34	00:03:39	There was a big raccoon who hosted an after-school kids show when I was little.	N
26	00:03:39	00:03:41	Stripey.	N
27	00:03:41	00:03:42	Everybody loved him.	N
28	00:03:42	00:03:45	I loved him.	N
29	00:03:45	00:03:51	Stripey's brother suffered blunt force trauma caused by a violent collision with a moving vehicle.	N
30	00:04:02	00:04:08	The eternal question-- why did the man in the raccoon suit cross the road?	N
31	00:04:18	00:04:20	Frozen stiff.	N
32	00:04:20	00:04:24	Looks like he died trying to get out.	N
33	00:04:24	00:04:27	Trying to get to the door, maybe.	N
34	00:04:27	00:04:30	It got messy.	N
35	00:04:30	00:04:32	Check out the shotgun spatter.	N
36	00:04:32	00:04:34	Single blast.	N
37	00:04:34	00:04:36	Went in, went out.	N
38	00:04:36	00:04:40	Ooh. This has got to be the coldest place in Vegas.	N
39	00:04:40	00:04:42	Let's go. Vega's got the security guard.	N
40	00:04:42	00:04:44	Yeah, he's not going anywhere.	N
41	00:04:51	00:04:53	So, Peter, when you checked in...	N
42	00:04:53	00:04:54	Not Peter.	N
43	00:04:54	00:04:56	Petey. P-E-T-E-Y.	N
