	start	end	text
0	00:00:16	00:00:19	Five grand?!
1	00:00:19	00:00:22	For this?!
2	00:00:22	00:00:23	It speaks to me.
3	00:00:23	00:00:24	Really.
4	00:00:24	00:00:27	Well, look at the face-- no expression.
5	00:00:27	00:00:29	'Cause it's a frying pan.
6	00:00:31	00:00:32	Come over here.
7	00:00:39	00:00:40	Now are you getting hungry?
8	00:00:40	00:00:42	The Golden Nugget has a really good steak house.
9	00:00:42	00:00:44	Come on, Nick, just give it a try.
10	00:00:45	00:00:47	Tell me what you see.
11	00:00:47	00:00:50	Okay, uh, a banged-up muffler.
12	00:00:51	00:00:52	Car accident.
13	00:00:53	00:00:54	No?
14	00:00:54	00:00:56	What then?
15	00:00:56	00:00:59	Mm... says to me...
16	00:00:59	00:01:06	two people breaking down the walls that they've built around their hearts, surrendering to their innermost feelings.
17	00:01:08	00:01:10	That's really nice.
18	00:01:10	00:01:11	Thank you.
19	00:01:11	00:01:15	All right, okay, I can do some curating here.
20	00:01:18	00:01:21	Oh, boy, this one's yelling at me.
21	00:01:21	00:01:23	Oh, yeah? Yeah.
22	00:01:23	00:01:27	Yeah, the cement, the brick, the metal...
23	00:01:27	00:01:28	It's very heavy.
24	00:01:28	00:01:35	We all carry a load in this life and if we can't overcome our burdens, we'll be crushed like a beer can.
25	00:01:35	00:01:37	That was beautiful.
26	00:01:37	00:01:39	Thank you.
27	00:01:45	00:01:47	Oh, wow! It's interactive.
28	00:01:50	00:01:52	Whew.
29	00:01:52	00:01:53	You know what it's telling me now?
30	00:01:53	00:01:55	What?
31	00:01:55	00:01:57	This date's over.
32	00:01:58	00:02:00	Hi.
33	00:02:00	00:02:01	Thank you.
34	00:02:07	00:02:08	Nice catch.
35	00:02:08	00:02:10	It's definitely human.
36	00:02:10	00:02:13	You think there's a real arm in there?
37	00:02:13	00:02:16	At these prices, I'm thinking an arm and a leg.
38	00:02:18	00:02:20	Hey, come here.
39	00:02:23	00:02:25	Which one is she? Hmm?
40	00:02:25	00:02:26	Oh, come on.
41	00:02:26	00:02:28	Art gallery opening. It's not your thing.
