	start	end	text
0	00:00:01	00:00:05	Welcome to Jefferson High, home of the Pelicans.
1	00:00:05	00:00:07	Pelican pride.
2	00:00:07	00:00:11	Pelicans are, by the way, a shore bird-- Pelecanus occidentalis.
3	00:00:11	00:00:13	A water bird mascot in the desert?
4	00:00:13	00:00:16	Ooh, here comes Principal Meadows.
5	00:00:16	00:00:19	(laughs) Hi. Did you have a good weekend, Mason? Mm-hmm.
6	00:00:19	00:00:21	Um, what about that football game?
7	00:00:21	00:00:23	Ah, Turk was fantastic.
8	00:00:23	00:00:25	Oh, go... Pelicans!
9	00:00:25	00:00:26	Wait!
10	00:00:28	00:00:30	Turk can't name the vice president.
11	00:00:30	00:00:31	No joke.
12	00:00:31	00:00:33	And he's one failed test away from flunking out.
13	00:00:33	00:00:35	Ooh, but don't take my word for it.
14	00:00:35	00:00:37	Hey, Turk.
15	00:00:37	00:00:39	70 yards passing, not bad!
16	00:00:39	00:00:40	Oh, Chugga-Brew. I want to talk to you.
17	00:00:40	00:00:42	Uh, I'm busy, Turk.
18	00:00:42	00:00:44	Come on, man. This vertex of the para-boola is driving me nuts.
19	00:00:44	00:00:46	You're the only one who can explain it to me.
20	00:00:46	00:00:47	Maybe next time.
21	00:00:47	00:00:50	I almost feel sorry for him.
22	00:00:50	00:00:52	What up, boy?
23	00:00:52	00:00:57	Aw, is Mason making a little selfie video for his mommy?
24	00:00:57	00:00:58	Hi, Mason.
25	00:00:58	00:01:00	Come on, Hannah, give it back.
26	00:01:00	00:01:05	Wow, this thing is, like, five generations old.
27	00:01:05	00:01:08	Pretty lame for a tech geek.
28	00:01:08	00:01:09	What do you want?
29	00:01:09	00:01:12	World peace, Mason. World peace.
30	00:01:14	00:01:15	Great talk.
31	00:01:15	00:01:18	You know, I still can't believe you don't have a girlfriend.
32	00:01:19	00:01:22	Right here, Mason...
33	00:01:22	00:01:23	Hannah's my next-door neighbor.
34	00:01:23	00:01:27	We used to play kick the can and hang out, but then she got her braces off.
35	00:01:27	00:01:29	Hey, sweetie.
36	00:01:29	00:01:32	Remember to take the car in after school-- oil change.
37	00:01:32	00:01:33	I know.
38	00:01:33	00:01:35	You told me a billion times.
39	00:01:35	00:01:36	(sighs) That's my mom.
40	00:01:36	00:01:38	She teaches earth science here.
41	00:01:38	00:01:41	Ah, famous Pelican cheerleaders.
42	00:01:41	00:01:43	Good news, bad news.
43	00:01:43	00:01:45	Bad news-- it's eighth period.
44	00:01:45	00:01:48	Good news-- it's eighth period. (booming)
45	00:01:51	00:01:53	Holy crap, he's...
46	00:01:53	00:01:55	My God, someone call 911!
47	00:01:55	00:01:57	Grab a blanket, get some water! Call 911!
48	00:01:57	00:02:00	I got you, Chet, I got you.
49	00:02:00	00:02:01	Call an ambulance! Now!
50	00:02:07	00:02:09	Ed...
51	00:02:09	00:02:10	is he...?
52	00:02:14	00:02:16	Everybody, report to your homerooms.
53	00:02:16	00:02:18	Everybody, go back to class, come on.
54	00:02:36	00:02:37	Hey, Dave.
55	00:02:37	00:02:38	Hey.
56	00:02:38	00:02:40	Any I.D. on our burning man?
57	00:02:40	00:02:42	Chet Messner.
58	00:02:42	00:02:44	Taught chemistry.
59	00:02:44	00:02:48	Sadly appropriate, given his extreme thermal and chemical burns.
60	00:02:48	00:02:50	Fourth degree charring.
61	00:02:50	00:02:51	No one's gonna survive that.
62	00:02:51	00:02:52	Nope.
63	00:02:52	00:02:53	Any luck retracing his steps?
64	00:02:53	00:02:55	Yeah.
65	00:02:55	00:02:58	Uh, looks like the vic was in the classroom when something went wrong.
66	00:02:58	00:03:00	That's an understatement.
67	00:03:00	00:03:02	Clearly there was an explosion.
68	00:03:02	00:03:04	It appears he was doing some prep work for an experiment.
69	00:03:04	00:03:07	So, we're looking at an accident.
70	00:03:07	00:03:09	Maybe not, actually.
71	00:03:09	00:03:11	Look, I, um, I found his cell phone.
72	00:03:11	00:03:13	He received an anonymous text this morning.
73	00:03:13	00:03:15	Epic fail, Messner.
74	00:03:15	00:03:18	Do the right thing, or suffer the consequences.
75	00:03:18	00:03:19	So much for an accident.
76	00:03:19	00:03:22	Well, looks like Messner did the wrong thing.
77	00:03:24	00:03:25	And got burned.
78	00:04:01	00:04:03	I still can't believe it.
79	00:04:03	00:04:05	I mean, my goodness, Chet's always been so careful.
80	00:04:05	00:04:08	Makes an explosion in his lab all the more puzzling.
81	00:04:08	00:04:10	So, I understand it was eighth period.
82	00:04:10	00:04:12	Wasn't he teaching a class?
83	00:04:12	00:04:16	Uh, no. He normally grades papers then, or makes his lesson plans.
84	00:04:16	00:04:18	Did you know Mr. Messner well?
85	00:04:18	00:04:20	Oh, yeah.
86	00:04:20	00:04:22	About five years now.
87	00:04:22	00:04:24	He'd always throw great barbecues on the Fourth.
88	00:04:24	00:04:26	The whole faculty would go.
89	00:04:26	00:04:27	And what about his students?
90	00:04:27	00:04:28	Did he get along with them?
91	00:04:28	00:04:31	You don't think someone deliberately hurt Chet?
92	00:04:31	00:04:32	We don't know yet.
93	00:04:32	00:04:35	But I am going to need a list of all of his students' names.
94	00:04:35	00:04:36	The students loved Chet.
95	00:04:36	00:04:38	He put in a lot of time here.
96	00:04:38	00:04:45	In fact, right now he would be setting up for tomorrow's Pelican rally if... he hadn't...
97	00:04:46	00:04:48	Well, I'm sorry for your loss, Ms. Meadows.
98	00:04:48	00:04:50	Thanks for your time. Yeah.
99	00:04:52	00:04:55	How was your meeting with the principal?
100	00:04:55	00:04:58	According to her, everyone just loved good old Mr. Messner.
101	00:04:58	00:05:00	Until someone didn't.
102	00:05:00	00:05:01	We need our, uh, bunny suits?
103	00:05:01	00:05:03	I did a sweep.
104	00:05:03	00:05:06	Air samples are clear of hazardous chemicals.
105	00:05:06	00:05:08	So you get to be bunny-free.
106	00:05:08	00:05:10	Well, I guess that means we're late for class.
107	00:05:10	00:05:12	Aren't you gonna carry my kit?
108	00:05:14	00:05:15	No.
109	00:05:21	00:05:23	First responders said the sprinklers put out the fire.
110	00:05:23	00:05:26	The gas was still on, so they shut it off.
111	00:05:26	00:05:30	And it didn't look like the gas line had been tampered with at all.
112	00:05:30	00:05:32	But take a look at this.
113	00:05:32	00:05:33	Bunsen burner...
114	00:05:33	00:05:36	says that Mr. Messner was working on one of his lesson plans.
115	00:05:36	00:05:41	The burn marks that are radiating outwards say that this may be the point of origin.
116	00:05:41	00:05:43	Question is-- what set it off?
117	00:05:43	00:05:45	Fire needs an accelerant.
118	00:05:45	00:05:47	So, what are you thinking?
119	00:05:48	00:05:50	The scorching marks...
120	00:05:50	00:05:52	are going this way.
121	00:05:57	00:06:00	I think I might have found our accelerant.
122	00:06:04	00:06:09	Whatever was in here must have shot across the table like a rocket.
123	00:06:09	00:06:12	Yep, singed and blackened.
124	00:06:12	00:06:14	How am I doing so far?
125	00:06:15	00:06:17	Ms. Brody?
126	00:06:19	00:06:20	Hey, you're not paying attention.
127	00:06:20	00:06:23	It's 'cause I'm forming my own theory, professor.
128	00:06:23	00:06:25	It's here-- gummy bears.
129	00:06:25	00:06:28	On his crazy-tidy shelf.
130	00:06:28	00:06:31	You know the saying that, uh, sugar gives you energy?
131	00:06:31	00:06:32	Yeah.
132	00:06:32	00:06:34	I think that Messner was gonna try to prove that.
133	00:06:34	00:06:36	It's on his whiteboard there.
134	00:06:36	00:06:37	Tomorrow's lesson plan.
135	00:06:37	00:06:39	That's what he was prepping.
136	00:06:39	00:06:43	Molten potassium chlorate combined with glucose.
137	00:06:43	00:06:47	Potassium chlorate-- that's an accelerant, used in fireworks.
138	00:06:47	00:06:48	Makes for quite a show.
139	00:06:50	00:06:57	In fact, it's such a powerful oxidizer, that when you add the gummy bear or the sugar, it reacts violently.
140	00:06:57	00:06:59	Makes a loud noise, causes lots of flames.
141	00:06:59	00:07:01	It's kind of like a Roman candle.
142	00:07:02	00:07:05	Well, like a Roman candle, there should be no explosion.
143	00:07:05	00:07:07	It was supposed to be a controlled experiment.
144	00:07:07	00:07:10	Until you add the X factor to the equation.
145	00:07:10	00:07:11	The killer.
146	00:07:20	00:07:22	Epic fail, Messner.
147	00:07:22	00:07:25	Do the right thing, or suffer the consequences.
148	00:07:27	00:07:32	We traced this text to your phone, Mason.
149	00:07:32	00:07:34	I-I'm sorry.
150	00:07:34	00:07:36	I was just... venting.
151	00:07:36	00:07:37	I didn't really mean it, I swear.
152	00:07:37	00:07:40	You sent a threatening text, Mason.
153	00:07:40	00:07:43	In this day and age, these things are taken very seriously.
154	00:07:43	00:07:45	Look, Mom, it was stupid. I know.
155	00:07:46	00:07:49	Mr. Russell, this is really unlike him.
156	00:07:49	00:07:52	I'm not just speaking as a mom, I'm speaking as a faculty member.
157	00:07:52	00:07:54	Mason's on the honor roll.
158	00:07:54	00:07:55	He is a good kid.
159	00:07:55	00:07:58	You good at chemistry, too, Mason?
160	00:07:58	00:08:00	I sent a text, all right?
161	00:08:00	00:08:03	But I did not inferno Mr. Messner.
162	00:08:04	00:08:06	I-I was mad.
163	00:08:06	00:08:08	He gave me a B+ for the semester.
164	00:08:08	00:08:10	I missed a few days here and there.
165	00:08:11	00:08:13	I was sick.
166	00:08:13	00:08:15	And he wouldn't give me a break.
167	00:08:15	00:08:16	Why didn't you talk to him?
168	00:08:16	00:08:18	I did.
169	00:08:18	00:08:22	Like a lot of people around here, he held me to a higher standard.
170	00:08:22	00:08:25	Chet could be very stubborn.
171	00:08:25	00:08:27	And that does not justify what you did.
