	start	end	text
0	00:00:18	00:00:20	Try extrapolate.
1	00:00:27	00:00:29	You want to do me another favor?
2	00:00:29	00:00:30	Uh-uh.
3	00:00:30	00:00:32	Get Rocket to stop barking?
4	00:00:32	00:00:34	It's your turn to bring him in.
5	00:00:34	00:00:36	Hmm.
6	00:00:48	00:00:52	I bet he's harassing that poor little possum again.
7	00:01:14	00:01:16	Lisa!
8	00:01:18	00:01:19	(Lisa screaming) Lisa!
9	00:01:27	00:01:31	What the hell is wrong with you?
10	00:01:31	00:01:36	Now you're really in trouble.
11	00:01:36	00:01:38	Lisa!
12	00:01:58	00:02:01	As soon as I saw their dog, I knew something was wrong.
13	00:02:01	00:02:04	Then I saw the door open and Ms. Layman inside.
14	00:02:04	00:02:05	You touch anything?
15	00:02:05	00:02:07	No, sir. I just called 911.
16	00:02:09	00:02:11	No shell casings.
17	00:02:11	00:02:13	None here either.
18	00:02:13	00:02:15	Weapon was probably a revolver.
19	00:02:15	00:02:19	Wife hears the commotion, comes out...
20	00:02:19	00:02:21	She struggles with the killer.
21	00:02:22	00:02:23	He drops her.
22	00:02:23	00:02:25	Lisa, honey, what's wrong?!
23	00:02:41	00:02:45	Got a partial shoe impression.
24	00:02:45	00:02:46	Generic worker boot.
25	00:02:46	00:02:47	Roughly 10 to 13.
26	00:02:50	00:02:53	We'll put a broadcast out on the daughter.
27	00:02:53	00:02:55	That's about all we can do for now.
28	00:02:56	00:02:59	Yeah, that's the one thing I hate most about this job.
29	00:03:04	00:03:05	Daddy! Daddy!
30	00:03:26	00:03:37	There's a wallet and a purse in the master bedroom, both filled with cash and cards, so this wasn't a home invasion robbery.
31	00:03:37	00:03:39	And looks like they came for Gracie.
32	00:03:39	00:03:41	Mm-hmm.
33	00:03:41	00:03:45	Tom Layman was a pit boss at the Palermo.
34	00:03:45	00:03:51	Lisa was working here at home as a freelance technical writer.
35	00:03:51	00:03:58	They were a regular middle-class family, not typical targets for kidnappers.
36	00:04:01	00:04:03	I don't see any blood.
37	00:04:13	00:04:14	There's a crawl trail here.
38	00:04:14	00:04:17	See that? Green fluorescence-- urine.
39	00:04:40	00:04:42	Gracie. Gracie, it's okay.
40	00:04:42	00:04:44	My name's Nick. I'm with the police department.
41	00:04:44	00:04:45	You're safe now.
42	00:04:45	00:04:48	Come here, honey.
43	00:04:48	00:04:49	Oh, baby, it's all right.
44	00:04:49	00:04:51	Come here. It's okay.
45	00:04:53	00:04:55	Aw.
46	00:04:57	00:04:59	It's okay.
47	00:04:59	00:05:00	Oh...
48	00:05:03	00:05:05	I got you, honey.
49	00:05:05	00:05:09	(sobbing) It's okay.
50	00:05:09	00:05:11	I got you.
51	00:06:17	00:06:21	(tapping) Hey, Sara, I found some fresh tool marks on the windowsill.
52	00:06:22	00:06:23	Looks like somebody jimmied it.
53	00:06:23	00:06:27	Well, the shooter definitely came in through the back door.
54	00:06:27	00:06:29	But maybe he did a little recon first.
55	00:06:33	00:06:38	In L.A., the Manson family used to do creepy crawls.
56	00:06:38	00:06:42	They would break into a house while the people were asleep and sneak around inside.
57	00:06:42	00:06:47	Knowing they had the power to end people's lives like that must have been a real turn-on for them.
58	00:06:50	00:06:51	Got a print.
59	00:07:49	00:07:53	Mandy got a hit off that print on the windowsill.
60	00:07:53	00:07:55	The gardener?
61	00:07:55	00:07:58	He's just going to say he left it when he was working around the house.
62	00:07:58	00:08:01	Yeah, well, I'm more interested in what the little girl has to say.
63	00:08:01	00:08:05	(sighs) Child witness-- that's not a lot to hang your hat on.
64	00:08:05	00:08:07	We got anything else?
65	00:08:07	00:08:10	Just some metallic trace in the killer's bootprint and on the wife's robe.
66	00:08:10	00:08:11	All right.
67	00:08:11	00:08:13	I'll let you know how it goes. Later.
68	00:08:22	00:08:27	Hey, Gracie.
69	00:08:27	00:08:28	You remember me?
70	00:08:28	00:08:29	Yeah?
71	00:08:29	00:08:31	Can I sit here with you?
72	00:08:34	00:08:37	I've got some good news for you.
73	00:08:37	00:08:40	Your Aunt Maggie's flying in from Boston to see you.
74	00:08:40	00:08:42	She's going to be here real soon.
75	00:08:42	00:08:46	But hey, listen, I'm stuck, and I need some help.
76	00:08:46	00:08:49	It's very important. You want to help me?
77	00:08:49	00:08:51	Hmm? Okay.
78	00:08:52	00:08:54	You know who he is?
79	00:08:56	00:08:57	He's our gardener.
80	00:08:57	00:08:59	Is he the guy you saw last night?
81	00:09:02	00:09:04	(gunshot, man groans) Daddy!
82	00:09:46	00:09:49	It was really dark, and...
83	00:09:51	00:09:54	I really couldn't see anything.
84	00:09:54	00:09:56	I'm sorry.
85	00:09:56	00:09:59	Hey, don't be scared, honey.
86	00:09:59	00:10:01	You're safe now.
87	00:10:01	00:10:03	Nobody's going to get you.
88	00:10:03	00:10:07	Is this the guy who hurt your parents?
89	00:10:12	00:10:16	It was him, right?
90	00:10:21	00:10:24	I'm glad you're feeling better.
91	00:10:24	00:10:28	So maybe I leaned against the window while trimming the bushes. So what?
92	00:10:28	00:10:30	So you're a convicted felon, that's what.
93	00:10:30	00:10:32	So you got a record, right?
94	00:10:32	00:10:34	B&amp;E, assault, grand larceny.
95	00:10:34	00:10:39	The gang unit tells me you were a member of the L.V. Marrones back in the day.
96	00:10:39	00:10:42	They also tell me three weeks ago, you were hanging at Jackson and K.
97	00:10:42	00:10:44	That's where the Marrones deal heroin.
98	00:10:44	00:10:45	But you know that anyway, right?
