	start	end	text
0	00:00:04	00:00:05	Hey, Nick.
1	00:00:05	00:00:06	Hey, there he is!
2	00:00:06	00:00:07	Where are you heading?
3	00:00:07	00:00:13	Well, if I don't go to the gym now, I won't go at all. You feeling obligated to leave Doc Robbins a good-looking corpse?
4	00:00:13	00:00:16	(chuckles) Yeah, something like that.
5	00:00:16	00:00:18	Hey, you got a big day in court today, don't you?
6	00:00:18	00:00:19	Yeah. Nate Haskell.
7	00:00:19	00:00:21	Putting my game face on.
8	00:00:21	00:00:26	Well... I'd tell you to give him hell, but that's probably where he's going anyway.
9	00:00:26	00:00:28	Good luck. Thanks.
10	00:00:28	00:00:30	Yeah.
11	00:01:02	00:01:09	Your Honor, I've spent the last three days in this courtroom trying to control myself, which has not been easy, I assure you.
12	00:01:09	00:01:20	The media has tried to portray me as some sort of monster, some seven-headed beast who sprang from a smoking pit to spread death across the land.
13	00:01:20	00:01:34	But here I sit, caged, before you, a man like any other man, with only one head, with two hands, and with a troubled heart.
14	00:01:34	00:01:35	Objection.
15	00:01:35	00:01:36	Is there a point here, Your Honor?
16	00:01:36	00:01:41	Mr. Haskell, I advise you to let your attorney do the talking. But I object to that, Your Honor.
17	00:01:41	00:01:49	The jury needs to see the real Nate Haskell; the vulnerable little boy who was sadistically abused by an alcoholic father.
18	00:01:49	00:01:51	For the record...
19	00:01:51	00:01:54	that traumatized child still trembles in me.
20	00:01:54	00:02:01	I know there's some in this courtroom who can relate to my torment.
21	00:02:01	00:02:03	Unfortunately, Your Honor, my attorney is not one of them.
22	00:02:03	00:02:05	You know, he doesn't even like me.
23	00:02:05	00:02:07	Your Honor! The court has appointed him.
24	00:02:07	00:02:09	But I, I would like to un-appoint him.
25	00:02:09	00:02:12	See how he shies away from me.
26	00:02:12	00:02:13	How can I trust him?
27	00:02:13	00:02:16	The only one who can speak for Nate Haskell is Nate Haskell.
28	00:02:16	00:02:17	Mr. Haskell.
29	00:02:17	00:02:19	Are you asking to represent yourself?
30	00:02:19	00:02:21	I believe the legal term is pro per, Your Honor.
31	00:02:21	00:02:25	For the record, I think you're making a mistake.
32	00:02:25	00:02:26	But...
33	00:02:26	00:02:27	(gavel bangs) so ordered.
34	00:02:27	00:02:31	Let the record show that Mr. Haskell is now proceeding pro per.
35	00:02:31	00:02:36	But, I warn you, Mr. Haskell, there will be no delays in this trial.
36	00:02:36	00:02:39	Oh, excellent, Your Honor. Excellent.
37	00:02:39	00:02:40	I say...
38	00:02:42	00:02:44	Let's get it on. Hm?
39	00:03:07	00:03:08	Stokes.
40	00:03:08	00:03:11	You said you wanted to be my friend.
41	00:03:11	00:03:12	Yeah, who's this?
42	00:03:12	00:03:14	You said you wouldn't let the cops kill my brother.
43	00:03:14	00:03:16	And then you empty your gun into him?
44	00:03:16	00:03:19	Jason McCann?
45	00:03:19	00:03:22	I should just let you die, like you did Alex.
46	00:03:28	00:03:30	How'd you get my number?
47	00:03:30	00:03:32	Wait, they're coming. I gotta go.
48	00:03:32	00:03:33	Whatever you do, don't go home.
49	00:03:43	00:03:46	Control, this is Charlie 0-5 Stokes.
50	00:03:46	00:03:48	I'm at 922 Rose Avenue.
51	00:03:48	00:03:51	You, uh, better get the bomb squad out here.
52	00:03:54	00:03:56	Code three.
53	00:04:38	00:04:41	M67 frag grenade in a can.
54	00:04:41	00:04:43	Pretty simple booby-trap.
55	00:04:43	00:04:45	Kill zone up to five meters.
56	00:04:45	00:04:48	All right, Stokes.
57	00:04:48	00:04:51	Back up, slowly.
58	00:04:51	00:04:52	Might be more surprises.
59	00:04:52	00:04:53	I hope not.
60	00:04:53	00:04:56	I'm already eight lives down...
61	00:04:56	00:04:57	if you know what I mean.
62	00:04:57	00:04:58	I hear you, brother.
63	00:05:09	00:05:11	Right this way. Get off me! I'm all right.
64	00:05:11	00:05:13	Yes, sir.
65	00:05:13	00:05:14	No sign of forced entry.
66	00:05:14	00:05:18	But we'll play it safe. We'll sweep the rest of the house for any more explosives.
67	00:05:18	00:05:19	Okay!
68	00:05:19	00:05:21	I safetied the device.
69	00:05:21	00:05:23	I'll blow it and I'll send you what's left.
70	00:05:23	00:05:25	Don't forget the trip-wire knot.
71	00:05:25	00:05:27	I'll send it in the package.
72	00:05:27	00:05:28	You can bronze it for Stokes.
73	00:05:28	00:05:31	Along with this piece of his wall.
74	00:05:31	00:05:33	Sic semper tyrannis.
75	00:05:33	00:05:35	Thus always to tyrants.
76	00:05:35	00:05:37	Slogan for every whack job.
77	00:05:37	00:05:40	They came to my house! That kid has my private number!
78	00:05:40	00:05:43	I tell you what-- if they're looking for a fight, they found one.
79	00:05:43	00:05:45	I'm not afraid to die. Let's see if they are.
80	00:05:45	00:05:46	Nick, come on now.
81	00:05:46	00:05:48	I'm serious! I know you're serious.
82	00:05:48	00:05:49	Just dial it down.
83	00:05:49	00:05:51	Come on.
84	00:05:51	00:05:53	Did you see anything?
85	00:05:53	00:05:55	I don't know.
86	00:05:55	00:05:56	There was a maroon van.
