	start	end	text
0	00:01:02	00:01:05	Catherine, layout room, right away!
1	00:01:20	00:01:23	Gil, where's the fire?
2	00:01:36	00:01:38	It's been sitting in my office for the last four weeks.
3	00:01:39	00:01:40	But...
4	00:01:40	00:01:43	We caught the Miniature serial killer; he confessed.
5	00:01:43	00:01:45	Yeah, I watched him blow his brains out.
6	00:01:45	00:01:49	But I think the package was postmarked after he killed himself.
7	00:01:49	00:01:53	So maybe he arranged to have it sent postmortem.
8	00:01:53	00:01:58	The three other murders, the miniature was left at the scene.
9	00:01:58	00:01:59	This one was addressed to me.
10	00:02:01	00:02:03	So, now it's personal?
11	00:02:03	00:02:11	The victim appears to be a Caucasian female with lots of books.
12	00:02:11	00:02:13	It could be an office, somebody's living room...
13	00:02:13	00:02:16	or a modern hotel lobby.
14	00:02:16	00:02:18	When I was gone, did anybody work a scene like this?
15	00:02:18	00:02:20	No... at least not on our shift.
16	00:02:22	00:02:26	I'll check with days and swing, and see if anybody caught a case that matches.
17	00:02:26	00:02:28	Never mind.
18	00:02:28	00:02:28	Why not?
19	00:02:29	00:02:30	Take a look at the early edition.
20	00:02:40	00:02:42	It's dated the day after tomorrow.
21	00:02:42	00:02:46	This murder hasn't happened yet.
22	00:03:29	00:03:32	My name is Ernest Edward Dell.
23	00:03:32	00:03:38	I was born in 1946 in Ames, Iowa.
24	00:03:38	00:03:43	My life's been hard, but I don't complain.
25	00:03:43	00:03:45	I never expected better.
26	00:03:47	00:03:49	I'm good with my hands.
27	00:03:49	00:03:51	I make things. I fix things.
28	00:03:51	00:03:53	I'm a handyman.
29	00:03:53	00:03:54	That's what I am.
30	00:03:55	00:03:58	I'm not the sociable type. I-I know that.
31	00:03:58	00:04:07	You spend any amount of time around people, you get your heart broke-- treachery, hypocrisy...
32	00:04:07	00:04:09	the promise of love.
33	00:04:09	00:04:14	A man has a right to an honest day's pay.
34	00:04:14	00:04:19	Me, I service the machinery of death so that people can eat.
35	00:04:21	00:04:23	If that makes me evil, then so be it.
36	00:04:23	00:04:28	The Miniature Killer murdered three people over a period of roughly six months.
37	00:04:28	00:04:31	Ernie Dell was either directly or indirectly related to all of them.
38	00:04:31	00:04:34	What's with the bloody dolls?
39	00:04:34	00:04:35	We're not sure.
40	00:04:35	00:04:40	There's a different perspective of that same image in all of the miniatures.
41	00:04:40	00:04:44	We're thinking it could be some kind of signature.
42	00:04:44	00:04:52	Look into the mouth of a person and you'll find lies wriggling there like maggots waiting to grow wings.
43	00:04:52	00:04:55	The world has... has gone mad.
44	00:04:55	00:05:05	A man could kill from sunup to sunset, and still his work would never be done.
45	00:05:14	00:05:15	Remember the Blue Paint killers?
46	00:05:15	00:05:18	Maybe Ernie Dell had a partner.
47	00:05:18	00:05:20	Like an apprentice, an accomplice, something like that.
48	00:05:20	00:05:21	Or a disciple.
49	00:05:21	00:05:23	You guys make models when you were kids?
50	00:05:23	00:05:25	Tanks and airplanes.
51	00:05:25	00:05:26	Classic cars.
52	00:05:26	00:05:31	These miniatures are obsessively precise, half-inch scale models of the crime scenes.
53	00:05:31	00:05:36	They probably took weeks of focused effort to create.
54	00:05:36	00:05:38	I don't think the killer's into team sports.
55	00:05:38	00:05:40	Izzy Delancy...
56	00:05:43	00:05:44	he was a rock star.
57	00:05:44	00:05:46	You know, famous brings out the nut jobs.
58	00:05:46	00:05:48	Maybe we're just looking at a copycat.
59	00:05:48	00:05:50	The miniatures were never released to the press.
60	00:05:50	00:05:52	No photos, nothing.
61	00:05:52	00:05:54	You can't copy what you can't see.
62	00:05:54	00:05:56	Other people had access to those files.
63	00:05:56	00:05:58	Maybe it was a cop.
64	00:05:58	00:06:00	Or somebody in the lab.
65	00:06:00	00:06:02	It's been known to happen.
66	00:06:04	00:06:08	Yeah, so, Ernie Dell takes the rap for three murders, and then eats a .38. Why?
67	00:06:10	00:06:16	I think he was trying to protect someone-- someone that he cared a lot about.
68	00:06:32	00:06:36	Prints and DNA are going over the package and wrapping paper.
69	00:06:36	00:06:38	They won't find anything.
70	00:06:39	00:06:41	Return address was an empty lot.
71	00:06:44	00:06:45	Any clue as to who the victim is?
72	00:06:46	00:06:49	No, I even went through her little purse.
73	00:06:53	00:06:54	Well, she's not wearing a wedding ring.
74	00:06:54	00:06:57	She's probably single.
75	00:06:59	00:07:01	Her eyes appear to be bloodshot.
76	00:07:03	00:07:05	Petechial hemorrhaging?
77	00:07:07	00:07:09	Look at this.
78	00:07:12	00:07:15	Blue smudges on the pillow.
79	00:07:15	00:07:18	Blue mascara on the victim.
80	00:07:24	00:07:29	Our vic gets comfortable, grabs a little shut-eye...
81	00:07:34	00:07:37	...and never wakes up.
82	00:07:39	00:07:41	She's going to be smothered.
83	00:07:41	00:07:43	It would seem so.
84	00:07:46	00:07:52	If you interpret this headline literally, the doll is the victim.
85	00:07:52	00:07:53	That's different than the others.
86	00:07:53	00:07:55	Methods change.
87	00:07:55	00:07:57	Killers evolve.
88	00:08:01	00:08:02	What?
89	00:08:02	00:08:04	Keppler said something like that once.
90	00:08:08	00:08:10	He did come down on the right side.
91	00:08:13	00:08:23	These books are all arranged by subject matter art, religion, science...
92	00:08:23	00:08:27	The victim is apparently well-educated.
93	00:08:37	00:08:39	That's from the Izzy Delancy miniature.
94	00:08:39	00:08:40	What's it doing here?
95	00:08:40	00:08:42	I don't know.
96	00:08:52	00:08:56	There's something on the surface.
97	00:08:56	00:08:57	Looks like brush strokes.
98	00:09:47	00:09:49	Hey, Sara, I heard we got another miniature.
99	00:09:49	00:09:50	Is that true?
100	00:09:50	00:09:54	Yeah, it's like Ernie Dell was covering for someone.
101	00:09:55	00:09:57	No kidding?
102	00:09:57	00:10:00	Hey, you were the one who checked for next of kin after his suicide, right?
103	00:10:00	00:10:06	SOP.Snail mail, email, bank accounts, police records, Google.
104	00:10:06	00:10:08	All I got was he's a widower.
105	00:10:08	00:10:10	Received his wife's Social Security benefits.
106	00:10:10	00:10:12	He had to be connected to somebody.
107	00:10:15	00:10:17	It's kind of early for court.
108	00:10:17	00:10:21	Finally rescheduled my deposition for the civil suit.
109	00:10:21	00:10:28	You know, Demitrius James' family is suing the city for 3.5 million.
110	00:10:28	00:10:30	That's going to be a long deposition.
111	00:10:41	00:10:43	Home movies.
112	00:11:29	00:11:31	Hey, boss. We're ordering out for breakfast.
113	00:11:32	00:11:33	You have a cat, don't you, Hodges?
114	00:11:33	00:11:34	Mr. K.
115	00:11:34	00:11:36	Kobayashi-Mare.
116	00:11:36	00:11:38	It's in reference to... Do you ever take him out of the house?
117	00:11:38	00:11:41	My little Kobe? No way.
118	00:11:41	00:11:43	Vegas is coyote country.
119	00:11:43	00:11:47	So if this is a house cat, then this must be somebody's home.
120	00:11:47	00:11:49	Tsk, tsk.
121	00:11:49	00:11:51	Looks like he's been in the milk.
122	00:11:51	00:11:53	Yeah.
123	00:11:53	00:11:56	Maybe the victim has as well.
124	00:11:57	00:12:01	The previous murders have all involved the victim's habits and routines.
125	00:12:01	00:12:06	So maybe this time, it's a little something extra in her afternoon tea.
126	00:12:10	00:12:12	So they're going to be poisoned.
127	00:12:16	00:12:23	She lays down for her usual nap, the cat sneaks a sip, and neither one ever wakes up again.
128	00:12:23	00:12:28	It doesn't matter how she dies if we can't figure out who she is or where she is.
129	00:12:29	00:12:31	Well, you can't figure that out on an empty stomach.
