	start	end	text
0	00:00:06	00:00:08	Strangled.
1	00:00:08	00:00:10	Left outside the dumpster.
2	00:00:10	00:00:11	That's a new one.
3	00:00:11	00:00:14	Maybe the killer wanted her to be found.
4	00:00:14	00:00:16	Wait-- you actually think this is real?
5	00:00:16	00:00:18	Look at her coloring.
6	00:00:18	00:00:19	She is not dead.
7	00:00:19	00:00:25	With all due respect, Mandy, you're a fingerprint expert, and this is kind of out of your league.
8	00:00:25	00:00:31	And I quote, She is not only merely dead, she is most sincerely dead.
9	00:00:31	00:00:33	I beg to differ, Dorothy.
10	00:00:33	00:00:38	If you knew your Wizard of Oz,you'd know that it was the Munchkin coroner that pronounced her dead, not the girl with the dog. (Stokes laughs)
11	00:00:38	00:00:41	Slow night in here, kids?
12	00:00:41	00:00:46	You do know that everything posted on this Web site's fake, don't you? I mean, come on.
13	00:00:46	00:00:48	You guys are supposed to be professionals.
14	00:00:48	00:00:49	Exactly what I've been trying to tell them.
15	00:00:49	00:00:52	So, you made up your mind already?
16	00:00:52	00:00:56	You haven't thoroughly examined the photo.
17	00:00:56	00:00:57	That's not very professional.
18	00:00:58	00:01:00	All right, zoom in on the hand.
19	00:01:05	00:01:07	Look there, by her knuckle.
20	00:01:07	00:01:10	Blood vessels are distended; that means she has blood pressure.
21	00:01:10	00:01:11	Arms flexed, muscles are contracted.
22	00:01:11	00:01:13	She's alive.
23	00:01:13	00:01:14	It's a fake. Case closed.
24	00:01:14	00:01:16	Hand is below the level of her heart.
25	00:01:16	00:01:20	Blood's pooled in her extremity, distending the vessels.
26	00:01:20	00:01:22	It could be lividity, not blood pressure.
27	00:01:22	00:01:24	But how do you explain that flexed arm?
28	00:01:24	00:01:31	Body position puts pressure on the tendons, pulling her arm into a slight flex.
29	00:01:31	00:01:32	I say she's dead.
30	00:01:32	00:01:35	Hard to tell without a body.
31	00:01:35	00:01:36	You're right.
32	00:01:36	00:01:40	And if this is real, then we have a DB off the strip.
33	00:01:40	00:01:43	Looks like it's, uh, west of the Tropicana.
34	00:01:43	00:01:44	We should go check it out.
35	00:01:44	00:01:47	I'm telling you, it's a waste of time.
36	00:01:47	00:01:49	Hundred bucks says I'm right.
37	00:01:49	00:01:51	I don't even think you have $100.
38	00:01:51	00:01:53	But let's go; I'll drive.
39	00:02:07	00:02:10	LVPD-- make a hole, people.
40	00:02:10	00:02:13	Oh, man, this just keeps getting better.
41	00:02:28	00:02:30	She is most sincerely dead.
42	00:02:30	00:02:33	I suppose it would be tasteless for me to mention the 100 bucks you owe me.
43	00:02:33	00:02:34	Extremely.
44	00:02:34	00:02:38	Any of you curious kittens think to call 911?
45	00:02:38	00:02:40	Huh?
46	00:02:40	00:02:43	Dispatch, Charlie 0-5 Stokes. I got a 419.
47	00:02:43	00:02:46	I need two backup units to my location.
48	00:02:46	00:02:47	Hey, man! Hey, hey!
49	00:02:47	00:02:48	Hey. Hey!
50	00:02:48	00:02:50	Come on, dude.
51	00:02:50	00:02:52	Yeah, well, now it's our evidence.
52	00:02:52	00:02:53	And this is our crime scene.
53	00:02:53	00:02:55	And you're a suspect. I want to see some I.D.
54	00:02:55	00:02:57	And that goes for the rest of you!
55	00:02:57	00:02:58	Nobody's leaving now!
56	00:02:58	00:02:59	You're all suspects!
57	00:02:59	00:03:00	I want to see some I.D.!
58	00:03:06	00:03:07	Come on, now.
