	start	end	text
0	00:00:29	00:00:31	Have a seat.
1	00:00:31	00:00:33	This is Grissom. How's the arm?
2	00:00:33	00:00:35	Please leave a detailed message after the tone. Fractured in two places.
3	00:00:35	00:00:37	(machine beeps) Gil, Conrad again.
4	00:00:37	00:00:39	Um... message number three.
5	00:00:39	00:00:41	Call me back please.
6	00:00:42	00:00:43	It's feeling better?
7	00:00:43	00:00:45	Yeah. Good.
8	00:00:45	00:00:47	(drums fingers on desk) So, you must know where he is.
9	00:00:48	00:00:49	Actually, I don't.
10	00:00:49	00:00:50	Really?
11	00:00:50	00:00:52	Okay, um...
12	00:00:52	00:00:54	Look, I don't want to play any games here.
13	00:00:54	00:00:58	This is as difficult for me as it is for you.
14	00:01:00	00:01:04	So let's just, uh, get this over with, shall we?
15	00:01:08	00:01:12	Okay then, uh, this is an administrative inquiry.
16	00:01:12	00:01:16	You and your supervisor were in direct violation of lab policy...
17	00:01:16	00:01:18	Are.
18	00:01:18	00:01:26	Are in direct violation of Lab policy which states that members of the same forensic team may not engage in a romantic relationship.
19	00:01:26	00:01:31	So when did you and Supervisor Grissom begin your relationship?
20	00:01:32	00:01:35	We've always had a relationship.
21	00:01:38	00:01:41	I mean when did you become intimate?
22	00:01:44	00:01:47	Two years ago.
23	00:01:47	00:01:50	I think it was a Sunday.
24	00:03:00	00:03:03	Sagebrush Valley High School.
25	00:03:03	00:03:05	The Cobras.
26	00:03:05	00:03:07	He looks like he could still be in high school.
27	00:03:07	00:03:12	Boy, football's gotten a lot more brutal since my playing days.
28	00:03:12	00:03:15	Yeah, where's the rest of him, still on the field?
29	00:03:15	00:03:19	There's no high school football fields around here anyway.
30	00:03:19	00:03:21	What do you think, Grissom?
31	00:03:22	00:03:27	Ichabod was horror-struck on perceiving that he was headless.
32	00:04:16	00:04:19	Blood pool tells me the helmet must've been here for a while.
33	00:04:21	00:04:24	Vehicle tire rolled through it.
34	00:04:24	00:04:28	Helmet has black abrasions on it consistent with being hit by a tire.
35	00:04:28	00:04:30	Probably got pinballed down the road.
36	00:04:30	00:04:31	I checked with Traffic.
37	00:04:31	00:04:34	No reports of any traffic accidents near here.
38	00:04:34	00:04:38	Uh, Holstein's getting an absentee list from the high school.
39	00:04:39	00:04:42	Head's over there.
40	00:04:42	00:04:45	Blood trail leads up from here.
41	00:04:45	00:04:47	We follow the blood.
42	00:04:52	00:04:55	He say anything about what's happening with Sara?
43	00:04:56	00:04:58	No.
44	00:05:25	00:05:30	Hey, did Sara ever say anything to you about her and Grissom?
45	00:05:30	00:05:32	Not in so many words.
46	00:05:32	00:05:33	So you knew about the two of them?
47	00:05:33	00:05:36	Yeah.
48	00:06:07	00:06:09	Hey!
49	00:06:15	00:06:17	Where's the uniform?
50	00:06:19	00:06:21	If he's not a player, what's with the helmet?
51	00:06:21	00:06:23	Maybe he's a rabid fan.
52	00:06:23	00:06:26	There were all kinds of high school games last night.
53	00:06:26	00:06:27	Where's his hand?
54	00:06:27	00:06:29	Got to be around here somewhere.
55	00:06:38	00:06:41	The hand-- where did you find it?
56	00:06:41	00:06:44	20 yards away, two hours later.
57	00:06:46	00:06:48	David, he doesn't look prepped.
58	00:06:49	00:06:50	What's taking so long?
59	00:06:50	00:06:52	I can't get the helmet off.
60	00:06:52	00:06:56	I better get this ten-card to Mandy right away.
61	00:06:57	00:06:59	You hold the helmet.
62	00:06:59	00:07:00	Hold it.
63	00:07:04	00:07:07	His face looks like hamburger.
64	00:07:22	00:07:24	I found the same black powder on his clothes.
65	00:07:26	00:07:28	Hey, Mandy.
66	00:07:28	00:07:30	I got a ten-card on our John Doe.
67	00:07:30	00:07:34	Well, let's see if it matches the safe-kit that Holstein brought in.
68	00:07:34	00:07:38	Only have one more kid unaccounted for at that high school.
69	00:07:40	00:07:44	Hey, if you had a kid, would you collect a safe-kit on them?
70	00:07:45	00:07:47	Why not? It's better to be prepared.
71	00:07:47	00:07:50	Think of it as a cheap insurance policy.
72	00:07:50	00:07:53	It's just a print card, a cheek swab and a photo.
73	00:07:53	00:07:56	Then go to bed every night hoping you don't have to use it.
74	00:07:56	00:08:00	Mm... well, there's a match.
75	00:08:00	00:08:03	Your John Doe is Vincent Bartley.
76	00:08:03	00:08:04	Yeah?
77	00:08:04	00:08:06	Yeah.
78	00:08:06	00:08:08	Okay, good. Thanks.
79	00:08:08	00:08:10	You're welcome.
80	00:08:12	00:08:15	Well, nothing. I mean, it was dark.
81	00:08:15	00:08:16	It was really dark.
82	00:08:16	00:08:19	One minute we're married, and the next...
83	00:08:19	00:08:20	You know what? Good for you.
84	00:08:20	00:08:24	Divorces should be like Band-Aids, one quick yank and done.
85	00:08:25	00:08:26	You think?
86	00:08:26	00:08:29	Oh, what do I know?
87	00:08:29	00:08:32	Eddie and I stayed together way too long.
88	00:08:33	00:08:34	Every decision was an act of Congress.
89	00:08:44	00:08:47	It's the end of an era, ladies and gentlemen.
90	00:08:47	00:08:55	Hampton Huxley, publisher of Hux magazine-- where boys became men, and men became more manly-- has died.
91	00:08:55	00:08:58	That magazine got me through Vietnam.
92	00:08:58	00:09:00	Oh, that would explains the lookers out front.
93	00:09:00	00:09:02	They were Kitties.
94	00:09:02	00:09:04	Yes, Kitties, indeed.
95	00:09:04	00:09:06	He was dining with a couple of them when he bought the farm.
96	00:09:06	00:09:07	Miss Summer and Miss Winter, I believe.
97	00:09:07	00:09:14	Every male in the Phillips family gets a lifetime subscription to Hux for his Bar Mitzvah.
98	00:09:16	00:09:19	I guess my sons will have to settle for a Cross pen.
99	00:09:19	00:09:21	I'm sure the magazine will go on without him, Dave.
100	00:09:21	00:09:24	What are we looking at?
101	00:09:24	00:09:25	Puncture wound.
102	00:09:25	00:09:27	Um... no abrasion ring.
103	00:09:28	00:09:30	But I can reapproximate the skin.
104	00:09:30	00:09:32	So it's probably not a gunshot. Stabbing?
105	00:09:32	00:09:34	Maybe. Right through the temple, into the brain.
106	00:09:34	00:09:36	Be lights out in seconds.
107	00:09:36	00:09:37	It's a crowded restaurant.
108	00:09:37	00:09:39	Somebody must have seen something.
109	00:09:39	00:09:41	Not exactly.
110	00:09:41	00:09:42	Welcome to the latest fad.
111	00:09:42	00:09:44	Dining in the dark.
112	00:09:46	00:09:48	Waiters are blind.
113	00:09:48	00:09:50	No one sees anything.
114	00:09:50	00:09:53	Piece of cake, huh?
115	00:09:55	00:09:57	Did he just leave?
116	00:09:57	00:09:59	I think so.
117	00:09:59	00:10:01	Guys?
118	00:10:01	00:10:04	I have a dead body here.
119	00:10:13	00:10:19	Dining should be an experience, like opera or art.
120	00:10:21	00:10:24	It should feed the soul as well as the belly.
121	00:10:24	00:10:28	You should smell it, touch it and let it rest on your tongue.
122	00:10:30	00:10:33	I'm selling sensuality here.
123	00:10:33	00:10:35	I encourage eating with your hands.
124	00:10:37	00:10:40	Texture is crucial.
125	00:10:40	00:10:45	The salty, meaty flesh of lobster drenched in creamy, clarified French butter.
126	00:10:48	00:10:55	The pulpy seeded flesh and firm skin of a fresh fig dipped in honey.
127	00:11:00	00:11:16	The tongue understands four major taste groups-- salty, sweet, sour, bitter-- and has over 10,000 taste buds, each with a direct connection to the pleasure center of the brain, triggering endorphins.
128	00:11:16	00:11:22	The anticipation and the release of eating good food is chemically quite similar to getting high on drugs.
129	00:11:22	00:11:25	And apparently just as dangerous.
130	00:11:25	00:11:27	So tell me what happened.
131	00:11:28	00:11:29	I don't know.
132	00:11:29	00:11:32	Each one of the waiters has one of those clickers.
133	00:11:32	00:11:36	If there's an emergency, the houselights come up and a red light goes off in the kitchen.
