	start	end	text
0	00:00:14	00:00:15	What about that?
1	00:00:25	00:00:26	Mm!
2	00:00:26	00:00:28	So what do we got here? Back away, ma'am.
3	00:00:28	00:00:31	We go through the boxes before the customers do.
4	00:00:40	00:00:44	I smell a Gucci bag in one of these.
5	00:00:51	00:00:53	A wig.
6	00:00:53	00:00:54	I could use a wig.
7	00:01:09	00:01:11	Hey. Hey.
8	00:01:11	00:01:12	Dead body inside?
9	00:01:12	00:01:15	Yeah, but we're not dealing with a full body.
10	00:01:15	00:01:16	What do you mean?
11	00:01:16	00:01:18	So far, we have a head and a foot.
12	00:01:18	00:01:20	You know, I actually shop at this store.
13	00:01:20	00:01:21	They have some good stuff.
14	00:01:22	00:01:24	They always sell body parts?
15	00:01:26	00:01:28	No leakage.
16	00:01:28	00:01:31	Killer was tidy enough to wrap the parts in plastic.
17	00:01:31	00:01:34	Rest of him is probably in these other boxes.
18	00:01:34	00:01:37	We're going to have to take them all back to the lab.
19	00:01:37	00:01:38	Were these boxes drop-offs or pickups?
20	00:01:38	00:01:41	Pickups. The manager said they just came off the truck.
21	00:01:41	00:01:42	Where did the truck get them? All over town.
22	00:01:42	00:01:51	They don't keep track of which box comes from which house, but the store manager gave me a list of the addresses on the driver's route. You know, I have heard of donating a body to science.
23	00:01:51	00:01:52	But to a thrift store?
24	00:01:52	00:01:55	I wonder how much the killer thought it was worth?
25	00:01:56	00:01:57	I mean...
26	00:01:57	00:01:59	times are tough.
27	00:02:40	00:02:41	Excuse me.
28	00:02:41	00:02:42	Uh, does Ray Langston work here?
29	00:02:42	00:02:44	Yes, ma'am. I work with Ray.
30	00:02:44	00:02:48	Oh, good. I thought he worked at the morgue until they sent me here. No.
31	00:02:48	00:02:50	No, he hasn't had that office over there for a while now.
32	00:02:50	00:02:52	Is there something I can help you out with?
33	00:02:52	00:02:54	I just wanted to say hi to him.
34	00:02:54	00:02:56	You know, I'm not... I'm not always in Las Vegas.
35	00:02:56	00:02:58	I'm sorry. I'm Gloria.
36	00:02:58	00:03:01	Gloria. You wouldn't happen to be Ray's wife, would you?
37	00:03:01	00:03:03	Yeah. Yeah, I'm Nick Stokes.
38	00:03:03	00:03:04	It's nice to meet you.
39	00:03:04	00:03:06	I'll tell you what. Follow me and I'll take you to him.
40	00:03:06	00:03:07	Thank you. All right, let's go.
41	00:03:11	00:03:12	(gunshot) Oh!
42	00:03:14	00:03:16	(laughs) Come on.
43	00:03:16	00:03:19	Firing six!
44	00:03:22	00:03:24	Reloading!
45	00:03:25	00:03:26	Firing one!
46	00:03:27	00:03:29	Here he is.
47	00:03:29	00:03:34	Of course, right now, he looks a lot more like Dr. Dre than Dr. Ray, but...
48	00:03:34	00:03:35	Ray! Firing two! (gunshot)
49	00:03:35	00:03:36	Ray! (knocks on hood)
50	00:03:36	00:03:38	(music stops) Somebody here to see you.
51	00:03:42	00:03:44	Gloria.
52	00:03:47	00:03:48	Uh...
53	00:03:50	00:03:51	Hi.
54	00:03:51	00:03:54	What a surprise.
55	00:03:54	00:03:58	You know, I really have a lot of work to do, so I'm gonna run.
56	00:03:58	00:04:00	It was good to see you. Hope to see you again, Mrs. Langston.
57	00:04:00	00:04:02	Nice to meet you. Nice to meet you, too.
58	00:04:02	00:04:03	Yeah.
59	00:04:03	00:04:05	You got yourself a really good man here.
60	00:04:05	00:04:07	I could really use your help, Hodges.
61	00:04:07	00:04:13	You know, it took him a little time to warm up, but, uh, now we're family.
62	00:04:13	00:04:14	Hodges! What?
63	00:04:15	00:04:16	Excuse me.
64	00:04:21	00:04:23	Hi.
65	00:04:23	00:04:25	Nice to see you.
66	00:04:25	00:04:28	What part of your job is this exactly?
67	00:04:28	00:04:32	Oh, this car was involved in a drive-by shooting.
68	00:04:32	00:04:40	The occupants said that they didn't hear any gunshots, so we're comparing the decibel level of the gunfire to the decibel level of the music they were listening to.
69	00:04:41	00:04:42	Sounds like fun.
70	00:04:42	00:04:44	You leave the dead bodies out of the equation, it is.
71	00:04:44	00:04:47	(laughs) What...?
72	00:04:51	00:04:53	What brings you to Vegas?
73	00:04:55	00:04:57	I'm getting married.
74	00:04:58	00:05:00	Mm.
75	00:05:00	00:05:05	I, um... I-I got engaged a couple of months ago, and I didn't let you know, and I just...
76	00:05:05	00:05:07	I didn't want to do the same thing with the wedding.
77	00:05:07	00:05:10	Congratulations.
78	00:05:10	00:05:15	We're just gonna, um, do it at, like, a little chapel up the street.
79	00:05:15	00:05:16	Nothing fancy.
80	00:05:19	00:05:24	Ray, I know that you won't come, but I'd really like you to meet Phil.
81	00:05:24	00:05:26	Wow.
82	00:05:28	00:05:29	I, um...
83	00:05:30	00:05:31	still consider you my best friend.
84	00:05:33	00:05:35	Can I think about it?
85	00:05:35	00:05:37	Yeah, of course.
86	00:05:37	00:05:39	Where are you staying?
