	start	end	text
0	00:00:21	00:00:22	You blind, lady?
1	00:00:22	00:00:24	Express checkout, 15 items or less.
2	00:00:28	00:00:30	I'm sorry, how much is it?
3	00:00:39	00:00:40	Holly, please stop.
4	00:00:40	00:00:42	Sweetie, I'm sorry, okay? I'm sorry...
5	00:00:42	00:00:45	What are you waiting for, morning? Just pay!
6	00:00:53	00:00:55	I'm gonna have to write a check.
7	00:00:55	00:00:56	Aw, come on! It's cash only!
8	00:01:21	00:01:22	Turn that crap down!
9	00:01:24	00:01:26	Your noise-- turn it down!
10	00:02:10	00:02:13	Well, I was needing to hit the grocery store this morning.
11	00:02:15	00:02:17	Looks like someone had the same idea.
12	00:02:19	00:02:21	Shots were fired, these two went down.
13	00:02:21	00:02:25	Apparently, this whole thing started because of musical differences.
14	00:02:25	00:02:26	The smoker says the gangbangers did it.
15	00:02:26	00:02:28	There was a patrol car in the area.
16	00:02:28	00:02:34	They apprehended the gangbangers in the lot, searched the car, didn't find a gun.
17	00:02:34	00:02:37	Now, the male victim-- his name is Hector Cortero.
18	00:02:37	00:02:40	He's been working here two weeks, and he's a cart collector.
19	00:02:40	00:02:42	Prison tattoos.
20	00:02:42	00:02:43	Shooting could be gang related.
21	00:02:43	00:02:51	Yeah, now, the female victim-- we don't know who she is yet, but, uh, apparently, she's just an unlucky customer.
22	00:02:51	00:02:55	One bag of groceries, no purse, no keys, no cell phone in her pocket.
23	00:02:55	00:02:56	You know, this could be a robbery.
24	00:02:56	00:03:00	Bagger's prints are in the system, but according to AFIS, his real name is Hector Atoya.
25	00:03:00	00:03:01	He got a rap sheet?
26	00:03:01	00:03:03	Yeah, he did one year for a no-hit drive-by.
27	00:03:03	00:03:06	This could be retaliation.
28	00:03:06	00:03:09	Second vic witnesses and becomes collateral damage.
29	00:03:09	00:03:11	Bagger's only hit once.
30	00:03:11	00:03:13	She's hit three times.
31	00:03:13	00:03:17	Two small-caliber gunshot wounds to the left chest, one to the right eye.
32	00:03:17	00:03:21	Powder burns around the wound suggest that it was at close range.
33	00:03:21	00:03:23	Looks like an execution.
34	00:03:23	00:03:26	Which would make our soccer mom the primary target, but why?
35	00:03:26	00:03:30	Hey, this, uh, jerk over here just told me that our female vic had a kid.
36	00:03:30	00:03:31	A kid?!
37	00:03:31	00:03:33	You get a description?
38	00:03:33	00:03:35	Yeah, little girl, about three years old; blonde hair.
39	00:03:35	00:03:37	Oh, and she had two bags of groceries.
40	00:03:37	00:03:42	She had a child and two bags of groceries.
41	00:03:42	00:03:44	I'm thinking she had a car.
42	00:03:44	00:03:46	We have a void.
43	00:03:46	00:03:49	Maybe a tire crushed those pretzels.
44	00:03:49	00:03:54	She puts the child in first, gets one bag of groceries in the car and then...
45	00:03:54	00:03:55	Bang.
46	00:03:55	00:03:58	Killer jacks her ride, without knowing the kid's in the backseat.
47	00:03:58	00:04:02	Yeah, this is Brass. I'm down at the double 419 down at Honolulu.
48	00:04:02	00:04:05	We have a stolen vehicle with an abducted three-year-old blonde female.
49	00:04:05	00:04:07	We now have a 418/427.
50	00:04:07	00:04:09	AMBER Alert will be forthcoming.
51	00:04:47	00:04:53	You see these things, you hear about them, you never think you'll be involved.
52	00:04:53	00:04:55	So the victim was in your line?
53	00:04:55	00:04:56	Mm-hmm.
54	00:04:56	00:04:58	And had you seen her in here before?
55	00:04:58	00:04:59	Was she a regular?
56	00:04:59	00:05:02	Oh, no. Uh-uh, no.
57	00:05:02	00:05:03	I never saw her before.
58	00:05:03	00:05:05	I've been working here a few years.
59	00:05:05	00:05:07	She had the cutest little kid with her, too.
60	00:05:07	00:05:12	She had too many items for the express line, but I don't think that was on purpose.
61	00:05:12	00:05:15	Just, she seemed in a hurry and upset.
62	00:05:15	00:05:16	Upset?
63	00:05:16	00:05:17	Mm-hmm.
64	00:05:17	00:05:19	How upset?
65	00:05:19	00:05:21	First, I thought it was just the guy behind her.
66	00:05:21	00:05:23	The Express Line Nazi.
67	00:05:23	00:05:26	Yeah, yeah, we already talked to him, but you think she was upset about something else?
68	00:05:26	00:05:27	Her hands were shaking.
69	00:05:27	00:05:29	The whole time, she seemed like she was about to cry.
70	00:05:31	00:05:32	Oh, and her cell phone rang.
71	00:05:32	00:05:33	Oh, it did?
72	00:05:33	00:05:35	Mm-hmm.
73	00:05:35	00:05:38	She didn't answer it.
74	00:05:38	00:05:41	Express line, so she, uh, she paid cash?
75	00:05:41	00:05:43	No. She didn't have enough.
76	00:05:43	00:05:45	I let her write a check.
77	00:05:45	00:05:50	Hey, Archie, it's Nick. Listen, I got a name and driver's license number on our female victim.
78	00:05:50	00:05:51	Christine Moore.
79	00:05:51	00:05:56	Nevada DL number 2266758771.
80	00:06:01	00:06:03	2008 Dodge Caravan.
