	start	end	text
0	00:00:57	00:01:01	Yeah. One of the gals fished him out of the pool, and the owner called me.
1	00:01:01	00:01:03	No one's touched the body since.
2	00:01:03	00:01:04	Where's your coroner?
3	00:01:04	00:01:06	Oh, couldn't get him on the horn.
4	00:01:06	00:01:09	Probably out in some barn, up to his elbows in a cow's vagina.
5	00:01:09	00:01:11	Excuse me?
6	00:01:11	00:01:14	Oh. Yeah. Coroner's a part-time gig here in Brime County.
7	00:01:14	00:01:16	He's a veterinarian. That's his money gig.
8	00:01:16	00:01:18	Control, this is CSI Sidle.
9	00:01:18	00:01:23	We're going to need a coroner for that 419 out at the Sugar Cane Ranch.
10	00:01:27	00:01:30	This is a strange crowd for a cathouse.
11	00:01:30	00:01:31	Hey, Sheriff!
12	00:01:31	00:01:34	Di-Did you hear about my wife?
13	00:01:34	00:01:35	Somebody shot my wife. Yeah.
14	00:01:35	00:01:38	No, I'm telling ya, they shot my wife.
15	00:01:38	00:01:40	Yeah. Okay. All right. Okay. All right.
16	00:01:40	00:01:42	Settle down, Milton. Settle down. Okay.
17	00:01:42	00:01:45	His wife died about ten years ago of a stroke.
18	00:01:45	00:01:48	What is with all the old-timers out here tonight?
19	00:01:48	00:01:49	Oh, they live here.
20	00:01:49	00:01:50	Yeah, all over these hills.
21	00:01:50	00:01:52	Cheap rents, abundant sunshine...
22	00:01:52	00:01:55	Life is good here in Brime County.
23	00:01:58	00:02:02	Guy's name is Lorenzo Morales.
24	00:02:03	00:02:04	Happy Morales.
25	00:02:04	00:02:08	I saw him fight LeRoi Steele at the Sands a couple of years ago.
26	00:02:08	00:02:09	Took a vicious beating.
27	00:02:10	00:02:11	Never touched the mat once.
28	00:02:11	00:02:14	Well, he's definitely down for the count.
29	00:02:14	00:02:15	Listen. I want to tell you something.
30	00:02:15	00:02:17	George and Doris Babinkian own this place.
31	00:02:17	00:02:18	Run a real tight ship.
32	00:02:18	00:02:20	Never had a problem in all the years they've been here.
33	00:02:20	00:02:22	Just good people.
34	00:02:22	00:02:25	Pay their taxes, provide employment, Pillars of the community.
35	00:02:25	00:02:27	You know, last month actually, they had a...
36	00:02:27	00:02:30	Ned, you left this in my room again.
37	00:02:30	00:02:33	Oh. Thanks. Thanks, Aimee.
38	00:02:34	00:02:36	She...
39	00:02:44	00:02:46	Look at this.
40	00:02:46	00:02:48	Gunshot wound?
41	00:02:48	00:02:49	Maybe.
42	00:02:52	00:02:54	He's got a contusion over his right eye.
43	00:02:54	00:02:56	Could be associated with the incident.
44	00:02:56	00:02:58	Well, he was a boxer.
45	00:03:05	00:03:07	Feels like bathwater.
46	00:03:07	00:03:08	It's got to be 90 degrees.
47	00:03:08	00:03:10	There's no way we're going to get an accurate T.O.D.
48	00:03:10	00:03:13	Places like this always keep their pools warm.
49	00:03:13	00:03:16	Encourages the girls to swim topless.
50	00:03:16	00:03:17	It's good for business.
51	00:03:18	00:03:21	So they tell me.
52	00:04:14	00:04:16	So when was the last time you saw the deceased?
53	00:04:16	00:04:21	It was, like, an hour ago, when they took him away on that cart.
54	00:04:21	00:04:22	No, I...
55	00:04:22	00:04:25	you know, I meant the last time you saw him alive.
56	00:04:25	00:04:27	I saw him around noon yesterday.
57	00:04:27	00:04:30	Made him his favorite meal. Meat.
58	00:04:31	00:04:33	Yeah. Mr. Babinkian...
59	00:04:33	00:04:35	Oh, you call me Binky. Everybody call me Binky.
60	00:04:35	00:04:37	Okay, Binky, tell me about... Lorenzo?
61	00:04:37	00:04:39	Everybody call him Happy. Mm-hmm.
62	00:04:39	00:04:41	What? Does everybody have a nickname around here?
63	00:04:41	00:04:43	Not me. I'm just Doris. Nut?
64	00:04:43	00:04:45	No, thank you, Doris.
65	00:04:45	00:04:47	Oh, Happy, Happy.
66	00:04:47	00:04:49	He was a fighter.
67	00:04:49	00:04:51	He was a born boxer.
68	00:04:51	00:04:55	He had speed, he had skills, he had heart, he had... punch!
69	00:04:55	00:04:59	You know, four years ago, he was a top-ranked middleweight.
70	00:04:59	00:05:01	That's right. Yeah. But he... I don't know...
71	00:05:02	00:05:03	stumble into hard times.
72	00:05:03	00:05:05	Oh, yeah? What do you mean?
73	00:05:05	00:05:08	You know. Boompa, boompa sniff, sniff. Like, party time.
74	00:05:08	00:05:15	And I... I mean, I buy his contract, I take him out here, I give him a double-wide.
75	00:05:15	00:05:17	I build him a gym to train him, and I train him.
76	00:05:17	00:05:19	I can make him a champion.
77	00:05:19	00:05:20	He did that.
78	00:05:20	00:05:24	You took a boxer who likes to party to a whorehouse to train? Do you think that was smart?
79	00:05:24	00:05:28	Well, in hindsight, maybe not so good idea.
80	00:05:28	00:05:30	So, anybody have a grudge against Happy that you know of?
81	00:05:30	00:05:33	(mutters) Everybody loved Happy.
82	00:05:33	00:05:35	Yes.
83	00:05:35	00:05:36	You...
84	00:05:36	00:05:39	I want you to catch this person.
85	00:05:39	00:05:42	Find him, please.
86	00:05:42	00:05:45	And, you know...
87	00:05:45	00:05:51	anytime your boys need a break, we have something here we call a cop special.
88	00:05:51	00:05:57	You'll like it. Any girl, no charge and one complimentary drink...
89	00:05:57	00:05:59	Oh, two!
90	00:05:59	00:06:01	Okay, two complimentary drinks.
91	00:06:01	00:06:04	And one appetizer of your choice here at the bar.
92	00:06:04	00:06:06	Tonight, we have, uh...? Baba ghanoush.
93	00:06:06	00:06:08	Yes.
94	00:06:08	00:06:09	Well, thank you. Thank you very much.
95	00:06:09	00:06:11	You two really run a mom-and-pop operation.
96	00:06:11	00:06:14	Oh, thank you.
97	00:06:14	00:06:16	And now, if you don't mind, I'd like to talk to the hookers.
98	00:06:16	00:06:19	Hooking is what girls do out on the street.
99	00:06:19	00:06:22	Here we prefer the term pleasure provider.
100	00:06:25	00:06:29	Ooh! Beer caps, candy wrappers, cigarette butts, used condoms.
101	00:06:29	00:06:36	This is one pool I am not feeling a pressing need to take a dip in.
102	00:06:36	00:06:38	Ugh. Me either.
103	00:06:38	00:06:43	This chair has taken quite a beating, and this cigarette looks like it was just left here and burned out.
104	00:06:43	00:06:45	Hand me an evidence marker, will you?
105	00:06:49	00:06:52	There is a stain on the filter.
106	00:06:53	00:06:55	Could be blood, could be lipstick.
107	00:06:55	00:07:05	If this fellow was shot through the throat, and had a nasty lump on the head, could be how he ended up face down in the pool.
