	start	end	text
0	00:00:11	00:00:20	Dearly beloved, we are gathered here today to join Andrew Milner and Lisa Kravitz in holy matrimony.
1	00:00:20	00:00:23	Marriage is the gift of all gifts.
2	00:00:23	00:00:25	It is the promise of all promises.
3	00:00:25	00:00:38	It is commended to be honorable among all men and should not be entered into lightly, but discretely, reverently, advisedly and solemnly.
4	00:00:39	00:00:44	Into this glorious estate, these two now come to be joined.
5	00:00:44	00:00:47	So if any person here has just cause as to...
6	00:00:47	00:00:49	Everybody up!
7	00:00:49	00:00:52	To the front!
8	00:00:52	00:00:53	Move!
9	00:00:59	00:01:01	God, I love big weddings.
10	00:01:01	00:01:03	Ugh, not me.
11	00:01:03	00:01:07	The minute the invitation comes, my feet hurt from the shoes I'm going to have to wear.
12	00:01:07	00:01:11	Oh, come on, how can you resist the unabashed splendor of a storybook wedding?
13	00:01:12	00:01:15	Hey, Conrad, whatcha got?
14	00:01:15	00:01:20	Two armed assailants in full costume, took all the gifts, cash, wallets, jewelry...
15	00:01:20	00:01:21	Did anybody see how they got away?
16	00:01:21	00:01:26	No, three separate witnesses called in the gunshots but nobody got eyes on the getaway car.
17	00:01:26	00:01:28	Response time? Under five minutes.
18	00:01:28	00:01:30	That's a small window to do your thing.
19	00:01:30	00:01:31	Why are you here?
20	00:01:31	00:01:33	Beg pardon?
21	00:01:33	00:01:36	Well, you're the, uh, undersheriff, you're second in command.
22	00:01:36	00:01:38	Well, I'm here for two reasons.
23	00:01:38	00:01:44	First, as the mayor just reminded me there are 300 weddings a day in Las Vegas, bringing millions of out of town dollars into our economy.
24	00:01:44	00:01:45	What's the second reason?
25	00:01:45	00:01:47	This isn't just a robbery.
26	00:01:47	00:01:48	It's a robbery homicide.
27	00:01:52	00:01:54	Good Lord.
28	00:01:54	00:01:57	So much for your storybook wedding.
29	00:02:37	00:02:39	One bullet hole.
30	00:02:39	00:02:40	No spatter.
31	00:02:40	00:02:42	Must be the only one.
32	00:02:42	00:02:44	Can you lift the head? Yeah.
33	00:02:51	00:02:53	No exit wound. Bullet must still be in there.
34	00:02:53	00:02:55	Hey, guys, there's something missing, right?
35	00:02:55	00:02:57	Isn't there a...
36	00:02:57	00:02:58	Never mind, I found it.
37	00:03:00	00:03:02	Oh, yeah.
38	00:03:02	00:03:06	Gunshot residue on the Mad Hatter's card.
39	00:03:07	00:03:09	Pattern puts it at close range.
40	00:03:09	00:03:15	So the groom was shot execution-style, on his wedding day.
41	00:03:15	00:03:16	What kind of person does that?
42	00:03:16	00:03:19	Maybe somebody who doesn't much care for the institution.
43	00:03:19	00:03:21	I take it from your tone that you don't either.
44	00:03:21	00:03:24	I like weddings; I've had two of them, but...
45	00:03:24	00:03:27	marriages, they don't really agree with me.
46	00:03:35	00:03:38	If you think about it, a wedding's a pretty good place to rob, huh?
47	00:03:38	00:03:41	You'd be the wedding expert, I guess.
48	00:03:41	00:03:43	Your mom's a multiple offender too, you know.
49	00:03:43	00:03:45	But her second one stuck.
50	00:03:47	00:03:49	I noticed you're light next week.
51	00:03:49	00:03:50	You want to grab a bite to eat?
52	00:03:50	00:03:53	Next week's a ways away.
53	00:03:53	00:03:56	We'll see.
54	00:04:06	00:04:10	It was a beautiful day, like a fairy tale.
55	00:04:10	00:04:16	Then, all of the sudden, we hear gunshots, and we all turn and see this smiling cat and this white rabbit.
56	00:04:16	00:04:18	Like in the book?
57	00:04:18	00:04:19	They didn't have guns in the book.
58	00:04:21	00:04:29	Everybody up! NANA Told us to take out our wallets, our phones, our jewelry, they even pulled off my brooch.
