	start	end	text
0	00:00:38	00:00:42	Hey, folks, we've hit a little more of that pesky turbulence.
1	00:00:42	00:00:47	If you'd kindly take your seats we should be arriving on the hour.
2	00:00:48	00:00:50	Cheers.
3	00:01:40	00:01:43	The victim's name is Lori Hutchins.
4	00:01:43	00:01:46	Apparently, she chaperoned the horse on trips all the time.
5	00:01:47	00:01:51	Baggage handler found the body in the cargo hold after the passengers had disembarked.
6	00:01:51	00:01:53	We're going to need to process everyone on that plane.
7	00:01:54	00:01:56	Well, they're being corralled as we speak, partner.
8	00:01:56	00:01:58	Where to start?
9	00:01:58	00:02:01	First witness, first suspect.
10	00:02:04	00:02:05	The horse?
11	00:02:07	00:02:09	Of course.
12	00:03:00	00:03:02	All right, let's talk about Lori Hutchins.
13	00:03:02	00:03:04	What can you tell me about her?
14	00:03:04	00:03:07	She was sweet, polite, quiet.
15	00:03:07	00:03:09	Horses were her life.
16	00:03:09	00:03:11	She was great with them.
17	00:03:11	00:03:13	And she always traveled down below with the horse?
18	00:03:13	00:03:15	Checked on her twice during the flight.
19	00:03:15	00:03:17	Brought her dinner about three hours in.
20	00:03:17	00:03:20	She was worried about the horse, but that was nothing new.
21	00:03:20	00:03:22	So nothing unusual.
22	00:03:22	00:03:25	There was some turbulence, but nothing outrageous.
23	00:03:25	00:03:29	We had an emergency call button down there, if something went wrong.
24	00:03:29	00:03:31	Lori never used it.
25	00:04:05	00:04:06	Where's the horse?
26	00:04:07	00:04:09	USDA facility.
27	00:04:09	00:04:13	Mandatory 48-hour quarantine.
28	00:04:13	00:04:18	A hundred-pound woman trampled by a 1,400-pound horse?
29	00:04:18	00:04:19	Doesn't seem very fair.
30	00:04:27	00:04:28	Tranquilizer dart.
31	00:04:28	00:04:30	Changes the odds a little.
32	00:04:30	00:04:32	Mmm.
33	00:04:43	00:04:44	Yeah...
34	00:04:44	00:04:45	heavy artillery.
35	00:04:45	00:04:47	More than one way to handicap a horse.
36	00:06:38	00:06:40	What have you got?
37	00:06:40	00:06:43	Trainer had all these small syringes.
38	00:06:43	00:06:46	Why go for the big guns instead?
39	00:06:46	00:06:49	Mmm... maybe she didn't want to get too close to a spooked horse.
40	00:06:50	00:06:52	What about this food?
41	00:06:52	00:06:56	Steward said he brought her some dinner.
42	00:06:58	00:06:59	Guess she wasn't very hungry.
43	00:06:59	00:07:02	Looks like someone stepped in horse crap.
44	00:07:05	00:07:07	And what was the vic wearing?
45	00:07:07	00:07:10	Work boots, I think.
46	00:07:11	00:07:13	That's a funky print.
