	start	end	text
0	00:00:52	00:00:54	Hide beetle.
1	00:00:55	00:00:57	This guy's been here at least two weeks.
2	00:01:02	00:01:05	Number four buckshot, maybe?
3	00:01:05	00:01:07	Well, his pockets are empty.
4	00:01:07	00:01:09	There's no wallet or any other kind of ID.
5	00:01:09	00:01:12	What'd be the point of blowing someone's face off if you're going to leave their driver's license?
6	00:01:12	00:01:14	Well, he's all yours.
7	00:01:14	00:01:16	Hey, Cath.
8	00:01:16	00:01:17	Grissom.
9	00:01:18	00:01:20	What's the deal?
10	00:01:20	00:01:23	You're coming to my crime scenes before I get to them now?
11	00:01:23	00:01:25	Weren't you on a 419 in North Town?
12	00:01:25	00:01:26	Guess you missed me.
13	00:01:26	00:01:29	I'm just documenting, then I'm leaving.
14	00:01:29	00:01:31	Oh. Ew.
15	00:01:31	00:01:33	Lot of animal activity.
16	00:01:33	00:01:39	Well, out here, I guess that's, uh, rodents, coyote, buzzards... ( shutter clicks )
17	00:01:40	00:01:42	occasional mountain lion.
18	00:01:42	00:01:45	What do we have here? A little ice?
19	00:01:45	00:01:47	The end of Rainbow Canyon.
20	00:01:47	00:01:48	And this must be the pot of gold.
21	00:01:49	00:01:50	Las Vegas...
22	00:01:50	00:01:52	Greenbacks?
23	00:01:53	00:01:57	American Football Franchise Association.
24	00:01:57	00:01:58	That league folded about 20 years ago.
25	00:01:59	00:02:00	Now, that's what I call a rat hole.
26	00:02:01	00:02:05	Shotgun wounds tend to be separate hits from individual pellets.
27	00:02:05	00:02:07	But only if the shooter's far enough away from the target.
28	00:02:07	00:02:08	This guy was shot at close range.
29	00:02:14	00:02:17	Right between the numbers.
30	00:02:54	00:02:55	I don't get it.
31	00:02:55	00:02:57	Grissom calls me up, I come out here, and I find you.
32	00:02:58	00:03:02	Things were a hell of a lot simpler when we were all on the same shift.
33	00:03:02	00:03:05	You saying you don't like me as your boss?
34	00:03:07	00:03:08	Whatever.
35	00:03:13	00:03:16	I got a shot cup.
36	00:03:16	00:03:20	Doesn't make any sense, 'cause our vic was definitely shot point blank.
37	00:03:20	00:03:23	Yeah, a shot cup coming out of a shell is like throwing a potato chip.
38	00:03:23	00:03:25	It doesn't really go that far.
39	00:03:25	00:03:28	Yeah.
40	00:03:47	00:03:50	Another casing.
41	00:03:50	00:03:53	That's got to account for at least two more shots.
42	00:03:53	00:03:55	Typical pump-action.
43	00:03:55	00:03:58	Holds four in the mag, one in the pipe.
44	00:03:58	00:04:00	This was a chase.
45	00:04:09	00:04:11	We know where it ended, so...
46	00:04:11	00:04:14	let's find where it began.
47	00:04:14	00:04:18	There's not much out here to do for a couple of guys, other than hike or hunt.
48	00:04:18	00:04:20	And the vic wasn't dressed for either.
49	00:04:21	00:04:23	So they were up to no good.
50	00:04:23	00:04:25	Is that a trail over there?
51	00:04:34	00:04:35	What you got?
52	00:04:35	00:04:37	C-note in a beaver dam.
53	00:04:37	00:04:38	Hang on.
54	00:04:45	00:04:47	Damn.
55	00:04:47	00:04:49	This beaver's doing nice work.
56	00:04:49	00:04:52	They should do a commercial for the city.
57	00:04:57	00:05:01	Las Vegas-- where even the beaver can strike it rich.
58	00:05:07	00:05:08	Please tell me I finally got a hooker roll.
59	00:05:09	00:05:10	Sorry.
60	00:05:10	00:05:11	Maybe next time.
61	00:05:11	00:05:13	Coroner was just here.
62	00:05:13	00:05:16	Maurice Hudson, 37, lives in Tahoe.
63	00:05:16	00:05:19	$14,000 in cash, and credit cards are accounted for.
64	00:05:19	00:05:20	That much cash?
65	00:05:20	00:05:21	Guy must have been a gambler.
66	00:05:23	00:05:25	Casino W-2s.
67	00:05:25	00:05:27	Looks like we got a winner.
68	00:05:27	00:05:28	Name tag printed at the Tangiers.
69	00:05:28	00:05:30	Probably a convention.
70	00:05:30	00:05:32	I'll check it out.
71	00:05:44	00:05:45	So tell me about the body.
72	00:05:45	00:05:54	Well, uh, livor mortis is settled, which means the body's been laying in this position for a while.
73	00:05:54	00:05:58	Pronounced petechiae on the chest from lack of oxygen.
74	00:05:58	00:06:04	Guy was struggling to breathe, pressure built up, and it popped the blood vessels.
75	00:06:20	00:06:22	Yeah, I saw that purple fiber.
76	00:06:22	00:06:24	I was going to collect it.
77	00:06:24	00:06:26	I just work on my own rhythm.
78	00:06:27	00:06:32	I don't see anything purple in the room.
79	00:06:44	00:06:46	This table's cracked.
80	00:06:51	00:06:55	And we have what appears to be ejaculate.
81	00:07:00	00:07:00	Me, too.
82	00:07:00	00:07:02	This guy was a machine.
83	00:07:02	00:07:03	And he got around.
84	00:07:04	00:07:08	Have Sara process the sheets, and then pull the hotel surveillance.
85	00:07:08	00:07:09	Got you.
86	00:07:09	00:07:12	We want to see who came... and went.
87	00:08:02	00:08:04	Any luck?
88	00:08:04	00:08:09	Hotel gave us copies of the surveillance tapes from the time Hudson checked in.
89	00:08:09	00:08:11	I'm all the way up to last night, and he's always solo.
90	00:08:11	00:08:16	Until Mia processes the sheet, there's no way to know whether the semen is the result of self-service only.
91	00:08:16	00:08:17	No way.
92	00:08:17	00:08:19	Soft porn couldn't crack that table.
93	00:08:19	00:08:20	Okay.
94	00:08:20	00:08:25	If he had a partner, that would explain the unusually large sweat stain I found on the sheet.
95	00:08:25	00:08:26	No cell phone.
96	00:08:26	00:08:28	No calls out.
97	00:08:28	00:08:30	Always alone.
98	00:08:30	00:08:31	Who was he with?
99	00:08:31	00:08:34	Maurice Hudson is a perplexing subject.
100	00:08:36	00:08:36	Check out his eyes.
101	00:08:40	00:08:42	Bulbar hemorrhages.
102	00:08:42	00:08:45	And petechial hemorrhages on the chest.
103	00:08:45	00:08:47	Asphyxiation.
104	00:08:47	00:08:52	Yep. Lividity, dark blue-purple, settled in the posterior area.
