	start	end	text
0	00:00:12	00:00:14	Lab's only got one case tonight.
1	00:00:14	00:00:16	Why'd you bag that? I didn't.
2	00:00:16	00:00:17	That's not Nick's evidence.
3	00:00:17	00:00:19	Maybe it's a message.
4	00:00:19	00:00:21	Nick could be anywhere from Green Valley to Seven Hills to Arizona.
5	00:00:21	00:00:23	Guy comes in here with a package with no return address.
6	00:00:24	00:00:25	It's about Nick.
7	00:00:25	00:00:26	Hi, CSI guy.
8	00:00:26	00:00:28	You wondering why you're here?
9	00:00:28	00:00:30	Because you followed the evidence.
10	00:00:33	00:00:34	I don't think he knows we can see him.
11	00:00:34	00:00:39	If they're going to keep him alive for 12 hours, it must mean that he's going to have additional air supply.
12	00:00:39	00:00:42	The feed stays active for two minutes every time you press the Watch button.
13	00:00:42	00:00:43	I say we keep the light on.
14	00:00:43	00:00:45	I got called out to a pickup on Viking Circle.
15	00:00:45	00:00:48	I just found an abandoned package with some cash taped to it.
16	00:00:48	00:00:49	Yeah, the address was a waste of time.
17	00:00:49	00:00:52	The guy probably picked the house at random 'cause he knew we'd chase it.
18	00:00:52	00:00:53	Has Nick's family been informed?
19	00:00:53	00:00:54	That would be my job.
20	00:00:54	00:00:56	We're not sure who has your son.
21	00:00:56	00:00:58	What the hell do you know?
22	00:00:58	00:00:59	Aw, Poncho.
23	00:00:59	00:01:01	What the hell you got yourself into?
24	00:01:01	00:01:04	The City of Las Vegas is not going to finance a ransom.
25	00:01:04	00:01:06	I need a million dollars and I need it now.
26	00:01:06	00:01:11	If you're coming to me like a cop with a tin cup in your hand, the answer is no.
27	00:01:11	00:01:15	If the press finds out about this, it'll look like Sam Braun bribed the lab.
28	00:01:15	00:01:16	You got a better plan, I'm all ears!
29	00:01:16	00:01:18	What does Nick Stokes mean to you?
30	00:01:18	00:01:21	Does your soul die every time you push that button?
31	00:01:21	00:01:23	Welcome to my world.
32	00:01:42	00:01:43	Pupils are even.
33	00:01:43	00:01:45	He blew himself up and left us with nothing.
34	00:01:45	00:01:48	Sir, are you experiencing any ringing in your ears?
35	00:01:49	00:01:50	We got the kidnapper's truck.
36	00:01:50	00:01:52	374-Robert-Charlie-David.
37	00:01:52	00:01:54	Run the plate.
38	00:01:54	00:01:55	That's the wrong box, Greg.
39	00:01:56	00:01:57	Well, pick one. There's three.
40	00:01:57	00:01:59	That one right there.
41	00:01:59	00:02:00	Give me a break.
42	00:02:00	00:02:01	I haven't done this before.
43	00:02:01	00:02:03	All right, let's go over it again.
44	00:02:03	00:02:08	The diagnostic unit gets attached to that black box, which gives us the mileage of his last trip.
45	00:02:08	00:02:09	Like an airplane.
46	00:02:09	00:02:11	That gives us the radius for the search area.
47	00:02:11	00:02:13	Right. Got it.
48	00:02:13	00:02:15	23 miles...
49	00:02:15	00:02:18	and we know he was heading east on the 215.
50	00:02:18	00:02:20	I'll get a map.
51	00:02:26	00:02:28	Somebody bag this money, please?
52	00:02:28	00:02:30	Don't get any funny ideas, either.
53	00:02:33	00:02:35	What I had to do to get this money and for what.
54	00:02:36	00:02:39	There's no I.D. on him.
55	00:03:03	00:03:06	I got a thumb.
56	00:03:41	00:03:43	How's he doing?
57	00:03:45	00:03:46	Hard to say.
58	00:03:46	00:03:49	About the same, I guess.
59	00:03:49	00:03:51	I'm gonna get some coffee.
60	00:03:51	00:03:53	Yeah.
61	00:04:12	00:04:14	Enough with the...
62	00:04:14	00:04:16	Enough with the damn light!
63	00:04:47	00:04:48	No.
64	00:04:52	00:04:54	The fan's connected...
65	00:04:54	00:04:57	The fan's connected to the light.
66	00:06:22	00:06:24	No.
67	00:07:32	00:07:34	What are you doing, Nicky?
68	00:07:46	00:07:49	What are you doing, Nicky?
69	00:07:54	00:07:56	Don't do it, Nicky!
70	00:08:12	00:08:14	You son of a bitch!
71	00:08:34	00:08:35	Oh.
72	00:08:37	00:08:40	You're still alive.
73	00:09:05	00:09:08	The light and the fan must have been running off the same battery.
74	00:09:09	00:09:10	Well, at least Nicky's keeping it together.
75	00:09:10	00:09:12	That's good.
76	00:09:12	00:09:14	What about the Web cam trace?
77	00:09:14	00:09:16	Signal's running through an anonymizer.
78	00:09:16	00:09:18	Different ISP each time we click the button.
79	00:09:18	00:09:21	I think I've got a handle on the pattern. Getting closer.
80	00:09:27	00:09:29	Sara?
81	00:09:29	00:09:31	I got something off your thumb.
82	00:09:36	00:09:42	So when you struck out on prints, I ran DNA through CODIS, hoping maybe the guy was in the system off an open case or a prior felony.
83	00:09:42	00:09:44	I got no straight-up match, but...
84	00:09:44	00:09:47	But you got a moderate stringency match for a Kelly Gordon.
85	00:09:47	00:09:51	Yeah, seven alleles in common, and based on the age, I'd say it was his daughter.
86	00:09:51	00:09:53	Good work, Mia.
87	00:09:53	00:10:01	Kelly Gordon is currently in state prison serving year three of a five-year sentence for accessory to murder.
88	00:10:10	00:10:13	The address of her crime scene is 625 Viking Circle.
