	start	end	text
0	00:00:25	00:00:28	They came to... my house.
1	00:00:34	00:00:36	They had a fight.
2	00:00:49	00:00:52	They couldn't find what they were looking for.
3	00:01:45	00:01:47	Sheriff?
4	00:01:47	00:01:49	Who, uh... who called it in?
5	00:01:49	00:01:50	Anonymous 911.
6	00:01:50	00:01:55	Listen, we haven't had a murder in all of Lincoln County in ten years, let alone a quadruple.
7	00:01:55	00:01:57	Without the bodies, I can't confirm there was a murder.
8	00:01:57	00:02:01	No offense, Mr. Stokes, but did you see the amount of blood in that house?
9	00:02:01	00:02:03	Somebody's dead.
10	00:02:03	00:02:05	What do you know about the family?
11	00:02:05	00:02:07	Jude McBride-- great guy, stay-at-home dad.
12	00:02:07	00:02:09	Nina owns a local coffee shop.
13	00:02:09	00:02:11	Jeremy's a junior in high school, smart kid.
14	00:02:12	00:02:13	Ten-year-old daughter, Cassie.
15	00:02:13	00:02:15	Pip-squeak.
16	00:02:15	00:02:17	Sounds like all that's missing is the white picket fence, huh?
17	00:02:18	00:02:19	Yeah.
18	00:02:21	00:02:23	We don't even know where to start looking.
19	00:02:23	00:02:25	Begin at the beginning.
20	00:03:04	00:03:07	I loved my family.
21	00:03:56	00:03:59	Are we having a Taster's Choice moment?
22	00:03:59	00:04:01	Grissom called me from the airport.
23	00:04:01	00:04:04	He's teaching a Human Remains Recovery class at the body farm.
24	00:04:04	00:04:09	He said you needed backup, and I figure you needed coffee, but... looks like you already took care of it.
25	00:04:09	00:04:11	Oh, no. No, I didn't do it.
26	00:04:12	00:04:14	Coffeemaker's programmed to go on Monday through Friday.
27	00:04:14	00:04:18	So, somebody cleaned up Friday's coffee and reset it to go off today?
28	00:04:18	00:04:19	You'd have to be alive to do that.
29	00:04:19	00:04:23	Which means whatever happened here happened over the weekend.
30	00:04:23	00:04:28	Blood pools are dry, so, crime scene's at least 12 hours old.
31	00:04:28	00:04:36	There were at least three major blood events-- here... here... and up the stairs.
32	00:04:36	00:04:40	Without the bodies, we'll have to confirm the source of the blood through DNA comparison.
33	00:04:40	00:04:43	I'll collect toothbrushes, hairbrushes...
34	00:04:43	00:04:47	You know, it's possible it wasn't the family that died here.
35	00:04:47	00:04:53	The sheriff confirmed the McBrides' cars are parked out front, and their cell phones, car keys, wallets are all right there.
36	00:04:53	00:04:54	Can't get far without those.
37	00:04:54	00:04:56	Mm.
38	00:04:56	00:04:58	It would also seem to eliminate robbery as a motive.
39	00:04:58	00:04:59	Yeah.
40	00:05:03	00:05:05	What a mess.
41	00:05:05	00:05:07	If you're not gonna clean it up...
42	00:05:07	00:05:09	why take the bodies?
43	00:05:09	00:05:11	Yeah.
44	00:05:11	00:05:12	Well, I'm gonna start upstairs.
45	00:05:12	00:05:15	I'll take outside.
46	00:06:16	00:06:22	Based on their shoes, Dad wore a nine-and-a-half, Mom wore a nine.
47	00:06:22	00:06:25	Jeremy wore an eight-and-a-half, and Cassie wore a one.
48	00:06:25	00:06:30	There is that men's nine-and-a-half between blood pool number one and blood pool number two.
49	00:06:30	00:06:33	And the barefoot print on the stairs looks smaller.
50	00:06:33	00:06:36	Yeah, they're consistent with the mom, size nine.
51	00:06:37	00:06:39	No matches to Jeremy or Cassie, though.
52	00:06:39	00:06:41	Let's just assume they were shot.
53	00:06:41	00:06:44	Maybe they were shot first.
54	00:06:44	00:06:47	There's no blood to step in if you're first.
55	00:06:50	00:06:54	Or Mom could have grabbed Cassie up, try to take her away from it all.
56	00:06:55	00:06:56	Bullet penetrated both bodies.
57	00:06:58	00:07:00	Could explain why there are only three blood pools.
58	00:07:00	00:07:02	There are three other sets of shoeprints.
59	00:07:03	00:07:05	One size 12, two size 11.
60	00:07:05	00:07:11	Two of the sets appear to be going back and forth from the kitchen area to the front door.
61	00:07:11	00:07:15	One set, and only one set, headed upstairs for the bedrooms.
62	00:07:15	00:07:17	I'll go up there and see what I can find.
63	00:07:50	00:07:52	Sheriff Brackett...
64	00:07:52	00:07:55	did your deputies drive anything up here with a hitch?
65	00:07:55	00:07:58	No. Why?
66	00:07:58	00:08:00	I got an odd-sized tread here.
67	00:09:07	00:09:10	I hate the taste of that stuff.
68	00:09:31	00:09:33	I like Nancy Drew.
69	00:09:33	00:09:36	She always gets the bad guy.
70	00:09:57	00:09:59	I knew all my lines and Hansel's, too.
71	00:10:30	00:10:31	What is that?
72	00:10:31	00:10:34	If it's labeled correctly, it's, uh, Cassie's laugh.
73	00:11:20	00:11:23	Our man Jeremy's a bit of an entrepreneur here.
74	00:11:23	00:11:24	Oh, yeah? How's that?
75	00:11:24	00:11:26	He's trafficking in term papers.
76	00:11:26	00:11:30	Whatever happened to just flipping burgers, man?
77	00:11:53	00:11:55	I think I figured out when all this happened.
78	00:11:55	00:11:58	Cassie never got to her Saturday morning chores.
79	00:11:58	00:12:01	I was really into gold stars when I was a kid.
80	00:12:02	00:12:06	As opposed to now?
81	00:12:18	00:12:19	Whoa!
82	00:12:20	00:12:22	The McBrides must have a broken meter.
83	00:12:22	00:12:26	Even if they left every light on day and night, it wouldn't add up to $2,000.
84	00:12:26	00:12:29	( clears throat ) Maybe Brass can check it out.
85	00:12:29	00:12:32	I think this print dust is getting to me.
86	00:12:32	00:12:35	Would you mind finishing the fridge?
87	00:12:35	00:12:37	Do I get a gold star?
88	00:12:37	00:12:39	Ha-ha-ha.
89	00:13:21	00:13:23	Greg?
90	00:13:23	00:13:25	I found something.
91	00:13:28	00:13:30	Is it the bodies?
92	00:13:30	00:13:33	No.
93	00:13:38	00:13:42	Sweet Mary Jane.
94	00:13:42	00:13:44	The Emerald City.
95	00:13:44	00:13:47	Explains the $2,000 electric bill.
96	00:13:47	00:13:50	And all the footprints throughout the house.
97	00:13:50	00:13:52	It's a ganja graveyard.
98	00:13:53	00:13:54	No...
99	00:13:54	00:13:56	it's motive.
100	00:14:04	00:14:06	Whew...!
101	00:14:07	00:14:09	Looks like someone shot out the lock upstairs.
