	start	end	text
0	00:00:26	00:00:28	Is that the expanded tox report?
1	00:00:28	00:00:30	Yes, it is.
2	00:00:31	00:00:35	Searched 600 metabolites and nothing unusual.
3	00:00:35	00:00:38	Makes Mr. Kelly our third undetermined in three weeks.
4	00:00:38	00:00:40	Chief coroner's gonna be on my butt.
5	00:00:40	00:00:43	Conduct a review, cut the budget.
6	00:00:43	00:00:44	I was at the scene.
7	00:00:44	00:00:49	mother came home, found him convulsing, tried CPR.
8	00:00:49	00:00:54	No prior history of seizures, only trace amounts of meth in his system, not enough to kill him.
9	00:00:54	00:00:57	Put him in the meat locker next to the other two.
10	00:00:57	00:00:59	I'm gonna figure this out.
11	00:01:06	00:01:08	I'm doing you a solid here, Doc.
12	00:01:08	00:01:14	Technically, I can't investigate until you rule Mr. Kelly's death either a homicide or suspicious circs.
13	00:01:14	00:01:16	I'll give you my tickets to Love.
14	00:01:16	00:01:18	I've seen it, twice.
15	00:01:18	00:01:20	All right. (phone ringing)
16	00:01:22	00:01:24	I've got a call-- I'll meet you up there.
17	00:01:24	00:01:27	All right!
18	00:01:41	00:01:43	Okay. Sure.
19	00:01:43	00:01:45	Mrs. Kelly, this is Catherine Willows Yeah...
20	00:01:45	00:01:46	from the Crime Lab!
21	00:01:46	00:01:48	We spoke earlier!
22	00:01:53	00:01:54	Mrs. Kelly?
23	00:01:54	00:01:56	Yeah?
24	00:01:57	00:02:01	Mrs. Kelly, I'm, uh, Catherine Willows from the Crime Lab.
25	00:02:02	00:02:03	I left you a message.
26	00:02:29	00:02:30	Catherine!
27	00:02:35	00:02:38	Catherine!
28	00:02:49	00:02:50	Catherine!
29	00:02:50	00:02:52	(pounding on door) Are you okay?!
30	00:02:55	00:02:57	Thank God.
31	00:02:57	00:02:59	She jumped me.
32	00:02:59	00:03:03	I pulled my gun and she just collapsed.
33	00:03:08	00:03:12	She's dead... and you're bleeding.
34	00:03:14	00:03:16	That's better than the other way around.
35	00:03:51	00:03:52	So I talked to the neighbors.
36	00:03:53	00:03:55	Nobody had anything bad to say about Mrs. Kelly.
37	00:03:55	00:03:56	In fact, they all called her a saint.
38	00:03:56	00:04:01	She's a special ed teacher; she's a friend to kids, stray dogs, and anybody with a problem.
39	00:04:01	00:04:03	Well, I must have met her evil clone.
40	00:04:03	00:04:04	You know, there's a reason there's a protocol.
41	00:04:04	00:04:06	You should have called me first.
42	00:04:06	00:04:08	I was doing this as a favor to Doc.
43	00:04:08	00:04:11	Yeah, this thing could have escalated easily and got out of hand.
44	00:04:12	00:04:13	Next time, you call me.
45	00:04:13	00:04:15	Yes, you're right.
46	00:04:15	00:04:17	I'm glad you're okay.
47	00:04:17	00:04:19	(sighs) Thank you.
48	00:04:19	00:04:20	How is she?
49	00:04:20	00:04:24	Vitals are stable, but the attacker bit her, and she's not sure when she had her last tetanus shot.
50	00:04:24	00:04:25	Let me see.
51	00:04:25	00:04:28	I just called you so that you could work the case 'cause I'm a witness.
52	00:04:28	00:04:29	Nick's already inside.
53	00:04:29	00:04:31	Catherine, don't be a tough guy.
54	00:04:31	00:04:33	Jeff, get her to the hospital.
55	00:04:33	00:04:34	Yes, sir.
56	00:04:45	00:04:46	Evening, Professor.
