	start	end	text
0	00:00:10	00:00:13	The sweetest little girl you've ever seen.
1	00:00:20	00:00:22	Ana is the only girl I ever asked out.
2	00:00:22	00:00:24	She said no, but still...
3	00:00:29	00:00:31	Kid was a force of nature.
4	00:00:31	00:00:34	She'd come into my class laughing, and just... light up the room.
5	00:00:35	00:00:37	She will not be forgotten.
6	00:00:37	00:00:38	Al...
7	00:00:40	00:00:41	Thank you for coming.
8	00:00:43	00:00:44	Can we have a word?
9	00:00:44	00:00:46	Of course. Of course.
10	00:00:48	00:00:52	I am so sorry for your loss, Gabriel.
11	00:00:52	00:00:56	And I apologize; I still haven't heard quite what happened.
12	00:00:56	00:01:01	I didn't want to keep the news of Ana's death from her friends and family, but there are certain details of it which...
13	00:01:01	00:01:03	remain unclear.
14	00:01:03	00:01:09	Three days ago, Ana was discovered dead in the border city of Arquero, Mexico.
15	00:01:09	00:01:14	The local coroner found her license on her, notified LVPD...
16	00:01:14	00:01:17	calling her death drug-related.
17	00:01:17	00:01:20	They sent these photos and prints to confirm it was Ana.
18	00:01:20	00:01:25	But he's been otherwise uncooperative and refused to arrange transport of the body to Las Vegas.
19	00:01:26	00:01:28	Has he performed an autopsy?
20	00:01:28	00:01:31	I demanded that he not proceed with one.
21	00:01:31	00:01:36	He's wrong about Ana doing drugs, and I don't want him getting anything else wrong.
22	00:01:36	00:01:37	Al...
23	00:01:37	00:01:39	I want you to go to Arquero.
24	00:01:39	00:01:41	Determine how my daughter died.
25	00:01:43	00:01:45	Gabriel...
26	00:01:45	00:01:48	that... that's not something that I can do.
27	00:01:48	00:01:51	No, no, no, you must!
28	00:01:51	00:01:53	As my friend.
29	00:01:53	00:01:56	Please.
30	00:01:56	00:01:58	Since Carmen's passing, Ana was all I had.
31	00:02:00	00:02:03	I need you to make sense of what has happened to her.
32	00:02:05	00:02:07	She was a good girl.
33	00:02:10	00:02:12	I've been to Arquero, Mexico.
34	00:02:12	00:02:14	For business.
35	00:02:15	00:02:18	There's no reason Ana should have been down there.
36	00:02:18	00:02:21	In that wretched place.
37	00:02:24	00:02:26	Please, Al.
38	00:02:28	00:02:31	Tell me what happened to my Ana.
39	00:02:34	00:02:36	Okay.
40	00:02:36	00:02:38	I'll see what she can tell us.
41	00:03:14	00:03:16	All right, well... thanks for your help.
42	00:03:16	00:03:18	Yeah, yeah, not a problem.
43	00:03:18	00:03:19	Hey, Greg.
44	00:03:19	00:03:20	Hey.
45	00:03:20	00:03:25	Landlord came over to collect the month's rent from the couple who lives here.
46	00:03:25	00:03:29	Came across this when he looked through the garage window.
47	00:03:34	00:03:35	Wow.
48	00:03:35	00:03:37	That's one hell of a body dump.
49	00:03:37	00:03:39	Like they were dumped by a cement truck.
50	00:03:39	00:03:41	Got this picture from inside.
51	00:03:41	00:03:43	I'm pretty sure this is the couple.
52	00:03:43	00:03:45	Brett and Claire Marsh.
53	00:03:45	00:03:47	Someone's been doing a lot of work in here.
54	00:03:47	00:03:53	Landlord says that Brett had repaired the sewer line and was in the middle of replacing the floor.
55	00:03:53	00:03:56	Yeah, but concrete's not quicksand.
56	00:03:56	00:03:58	They couldn't have just gotten stuck in it.
57	00:03:58	00:04:01	No, I'm thinking that someone was trying to bury these two.
58	00:04:01	00:04:04	And the ground just vomited them up, huh?
59	00:04:04	00:04:05	Yeah, because someone messed up the recipe.
60	00:04:05	00:04:10	A couple of these empty bags are expansive mortar. It looks like concrete, but it's actually designed to bust up concrete.
61	00:04:10	00:04:15	You pour it into drilled holes and it'll grow to such a volume that it can crack solid rock.
62	00:04:15	00:04:24	The stuff is mistakenly mixed with the concrete, gets poured on the couple, and then the dead shall rise.
63	00:04:27	00:04:29	Beyond bizarre.
64	00:04:29	00:04:33	David, I can help you chip them out for transport back to the morgue.
65	00:04:33	00:04:34	That would be great. Thanks.
66	00:04:34	00:04:36	All right, I'll get started processing inside the house.
67	00:04:36	00:04:39	Sir, hold up. MAN This is a crime scene. I live here, all right?
68	00:04:39	00:04:41	This is my house, all right?! Whoa, hey.
69	00:04:41	00:04:42	I live here! Hold on a second.
70	00:04:42	00:04:43	What the hell is going on?
71	00:04:45	00:04:47	Brett Marsh?
72	00:04:47	00:04:48	Yeah.
73	00:04:48	00:04:49	I'm CSI Sanders.
74	00:04:49	00:04:51	I'm with the crime lab. Claire?
75	00:04:52	00:04:53	Oh, my God.
76	00:04:55	00:04:57	She's dead?
77	00:04:57	00:04:58	I'm so sorry.
78	00:05:01	00:05:02	Is that Jeff?
79	00:05:09	00:05:11	My wife and my brother Jeff.
80	00:05:11	00:05:13	I was only away in Bakersfield for a night.
81	00:05:13	00:05:15	What the hell happened to them?
82	00:05:15	00:05:17	You said that your brother was doing your cement work?
83	00:05:19	00:05:22	He needed a place to stay.
84	00:05:22	00:05:24	So I let him crash.
85	00:05:27	00:05:31	And I knew he'd screw it up, the kind of guy Jeff is...
86	00:05:31	00:05:35	but I was expecting sloppy edgework, not...
87	00:05:35	00:05:37	that.
88	00:05:41	00:05:43	Do you know anyone who'd want to hurt your brother?
89	00:05:43	00:05:44	Or your wife?
90	00:05:48	00:05:51	All right. We're gonna figure out who did this.
91	00:05:56	00:05:58	Oh, there he is.
92	00:05:58	00:05:59	Hola, amigo.
93	00:05:59	00:06:00	You ready for this?
94	00:06:00	00:06:03	Took a little convincing with my wife, but, uh, I'm clear.
95	00:06:03	00:06:05	Good. You're clear internationally, too.
96	00:06:05	00:06:10	Mexican Federal Police are gonna have an agent meet you at the airport and then escort you throughout the entire trip.
97	00:06:10	00:06:11	Yeah, it's this agent right here.
98	00:06:11	00:06:16	His name's, uh, Javier Silva. He'll be like our own personal Federale, right?
99	00:06:16	00:06:19	And Nick's gonna liaise any evidence you find during the autopsy.
100	00:06:19	00:06:21	And act as my translator, por favor?
101	00:06:21	00:06:23	Well, it's been a while, but I'll do my best.
102	00:06:23	00:06:28	All right, look, I know I don't have to tell you guys this, but that part of the border...
103	00:06:28	00:06:29	it's like the Wild West.
104	00:06:29	00:06:32	So you do your thing and then come right back.
105	00:06:32	00:06:36	Sounds good. Besides, what could go wrong?
106	00:06:45	00:06:47	Ahh!
107	00:06:48	00:06:52	I don't suppose they're too strict about speed limits here, Agent Silva?
108	00:06:52	00:06:57	The way cops work in Arquero, be lucky if it's a radar gun they are pointing at you.
109	00:06:57	00:07:00	Yeah, I've been reading up on the situation down here.
110	00:07:00	00:07:03	The war between the drug cartels is really heating up.
111	00:07:03	00:07:06	And from what I understand, local police are in the cartel's pocket.
112	00:07:06	00:07:07	Am I right?
113	00:07:07	00:07:12	And one thing they despise outside law enforcement.
114	00:07:12	00:07:15	Americans or Federales.
115	00:07:15	00:07:16	Great.
116	00:07:31	00:07:32	That's the place?
117	00:07:54	00:07:56	Dr. Blanco?
118	00:07:56	00:07:58	Sí.
119	00:07:59	00:08:03	I'm Dr. Al Robbins, pathologist from the Las Vegas coroner.
120	00:08:03	00:08:07	Sí. Yo soy Nick Stokes, con Las Vegas PD.
121	00:08:07	00:08:08	This is about that girl?
122	00:08:10	00:08:12	Yes, sir. Ana Ortiz.
123	00:08:12	00:08:16	What kind of budget do you have to work with out there in Las Vegas? I'm sorry?
124	00:08:16	00:08:21	You can travel the world, just to be told in person, go away?
125	00:08:26	00:08:27	I told you, amigo.
126	00:08:27	00:08:29	Dr. Blanco. Dr. Blanco.
127	00:08:29	00:08:33	We're not trying to invade your territory, sir.
128	00:08:39	00:08:41	Dr. Blanco...
129	00:08:41	00:08:45	if you'll just allow me to examine the body-- please.
130	00:08:45	00:08:48	I've already told her father what happened to her.
131	00:08:48	00:08:56	I will autopsy her once I'm finished Dr. Blanco, federal agencies are prepared to intervene if necessary, so I suggest...
132	00:09:02	00:09:04	The body's in cold storage.
133	00:09:04	00:09:07	Drains are backed up.
134	00:09:08	00:09:10	There's the bucket.
135	00:09:10	00:09:11	Thank you.
136	00:09:11	00:09:13	Are there other staff here?
137	00:09:13	00:09:18	Wait a minute, you handle over a thousand murders a year by yourself?
138	00:09:18	00:09:21	In a good year, yes.
139	00:09:21	00:09:23	That's insane.
140	00:09:23	00:09:26	There's only one body that you're worried about.
141	00:09:26	00:09:27	She wasn't murdered.
142	00:09:30	00:09:34	Anonymous caller, uh, saw her by the side of the road in the middle of nowhere.
143	00:09:34	00:09:35	I picked her up.
