	start	end	text
0	00:00:19	00:00:24	What's going on? You bring in a high-risk psychopath into my department and you don't even bother to call me?
1	00:00:24	00:00:26	I mean, were you two gonna fly this over my head?
2	00:00:26	00:00:30	Haskell reached out from prison, said he had something to offer in the Dr. Jekyll case.
3	00:00:30	00:00:32	The man called me. Yeah, and he hung up on you.
4	00:00:32	00:00:34	Why didn't you just call him back?
5	00:00:34	00:00:37	You don't have to send a limo for him like Paul freakin' McCartney.
6	00:00:39	00:00:42	The last time we gave him a stage, somebody got killed.
7	00:00:42	00:00:43	This was my decision, Jim.
8	00:00:43	00:00:47	I called the governor, and the governor cleared it through the sheriff.
9	00:00:47	00:00:48	Both friends of Daddy.
10	00:00:48	00:00:53	You know, it's amazing, but Sam Braun has more clout dead than most of us do alive.
11	00:00:53	00:00:55	My team is working a serial killer case.
12	00:00:55	00:00:58	We've got zippo leads, and the bodies are piling up.
13	00:00:58	00:01:00	What do you think I'm doing, writing parking tickets?
14	00:01:00	00:01:02	Hey, last time I checked, CSI worked for me.
15	00:01:02	00:01:04	And have you been doing lately on the case, Jim?
16	00:01:04	00:01:06	You develop any better leads?
17	00:01:06	00:01:08	Are you saying I'm not doing my job?
18	00:01:08	00:01:09	We're all doing our jobs.
19	00:01:10	00:01:13	And if Nate Haskell knows anything, we should hear what he has to say.
20	00:01:14	00:01:18	If he starts screwing with us, we just ship him back to Ely and weld his cage shut.
21	00:01:38	00:01:40	Las Vegas.
22	00:01:42	00:01:44	Hands up.
23	00:01:44	00:01:45	This is a stun belt.
24	00:01:45	00:01:48	My own private electric fence.
25	00:01:48	00:01:50	That's exciting.
26	00:01:53	00:01:55	Let's go.
27	00:02:06	00:02:08	Hiya. Glad to be back here. Nice to be here.
28	00:02:09	00:02:13	Oh. I hear crime is down three quarters in a row.
29	00:02:13	00:02:14	Good work. Hey, keep that up.
30	00:02:14	00:02:16	Let's be careful out there.
31	00:02:25	00:02:29	Well, Ray, he's all yours. Wait a minute. What? What?
32	00:02:29	00:02:31	Ray's the one he wants to talk to-- they have the connection.
33	00:02:31	00:02:32	Hold on.
34	00:02:32	00:02:34	Nobody's going in there without me.
35	00:02:37	00:02:39	Do it, Officer, press the button.
36	00:02:39	00:02:41	I hear it's better than sex with your wife.
37	00:02:41	00:02:46	One more word, I'll have sparks coming out of your ears, you son of a bitch.
38	00:02:46	00:02:47	Oh, looky.
39	00:02:47	00:02:57	Hate to start this off with a complaint, but on the way in, there was no food service, I didn't get a window seat, and the stewardesses all had assault rifles.
40	00:02:57	00:03:00	Plus they're... really ugly.
41	00:03:00	00:03:04	I thought you wanted to talk, and then you hung up on me.
42	00:03:04	00:03:06	Were your feelings hurt?
43	00:03:06	00:03:10	Tell me what happened to the unsettled, bearded fellow.
44	00:03:10	00:03:11	Griswald?
45	00:03:11	00:03:13	Gristle?
46	00:03:13	00:03:15	He's pursuing other things.
47	00:03:15	00:03:19	So that means you've taken his place?
48	00:03:19	00:03:21	Isn't that a bit of a comedown, Professor?
49	00:03:21	00:03:23	Although...
50	00:03:23	00:03:31	I suppose who better for a low-level job in law enforcement than a doctor who allowed 27 people to die before his watchful eyes.
51	00:03:31	00:03:32	Shut up, Haskell.
52	00:03:32	00:03:37	You were brought here because you said you had information about the Jekyll murders.
53	00:03:37	00:03:38	Start talking.
54	00:03:38	00:03:39	Which is it, shut up or start talking?
55	00:03:39	00:03:40	I don't think I like you.
56	00:03:40	00:03:42	I don't want to play with you at all.
57	00:03:42	00:03:46	Nate, you said you had information about Dr. Jekyll-- let's have it.
58	00:03:46	00:03:56	Okay. After I was arrested, when the police confiscated my belongings, they took something from my dresser drawer, top right.
59	00:03:56	00:03:58	You'll find it in evidence.
60	00:03:58	00:04:00	Oh, I'm sure you've got boxes and boxes...
61	00:04:00	00:04:05	Nick, get all of Haskell's evidence out of storage, and bring it to the lab.
62	00:04:05	00:04:12	Obviously, the coppers didn't realize its significance, and frankly, when I was given this beautiful gift...
63	00:04:12	00:04:15	I didn't, either.
64	00:04:15	00:04:18	I felt, at the time, it was more like a...
65	00:04:18	00:04:21	promise.
66	00:04:21	00:04:25	A talisman from a like-minded soul.
67	00:04:26	00:04:29	But...
68	00:04:29	00:04:32	given recent events, uh...
69	00:04:32	00:04:41	I kept it in a beautiful lacquer box, adorned with a dragon, which I had picked up on a trip down the Yangtze River.
70	00:04:41	00:04:45	Actually, I bought it in Chinatown, but...
71	00:04:45	00:04:48	I do have a weakness for embellishment.
72	00:04:59	00:05:01	I think I got it.
73	00:05:25	00:05:26	Pasta?
74	00:05:26	00:05:28	Weird.
75	00:05:29	00:05:31	Bow-tie pasta...
76	00:05:32	00:05:36	tied with a spaghetti bow.
77	00:05:38	00:05:39	They're identical.
78	00:05:39	00:05:43	Haskell's telling the truth.
79	00:05:43	00:05:45	He knows who Jekyll is.
80	00:06:26	00:06:32	A monster like Haskell kills 19 people, and you see him up close and personal, he looks just like everybody else.
81	00:06:32	00:06:34	Mm-hmm.
82	00:06:35	00:06:39	You got a lot of guts bringing him down here.
83	00:06:39	00:06:41	But that's what I like about you.
84	00:06:42	00:06:45	Now I know why you got up so early this morning.
85	00:06:45	00:06:47	I wish I'd stayed in bed.
86	00:06:47	00:06:49	Well...
87	00:06:49	00:06:50	me, too.
88	00:06:54	00:06:56	Here you go.
89	00:07:00	00:07:02	Why am I always the last to know? Hm?
90	00:07:02	00:07:06	Call Hodges, see what he can do with that.
91	00:07:06	00:07:10	It's so funny how you cops come up with your nicknames for serial killers.
92	00:07:10	00:07:17	(chuckles) The... the Night Stalker, the Hillside Strangler, the Iceman.
93	00:07:17	00:07:18	I'm the Dick and Jane Killer.
94	00:07:18	00:07:22	Kind of makes me sound so... immature.
95	00:07:22	00:07:24	How do you know Jekyll?
96	00:07:24	00:07:26	Dr. Jekyll, Mr. Hyde?
97	00:07:26	00:07:28	Do you guys even read?
98	00:07:28	00:07:30	Robert Louis Stevenson? Hello?
99	00:07:30	00:07:35	Jekyll was the good guy? Well, why don't you be the good guy and give us a name?
100	00:07:37	00:07:39	How do you know Jekyll?
101	00:07:39	00:07:44	Well... since you ask, I met him in a restaurant.
102	00:07:44	00:07:47	All of his victims were there.
103	00:07:47	00:07:50	Before he was Jekyll, of course.
104	00:07:51	00:07:53	That was, oh...
105	00:07:53	00:07:55	heavens, ten, no...
106	00:07:55	00:07:59	11 years ago. (chuckles)
107	00:07:59	00:08:00	My, how time crawls.
108	00:08:00	00:08:03	He hadn't discovered his...
109	00:08:03	00:08:09	potential yet, back then, back when I was free to be me.
110	00:08:09	00:08:14	It was so... unexpected.
111	00:08:17	00:08:21	So captivating.
112	00:08:21	00:08:24	I knew there was genius behind it.
113	00:08:24	00:08:26	Come on-- pasta?
114	00:08:26	00:08:29	I asked if I could meet the chef.
115	00:08:31	00:08:32	What do you call this?
116	00:08:32	00:08:34	I'll take it back if you like.
117	00:08:34	00:08:36	No, no, I like it, I like it a lot.
118	00:08:36	00:08:38	You're very talented. Sit.
