	start	end	text
0	00:00:10	00:00:13	I'm gonna be out in a second.
1	00:00:18	00:00:20	Is that a girlfriend? Not right now.
2	00:00:20	00:00:21	Can I see?
3	00:00:21	00:00:22	Ah! Whoa!
4	00:00:22	00:00:23	She wouldn't like that.
5	00:00:23	00:00:25	I'm gonna go to the bathroom.
6	00:00:27	00:00:29	Gonna be here when I get back?
7	00:00:29	00:00:30	If you're lucky.
8	00:00:42	00:00:43	Yeah. Yeah, it's me.
9	00:00:43	00:00:45	I just heard about Ecklie. I'm at, uh...
10	00:00:45	00:00:46	Where am I? I'm at, uh...
11	00:00:46	00:00:48	Bar 483.
12	00:00:48	00:00:50	I'm with Moreno's partner Crenshaw.
13	00:00:50	00:00:52	Jules... Something's definitely not right.
14	00:00:52	00:00:53	What?!
15	00:00:53	00:00:58	McKeen. His-his people, they took Katie for payback for his son or something.
16	00:00:58	00:00:59	Crenshaw's one of 'em.
17	00:00:59	00:01:01	I just know.
18	00:01:01	00:01:03	I'm gonna stick with him and see where he takes me.
19	00:01:03	00:01:06	You get your ass out of there and come back right now-- I've lost enough tonight.
20	00:01:06	00:01:09	I'll be in touch.
21	00:01:09	00:01:12	Your father will not let anything happen to Kaitlyn.
22	00:01:12	00:01:13	No, no, no, no...
23	00:01:13	00:01:15	I want to see her room! You can't come in here.
24	00:01:15	00:01:17	Listen, we have to process the scene.
25	00:01:17	00:01:18	The scene?! What are you talk...
26	00:01:18	00:01:19	Listen to me, will you, please?
27	00:01:19	00:01:21	Listen to me.
28	00:01:21	00:01:22	I promise you I will bring her home.
29	00:01:22	00:01:23	I promise.
30	00:01:25	00:01:27	Go with the vitals on Undersheriff Ecklie.
31	00:01:27	00:01:29	Tachycardia in the 120.
32	00:01:29	00:01:34	82/40 and dropping. O2 sats in the 80s with assisted ventilation. Preparing to transport.
33	00:01:34	00:01:36	One, two, three.
34	00:01:36	00:01:37	What's his condition?
35	00:01:37	00:01:39	Stable but critical.
36	00:01:40	00:01:42	I'm going with him.
37	00:01:47	00:01:49	Russell's granddaughter's been kidnapped.
