	start	end	text
0	00:00:46	00:00:47	Hey, lady.
1	00:00:47	00:00:49	Hey.
2	00:00:49	00:00:53	I can't sleep.
3	00:00:53	00:00:55	You want to try to eat something?
4	00:00:55	00:00:57	Yeah.
5	00:01:02	00:01:03	All right.
6	00:01:03	00:01:05	I'll go get him.
7	00:01:05	00:01:06	You get dressed.
8	00:01:08	00:01:10	Ahren?
9	00:01:13	00:01:14	Ahren?
10	00:01:17	00:01:18	Ahren?
11	00:01:22	00:01:23	Ahren...
12	00:01:26	00:01:28	Ahren...
13	00:01:30	00:01:32	Ahren...
14	00:01:33	00:01:39	Okay, Ahren Green, 29 years old, lives here with Bianca Desmond, that's the brunette.
15	00:01:40	00:01:42	The blonde is Chelsea Wannamaker.
16	00:01:42	00:01:44	She was just spending the night.
17	00:01:44	00:01:46	One was asleep, one was in the bathroom.
18	00:01:46	00:01:48	They said Ahren was probably working on his bike.
19	00:01:51	00:01:52	His pupils are dilated.
20	00:01:52	00:01:54	Lividity is consistent with body position.
21	00:01:54	00:01:59	Looks like he bled out from a stab wound to his upper leg or pelvic area.
22	00:01:59	00:02:03	Well, in my experience, I found that most threesomes end up being one too many.
23	00:02:03	00:02:06	So, David, uh...
24	00:02:06	00:02:09	check and make sure that they didn't pull a Lorena Bobbitt.
25	00:02:10	00:02:11	Take a look.
26	00:02:19	00:02:20	No, we're good.
27	00:02:20	00:02:21	My man's all there.
28	00:02:21	00:02:23	We're...good.
29	00:02:23	00:02:24	Something must be wrong his gear.
30	00:02:24	00:02:29	He could be partying with two hot chicks inside, but he's out here working on his bike 00 in the morning?
31	00:02:29	00:02:31	Maybe he wasn't invited.
32	00:03:06	00:03:09	Hold out your hands, please.
33	00:03:10	00:03:13	And the other side.
34	00:03:17	00:03:20	What were you doing right before Ahren was killed?
35	00:03:20	00:03:23	Cleaning.
36	00:03:23	00:03:24	With what?
37	00:03:24	00:03:26	Bleach.
38	00:03:26	00:03:28	It's the only thing that works.
39	00:03:28	00:03:29	Okay.
40	00:03:29	00:03:32	You know, you could put some clothes on if you want, if you're cold.
41	00:03:32	00:03:34	She won't let me back in my room.
42	00:04:08	00:04:10	Man, I give this guy an A for organization.
43	00:04:10	00:04:13	He's got a spot for everything.
