	start	end	text
0	00:00:52	00:00:56	No! No!
1	00:01:03	00:01:05	Call said one dead body.
2	00:01:05	00:01:06	Caught him red-handed.
3	00:01:06	00:01:08	Ben Jennings.
4	00:01:12	00:01:14	Nick Stokes, Gil Grissom, Las Vegas Crime Lab.
5	00:01:14	00:01:16	You want to tell us what's going on?
6	00:01:16	00:01:18	What happened here?
7	00:01:20	00:01:22	You have anything to say?
8	00:01:24	00:01:27	You don't have to talk to us.
9	00:01:28	00:01:30	He'll talk to us.
10	00:02:07	00:02:09	See that lividity?
11	00:02:09	00:02:12	Blood settled at the time of death.
12	00:02:12	00:02:15	Body's been moved from the murder scene.
13	00:02:15	00:02:16	Impound his car.
14	00:02:16	00:02:19	Sorry, guys. I lost you at the fork.
15	00:02:19	00:02:21	My bad, Sara.
16	00:02:21	00:02:26	Let's process this guy shall we?
17	00:02:26	00:02:29	Officer, would you uncuff him, please?!
18	00:02:37	00:02:39	Okay, make like a scarecrow for me, partner.
19	00:02:41	00:02:42	Arms out, away from your body.
20	00:02:42	00:02:45	That's it. Stay just like that.
21	00:02:52	00:02:53	Give me your right foot.
22	00:02:53	00:02:55	Other right.
23	00:02:56	00:02:56	Put it down.
24	00:02:57	00:02:58	Lift it up.
25	00:02:59	00:03:01	Hold still.
26	00:03:03	00:03:07	Possible secondary transfer.
27	00:03:09	00:03:11	Got some red fibers.
28	00:03:14	00:03:15	Other foot.
29	00:03:15	00:03:16	Lift it up.
30	00:03:16	00:03:17	Put it down.
31	00:03:22	00:03:23	No defensive wounds.
32	00:03:23	00:03:26	No hematomas.
33	00:03:26	00:03:28	Victim didn't fight back.
34	00:03:28	00:03:29	Probably didn't see it coming.
35	00:03:32	00:03:33	Matthew...
36	00:03:34	00:03:36	tag that body for special processing, VIP room.
37	00:03:36	00:03:40	Don't wash it till I get there, and don't touch his fingernails.
38	00:03:50	00:03:54	D.B., Mediterranean Casino, Women's Spa.
39	00:03:56	00:03:58	Body is Shelley Danvers.
40	00:03:58	00:04:01	10/10/81.
41	00:04:01	00:04:03	Employee walked in to get towels...
42	00:04:06	00:04:08	found her here.
43	00:04:15	00:04:21	A young woman, healthy, just reading a magazine and all of a sudden she DFOs?
44	00:04:23	00:04:24	Done fell out.
45	00:04:24	00:04:26	That's what the night manager says.
46	00:04:29	00:04:30	Miss?
47	00:04:34	00:04:36	We're from the Crime Lab.
48	00:04:36	00:04:39	You found the deceased?
49	00:04:39	00:04:42	Yes, I was, um...
50	00:04:42	00:04:45	just getting some towels and I walked in and she was there.
51	00:04:45	00:04:47	Hey, Brass...
52	00:04:47	00:04:48	you touch this body?
53	00:04:48	00:04:50	Yeah, I was born yesterday.
54	00:04:50	00:04:55	Well, it looks as if the sash may have been tied by somebody else.
55	00:04:55	00:04:57	Miss...
56	00:04:57	00:05:00	you know anything about redressing the body?
57	00:05:00	00:05:01	Well, she was naked.
58	00:05:01	00:05:03	I-I-I thought she should be covered.
59	00:05:03	00:05:06	Did you move the body here, too?
60	00:05:06	00:05:08	Guests were looking in.
61	00:05:08	00:05:09	I put a robe on her.
62	00:05:09	00:05:12	It's not like it's a crime or anything.
63	00:05:12	00:05:14	Actually, it is.
64	00:05:14	00:05:17	Makes us doubt the circumstances surrounding the victim's death.
65	00:05:22	00:05:23	Flour, maybe?
66	00:05:23	00:05:25	But what kind?
67	00:05:25	00:05:27	All-purpose?
68	00:05:27	00:05:29	Self-rising?
69	00:05:29	00:05:30	Pastry?
70	00:05:30	00:05:33	Trace will probably have a better idea.
71	00:05:35	00:05:39	I'll get DNA to see if there's bits of Ben under the fingernails.
72	00:05:39	00:05:40	What about the neck?
73	00:05:40	00:05:42	Any fibers in the wound?
74	00:05:42	00:05:43	You told me to wait for you.
75	00:05:43	00:05:45	Well, that hasn't stopped you yet.
76	00:05:45	00:05:47	I did observe some fibers in the wound.
77	00:05:47	00:05:49	I didn't collect them, though.
78	00:05:49	00:05:51	Be my guest.
79	00:05:56	00:05:58	Yellow.
80	00:05:58	00:06:01	Not cotton; satin, maybe.
81	00:06:06	00:06:08	Dress shirt...
82	00:06:08	00:06:09	but no tie.
83	00:06:10	00:06:12	Strangled with his own tie?
84	00:06:14	00:06:16	Find me on the flour.
85	00:06:18	00:06:21	Shelley Danvers-- 00.
86	00:06:21	00:06:26	Ms. Marita, did the deceased use the Jacuzzi facilities this evening?
87	00:06:26	00:06:27	Not that I remember, no.
88	00:06:29	00:06:30	What? You don't believe me?
89	00:06:31	00:06:33	Well, you lied to us before.
90	00:06:33	00:06:36	It's, uh, not uncommon to drown in a Jacuzzi.
