	start	end	text
0	00:01:49	00:01:52	Her name is Penny Garden.
1	00:01:52	00:01:54	Age 65.
2	00:01:54	00:01:56	Retired cocktail waitress.
3	00:01:56	00:01:59	Been living here since the Rat Pack days.
4	00:01:59	00:02:01	She may have served them drinks.
5	00:02:01	00:02:05	Well, they must have tipped well because 20 years ago, this was a nice neighborhood.
6	00:02:05	00:02:07	Anyway, a guy next door heard a racket, called 911.
7	00:02:07	00:02:10	Down the hallway, there's a spare bedroom.
8	00:02:10	00:02:11	The bed's unmade.
9	00:02:11	00:02:16	So if the vic had a houseguest, they're nowhere to be found, so I'm going to dig around.
10	00:02:19	00:02:23	Unfortunately, these windows aren't tempered.
11	00:02:23	00:02:25	Very dangerous if broken.
12	00:02:27	00:02:29	And she went through face first.
13	00:02:29	00:02:33	The door's right here-- I doubt she missed it.
14	00:02:33	00:02:36	Maybe she had some help.
15	00:02:36	00:02:37	God.
16	00:02:38	00:02:44	Those coupons on the floor on top of the glass suggests they were scattered after the window broke.
17	00:02:45	00:02:46	Maybe they went through the room after they killed her.
18	00:02:47	00:02:50	There's nothing particularly valuable here.
19	00:02:52	00:02:54	There used to be.
20	00:03:28	00:03:33	Control, Control, this is CSI Sanders. I need some help.
21	00:03:33	00:03:34	Control, go with the information.
22	00:03:34	00:03:35	Assault in progress.
23	00:03:35	00:03:37	How many suspects? Are they armed?
24	00:03:37	00:03:39	Ma'am, please, they gotta get here quicker than this.
25	00:03:41	00:03:42	Thank you, ladies and gentlemen.
26	00:03:42	00:03:47	My name is Pete Athens. I am the coroner of Clark County; I want to thank you all for being here.
27	00:03:47	00:03:52	Coroner inquests go back to medieval times during the reign of Richard I in England.
28	00:03:52	00:03:55	In fact, coroner comes from the word crown.
29	00:03:55	00:04:00	A public inquest was one of the crown's checks and balances on the powers of the sheriff.
30	00:04:00	00:04:10	And today, a thousand years later, it serves the same purpose in our county-- checks and balances on the sheriff and for those who work for him.
31	00:04:11	00:04:13	The Honorable Clayton Trueblood will be our hearing master.
32	00:04:13	00:04:17	He's not a judge, but he's going to be more like a, um...
33	00:04:17	00:04:22	a traffic cop, because an inquest isn't a trial.
34	00:04:22	00:04:25	We're going to examine the death of Demetrius James.
35	00:04:25	00:04:33	The assistant district attorney Valerie Nichols will present the facts in the case, introduce the witnesses and ask them questions.
36	00:04:33	00:04:38	Any member of the jury may also ask questions, either orally or in writing.
37	00:04:38	00:04:43	I understand that there are family members of the deceased present.
38	00:04:53	00:05:01	I'm very sorry for your loss, and I want you to know that as what the state calls interested parties, you may ask questions, too.
39	00:05:01	00:05:12	When all the facts have been presented, the jury will then rule the death in question as either justifiable, excusable or criminal.
40	00:05:13	00:05:15	Cut's pretty deep.
41	00:05:15	00:05:17	Let's try and keep her head on while we move her.
42	00:05:17	00:05:21	One, two, three.
43	00:05:34	00:05:35	Hi.
44	00:05:35	00:05:38	Grissom said you could use some help.
45	00:05:38	00:05:40	What haven't you done?
46	00:05:40	00:05:42	The rest of the house.
47	00:06:37	00:06:39	Hope I die before I get old.
